update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,66,0.000000,"[0.000000]",1,5000,0.143000,0.143000,"[0.143000]",0.000000,"[0.000000]",0.143000,"[0.143000]",-1,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30371,0.000000,"[0.000000]",1,3150,130.473000,140.473000,"[140.473000]",20.000000,"[20.000000]",130.473000,"[130.473000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",70.000000,"[70]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60347,0.000000,"[0.000000]",1,3519,78.276000,88.276000,"[88.276000]",20.000000,"[20.000000]",78.276000,"[78.276000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",44.000000,"[44]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90397,0.000000,"[0.000000]",1,3467,136.273000,146.273000,"[146.273000]",20.000000,"[20.000000]",136.273000,"[136.273000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",73.000000,"[73]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120371,0.000000,"[0.000000]",1,2155,130.510000,140.510000,"[140.510000]",20.000000,"[20.000000]",130.510000,"[130.510000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",70.000000,"[70]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150333,0.000000,"[0.000000]",1,1642,136.468000,146.468000,"[146.468000]",20.000000,"[20.000000]",136.468000,"[136.468000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",73.000000,"[73]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180303,0.000000,"[0.000000]",1,2310,186.490000,196.490000,"[196.490000]",20.000000,"[20.000000]",186.490000,"[186.490000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",98.000000,"[98]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210365,0.000000,"[0.000000]",1,1796,158.469000,168.469000,"[168.469000]",20.000000,"[20.000000]",158.469000,"[158.469000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",84.000000,"[84]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240361,0.000000,"[0.000000]",1,1846,158.521000,168.521000,"[168.521000]",20.000000,"[20.000000]",158.521000,"[158.521000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",84.000000,"[84]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270349,0.000000,"[0.000000]",1,2601,148.497000,158.497000,"[158.497000]",20.000000,"[20.000000]",148.497000,"[148.497000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",79.000000,"[79]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
