update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,13,0.000000,"[0.000000]",1,5000,16.106000,16.106000,"[16.106000]",0.000000,"[0.000000]",16.106000,"[16.106000]",-1,3.000000,"[3]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30315,0.000000,"[0.000000]",1,5629,212.343000,212.343000,"[212.343000]",0.000000,"[0.000000]",212.343000,"[212.343000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",106.000000,"[106]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60395,19.101124,"[19.101124]",1,5115,249.832000,265.332000,"[265.332000]",31.000000,"[31.000000]",249.832000,"[249.832000]",200,0.000000,"[0]",5.000000,"[5]",12.000000,"[12]",107.000000,"[107]",89.000000,"[89]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",17.000000,"[17]",232.000000,"[232]"
300,0,90315,28.947368,"[28.947368]",1,3695,233.875000,250.375000,"[250.375000]",33.000000,"[33.000000]",233.875000,"[233.875000]",300,0.000000,"[0]",3.000000,"[3]",12.000000,"[12]",92.000000,"[92]",76.000000,"[76]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",22.000000,"[22]",195.000000,"[195]"
400,0,120309,33.333333,"[33.333333]",1,2631,282.820000,295.320000,"[295.320000]",25.000000,"[25.000000]",282.820000,"[282.820000]",400,0.000000,"[0]",2.000000,"[2]",9.000000,"[9]",107.000000,"[107]",81.000000,"[81]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",27.000000,"[27]",191.000000,"[191]"
500,0,150337,26.470588,"[26.470588]",1,2756,213.335000,223.335000,"[223.335000]",20.000000,"[20.000000]",213.335000,"[213.335000]",500,1.000000,"[1]",4.000000,"[4]",8.000000,"[8]",98.000000,"[98]",34.000000,"[34]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",88.000000,"[88]"
600,0,180329,36.585366,"[36.585366]",1,3491,271.855000,284.355000,"[284.355000]",25.000000,"[25.000000]",271.855000,"[271.855000]",600,0.000000,"[0]",5.000000,"[5]",10.000000,"[10]",97.000000,"[97]",82.000000,"[82]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",30.000000,"[30]",202.000000,"[202]"
700,0,210339,26.923077,"[26.923077]",1,2720,195.857000,208.357000,"[208.357000]",25.000000,"[25.000000]",195.857000,"[195.857000]",700,0.000000,"[0]",5.000000,"[5]",10.000000,"[10]",83.000000,"[83]",52.000000,"[52]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",14.000000,"[14]",120.000000,"[120]"
800,0,240313,43.421053,"[43.421053]",1,2107,286.857000,291.357000,"[291.357000]",9.000000,"[9.000000]",286.857000,"[286.857000]",800,0.000000,"[0]",3.000000,"[3]",4.000000,"[4]",96.000000,"[96]",76.000000,"[76]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",33.000000,"[33]",174.000000,"[174]"
900,0,270333,36.263736,"[36.263736]",1,3347,302.360000,315.360000,"[315.360000]",26.000000,"[26.000000]",302.360000,"[302.360000]",900,0.000000,"[0]",4.000000,"[4]",10.000000,"[10]",108.000000,"[108]",91.000000,"[91]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",33.000000,"[33]",198.000000,"[198]"
