update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,95,0.000000,"[0.000000]",1,5000,0.001000,0.001000,"[0.001000]",0.000000,"[0.000000]",0.001000,"[0.001000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30395,0.000000,"[0.000000]",1,4256,222.352000,232.352000,"[232.352000]",20.000000,"[20.000000]",222.352000,"[222.352000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",116.000000,"[116]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60343,0.000000,"[0.000000]",1,6849,264.651000,274.651000,"[274.651000]",20.000000,"[20.000000]",264.651000,"[264.651000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90303,0.000000,"[0.000000]",1,5159,302.927000,312.927000,"[312.927000]",20.000000,"[20.000000]",302.927000,"[302.927000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",156.000000,"[156]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120343,0.000000,"[0.000000]",1,5798,324.851000,334.851000,"[334.851000]",20.000000,"[20.000000]",324.851000,"[324.851000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",167.000000,"[167]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150325,0.000000,"[0.000000]",1,5307,322.902000,332.902000,"[332.902000]",20.000000,"[20.000000]",322.902000,"[322.902000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",166.000000,"[166]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180365,0.000000,"[0.000000]",1,7327,374.846000,384.846000,"[384.846000]",20.000000,"[20.000000]",374.846000,"[374.846000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",192.000000,"[192]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210361,0.000000,"[0.000000]",1,6222,136.568000,146.568000,"[146.568000]",20.000000,"[20.000000]",136.568000,"[136.568000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",73.000000,"[73]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240308,0.000000,"[0.000000]",1,4860,34.561000,44.561000,"[44.561000]",20.000000,"[20.000000]",34.561000,"[34.561000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",22.000000,"[22]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270301,0.000000,"[0.000000]",1,4463,396.857000,406.857000,"[406.857000]",20.000000,"[20.000000]",396.857000,"[396.857000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",203.000000,"[203]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300303,0.000000,"[0.000000]",1,6360,300.931000,310.931000,"[310.931000]",20.000000,"[20.000000]",300.931000,"[300.931000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",155.000000,"[155]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330329,0.000000,"[0.000000]",1,3955,243.040000,253.040000,"[253.040000]",20.000000,"[20.000000]",243.040000,"[243.040000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",126.000000,"[126]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360301,0.000000,"[0.000000]",1,2979,352.879000,362.879000,"[362.879000]",20.000000,"[20.000000]",352.879000,"[352.879000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",181.000000,"[181]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390367,0.000000,"[0.000000]",1,3195,242.958000,252.958000,"[252.958000]",20.000000,"[20.000000]",242.958000,"[242.958000]",1300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",126.000000,"[126]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420335,0.000000,"[0.000000]",1,2272,372.859000,382.859000,"[382.859000]",20.000000,"[20.000000]",372.859000,"[372.859000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",191.000000,"[191]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450359,0.000000,"[0.000000]",1,3072,312.939000,322.939000,"[322.939000]",20.000000,"[20.000000]",312.939000,"[312.939000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",161.000000,"[161]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1600,0,480365,0.000000,"[0.000000]",1,3592,229.001000,239.001000,"[239.001000]",20.000000,"[20.000000]",229.001000,"[229.001000]",1600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",119.000000,"[119]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
