update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,0,66.666667,"[66.666667]",1,5000,6.002000,6.002000,"[6.002000]",0.000000,"[0.000000]",6.002000,"[6.002000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",2.000000,"[2]"
100,0,30353,100.000000,"[100.000000]",1,4694,36.000000,36.000000,"[36.000000]",0.000000,"[0.000000]",36.000000,"[36.000000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
200,0,60322,100.000000,"[100.000000]",1,4089,36.000000,36.000000,"[36.000000]",0.000000,"[0.000000]",36.000000,"[36.000000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
300,0,90324,0.000000,"[0.000000]",1,6209,0.000000,0.000000,"[0.000000]",0.000000,"[0.000000]",0.000000,"[0.000000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
400,0,120382,0.000000,"[0.000000]",1,4460,0.002000,0.002000,"[0.002000]",0.000000,"[0.000000]",0.002000,"[0.002000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150386,100.000000,"[100.000000]",1,2768,30.000000,36.000000,"[36.000000]",12.000000,"[12.000000]",30.000000,"[30.000000]",500,0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",3.000000,"[3]"
600,0,180361,27.777778,"[27.777778]",1,2390,124.151000,124.151000,"[124.151000]",0.000000,"[0.000000]",124.151000,"[124.151000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",47.000000,"[47]",36.000000,"[36]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",87.000000,"[87]"
700,0,210379,0.000000,"[0.000000]",1,3313,204.927000,206.427000,"[206.427000]",3.000000,"[3.000000]",204.927000,"[204.927000]",700,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",103.000000,"[103]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240353,0.000000,"[0.000000]",1,3806,214.365000,214.365000,"[214.365000]",0.000000,"[0.000000]",214.365000,"[214.365000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",107.000000,"[107]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270361,0.000000,"[0.000000]",1,4005,222.493000,222.493000,"[222.493000]",0.000000,"[0.000000]",222.493000,"[222.493000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",111.000000,"[111]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
