update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,64,0.000000,"[0.000000]",1,5000,0.003000,0.003000,"[0.003000]",0.000000,"[0.000000]",0.003000,"[0.003000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30079,0.000000,"[0.000000]",1,9359,-4.999000,0.001000,"[0.001000]",10.000000,"[10.000000]",-4.999000,"[-4.999000]",99,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60062,0.000000,"[0.000000]",1,8471,0.005000,0.005000,"[0.005000]",0.000000,"[0.000000]",0.005000,"[0.005000]",199,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
300,0,90345,0.000000,"[0.000000]",1,7169,9.587000,14.587000,"[14.587000]",10.000000,"[10.000000]",9.587000,"[9.587000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120393,0.000000,"[0.000000]",1,7835,81.167000,86.167000,"[86.167000]",10.000000,"[10.000000]",81.167000,"[81.167000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",43.000000,"[43]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150313,0.000000,"[0.000000]",1,6353,77.283000,82.283000,"[82.283000]",10.000000,"[10.000000]",77.283000,"[77.283000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",41.000000,"[41]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180343,0.000000,"[0.000000]",1,6240,67.252000,72.252000,"[72.252000]",10.000000,"[10.000000]",67.252000,"[67.252000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",36.000000,"[36]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210345,0.000000,"[0.000000]",1,7796,145.344000,150.344000,"[150.344000]",10.000000,"[10.000000]",145.344000,"[145.344000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",75.000000,"[75]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240369,0.000000,"[0.000000]",1,8172,115.320000,120.320000,"[120.320000]",10.000000,"[10.000000]",115.320000,"[115.320000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",60.000000,"[60]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270307,0.000000,"[0.000000]",1,9978,235.373000,240.373000,"[240.373000]",10.000000,"[10.000000]",235.373000,"[235.373000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",120.000000,"[120]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300353,0.000000,"[0.000000]",1,5993,321.190000,326.190000,"[326.190000]",10.000000,"[10.000000]",321.190000,"[321.190000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",163.000000,"[163]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330317,0.000000,"[0.000000]",1,6623,525.484000,530.484000,"[530.484000]",10.000000,"[10.000000]",525.484000,"[525.484000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",265.000000,"[265]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360315,0.000000,"[0.000000]",1,6699,313.225000,318.225000,"[318.225000]",10.000000,"[10.000000]",313.225000,"[313.225000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",159.000000,"[159]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390363,0.000000,"[0.000000]",1,10576,517.090000,522.090000,"[522.090000]",10.000000,"[10.000000]",517.090000,"[517.090000]",1300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",261.000000,"[261]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420321,0.000000,"[0.000000]",1,8480,583.175000,588.175000,"[588.175000]",10.000000,"[10.000000]",583.175000,"[583.175000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",294.000000,"[294]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450327,0.000000,"[0.000000]",1,7664,621.065000,626.065000,"[626.065000]",10.000000,"[10.000000]",621.065000,"[621.065000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",313.000000,"[313]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
