update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,22,0.000000,"[0.000000]",1,5000,-10.000000,0.000000,"[0.000000]",20.000000,"[20.000000]",-10.000000,"[-10.000000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
100,0,30379,0.000000,"[0.000000]",1,7450,0.005000,0.005000,"[0.005000]",0.000000,"[0.000000]",0.005000,"[0.005000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
200,0,60321,0.000000,"[0.000000]",1,6139,-4.489000,0.511000,"[0.511000]",10.000000,"[10.000000]",-4.489000,"[-4.489000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
300,0,90393,0.000000,"[0.000000]",1,2999,1.498000,1.498000,"[1.498000]",0.000000,"[0.000000]",1.498000,"[1.498000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
400,0,120377,0.000000,"[0.000000]",1,2897,1.501000,1.501000,"[1.501000]",0.000000,"[0.000000]",1.501000,"[1.501000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
500,0,150377,0.000000,"[0.000000]",1,3394,-2.809000,7.191000,"[7.191000]",20.000000,"[20.000000]",-2.809000,"[-2.809000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180313,0.000000,"[0.000000]",1,3699,1.498000,1.498000,"[1.498000]",0.000000,"[0.000000]",1.498000,"[1.498000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
700,0,210349,0.000000,"[0.000000]",1,1894,-2.508000,7.492000,"[7.492000]",20.000000,"[20.000000]",-2.508000,"[-2.508000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240306,0.000000,"[0.000000]",1,2143,3.494000,3.494000,"[3.494000]",0.000000,"[0.000000]",3.494000,"[3.494000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
900,0,270327,0.000000,"[0.000000]",1,2082,230.416000,240.416000,"[240.416000]",20.000000,"[20.000000]",230.416000,"[230.416000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",120.000000,"[120]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300333,0.000000,"[0.000000]",1,1943,222.311000,232.311000,"[232.311000]",20.000000,"[20.000000]",222.311000,"[222.311000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",116.000000,"[116]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330383,0.000000,"[0.000000]",1,1927,332.667000,342.667000,"[342.667000]",20.000000,"[20.000000]",332.667000,"[332.667000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",171.000000,"[171]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360353,0.000000,"[0.000000]",1,1977,290.646000,300.646000,"[300.646000]",20.000000,"[20.000000]",290.646000,"[290.646000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",150.000000,"[150]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390367,0.000000,"[0.000000]",1,2522,358.688000,368.688000,"[368.688000]",20.000000,"[20.000000]",358.688000,"[358.688000]",1300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",184.000000,"[184]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420379,0.000000,"[0.000000]",1,1977,348.749000,358.749000,"[358.749000]",20.000000,"[20.000000]",348.749000,"[348.749000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",179.000000,"[179]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450371,0.000000,"[0.000000]",1,2876,138.587000,148.587000,"[148.587000]",20.000000,"[20.000000]",138.587000,"[138.587000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",74.000000,"[74]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1600,0,480397,0.000000,"[0.000000]",1,3635,414.807000,424.807000,"[424.807000]",20.000000,"[20.000000]",414.807000,"[414.807000]",1600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",212.000000,"[212]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1700,0,510389,0.000000,"[0.000000]",1,3107,398.700000,408.700000,"[408.700000]",20.000000,"[20.000000]",398.700000,"[398.700000]",1700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",204.000000,"[204]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1800,0,540307,0.000000,"[0.000000]",1,2823,322.443000,332.443000,"[332.443000]",20.000000,"[20.000000]",322.443000,"[322.443000]",1800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",166.000000,"[166]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
