update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,60,0.000000,"[0.000000]",1,5000,2.002000,2.002000,"[2.002000]",0.000000,"[0.000000]",2.002000,"[2.002000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30335,0.000000,"[0.000000]",1,4163,248.464000,258.464000,"[258.464000]",20.000000,"[20.000000]",248.464000,"[248.464000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",129.000000,"[129]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60331,0.000000,"[0.000000]",1,5669,248.465000,258.465000,"[258.465000]",20.000000,"[20.000000]",248.465000,"[248.465000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",129.000000,"[129]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90305,0.000000,"[0.000000]",1,5302,244.035000,254.035000,"[254.035000]",20.000000,"[20.000000]",244.035000,"[244.035000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",127.000000,"[127]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120375,0.000000,"[0.000000]",1,3079,102.102000,112.102000,"[112.102000]",20.000000,"[20.000000]",102.102000,"[102.102000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",56.000000,"[56]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150303,0.000000,"[0.000000]",1,4620,274.354000,284.354000,"[284.354000]",20.000000,"[20.000000]",274.354000,"[274.354000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",142.000000,"[142]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180379,0.000000,"[0.000000]",1,4867,185.378000,190.378000,"[190.378000]",10.000000,"[10.000000]",185.378000,"[185.378000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",95.000000,"[95]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
700,0,210371,0.000000,"[0.000000]",1,5320,96.329000,106.329000,"[106.329000]",20.000000,"[20.000000]",96.329000,"[96.329000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",53.000000,"[53]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240383,0.000000,"[0.000000]",1,3741,276.220000,286.220000,"[286.220000]",20.000000,"[20.000000]",276.220000,"[276.220000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",143.000000,"[143]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270337,0.000000,"[0.000000]",1,1987,228.195000,238.195000,"[238.195000]",20.000000,"[20.000000]",228.195000,"[228.195000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",119.000000,"[119]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300381,0.000000,"[0.000000]",1,2480,246.413000,256.413000,"[256.413000]",20.000000,"[20.000000]",246.413000,"[246.413000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",128.000000,"[128]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330305,0.000000,"[0.000000]",1,3531,40.299000,90.299000,"[90.299000]",100.000000,"[100.000000]",40.299000,"[40.299000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",45.000000,"[45]",4.000000,"[4]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]"
1200,0,360397,100.000000,"[100.000000]",1,5395,195.612000,215.612000,"[215.612000]",40.000000,"[40.000000]",195.612000,"[195.612000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",106.000000,"[106]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",4.000000,"[4]"
