16
0:3,0 0.001 -1 1 2,1 0.002 -1 -1 3,1 0.002 1 0 0 46 2,13 0.001 0 1 0,13 0.003 0 1 1,15 0.002 1 1 0.002 50 13,0 0.001 -1 -1 14,1 0.003 0 -1 12,3 0.002 -1 0 0.002 50 14,15 0.001 0 1 15,12 0.003 1 -1 13,13 0.002 1 -1 0.003 50 :1,0 :f,0,2 f,3,15 f,13,15 f,15,1 
1:3,0 0.001 -1 1 2,1 0.002 -1 -1 3,1 0.001 1 0 0 42 2,13 0.001 0 1 0,13 0.001 0 1 1,15 0.001 1 1 0.002 50 13,0 0.001 -1 -1 14,1 0.001 0 -1 12,3 0.001 -1 0 0.002 50 14,15 0.001 0 1 15,12 0.001 1 -1 13,13 0.001 1 -1 0.003 50 :1,0 :f,0,2 f,3,15 f,13,15 f,15,1 
2:3,0 0.001 0 1 2,1 0.002 -1 -1 3,1 0.001 1 -1 0 38 2,13 0.001 1 1 0,13 0.001 1 1 1,15 0.001 1 0 0.002 50 13,0 0.001 -1 0 14,1 0.001 -1 -1 12,3 0.001 -1 1 0.002 50 14,15 0.001 1 1 15,12 0.001 0 -1 13,13 0.001 0 -1 0.003 50 :1,0 :f,0,2 f,3,15 f,13,15 f,15,1 
3:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 1 -1 0 33 2,13 0.001 1 1 0,13 0.001 1 1 1,15 0.001 1 0 0.002 50 13,0 0.001 -1 0 14,1 0.001 -1 -1 12,3 0.001 -1 1 0.002 50 14,15 0.001 1 1 15,12 0.001 0 -1 13,13 0.001 0 -1 0.003 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
4:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 0 -1 0 33 2,13 0.001 1 0 0,13 0.001 1 0 1,15 0.001 1 -1 0.002 50 13,0 0.001 -1 1 14,1 0.001 -1 0 12,3 0.001 0 1 0.002 50 14,15 0.001 1 0 15,12 0.001 -1 -1 13,13 0.001 -1 -1 0.003 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
5:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 0 -1 0 33 2,13 0.001 1 0 0,13 0.001 1 0 1,15 0.001 1 -1 0.002 50 13,0 0.001 -1 1 14,1 0.001 -1 0 12,3 0.001 0 1 0.002 50 14,15 0.001 1 0 15,12 0.001 -1 -1 13,13 0.001 -1 -1 0.003 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
6:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 -1 0 33 2,13 0.001 1 -1 0,13 0.001 1 -1 1,15 0.001 0 -1 0.002 50 13,0 0.001 0 1 14,1 0.001 -1 1 12,3 0.001 1 1 0.002 50 14,15 0.001 1 -1 15,12 0.001 -1 0 13,13 0.001 -1 0 0.003 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
7:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 -1 0 33 2,13 0.001 1 -1 0,13 0.001 1 -1 1,15 0.001 0 -1 0.002 50 13,1 0.001 0 1 13,2 0.001 -1 1 12,3 0.001 1 1 0.004 50 15,14 0.001 1 -1 14,12 0.001 -1 0 13,13 0.001 -1 0 0.005 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
8:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 0 0 33 2,13 0.001 0 -1 0,13 0.001 0 -1 1,15 0.001 -1 -1 0.002 50 13,1 0.001 0 1 13,2 0.001 -1 1 12,3 0.001 1 0 0.004 50 15,14 0.001 1 -1 14,12 0.001 -1 0 13,13 0.001 -1 1 0.005 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
9:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 0 0 33 2,13 0.001 0 -1 0,13 0.001 0 -1 1,15 0.001 -1 -1 0.002 50 13,1 0.001 1 1 13,2 0.001 0 1 13,3 0.001 1 0 0.005 50 15,14 0.001 0 -1 14,12 0.001 -1 1 13,13 0.001 -1 1 0.005 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
10:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 0 0 33 2,13 0.001 -1 -1 0,13 0.001 -1 -1 1,15 0.001 -1 0 0.002 50 13,1 0.001 1 1 13,2 0.001 0 1 13,3 0.001 1 0 0.005 50 15,13 0.001 0 -1 14,12 0.001 -1 1 13,13 0.001 0 1 0.006 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
11:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 1 0 33 2,13 0.001 -1 -1 0,13 0.001 -1 -1 1,15 0.001 -1 0 0.002 50 13,1 0.001 1 0 13,2 0.001 1 1 13,3 0.001 1 -1 0.005 50 15,13 0.001 0 -1 14,12 0.001 0 1 13,14 0.001 0 1 0.007 50 ::f,0,2 s,1,0 f,3,15 f,13,15 f,15,1 
12:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 -1 1 0 33 2,13 0.001 -1 0 0,13 0.001 -1 0 1,15 0.001 -1 1 0.002 50 14,1 0.001 1 0 13,2 0.001 1 1 14,2 0.001 1 -1 0.007 50 15,13 0.001 -1 -1 14,12 0.001 0 1 13,14 0.001 0 1 0.0071 65 ::f,0,2 s,1,0 f,3,15 f,14,13 f,15,1 
13:3,0 0.001 0 1 2,1 0.003 -1 -1 3,1 0.001 0 1 0 33 1,13 0.001 -1 0 0,13 0.001 -1 0 1,15 0.001 -1 1 0.003 50 14,1 0.001 1 0 13,2 0.001 1 0 14,2 0.001 1 -1 0.0071 65 15,13 0.001 -1 -1 14,12 0.001 1 1 13,14 0.001 1 1 0.0071 65 ::f,0,2 s,1,0 f,3,15 f,12,1 f,14,13 
