16
0:2,2 0.001 -1 0 0,1 0.003 1 0 1,2 0.002 0 1 0.002 50 2,12 0.001 1 -1 1,15 0.003 1 0 0,14 0.002 -1 0 0.001 50 14,2 0.001 -1 0 13,2 0.003 -1 -1 12,3 0.002 -1 -1 0.002 50 13,13 0.001 1 0 14,12 0.003 0 1 14,13 0.002 -1 0 0.001 50 ::f,1,3 f,2,15 f,14,15 f,15,0 
1:2,2 0.001 -1 0 0,1 0.001 1 0 1,2 0.001 0 1 0.0021 65 2,12 0.001 1 -1 1,15 0.001 1 0 0,14 0.001 -1 0 0.0011 65 14,2 0.001 -1 0 13,2 0.001 -1 -1 12,3 0.001 -1 -1 0.002 50 13,13 0.001 1 0 14,12 0.001 0 1 14,13 0.001 -1 0 0.001 50 ::f,1,1 f,1,12 f,14,15 f,15,0 
2:2,2 0.001 -1 1 0,1 0.001 1 -1 1,2 0.001 1 1 0.0021 65 2,12 0.001 0 -1 1,15 0.001 1 -1 0,14 0.001 -1 1 0.0011 65 14,2 0.001 -1 1 13,2 0.001 -1 0 12,3 0.001 -1 0 0.002 50 13,13 0.001 1 -1 14,12 0.001 1 1 14,13 0.001 -1 1 0.001 50 ::f,1,1 f,1,12 f,14,15 f,15,0 
3:2,2 0.001 -1 1 0,1 0.001 1 -1 1,2 0.001 1 1 0.0021 65 2,12 0.001 0 -1 1,15 0.001 1 -1 0,14 0.001 -1 1 0.0011 65 14,2 0.001 -1 1 13,2 0.001 -1 0 12,3 0.001 -1 0 0.002 50 13,13 0.001 1 -1 14,12 0.001 1 1 14,13 0.001 -1 1 0.001 50 ::f,1,1 f,1,12 f,14,15 f,15,0 
4:2,2 0.001 0 1 0,1 0.001 0 -1 1,2 0.001 1 0 0.0021 65 2,12 0.001 -1 -1 1,15 0.001 0 -1 0,14 0.001 0 1 0.0011 65 14,2 0.001 0 1 13,2 0.001 -1 1 12,3 0.001 -1 1 0.002 50 13,13 0.001 0 -1 14,12 0.001 1 0 14,13 0.001 0 1 0.001 50 ::f,1,1 f,1,12 f,14,15 f,15,0 
5:2,2 0.001 0 1 0,1 0.001 0 -1 1,2 0.001 1 0 0.0021 65 2,12 0.001 -1 -1 1,15 0.001 0 -1 0,14 0.001 0 1 0.0011 65 14,2 0.001 0 1 13,2 0.001 -1 1 12,3 0.001 -1 1 0.002 50 13,13 0.001 0 -1 14,12 0.001 1 0 14,14 0.001 0 1 0.002 50 ::f,1,1 f,1,12 f,14,15 f,15,0 
6:2,2 0.001 1 1 0,1 0.001 -1 -1 1,2 0.001 1 -1 0.0021 65 2,12 0.001 -1 0 1,15 0.001 -1 -1 0,14 0.001 1 1 0.0011 65 14,2 0.001 1 1 13,2 0.001 0 1 12,3 0.001 0 1 0.002 50 13,13 0.001 -1 -1 14,12 0.001 1 -1 14,14 0.001 0 1 0.0021 65 ::f,1,1 f,1,12 f,13,15 f,15,0 
7:2,2 0.001 1 1 0,1 0.001 -1 -1 1,2 0.001 1 -1 0.0021 65 2,12 0.001 -1 0 1,15 0.001 -1 -1 0,14 0.001 1 1 0.0011 65 14,2 0.001 1 1 13,2 0.001 0 1 12,3 0.001 0 1 0.002 50 13,13 0.001 -1 -1 14,12 0.001 1 -1 14,14 0.001 1 1 0.0021 65 ::f,1,1 f,1,12 f,13,15 f,15,0 
8:2,2 0.001 1 0 0,1 0.001 -1 0 1,2 0.001 0 -1 0.0021 65 2,12 0.001 -1 0 1,15 0.001 -1 0 0,14 0.001 1 0 0.0012 80 14,2 0.001 1 0 13,2 0.001 1 1 12,3 0.001 1 1 0.002 50 13,13 0.001 -1 0 14,12 0.001 0 -1 14,14 0.001 1 1 0.0021 65 ::f,1,1 f,2,13 f,13,15 f,15,0 
9:2,2 0.001 1 0 0,1 0.001 -1 0 1,2 0.001 0 -1 1.0022 80 2,12 0.001 -1 1 1,15 0.001 -1 0 1,14 0.001 1 0 0.0022 80 14,2 0.001 1 0 13,2 0.001 1 1 12,3 0.001 1 1 0.002 50 13,13 0.001 -1 0 14,12 0.001 0 -1 14,14 0.001 1 0 0.0021 65 ::f,2,1 f,2,13 f,13,15 f,15,0 
10:2,2 0.001 1 -1 0,1 0.001 -1 1 1,2 0.001 -1 -1 1.0022 80 1,13 0.001 -1 1 1,15 0.001 -1 1 1,14 0.001 1 0 0.0032 80 14,2 0.001 1 -1 13,2 0.001 1 0 12,3 0.001 1 0 0.002 50 13,13 0.001 -1 1 14,12 0.001 -1 -1 15,14 0.001 1 0 0.0031 65 ::f,2,1 f,2,13 f,13,15 f,15,0 
11:2,2 0.001 1 -1 0,1 0.001 -1 1 1,2 0.001 -1 -1 1.0022 80 1,13 0.001 -1 1 1,15 0.001 -1 1 1,14 0.001 1 -1 0.0032 80 14,2 0.001 1 -1 13,2 0.001 1 0 13,3 0.001 1 0 0.003 50 13,13 0.001 -1 1 14,12 0.001 -1 -1 15,14 0.001 1 -1 0.0031 65 ::f,2,1 f,2,13 f,13,15 f,15,0 
