16
0:0,2 0.001 -1 -1 0,3 0.003 0 1 3,3 0.002 0 1 0.001 50 1,12 0.001 1 0 1,15 0.003 0 1 0,14 0.002 -1 1 0.003 50 13,2 0.001 -1 1 14,3 0.003 -1 1 14,0 0.002 1 0 0 50 13,14 0.001 0 -1 13,12 0.003 -1 -1 15,12 0.002 1 -1 0.001 50 ::f,2,1 f,3,15 f,12,0 f,13,13 
1:0,2 0.001 0 -1 0,3 0.003 -1 1 3,3 0.002 -1 1 0.001 50 1,12 0.001 1 0 1,15 0.003 -1 1 0,14 0.002 -1 0 0.003 50 13,2 0.001 -1 0 14,3 0.003 -1 0 14,0 0.002 1 1 0 50 13,14 0.001 0 -1 13,12 0.003 0 -1 15,12 0.002 1 0 0.0011 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
2:0,1 0.001 0 -1 0,3 0.003 -1 0 3,3 0.002 -1 0 0.002 50 1,12 0.001 1 0 1,15 0.003 -1 0 0,14 0.002 -1 -1 0.003 50 13,2 0.001 -1 -1 14,3 0.003 -1 -1 14,0 0.002 0 1 0 50 13,13 0.001 0 -1 13,12 0.003 1 -1 15,12 0.002 1 1 0.0021 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
3:0,0 0.001 0 -1 0,3 0.003 -1 -1 2,3 0.002 -1 0 0.004 50 1,12 0.001 1 0 0,15 0.003 -1 0 0,14 0.002 0 -1 0.004 50 13,2 0.001 0 -1 14,3 0.003 -1 -1 14,1 0.002 0 1 0.001 50 13,13 0.001 0 -1 13,12 0.003 1 0 15,12 0.002 0 1 0.0021 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
4:0,0 0.001 1 -1 0,3 0.003 0 -1 1,3 0.002 -1 0 0.005 50 1,12 0.001 1 0 0,15 0.003 -1 -1 0,14 0.002 1 -1 0.004 50 13,1 0.001 0 -1 13,2 0.003 -1 -1 14,2 0.002 0 1 0.004 50 13,13 0.001 1 -1 13,12 0.003 1 1 15,13 0.002 0 1 0.0031 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
5:0,0 0.001 1 0 0,2 0.003 0 -1 1,3 0.001 -1 0 0.006 50 2,12 0.001 1 0 0,15 0.003 0 -1 1,13 0.002 1 -1 0.006 50 13,1 0.001 0 -1 13,2 0.001 -1 -1 14,2 0.001 0 1 0.004 50 13,13 0.001 1 0 14,13 0.003 1 1 15,14 0.002 0 1 0.0051 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
6:1,0 0.001 1 0 0,1 0.003 0 -1 1,3 0.001 -1 0 0.008 50 3,12 0.001 1 0 0,14 0.003 0 -1 1,13 0.001 1 -1 0.008 50 13,1 0.001 1 -1 13,2 0.001 0 -1 14,2 0.001 -1 1 0.004 50 13,13 0.001 1 0 14,13 0.001 1 1 15,15 0.002 0 1 0.0061 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
7:2,0 0.001 1 0 0,0 0.003 0 -1 0,3 0.001 -1 0 0.011 50 3,12 0.001 1 1 0,13 0.003 0 -1 1,13 0.001 1 0 0.009 50 13,1 0.001 1 0 13,2 0.001 0 -1 14,2 0.001 -1 0 0.004 50 13,13 0.001 1 0 14,13 0.001 0 1 15,15 0.002 -1 1 0.0061 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
8:3,0 0.001 1 0 0,0 0.003 1 -1 0,3 0.001 -1 -1 0.012 50 3,12 0.001 0 1 0,12 0.003 0 -1 2,13 0.001 1 0 0.011 50 14,1 0.001 1 0 13,2 0.001 0 -1 14,2 0.001 -1 0 0.005 50 13,13 0.001 1 0 14,13 0.001 0 1 15,15 0.002 -1 0 0.0061 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
9:3,0 0.001 1 1 0,0 0.003 1 0 0,3 0.001 0 -1 0.012 50 3,13 0.001 0 1 0,12 0.003 1 -1 2,13 0.001 1 0 0.012 50 14,1 0.001 1 0 13,1 0.001 0 -1 14,2 0.001 -1 0 0.006 50 13,13 0.001 1 0 14,13 0.001 0 1 14,15 0.002 -1 0 0.0071 65 ::f,2,1 f,3,15 f,12,0 f,14,14 
