16
0:2,3 0.001 1 1 3,1 0.003 1 -1 1,2 0.002 1 -1 0.002 50 3,15 0.001 1 0 0,12 0.003 -1 1 1,13 0.002 -1 -1 0.001 50 13,0 0.001 -1 -1 13,2 0.003 1 0 13,3 0.002 0 1 0.002 50 12,15 0.001 -1 0 15,12 0.003 1 1 13,13 0.002 1 -1 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
1:2,3 0.003 1 1 3,1 0.003 1 -1 1,2 0.001 1 -1 0.002 50 3,15 0.001 1 0 0,12 0.003 -1 1 1,13 0.001 -1 -1 0.001 50 13,0 0.001 -1 -1 13,2 0.001 1 0 13,3 0.003 0 1 0.002 50 12,15 0.001 -1 0 15,12 0.001 1 1 13,13 0.001 1 -1 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
2:2,3 0.003 0 1 3,1 0.003 1 -1 1,2 0.001 1 0 0.002 50 3,15 0.001 1 -1 0,12 0.003 -1 0 1,13 0.001 0 -1 0.001 50 13,0 0.001 -1 0 13,2 0.001 1 1 13,3 0.003 -1 1 0.002 50 12,15 0.001 -1 -1 15,12 0.001 0 1 13,13 0.001 1 0 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
3:2,3 0.003 0 1 3,1 0.003 1 -1 1,2 0.001 1 0 0.002 50 3,15 0.001 1 -1 0,12 0.003 -1 0 1,13 0.001 0 -1 0.001 50 13,0 0.001 -1 0 13,2 0.001 1 1 13,3 0.001 -1 1 0.002 50 12,15 0.001 -1 -1 15,12 0.001 0 1 13,13 0.001 1 0 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
4:2,3 0.003 -1 1 3,1 0.003 1 -1 1,2 0.001 1 1 0.002 50 3,15 0.001 0 -1 0,12 0.003 -1 -1 1,13 0.001 1 -1 0.001 50 13,0 0.001 -1 1 13,2 0.001 0 1 13,3 0.001 -1 0 0.002 50 12,15 0.001 0 -1 15,12 0.001 -1 1 13,13 0.001 1 1 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
5:2,3 0.001 -1 1 3,1 0.003 1 -1 1,2 0.001 1 1 0.002 50 3,15 0.001 0 -1 0,12 0.003 -1 -1 1,13 0.001 1 -1 0.001 50 13,0 0.001 -1 1 13,2 0.001 0 1 13,3 0.001 -1 0 0.002 50 12,15 0.001 0 -1 15,12 0.001 -1 1 13,13 0.001 1 1 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
6:2,3 0.001 -1 0 3,1 0.003 1 -1 1,2 0.001 0 1 0.002 50 3,15 0.001 -1 -1 0,12 0.003 0 -1 1,13 0.001 1 0 0.001 50 13,0 0.001 0 1 13,2 0.001 -1 1 13,3 0.001 -1 -1 0.002 50 12,15 0.001 1 -1 15,12 0.001 -1 0 13,13 0.001 0 1 0.001 50 ::f,0,14 f,1,3 f,13,1 f,13,15 
7:2,3 0.001 -1 0 3,1 0.003 1 -1 1,2 0.001 0 1 0.0021 65 2,14 0.001 -1 -1 0,12 0.003 0 -1 2,13 0.001 1 0 0.003 50 13,0 0.001 0 1 13,2 0.001 -1 1 13,3 0.001 -1 -1 0.002 50 12,15 0.001 1 -1 15,12 0.003 -1 0 13,14 0.001 0 1 0.002 45 ::f,0,14 f,2,0 f,13,1 f,13,15 s,14,12 
8:2,3 0.001 -1 0 3,1 0.003 1 -1 1,2 0.001 -1 1 0.0021 65 2,14 0.001 -1 -1 0,12 0.003 1 -1 2,13 0.001 1 0 0.003 50 13,0 0.001 0 1 13,2 0.001 -1 0 13,3 0.001 0 -1 0.0021 65 12,15 0.001 1 0 15,12 0.003 -1 -1 13,14 0.001 0 1 0.0021 60 ::f,0,14 f,2,0 f,12,2 s,14,12 f,14,15 
9:2,3 0.001 -1 -1 3,1 0.003 1 -1 1,2 0.001 -1 1 0.0021 65 2,14 0.001 -1 0 0,12 0.001 1 -1 2,13 0.001 1 1 0.003 50 13,0 0.001 1 1 13,2 0.001 -1 0 13,3 0.001 0 -1 0.0022 80 13,15 0.001 1 0 15,12 0.003 -1 -1 13,14 0.001 -1 1 0.0031 60 ::f,0,14 f,2,0 f,14,1 s,14,12 f,14,15 
10:2,3 0.001 -1 -1 3,1 0.003 1 -1 1,2 0.001 -1 0 0.0021 65 2,14 0.001 -1 0 0,12 0.001 1 0 2,13 0.001 1 1 0.003 50 13,0 0.001 1 1 13,2 0.001 -1 -1 13,3 0.001 0 -1 1.0023 95 13,15 0.001 1 0 15,12 0.003 0 -1 13,14 0.001 -1 1 0.0032 75 ::f,0,14 f,2,0 f,12,14 f,13,1 s,14,12 
11:2,3 0.001 0 -1 3,1 0.003 1 -1 1,2 0.001 -1 0 0.0021 65 2,14 0.001 -1 1 1,12 0.001 1 0 2,13 0.001 0 1 0.004 50 13,0 0.001 1 0 13,2 0.001 -1 -1 13,3 0.001 0 -1 1.0023 95 13,15 0.001 1 1 15,12 0.003 0 -1 13,14 0.001 -1 0 0.0032 75 ::f,0,14 f,2,0 f,12,14 f,13,1 s,14,12 
12:2,3 0.001 0 -1 3,1 0.003 1 -1 1,2 0.001 -1 -1 0.0021 65 2,14 0.001 -1 1 1,12 0.001 1 0 2,13 0.001 0 1 0.004 50 13,0 0.001 1 0 13,2 0.001 0 -1 13,3 0.001 1 -1 1.0023 95 13,15 0.001 1 1 15,12 0.003 1 -1 13,14 0.001 -1 0 1.0033 90 ::f,0,14 f,2,0 f,13,1 s,14,12 f,14,14 
13:2,3 0.001 1 -1 3,1 0.003 1 -1 1,2 0.001 -1 -1 0.0021 65 2,14 0.001 0 1 1,12 0.001 1 1 2,13 0.001 0 1 0.004 50 13,0 0.001 1 -1 13,2 0.001 0 -1 13,3 0.001 1 -1 1.0023 95 13,15 0.001 0 1 15,12 0.003 1 -1 13,14 0.001 -1 -1 1.0033 90 ::f,0,14 f,2,0 f,13,1 s,14,12 f,14,14 
14:2,3 0.001 1 -1 3,1 0.003 1 -1 1,2 0.001 0 -1 0.0021 65 2,14 0.001 0 1 1,12 0.001 1 1 2,13 0.001 -1 1 0.004 50 13,0 0.001 1 -1 13,2 0.001 0 -1 13,3 0.001 1 0 2.0024 110 13,15 0.001 0 1 15,12 0.003 1 0 13,14 0.001 -1 -1 1.0033 90 ::f,0,14 f,2,0 f,12,0 s,14,12 f,14,14 
15:2,3 0.001 1 0 3,1 0.003 1 -1 1,1 0.001 0 -1 0.0031 65 2,14 0.001 1 1 1,12 0.001 0 1 2,13 0.001 -1 1 0.004 50 13,0 0.001 0 -1 13,2 0.001 1 -1 13,3 0.003 1 0 2.0024 105 13,15 0.001 -1 1 15,12 0.003 1 0 13,14 0.001 0 -1 1.0033 90 ::f,0,14 f,2,0 f,12,0 s,14,3 s,14,12 f,14,14 
16:2,3 0.003 1 0 3,1 0.003 1 -1 1,1 0.001 0 -1 0.0031 60 2,14 0.001 1 1 1,12 0.001 0 1 2,13 0.001 -1 0 0.004 50 13,0 0.001 0 -1 13,2 0.001 1 -1 13,3 0.003 1 1 2.0024 105 13,15 0.001 -1 1 15,12 0.003 1 1 13,13 0.001 0 -1 1.0043 90 ::f,0,14 f,2,0 s,3,3 f,12,0 s,14,3 s,14,12 f,14,14 
17:2,3 0.003 1 1 3,1 0.003 1 -1 1,1 0.001 1 -1 0.0031 60 2,14 0.001 1 0 1,12 0.001 -1 1 2,13 0.001 -1 0 0.004 50 13,0 0.001 -1 -1 13,2 0.001 1 0 13,3 0.003 1 1 2.0024 105 13,15 0.001 -1 0 15,12 0.001 1 1 13,13 0.001 0 -1 1.0043 90 ::f,0,14 f,2,0 s,3,3 f,12,0 s,14,3 s,14,12 f,14,14 
18:2,3 0.003 1 1 3,1 0.003 1 -1 1,1 0.001 1 -1 1.0032 75 2,14 0.001 1 0 1,12 0.001 -1 1 2,13 0.001 -1 -1 0.004 50 13,0 0.001 -1 -1 13,2 0.001 1 0 13,3 0.003 0 1 2.0024 105 13,15 0.001 -1 0 15,12 0.001 0 1 13,13 0.001 1 -1 1.0043 90 ::f,0,3 f,0,14 s,3,3 f,12,0 s,14,3 s,14,12 f,14,14 
19:2,3 0.003 0 1 3,1 0.003 1 -1 1,1 0.001 1 0 1.0032 75 2,14 0.001 1 -1 1,12 0.001 -1 0 2,13 0.001 -1 -1 0.004 50 13,0 0.001 -1 0 13,2 0.001 1 1 13,3 0.003 0 1 2.0024 105 13,15 0.001 -1 -1 15,13 0.001 0 1 13,13 0.001 1 -1 1.0053 90 ::f,0,3 f,0,14 s,3,3 f,12,0 s,14,3 s,14,12 f,14,14 
20:2,3 0.003 0 1 3,1 0.003 1 -1 2,1 0.001 1 0 1.0042 75 2,14 0.001 1 -1 1,12 0.003 -1 0 2,13 0.001 0 -1 0.004 45 13,0 0.001 -1 0 13,2 0.001 1 1 13,3 0.003 -1 1 4.0025 120 13,15 0.001 -1 -1 15,13 0.001 0 1 13,13 0.001 1 0 1.0053 90 ::f,0,3 s,0,12 f,0,14 s,3,3 f,12,1 s,14,3 s,14,12 f,14,14 
21:2,3 0.003 -1 1 3,1 0.003 1 -1 2,1 0.001 1 0 1.0042 75 2,14 0.001 0 -1 1,12 0.003 -1 -1 2,13 0.001 0 -1 0.004 45 13,0 0.001 -1 1 13,2 0.001 0 1 13,3 0.001 -1 1 4.0025 120 13,15 0.001 0 -1 15,13 0.001 -1 1 14,13 0.001 1 0 1.0063 90 ::f,0,3 s,0,12 f,0,14 s,3,3 f,12,1 s,14,3 s,14,12 f,14,14 
22:2,3 0.001 -1 1 3,1 0.003 1 -1 2,1 0.001 1 1 1.0042 75 2,14 0.001 0 -1 1,12 0.003 -1 -1 2,13 0.001 1 -1 0.004 45 13,0 0.001 -1 1 13,2 0.001 0 1 13,3 0.001 -1 0 7.0026 135 13,14 0.001 0 -1 15,13 0.001 -1 1 14,13 0.001 1 0 1.0074 105 ::f,0,3 s,0,12 f,0,14 s,3,3 s,14,3 s,14,12 f,15,2 f,15,14 
23:2,3 0.001 -1 0 3,1 0.003 1 -1 2,1 0.001 1 1 1.0042 75 2,14 0.001 0 -1 1,12 0.003 0 -1 2,13 0.001 1 -1 0.004 45 13,0 0.001 0 1 13,2 0.001 -1 1 13,3 0.001 -1 0 7.0026 135 13,14 0.001 0 -1 15,13 0.001 -1 0 14,13 0.001 1 1 1.0074 105 ::f,0,3 s,0,12 f,0,14 s,3,3 s,14,3 s,14,12 f,15,2 f,15,14 
24:1,3 0.001 -1 0 3,1 0.003 1 -1 2,1 0.001 0 1 1.0052 75 2,14 0.001 -1 -1 1,12 0.003 0 -1 2,13 0.001 1 0 0.004 45 13,1 0.001 0 1 13,2 0.001 -1 1 13,3 0.001 -1 -1 7.0036 135 13,14 0.001 1 -1 15,13 0.001 -1 0 14,13 0.001 1 1 3.0075 120 ::f,0,3 s,0,12 f,0,14 s,3,3 s,14,3 s,14,12 f,14,14 f,15,2 
25:1,3 0.001 -1 0 3,1 0.003 1 -1 2,2 0.001 0 1 1.0063 90 1,13 0.001 -1 -1 1,12 0.003 1 -1 2,13 0.001 1 0 0.005 45 13,1 0.001 0 1 13,2 0.001 -1 0 13,3 0.001 -1 -1 7.0036 135 13,14 0.001 1 -1 15,13 0.001 -1 -1 14,13 0.001 0 1 3.0075 120 ::s,0,12 f,0,14 f,3,0 s,3,3 s,14,3 s,14,12 f,14,14 f,15,2 
26:1,3 0.001 -1 -1 3,1 0.003 1 -1 2,2 0.001 0 1 1.0063 90 1,13 0.001 -1 -1 1,12 0.001 1 -1 2,13 0.001 1 1 0.005 45 13,1 0.001 1 1 13,2 0.001 -1 0 13,3 0.001 0 -1 7.0036 135 13,14 0.001 1 0 15,13 0.001 -1 -1 14,13 0.001 0 1 3.0075 120 ::s,0,12 f,0,14 f,3,0 s,3,3 s,14,3 s,14,12 f,14,14 f,15,2 
27:1,3 0.001 -1 -1 3,1 0.003 1 -1 2,2 0.001 -1 1 1.0063 90 1,13 0.001 -1 0 1,12 0.001 1 0 2,13 0.001 1 1 0.005 45 13,1 0.001 1 1 13,2 0.001 -1 -1 13,3 0.001 0 -1 7.0036 135 13,14 0.001 1 0 15,13 0.001 0 -1 14,13 0.001 0 1 4.0076 135 ::s,0,12 f,0,14 f,3,0 s,3,3 f,13,12 s,14,3 s,14,12 f,15,2 
28:1,3 0.001 0 -1 3,1 0.003 1 -1 2,2 0.001 -1 1 1.0063 90 1,13 0.001 -1 0 2,12 0.001 1 0 2,13 0.001 0 1 0.006 45 13,1 0.001 1 0 13,2 0.001 -1 -1 13,3 0.001 0 -1 7.0036 135 13,14 0.001 1 1 15,13 0.003 0 -1 14,13 0.001 -1 1 4.0076 130 ::s,0,12 f,0,14 f,3,0 s,3,3 f,13,12 s,14,3 s,14,12 f,15,2 s,15,12 
29:1,2 0.001 0 -1 3,1 0.003 1 -1 2,2 0.001 -1 0 1.0073 90 1,13 0.001 -1 1 2,12 0.001 1 0 2,14 0.001 0 1 0.007 45 13,1 0.001 1 0 13,2 0.001 0 -1 13,3 0.001 1 -1 7.0036 135 13,14 0.001 1 1 15,13 0.003 1 -1 14,13 0.001 -1 1 4.0076 130 ::s,0,12 f,0,14 f,3,0 s,3,3 f,13,12 s,14,3 s,14,12 f,15,2 s,15,12 
30:1,2 0.001 0 -1 3,1 0.003 1 -1 2,2 0.001 -1 0 1.0073 90 1,13 0.001 -1 1 2,12 0.001 1 1 2,14 0.001 0 1 0.0071 60 13,1 0.001 1 -1 13,2 0.001 0 -1 13,3 0.001 1 -1 7.0036 135 13,14 0.001 0 1 15,13 0.003 1 -1 14,13 0.001 -1 0 4.0076 130 ::s,0,12 f,2,13 f,3,0 s,3,3 f,13,12 s,14,3 s,14,12 f,15,2 s,15,12 
31:1,2 0.001 1 -1 3,1 0.003 1 -1 2,2 0.001 -1 0 1.0073 90 1,13 0.001 0 1 2,12 0.001 1 1 2,14 0.001 -1 1 0.0071 60 13,1 0.001 1 -1 13,2 0.001 0 -1 13,3 0.001 1 0 7.0036 135 13,14 0.001 0 1 15,13 0.003 1 0 14,13 0.001 -1 0 4.0076 130 ::s,0,12 f,2,13 f,3,0 s,3,3 f,13,12 s,14,3 s,14,12 f,15,2 s,15,12 
32:2,1 0.001 1 -1 3,1 0.003 1 -1 2,2 0.001 -1 -1 1.0083 90 1,14 0.001 0 1 2,12 0.001 0 1 2,14 0.001 -1 1 0.0081 60 13,1 0.001 0 -1 13,2 0.001 1 -1 13,3 0.003 1 0 7.0036 135 13,14 0.001 -1 1 15,13 0.003 1 0 14,13 0.001 -1 -1 4.0076 130 ::s,0,12 f,2,13 f,3,0 s,3,3 f,13,12 s,14,3 s,14,12 f,15,2 s,15,12 
33:2,1 0.001 1 -1 3,1 0.003 1 -1 2,2 0.001 -1 -1 2.0084 105 1,14 0.001 0 1 2,12 0.001 0 1 2,14 0.001 -1 0 0.0081 60 13,1 0.001 0 -1 13,2 0.001 1 -1 13,3 0.003 1 1 7.0036 135 13,14 0.001 -1 1 15,13 0.003 1 1 14,13 0.001 -1 -1 7.0077 145 ::f,0,1 s,0,12 f,2,13 s,3,3 f,13,13 s,14,3 s,14,12 f,15,2 s,15,12 
34:2,1 0.001 1 0 3,1 0.003 1 -1 2,2 0.001 0 -1 2.0084 105 1,14 0.001 1 1 2,12 0.001 0 1 2,14 0.001 -1 0 0.0082 75 13,1 0.001 -1 -1 13,2 0.001 1 0 13,3 0.003 1 1 7.0036 135 13,14 0.001 -1 0 15,13 0.001 1 1 14,13 0.001 0 -1 7.0077 145 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,2 s,15,12 
35:2,1 0.001 1 0 3,1 0.003 1 -1 2,2 0.001 0 -1 2.0084 105 1,14 0.001 1 1 2,12 0.001 -1 1 2,14 0.001 -1 0 0.0082 75 13,1 0.001 -1 -1 14,2 0.001 1 0 13,3 0.003 0 1 7.0046 135 13,14 0.001 -1 0 15,13 0.001 0 1 14,13 0.001 0 -1 7.0077 145 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,2 s,15,12 
36:2,1 0.001 1 1 3,1 0.003 1 -1 2,2 0.001 1 -1 2.0084 105 1,14 0.001 1 0 2,12 0.001 -1 1 2,14 0.001 -1 -1 0.0082 75 13,1 0.001 -1 0 14,2 0.001 1 0 13,3 0.003 0 1 9.0047 150 13,14 0.001 -1 -1 15,14 0.001 0 1 14,13 0.001 1 -1 7.0087 145 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
37:2,1 0.001 1 1 3,1 0.003 1 -1 2,2 0.001 1 -1 2.0084 105 1,14 0.001 1 0 2,12 0.001 -1 0 1,13 0.001 -1 -1 0.0092 75 13,1 0.001 -1 0 14,2 0.001 1 1 13,3 0.003 -1 1 9.0047 150 13,14 0.001 -1 -1 15,14 0.001 0 1 14,13 0.001 1 -1 7.0087 145 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
38:2,1 0.001 0 1 3,1 0.003 1 -1 2,2 0.001 1 0 2.0084 105 1,14 0.001 1 0 1,12 0.001 -1 0 1,13 0.001 -1 -1 0.0102 75 13,1 0.001 -1 1 14,2 0.001 1 1 13,3 0.001 -1 1 9.0047 150 13,14 0.001 0 -1 15,14 0.001 -1 1 14,13 0.001 1 0 7.0087 145 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
39:2,1 0.001 0 1 3,1 0.003 1 -1 2,2 0.001 1 0 2.0084 105 1,14 0.001 1 -1 1,12 0.003 -1 0 1,13 0.001 0 -1 0.0102 75 13,1 0.001 -1 1 14,2 0.001 0 1 13,3 0.001 -1 0 9.0047 150 13,14 0.001 0 -1 15,14 0.001 -1 1 14,13 0.001 1 0 7.0087 145 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
40:2,1 0.001 0 1 3,1 0.003 1 -1 2,2 0.001 1 1 2.0084 105 1,14 0.001 1 -1 1,12 0.003 -1 -1 1,13 0.001 0 -1 0.0102 75 13,1 0.001 0 1 14,2 0.001 0 1 13,3 0.001 -1 0 9.0047 150 13,14 0.001 0 -1 15,14 0.001 -1 0 14,13 0.001 1 1 9.0088 160 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
41:2,1 0.001 -1 1 3,1 0.003 1 -1 2,2 0.001 1 1 2.0084 105 1,14 0.001 0 -1 1,12 0.003 -1 -1 1,13 0.001 1 -1 0.0102 75 13,2 0.001 0 1 14,2 0.001 -1 1 13,3 0.001 -1 -1 9.0057 150 13,14 0.001 1 -1 14,14 0.001 -1 0 14,13 0.001 1 1 9.0098 160 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
42:2,1 0.001 -1 1 3,1 0.003 1 -1 2,2 0.001 0 1 2.0084 105 1,14 0.001 0 -1 1,12 0.003 0 -1 1,13 0.001 1 -1 0.0102 75 13,2 0.001 0 1 14,2 0.001 -1 1 13,3 0.001 -1 -1 9.0057 150 13,14 0.001 1 -1 14,14 0.001 -1 0 14,13 0.001 0 1 9.0098 160 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
43:2,1 0.001 -1 0 3,1 0.003 1 -1 2,2 0.001 0 1 2.0084 105 1,14 0.001 0 -1 1,12 0.003 0 -1 1,13 0.001 1 0 0.0102 75 13,2 0.001 1 1 14,2 0.001 -1 0 13,3 0.001 0 -1 9.0057 150 13,14 0.001 1 -1 14,14 0.001 -1 -1 14,13 0.001 0 1 9.0098 160 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
44:1,1 0.001 -1 0 3,1 0.003 1 -1 2,2 0.001 -1 1 2.0094 105 1,14 0.001 -1 -1 1,12 0.003 1 -1 2,13 0.001 1 0 0.0112 75 13,2 0.001 1 1 14,2 0.001 -1 0 13,3 0.001 0 -1 9.0057 150 13,14 0.001 1 0 14,14 0.001 -1 -1 14,13 0.001 0 1 9.0099 175 ::f,0,1 s,0,12 f,0,14 s,3,3 f,13,15 s,14,3 s,14,12 f,15,0 s,15,12 
45:1,1 0.001 -1 0 3,1 0.003 1 -1 2,2 0.001 -1 1 4.0095 120 1,14 0.001 -1 -1 1,12 0.001 1 -1 2,13 0.001 1 0 0.0112 75 13,2 0.001 1 0 14,2 0.001 -1 0 13,3 0.001 0 -1 9.0057 150 13,14 0.001 1 0 14,14 0.001 0 -1 14,13 0.001 -1 1 9.0099 175 ::s,0,12 f,0,14 f,2,3 s,3,3 f,13,15 s,14,3 s,14,12 f,15,0 s,15,12 
46:1,1 0.001 -1 -1 3,1 0.003 1 -1 2,2 0.001 -1 0 4.0095 120 1,14 0.001 -1 0 1,12 0.001 1 0 2,13 0.001 1 1 0.0112 75 13,2 0.001 1 0 14,2 0.001 -1 -1 13,3 0.001 1 -1 9.0057 150 13,14 0.001 1 1 14,14 0.001 0 -1 14,13 0.001 -1 1 9.0099 175 ::s,0,12 f,0,14 f,2,3 s,3,3 f,13,15 s,14,3 s,14,12 f,15,0 s,15,12 
47:1,1 0.001 -1 -1 3,1 0.003 1 -1 1,2 0.001 -1 0 4.0105 120 1,14 0.001 -1 0 2,12 0.001 1 0 2,13 0.001 1 1 1.0123 90 13,2 0.001 1 0 14,2 0.001 -1 -1 13,3 0.001 1 -1 9.0057 150 13,14 0.001 1 1 14,14 0.001 0 -1 14,13 0.001 -1 0 9.0099 175 ::s,0,12 f,2,3 f,2,15 s,3,3 f,13,15 s,14,3 s,14,12 f,15,0 s,15,12 
48:1,1 0.001 0 -1 3,1 0.003 1 -1 1,2 0.001 -1 0 4.0105 120 1,14 0.001 -1 1 2,12 0.001 1 0 2,13 0.001 0 1 1.0123 90 13,2 0.001 1 -1 14,2 0.001 0 -1 13,3 0.001 1 0 9.0057 150 13,14 0.001 0 1 14,14 0.001 1 -1 14,13 0.001 -1 0 9.0099 175 ::s,0,12 f,2,3 f,2,15 s,3,3 f,13,15 s,14,3 s,14,12 f,15,0 s,15,12 
49:1,1 0.001 0 -1 3,1 0.003 1 -1 1,2 0.001 -1 -1 4.0105 120 1,14 0.001 -1 1 2,12 0.001 1 1 2,14 0.001 0 1 1.0133 90 14,1 0.001 1 -1 14,2 0.001 0 -1 13,3 0.003 1 0 9.0067 150 13,14 0.001 0 1 14,14 0.001 1 -1 14,13 0.001 -1 -1 12.01 190 ::s,0,12 f,2,3 f,2,15 s,3,3 f,13,13 s,14,3 s,14,12 f,15,0 s,15,12 
50:1,1 0.001 1 -1 3,1 0.003 1 -1 1,2 0.001 -1 -1 4.0105 120 1,14 0.001 0 1 2,12 0.001 1 1 2,14 0.001 0 1 1.0134 105 14,1 0.001 1 -1 14,2 0.001 1 -1 13,3 0.003 1 1 13.0068 165 13,14 0.001 -1 1 14,14 0.001 1 0 14,13 0.001 -1 -1 12.01 190 ::s,0,12 f,2,3 s,3,3 f,3,13 f,12,1 f,13,13 s,14,3 s,14,12 s,15,12 
51:1,1 0.001 1 -1 3,1 0.003 1 -1 1,2 0.001 0 -1 4.0105 120 1,14 0.001 0 1 2,12 0.001 0 1 2,14 0.001 -1 1 1.0134 105 14,1 0.001 0 -1 14,2 0.001 1 -1 13,3 0.003 1 1 13.0068 165 13,14 0.001 -1 1 14,14 0.001 1 0 14,13 0.001 0 -1 12.01 190 ::s,0,12 f,2,3 s,3,3 f,3,13 f,12,1 f,13,13 s,14,3 s,14,12 s,15,12 
52:1,1 0.001 1 0 3,1 0.003 1 -1 1,2 0.001 0 -1 4.0105 120 1,14 0.001 1 1 2,13 0.001 0 1 2,14 0.001 -1 1 1.0144 105 14,1 0.001 0 -1 14,2 0.001 1 0 13,3 0.003 0 1 13.0068 165 13,14 0.001 -1 0 14,14 0.001 1 1 14,13 0.001 0 -1 12.01 190 ::s,0,12 f,2,3 s,3,3 f,3,13 f,12,1 f,13,13 s,14,3 s,14,12 s,15,12 
