16
0:2,0 0.001 0 -1 3,3 0.003 1 1 0,1 0.002 0 -1 0.002 50 1,13 0.003 0 -1 3,13 0.003 1 0 3,12 0.002 0 -1 0.001 45 12,1 0.001 -1 1 14,2 0.003 1 0 14,3 0.002 -1 1 0.001 50 12,15 0.001 -1 0 13,12 0.003 -1 -1 12,13 0.003 1 1 0 45 ::s,1,12 f,2,2 f,3,14 f,13,0 s,13,14 f,14,15 
1:2,0 0.001 0 -1 3,3 0.001 1 1 0,1 0.001 0 -1 0.002 50 1,13 0.003 0 -1 3,13 0.001 1 0 3,12 0.001 0 -1 0.001 45 12,1 0.001 -1 1 14,2 0.001 1 0 14,3 0.001 -1 1 0.001 50 12,15 0.001 -1 0 13,12 0.001 -1 -1 12,13 0.002 1 1 0 41 :13,14 :s,1,12 f,2,2 f,3,14 f,13,0 s,13,14 f,14,15 
2:2,0 0.001 1 -1 3,3 0.001 0 1 0,1 0.001 1 -1 0.002 50 1,13 0.003 0 -1 3,13 0.001 1 1 3,12 0.001 1 -1 0.001 45 12,1 0.001 -1 0 14,2 0.001 1 1 14,3 0.001 -1 0 0.001 50 12,15 0.001 -1 -1 13,12 0.001 0 -1 12,13 0.002 1 1 0 37 :13,14 :s,1,12 f,2,2 f,3,14 f,13,0 f,14,15 
3:2,0 0.001 1 -1 3,3 0.001 0 1 0,1 0.001 1 -1 0.002 50 1,13 0.003 0 -1 3,13 0.001 1 1 3,12 0.001 1 -1 0.001 45 12,1 0.001 -1 -1 14,2 0.001 1 1 14,3 0.001 -1 0 0.001 50 12,15 0.001 -1 -1 13,12 0.001 0 -1 12,13 0.002 1 1 0 33 :14,15 13,14 :s,1,12 f,2,2 f,3,14 f,13,0 f,14,15 
4:2,0 0.001 1 0 3,3 0.001 -1 1 0,1 0.001 1 0 0.002 50 1,13 0.003 0 -1 3,13 0.001 0 1 3,12 0.001 1 0 0.001 45 12,1 0.001 0 -1 14,2 0.001 0 1 14,3 0.001 -1 -1 0.001 50 12,15 0.001 0 -1 13,12 0.001 1 -1 12,13 0.002 1 1 0 29 :14,15 13,14 :s,1,12 f,2,2 f,3,14 f,13,0 f,14,15 
5:2,0 0.001 1 0 3,3 0.001 -1 1 0,1 0.001 1 0 0.002 50 1,13 0.003 0 -1 3,13 0.001 0 1 3,12 0.001 1 0 0.0011 60 12,1 0.001 1 -1 14,2 0.001 0 1 14,3 0.001 -1 -1 0.001 50 12,14 0.001 0 -1 13,12 0.001 1 -1 12,13 0.002 1 1 0.001 25 :14,15 13,14 :s,1,12 f,2,2 f,2,12 f,13,0 f,14,15 
6:2,0 0.001 1 1 3,3 0.001 -1 0 0,1 0.001 1 1 0.002 50 1,13 0.003 0 -1 3,13 0.001 -1 1 3,12 0.001 1 1 0.0011 60 12,1 0.001 1 0 14,2 0.001 -1 1 14,3 0.001 0 -1 0.001 50 12,14 0.001 0 -1 13,12 0.001 1 0 12,13 0.002 1 1 0.001 21 :14,15 13,14 :s,1,12 f,2,2 f,2,12 f,13,0 f,14,15 
7:2,0 0.001 1 1 2,3 0.001 -1 0 0,1 0.001 1 1 0.003 50 1,13 0.003 0 -1 3,13 0.001 -1 1 3,12 0.001 1 1 0.0011 60 13,1 0.001 1 0 14,2 0.001 -1 1 14,3 0.001 0 -1 0.002 50 12,14 0.001 1 -1 14,12 0.001 1 0 12,13 0.002 1 1 0.002 17 :14,15 13,14 :s,1,12 f,2,2 f,2,12 f,13,0 f,14,15 
8:2,0 0.001 0 1 2,3 0.001 -1 0 0,1 0.001 0 1 0.003 50 1,13 0.003 0 -1 3,13 0.001 -1 0 3,12 0.001 0 1 0.0011 60 13,1 0.001 1 0 14,2 0.001 -1 0 14,3 0.001 1 -1 0.002 50 13,13 0.001 1 -1 14,12 0.001 1 0 12,13 0.002 1 1 0.003 13 :14,15 13,14 :s,1,12 f,2,2 f,2,12 f,13,0 f,14,15 
9:2,1 0.001 0 1 2,3 0.001 -1 -1 0,1 0.001 0 1 0.004 50 1,13 0.003 0 -1 2,13 0.001 -1 0 3,13 0.001 0 1 0.0031 60 14,1 0.001 1 0 13,2 0.001 -1 0 14,3 0.001 1 -1 0.004 50 13,13 0.001 1 -1 14,12 0.001 1 1 12,13 0.002 1 1 0.003 9 :14,15 13,14 :s,1,12 f,2,2 f,2,12 f,13,0 f,14,15 
10:2,1 0.001 0 1 1,2 0.001 -1 -1 0,1 0.001 -1 1 0.005 50 1,13 0.003 0 -1 2,13 0.001 -1 0 3,13 0.001 0 1 0.0031 60 14,1 0.001 1 0 13,2 0.001 -1 0 14,3 0.001 1 0 0.004 50 13,13 0.001 1 0 15,13 0.001 1 1 12,13 0.002 1 1 0.004 5 :14,15 13,14 :s,1,12 f,2,2 f,2,12 f,13,0 f,14,15 
11:2,1 0.001 0 1 1,2 0.001 -1 -1 0,1 0.001 -1 1 0.0051 65 1,13 0.003 0 -1 2,13 0.001 -1 -1 3,13 0.001 -1 1 0.0031 60 14,1 0.001 1 1 13,2 0.001 -1 -1 14,3 0.001 1 0 0.004 50 14,13 0.001 1 0 15,13 0.001 1 1 12,13 0.002 1 1 0.005 1 :14,15 13,14 :f,1,0 s,1,12 f,2,12 f,13,0 f,14,15 
12:2,1 0.001 -1 1 1,2 0.001 0 -1 0,1 0.001 -1 0 0.0051 65 1,13 0.003 0 -1 2,13 0.001 -1 -1 3,13 0.001 -1 1 0.0031 60 14,1 0.001 1 1 13,2 0.001 -1 -1 14,3 0.001 1 1 0.004 50 14,13 0.001 1 0 15,13 0.001 0 1 13,14 0.002 1 1 0.006 1 :14,15 :f,1,0 s,1,12 f,2,12 f,13,0 f,14,15 
13:2,1 0.001 -1 1 1,1 0.001 0 -1 0,1 0.001 -1 0 0.0061 65 1,13 0.003 0 -1 2,13 0.001 0 -1 3,13 0.001 -1 0 0.0031 60 14,1 0.001 0 1 13,2 0.001 0 -1 14,3 0.001 1 1 0.004 50 14,13 0.001 1 0 15,14 0.001 0 1 13,14 0.001 1 1 0.0071 16 ::f,1,0 s,1,12 f,2,12 f,12,15 f,13,0 
14:2,1 0.001 -1 0 1,1 0.001 0 -1 0,1 0.001 -1 -1 0.0062 80 1,13 0.003 0 -1 2,13 0.001 0 -1 3,13 0.001 -1 0 1.0032 75 14,2 0.001 0 1 13,1 0.001 0 -1 14,3 0.001 0 1 0.006 50 14,13 0.001 1 0 15,14 0.001 0 1 13,14 0.003 1 1 0.0071 11 ::f,0,3 s,1,12 f,3,14 f,12,15 f,13,0 s,14,15 
15:2,1 0.001 -1 0 1,1 0.001 1 -1 0,1 0.001 -1 -1 0.0062 80 1,13 0.003 0 -1 2,13 0.001 1 -1 3,13 0.001 -1 0 1.0032 75 14,2 0.001 0 1 13,1 0.001 0 -1 14,3 0.001 0 1 0.0061 65 14,13 0.001 1 1 15,14 0.001 -1 1 13,14 0.003 1 1 0.0071 11 ::f,0,3 s,1,12 f,3,14 f,12,15 f,14,0 s,14,15 
16:2,1 0.001 -1 0 1,1 0.001 1 -1 0,1 0.001 0 -1 0.0062 80 1,13 0.003 0 -1 2,13 0.001 1 -1 3,13 0.001 -1 -1 1.0032 75 14,2 0.001 -1 1 13,1 0.001 1 -1 14,3 0.001 -1 1 0.0061 65 14,13 0.001 1 1 15,14 0.001 -1 1 13,14 0.003 1 1 0.0071 11 ::f,0,3 s,1,12 f,3,14 f,12,15 f,14,0 s,14,15 
17:2,1 0.001 -1 -1 1,1 0.001 1 0 0,1 0.001 0 -1 0.0062 80 1,13 0.003 0 -1 2,13 0.001 1 0 3,13 0.001 -1 -1 1.0032 75 14,2 0.001 -1 1 13,1 0.001 1 -1 14,3 0.001 -1 1 1.0062 80 14,13 0.001 0 1 15,14 0.001 -1 1 13,14 0.003 1 1 0.0071 11 ::f,0,3 s,1,12 f,3,14 f,12,3 f,12,15 s,14,15 
18:2,1 0.001 -1 -1 1,1 0.001 1 0 0,1 0.001 1 -1 0.0062 80 1,13 0.003 0 -1 2,13 0.001 1 0 3,13 0.001 0 -1 1.0032 75 14,2 0.001 -1 0 13,1 0.001 1 0 14,3 0.001 -1 0 1.0062 80 14,14 0.001 0 1 15,14 0.001 -1 0 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,3,14 f,12,3 f,12,15 s,14,15 
19:2,1 0.001 0 -1 1,1 0.001 1 0 1,0 0.001 1 -1 0.0072 80 1,13 0.003 0 -1 2,13 0.001 1 1 3,13 0.001 0 -1 1.0032 75 13,2 0.001 -1 0 14,1 0.001 1 0 13,3 0.001 -1 0 1.0092 80 14,14 0.001 0 1 15,14 0.001 -1 0 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,3,14 f,12,3 f,12,15 s,14,15 
20:2,1 0.001 0 -1 1,1 0.001 1 1 1,0 0.001 1 -1 0.0072 80 1,13 0.003 0 -1 2,13 0.001 1 1 3,13 0.001 1 -1 1.0032 75 13,2 0.001 -1 0 14,1 0.001 1 0 13,3 0.001 -1 0 1.0093 95 14,14 0.001 -1 1 15,14 0.001 -1 -1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,3,14 f,12,15 s,14,15 f,15,0 
21:2,1 0.001 1 -1 1,1 0.001 1 1 1,0 0.001 1 0 0.0072 80 1,13 0.003 0 -1 2,13 0.001 1 1 3,13 0.001 1 -1 3.0033 90 13,2 0.001 -1 -1 14,1 0.001 1 1 13,3 0.001 -1 -1 1.0093 95 14,14 0.001 -1 1 15,14 0.001 -1 -1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
22:2,1 0.001 1 -1 1,1 0.001 0 1 2,0 0.001 1 0 0.0082 80 1,13 0.003 0 -1 2,13 0.001 0 1 3,13 0.001 1 0 3.0033 90 13,2 0.001 -1 -1 14,1 0.001 1 1 12,2 0.001 -1 -1 1.0103 95 14,14 0.001 -1 0 15,14 0.001 0 -1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
23:2,1 0.001 1 0 1,1 0.001 0 1 2,0 0.001 1 0 0.0082 80 1,13 0.003 0 -1 2,13 0.001 0 1 3,13 0.001 1 0 3.0033 90 13,2 0.001 0 -1 14,1 0.001 0 1 12,2 0.001 -1 -1 1.0103 95 14,14 0.001 -1 0 15,14 0.001 0 -1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
24:2,1 0.001 1 0 1,1 0.001 -1 1 2,0 0.001 1 1 0.0082 80 1,13 0.003 0 -1 2,13 0.001 -1 1 3,13 0.001 1 1 3.0033 90 13,1 0.001 0 -1 14,2 0.001 0 1 12,2 0.001 0 -1 1.0123 95 14,14 0.001 -1 0 15,14 0.001 1 -1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
25:2,1 0.001 1 1 1,1 0.001 -1 1 3,1 0.001 1 1 0.0092 80 1,13 0.003 0 -1 2,13 0.001 -1 1 3,13 0.001 1 1 3.0033 90 13,1 0.001 0 -1 14,2 0.001 0 1 12,1 0.001 0 -1 1.0133 95 14,14 0.001 -1 -1 15,14 0.001 1 -1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
26:2,1 0.001 1 1 1,1 0.001 -1 0 3,1 0.001 1 1 0.0092 80 1,13 0.003 0 -1 2,13 0.001 -1 0 3,13 0.001 0 1 3.0033 90 13,1 0.001 1 -1 14,2 0.001 -1 1 12,1 0.001 0 -1 1.0133 95 14,14 0.001 -1 -1 15,14 0.001 1 0 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
27:2,1 0.001 0 1 1,1 0.001 -1 0 3,1 0.001 0 1 0.0092 80 1,13 0.003 0 -1 2,13 0.001 -1 0 3,14 0.001 0 1 3.0043 90 13,1 0.001 1 -1 14,2 0.001 -1 1 12,1 0.001 1 -1 1.0133 95 14,14 0.001 0 -1 15,14 0.001 1 0 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
28:2,2 0.001 0 1 1,1 0.001 -1 -1 3,2 0.001 0 1 0.0112 80 1,13 0.003 0 -1 2,13 0.001 -1 -1 3,14 0.001 0 1 3.0043 90 13,1 0.001 1 0 14,2 0.001 -1 0 13,0 0.001 1 -1 1.0143 95 14,14 0.001 0 -1 15,14 0.001 1 1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
29:2,2 0.001 0 1 1,1 0.001 -1 -1 3,2 0.001 0 1 0.0112 80 1,13 0.003 0 -1 2,13 0.001 -1 -1 3,14 0.001 -1 1 3.0043 90 14,1 0.001 1 0 13,2 0.001 -1 0 13,0 0.001 1 -1 1.0163 95 14,14 0.001 1 -1 15,14 0.001 1 1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,2,15 f,12,15 s,14,15 f,15,0 
30:2,2 0.001 -1 1 1,1 0.001 0 -1 3,2 0.001 -1 1 0.0112 80 1,13 0.003 0 -1 2,13 0.001 0 -1 3,14 0.001 -1 1 3.0044 105 14,1 0.001 1 0 13,2 0.001 -1 0 13,0 0.001 1 0 1.0163 95 14,14 0.001 1 -1 15,14 0.001 0 1 13,14 0.003 1 1 0.0081 11 ::f,0,3 s,1,12 f,3,15 f,12,15 s,14,15 f,15,0 
