16
0:1,1 0.001 -1 -1 2,1 0.002 1 -1 3,2 0.002 1 0 0.001 46 1,14 0.001 1 1 0,14 0.003 0 -1 3,12 0.002 1 0 0.003 50 15,3 0.001 -1 1 15,0 0.003 1 0 12,3 0.002 -1 -1 0.001 50 14,13 0.001 1 0 15,13 0.003 0 1 15,14 0.002 1 -1 0.003 50 :3,0 :f,0,0 f,1,13 f,13,12 f,15,2 
1:1,1 0.001 -1 -1 2,1 0.002 1 -1 3,2 0.001 1 0 0.0011 57 1,14 0.001 1 1 0,14 0.001 0 -1 3,12 0.001 1 0 0.003 50 15,3 0.001 -1 1 15,0 0.001 1 0 12,3 0.001 -1 -1 0.001 50 14,13 0.001 1 0 15,13 0.001 0 1 15,14 0.001 1 -1 0.003 50 :3,0 :f,0,1 f,1,13 f,13,12 f,15,2 
2:1,1 0.001 -1 0 2,1 0.002 1 -1 3,2 0.001 1 -1 0.0011 53 1,14 0.001 1 0 0,14 0.001 -1 -1 3,12 0.001 1 -1 0.003 50 15,3 0.001 0 1 15,0 0.001 1 -1 12,3 0.001 -1 0 0.001 50 14,13 0.001 1 -1 15,13 0.001 1 1 15,14 0.001 0 -1 0.003 50 :3,0 :f,0,1 f,1,13 f,13,12 f,15,2 
3:1,1 0.001 -1 0 2,1 0.003 1 -1 3,2 0.001 1 -1 1.0012 63 1,14 0.001 1 0 0,14 0.001 -1 -1 3,12 0.001 1 -1 0.003 50 15,3 0.001 0 1 15,0 0.001 1 -1 12,3 0.001 -1 0 0.001 50 14,13 0.001 1 -1 15,13 0.001 1 1 15,14 0.001 0 -1 0.003 50 ::f,0,3 f,1,13 s,3,0 f,13,12 f,15,2 
4:1,1 0.001 -1 1 2,1 0.003 1 -1 3,2 0.001 0 -1 1.0012 63 1,14 0.001 1 -1 0,14 0.001 -1 0 3,12 0.001 0 -1 0.003 50 15,3 0.001 1 1 15,0 0.001 0 -1 12,3 0.001 -1 1 0.001 50 14,13 0.001 0 -1 15,13 0.001 1 0 15,14 0.001 -1 -1 0.003 50 ::f,0,3 f,1,13 s,3,0 f,13,12 f,15,2 
5:1,1 0.001 -1 1 2,1 0.003 1 -1 3,1 0.001 0 -1 1.0022 63 1,14 0.001 1 -1 0,14 0.001 -1 0 3,12 0.001 0 -1 0.003 50 15,3 0.001 1 1 15,0 0.001 0 -1 12,3 0.001 -1 1 0.001 50 14,13 0.001 0 -1 15,13 0.001 1 0 15,14 0.001 -1 -1 0.003 50 ::f,0,3 f,1,13 s,3,0 f,13,12 f,15,2 
6:1,1 0.001 0 1 2,1 0.003 1 -1 3,1 0.001 0 -1 1.0022 63 1,14 0.001 0 -1 0,14 0.001 -1 1 3,12 0.001 -1 -1 0.003 50 15,3 0.001 1 0 15,0 0.001 -1 -1 12,3 0.001 0 1 0.001 50 14,13 0.001 -1 -1 15,13 0.001 1 -1 15,14 0.001 -1 0 0.003 50 ::f,0,3 f,1,13 s,3,0 f,13,12 f,15,2 
7:1,2 0.001 0 1 2,1 0.003 1 -1 3,1 0.001 -1 -1 1.0032 63 1,14 0.001 0 -1 0,14 0.001 -1 1 3,12 0.001 -1 -1 0.0031 65 15,3 0.001 1 0 15,0 0.001 -1 -1 12,3 0.001 0 1 0.001 50 14,13 0.001 -1 -1 15,13 0.001 1 -1 15,14 0.001 -1 0 0.0031 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,2 
8:1,2 0.001 0 1 2,1 0.003 1 -1 3,1 0.001 -1 -1 1.0032 63 1,14 0.001 -1 -1 0,14 0.001 0 1 3,12 0.001 -1 0 0.0031 65 15,3 0.001 1 -1 15,0 0.001 -1 0 12,3 0.001 1 1 0.001 50 14,13 0.001 -1 0 15,13 0.001 0 -1 15,14 0.001 -1 1 0.0031 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,2 
9:1,2 0.001 1 1 2,1 0.003 1 -1 3,1 0.001 -1 0 1.0032 63 1,14 0.001 -1 -1 0,14 0.001 0 1 2,12 0.001 -1 0 0.0041 65 15,3 0.001 1 -1 14,0 0.001 -1 0 12,3 0.001 1 1 0.002 50 13,13 0.001 -1 0 15,13 0.001 0 -1 15,14 0.001 -1 1 0.0041 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,2 
10:1,2 0.001 1 1 2,1 0.003 1 -1 3,1 0.001 -1 0 1.0032 63 1,14 0.001 -1 0 0,14 0.001 1 1 2,12 0.001 -1 0 0.0041 65 15,3 0.001 0 -1 14,0 0.001 -1 0 12,3 0.001 1 0 0.002 50 13,13 0.001 -1 0 15,13 0.001 -1 -1 15,14 0.001 0 1 0.0041 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,2 
11:1,2 0.001 1 0 2,1 0.003 1 -1 3,1 0.001 -1 0 1.0032 63 1,14 0.001 -1 0 0,14 0.001 1 1 2,12 0.001 -1 1 0.0041 65 15,3 0.001 0 -1 14,0 0.001 -1 1 13,3 0.001 1 0 0.003 50 13,13 0.001 -1 1 15,13 0.001 -1 -1 15,14 0.001 0 1 0.0041 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,2 
12:2,2 0.001 1 0 2,1 0.003 1 -1 3,1 0.001 -1 1 1.0042 63 1,14 0.001 -1 1 0,14 0.001 1 0 1,13 0.001 -1 1 0.0051 65 15,3 0.001 0 -1 14,0 0.001 -1 1 14,3 0.001 1 0 0.0041 65 13,13 0.001 -1 1 15,13 0.001 -1 0 15,14 0.001 1 1 0.0041 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,0 
13:2,2 0.001 1 0 2,1 0.003 1 -1 3,1 0.001 -1 1 1.0042 63 1,14 0.001 -1 1 0,14 0.001 1 0 1,13 0.001 -1 1 0.0051 65 15,3 0.001 -1 -1 14,0 0.001 0 1 14,3 0.001 1 0 0.0041 65 13,13 0.001 0 1 14,13 0.001 -1 0 15,14 0.001 1 1 0.0051 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,0 
14:2,2 0.001 1 -1 2,1 0.003 1 -1 3,1 0.001 0 1 1.0042 63 1,14 0.001 0 1 0,14 0.001 1 0 1,13 0.001 0 1 0.0051 65 15,3 0.001 -1 -1 14,0 0.001 0 1 14,3 0.001 1 -1 0.0041 65 13,14 0.001 0 1 14,13 0.001 -1 0 15,14 0.001 1 0 0.0061 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,0 
15:2,2 0.001 1 -1 2,1 0.003 1 -1 3,1 0.001 0 1 1.0042 63 1,14 0.001 0 1 0,14 0.001 1 -1 1,13 0.001 0 1 0.0051 65 15,3 0.001 -1 0 14,0 0.001 1 1 14,3 0.001 1 -1 0.0041 65 13,14 0.001 0 1 14,13 0.001 -1 1 15,14 0.001 1 0 0.0061 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,0 
16:2,2 0.001 0 -1 2,1 0.003 1 -1 3,1 0.001 1 1 1.0042 63 1,14 0.001 1 1 0,14 0.001 1 -1 1,13 0.001 0 1 0.0051 65 15,3 0.001 -1 0 14,0 0.001 1 1 14,3 0.001 0 -1 0.0041 65 13,14 0.001 1 1 14,13 0.001 -1 1 15,14 0.001 1 -1 0.0061 65 ::f,0,3 f,2,15 s,3,0 f,12,15 f,15,0 
