16
0:0,0 0.003 1 0 3,3 0.003 0 1 1,2 0.001 0 -1 0 45 3,12 0.001 1 -1 0,12 0.001 0 1 2,15 0.002 1 0 0 50 12,2 0.001 -1 -1 13,1 0.003 1 1 14,1 0.002 -1 0 0 50 12,12 0.001 1 1 15,14 0.003 -1 1 14,15 0.002 1 1 0 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
1:0,0 0.003 1 0 3,3 0.003 1 1 1,2 0.001 0 -1 0 45 3,12 0.001 0 -1 0,12 0.001 0 1 3,15 0.002 1 0 0.001 50 12,2 0.001 -1 0 14,2 0.003 1 1 14,1 0.002 -1 1 0.001 50 12,12 0.001 1 0 15,14 0.003 0 1 14,15 0.002 1 0 0 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
2:0,0 0.003 1 -1 3,3 0.003 1 0 1,2 0.001 0 -1 0 45 3,12 0.001 -1 -1 0,12 0.001 0 1 3,15 0.002 1 -1 0.001 50 12,2 0.001 -1 1 14,2 0.003 1 1 14,1 0.002 0 1 0.001 50 12,12 0.001 1 -1 15,14 0.003 1 1 14,15 0.002 1 -1 0 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
3:0,0 0.003 1 -1 3,3 0.003 1 -1 1,2 0.001 0 -1 0 45 3,12 0.001 -1 0 0,12 0.001 0 1 3,15 0.002 0 -1 0.001 50 12,2 0.001 0 1 14,2 0.003 1 0 14,1 0.002 1 1 0.001 50 12,12 0.001 0 -1 15,14 0.003 1 0 14,15 0.002 0 -1 0 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
4:0,0 0.003 1 -1 3,3 0.003 0 -1 1,2 0.001 0 -1 0 45 3,12 0.001 -1 1 0,12 0.001 0 1 3,15 0.002 -1 -1 0.001 50 12,3 0.001 0 1 15,2 0.003 1 0 14,1 0.002 1 0 0.003 50 12,12 0.001 -1 -1 15,14 0.003 1 -1 14,15 0.002 -1 -1 0 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
5:0,0 0.003 0 -1 3,3 0.003 -1 -1 1,2 0.001 0 -1 0 45 2,13 0.001 -1 1 0,12 0.001 0 1 3,15 0.002 -1 -1 0.002 50 12,3 0.001 1 1 15,2 0.003 1 -1 14,1 0.002 1 -1 0.003 50 12,12 0.001 -1 0 15,14 0.003 0 -1 13,14 0.002 -1 -1 0.001 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
6:0,0 0.003 -1 -1 3,3 0.003 -1 0 1,2 0.001 0 -1 0 45 1,14 0.001 -1 1 0,12 0.001 0 1 3,15 0.002 -1 -1 0.003 50 12,3 0.001 1 0 15,2 0.003 0 -1 14,1 0.002 0 -1 0.003 50 12,12 0.001 -1 1 15,14 0.003 -1 -1 13,14 0.002 -1 0 0.001 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
7:0,0 0.003 -1 -1 2,3 0.003 -1 0 1,2 0.001 0 -1 0.001 45 0,15 0.001 -1 1 0,12 0.001 0 1 3,15 0.002 -1 -1 0.004 50 12,3 0.001 1 -1 15,1 0.003 0 -1 14,1 0.002 -1 -1 0.004 50 12,12 0.001 0 1 15,14 0.003 -1 0 12,14 0.002 -1 0 0.002 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
8:0,0 0.003 -1 0 2,3 0.003 -1 1 1,2 0.001 0 -1 0.001 45 0,15 0.001 0 1 0,12 0.001 0 1 3,15 0.002 -1 0 0.004 50 12,3 0.001 0 -1 15,0 0.003 0 -1 14,1 0.002 -1 0 0.005 50 12,12 0.001 1 1 15,14 0.003 -1 1 12,14 0.002 -1 1 0.002 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
9:0,0 0.003 -1 1 2,3 0.003 0 1 1,2 0.001 0 -1 0.001 45 0,15 0.001 1 1 0,12 0.001 0 1 2,15 0.002 -1 0 0.005 50 12,2 0.001 0 -1 15,0 0.003 -1 -1 14,1 0.002 -1 1 0.006 50 12,12 0.001 1 0 15,14 0.003 0 1 12,14 0.002 0 1 0.002 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
10:0,0 0.003 -1 1 2,3 0.003 1 1 1,2 0.001 -1 -1 0.001 45 0,15 0.001 1 0 0,12 0.001 1 1 1,15 0.002 -1 0 0.006 50 12,1 0.001 0 -1 15,0 0.003 -1 0 14,1 0.002 0 1 0.007 50 12,12 0.001 1 -1 15,14 0.003 1 1 12,14 0.002 1 1 0.002 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
11:0,0 0.003 0 1 2,3 0.003 1 0 1,2 0.001 -1 0 0.001 45 0,15 0.001 1 -1 0,12 0.001 1 1 1,15 0.002 -1 1 0.006 50 12,0 0.001 0 -1 15,0 0.003 -1 1 14,1 0.002 1 1 0.008 50 12,12 0.001 0 -1 15,14 0.003 1 0 12,14 0.002 1 0 0.002 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
12:0,1 0.003 0 1 2,3 0.003 1 -1 1,2 0.001 -1 1 0.002 45 1,14 0.001 1 -1 0,12 0.001 1 1 1,15 0.002 0 1 0.007 50 12,0 0.001 -1 -1 15,0 0.003 0 1 14,1 0.002 1 0 0.008 50 12,12 0.001 -1 -1 15,14 0.003 1 -1 12,14 0.002 1 -1 0.002 50 ::s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
13:0,1 0.003 0 1 2,3 0.003 0 -1 1,2 0.001 0 1 1.002 40 2,13 0.001 1 -1 0,12 0.001 1 1 1,15 0.002 1 1 0.008 50 12,0 0.001 -1 0 15,1 0.003 0 1 14,1 0.002 1 -1 0.009 50 12,12 0.001 -1 0 15,14 0.003 0 -1 12,14 0.002 0 -1 0.002 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
14:0,1 0.003 1 1 2,3 0.003 -1 -1 1,2 0.001 1 1 1.002 40 3,12 0.001 1 -1 0,12 0.001 1 1 1,15 0.002 1 0 0.009 50 12,0 0.001 -1 1 15,2 0.003 0 1 14,1 0.002 0 -1 0.01 50 12,12 0.001 -1 1 15,14 0.003 -1 -1 12,13 0.002 0 -1 0.003 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
15:0,1 0.003 1 1 2,3 0.003 -1 0 1,2 0.001 1 1 1.002 40 3,12 0.001 0 -1 0,12 0.001 1 1 1,15 0.002 1 -1 0.009 50 12,0 0.001 0 1 15,2 0.003 1 1 14,1 0.002 -1 -1 0.01 50 12,12 0.001 0 1 15,14 0.003 -1 0 12,13 0.002 -1 -1 0.003 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
16:0,1 0.003 1 1 1,3 0.003 -1 0 1,2 0.001 1 1 1.003 40 3,12 0.001 -1 -1 0,12 0.001 1 1 1,15 0.002 0 -1 0.009 50 12,0 0.001 1 1 15,2 0.003 1 0 14,1 0.002 -1 0 0.01 50 12,12 0.001 1 1 15,14 0.003 -1 1 12,13 0.002 -1 0 0.003 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
17:0,1 0.003 1 1 1,3 0.003 -1 1 1,2 0.001 1 1 1.003 40 3,12 0.001 -1 0 0,12 0.001 1 1 1,14 0.002 0 -1 0.01 50 13,1 0.001 1 1 15,2 0.003 1 -1 14,1 0.002 -1 1 0.011 50 12,12 0.001 1 0 15,14 0.003 0 1 12,13 0.002 -1 1 0.003 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
18:0,1 0.003 1 1 1,3 0.003 0 1 1,2 0.001 1 1 1.003 40 3,12 0.001 -1 1 0,12 0.001 1 1 1,14 0.002 -1 -1 0.01 50 14,2 0.001 1 1 15,2 0.003 0 -1 14,1 0.002 0 1 0.012 50 12,12 0.001 1 -1 15,14 0.003 1 1 12,13 0.002 0 1 0.003 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
19:0,1 0.003 1 1 1,3 0.003 1 1 1,2 0.001 1 1 1.003 40 2,13 0.001 -1 1 0,12 0.001 1 0 1,14 0.002 -1 0 0.011 50 14,2 0.001 1 1 15,1 0.003 0 -1 14,1 0.002 1 1 0.013 50 12,12 0.001 0 -1 15,14 0.003 1 0 12,13 0.002 1 1 0.003 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
20:0,1 0.003 1 1 1,3 0.003 1 0 1,2 0.001 1 0 1.003 40 2,13 0.001 0 1 0,12 0.001 1 -1 0,14 0.002 -1 0 0.012 50 14,2 0.001 1 0 15,0 0.003 0 -1 14,1 0.002 1 0 0.014 50 12,12 0.001 -1 -1 15,14 0.003 1 -1 13,14 0.002 1 1 0.004 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
21:0,1 0.003 1 0 1,3 0.003 1 -1 1,2 0.001 1 -1 1.003 40 2,13 0.001 1 1 0,12 0.001 0 -1 0,14 0.002 -1 1 0.012 50 14,2 0.001 1 -1 15,0 0.003 -1 -1 14,1 0.002 1 -1 0.014 50 12,12 0.001 -1 0 15,14 0.003 0 -1 14,15 0.002 1 1 0.005 50 ::s,0,2 s,1,0 f,2,2 f,2,14 f,15,3 f,15,15 
22:0,1 0.003 1 0 1,3 0.003 0 -1 1,2 0.001 0 -1 3.003 35 2,13 0.001 1 0 0,12 0.001 -1 -1 0,14 0.002 0 1 0.012 50 15,1 0.001 1 -1 15,0 0.003 -1 0 14,1 0.002 0 -1 0.015 50 12,12 0.001 -1 1 15,14 0.003 -1 -1 14,15 0.002 1 0 0.005 50 ::s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
23:0,1 0.003 1 -1 1,3 0.003 -1 -1 1,2 0.001 -1 -1 3.003 35 3,13 0.001 1 0 0,12 0.001 -1 0 0,15 0.002 0 1 0.014 50 15,1 0.001 0 -1 15,0 0.003 -1 1 14,1 0.002 -1 -1 0.015 50 12,12 0.001 0 1 15,14 0.003 -1 0 14,15 0.002 1 -1 0.005 50 ::s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
24:0,1 0.003 0 -1 1,3 0.003 -1 0 1,2 0.001 -1 0 3.003 35 3,13 0.001 1 -1 0,12 0.001 -1 1 0,15 0.002 1 1 0.014 50 15,1 0.001 -1 -1 15,0 0.003 0 1 14,1 0.002 -1 0 0.015 50 12,12 0.001 1 1 15,14 0.003 -1 1 14,15 0.002 0 -1 0.005 50 ::s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
25:0,1 0.003 0 -1 1,3 0.003 -1 1 1,2 0.001 -1 1 6.003 30 3,13 0.001 0 -1 0,12 0.001 0 1 0,15 0.002 1 0 0.014 50 15,1 0.001 -1 0 15,0 0.003 1 1 14,1 0.002 -1 1 0.015 50 12,12 0.001 1 0 15,14 0.003 0 1 14,15 0.002 -1 -1 0.005 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
26:0,1 0.003 0 -1 1,3 0.003 0 1 1,2 0.001 0 1 6.003 30 3,12 0.001 0 -1 0,12 0.001 1 1 0,15 0.002 1 -1 0.015 50 15,1 0.001 -1 1 15,0 0.003 1 0 14,1 0.002 0 1 0.015 50 12,12 0.001 1 -1 15,14 0.003 1 1 13,14 0.002 -1 -1 0.006 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
27:0,1 0.003 0 -1 1,3 0.003 1 1 1,2 0.001 1 1 6.003 30 3,12 0.001 -1 -1 0,12 0.001 1 0 1,14 0.002 1 -1 0.016 50 14,2 0.001 -1 1 15,0 0.003 1 -1 14,1 0.002 1 1 0.016 50 12,12 0.001 0 -1 15,14 0.003 1 0 12,13 0.002 -1 -1 0.007 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
28:0,1 0.003 -1 -1 1,3 0.003 1 0 1,2 0.001 1 0 6.003 30 3,12 0.001 -1 0 0,12 0.001 1 -1 2,13 0.002 1 -1 0.017 50 13,3 0.001 -1 1 15,0 0.003 0 -1 14,1 0.002 1 0 0.017 50 12,12 0.001 -1 -1 15,14 0.003 1 -1 12,13 0.002 -1 0 0.007 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
29:0,1 0.003 -1 0 1,3 0.003 1 -1 1,2 0.001 1 -1 6.003 30 2,12 0.001 -1 0 0,12 0.001 0 -1 3,12 0.002 1 -1 0.019 50 13,3 0.001 0 1 15,0 0.003 -1 -1 14,1 0.002 1 -1 0.017 50 12,12 0.001 -1 0 15,14 0.003 0 -1 12,13 0.002 -1 1 0.007 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
30:0,1 0.003 -1 0 1,3 0.003 0 -1 1,2 0.001 0 -1 6.003 30 1,12 0.001 -1 0 0,12 0.001 -1 -1 3,12 0.002 0 -1 0.02 50 13,3 0.001 1 1 15,0 0.003 -1 0 14,1 0.002 0 -1 0.017 50 12,12 0.001 -1 1 15,14 0.003 -1 -1 12,13 0.002 0 1 0.007 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
31:0,1 0.003 -1 1 1,3 0.003 -1 -1 1,2 0.001 -1 -1 6.003 30 1,12 0.001 -1 1 0,12 0.001 -1 0 3,12 0.002 -1 -1 0.02 50 13,3 0.001 1 0 15,0 0.003 -1 1 14,1 0.002 -1 -1 0.017 50 12,12 0.001 0 1 15,14 0.003 -1 0 12,14 0.002 0 1 0.008 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
32:0,1 0.003 0 1 1,3 0.003 -1 0 1,2 0.001 -1 0 6.003 30 0,13 0.001 -1 1 0,12 0.001 -1 1 3,12 0.002 -1 0 0.021 50 14,3 0.001 1 0 15,0 0.003 0 1 14,1 0.002 -1 0 0.018 50 12,12 0.001 1 1 15,14 0.003 -1 1 12,14 0.002 1 1 0.008 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
33:0,1 0.003 0 1 1,3 0.003 -1 1 1,2 0.001 -1 1 6.003 30 0,13 0.001 0 1 0,12 0.001 0 1 3,12 0.002 -1 1 0.021 50 14,3 0.001 1 -1 15,1 0.003 0 1 14,1 0.002 -1 1 0.019 50 12,12 0.001 1 0 15,14 0.003 0 1 13,15 0.002 1 1 0.009 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
34:0,1 0.003 0 1 1,3 0.003 0 1 1,2 0.001 0 1 6.003 30 0,14 0.001 0 1 0,12 0.001 1 1 3,12 0.002 0 1 0.022 50 15,2 0.001 1 -1 15,1 0.003 1 1 14,1 0.002 0 1 0.02 50 12,12 0.001 1 -1 15,14 0.003 1 1 13,15 0.002 1 0 0.009 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
35:0,1 0.003 0 1 1,3 0.003 1 1 1,2 0.001 1 1 6.003 30 0,15 0.001 0 1 0,12 0.001 1 0 3,12 0.002 1 1 0.023 50 15,2 0.001 0 -1 15,1 0.003 1 0 14,1 0.002 1 1 0.02 50 12,12 0.001 0 -1 15,14 0.003 1 0 13,15 0.002 1 -1 0.009 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
36:0,1 0.003 0 1 1,3 0.003 1 0 1,2 0.001 1 0 6.003 30 0,15 0.001 1 1 0,12 0.001 1 -1 3,12 0.002 1 0 0.023 50 15,2 0.001 -1 -1 15,1 0.003 1 -1 14,1 0.002 1 0 0.02 50 12,12 0.001 -1 -1 15,14 0.003 1 -1 14,14 0.002 1 -1 0.01 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
37:0,1 0.003 0 1 1,3 0.003 1 -1 1,2 0.001 1 -1 6.003 30 0,15 0.001 1 0 0,12 0.001 0 -1 3,12 0.002 1 -1 0.023 50 15,2 0.001 -1 0 15,1 0.003 0 -1 14,1 0.002 1 -1 0.02 50 12,12 0.001 -1 0 15,14 0.003 0 -1 15,13 0.002 1 -1 0.011 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
38:0,1 0.003 0 1 1,3 0.003 0 -1 1,2 0.001 0 -1 6.003 30 1,15 0.001 1 0 0,12 0.001 -1 -1 3,12 0.002 0 -1 0.024 50 15,2 0.001 -1 1 15,1 0.003 -1 -1 14,1 0.002 0 -1 0.02 50 12,12 0.001 -1 1 15,14 0.003 -1 -1 15,13 0.002 0 -1 0.011 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
39:0,1 0.003 0 1 1,3 0.003 -1 -1 1,2 0.001 -1 -1 6.003 30 2,15 0.001 1 0 0,12 0.001 -1 0 3,12 0.002 -1 -1 0.025 50 14,3 0.001 -1 1 14,0 0.003 -1 -1 14,1 0.002 -1 -1 0.022 50 12,12 0.001 0 1 15,14 0.003 -1 0 15,12 0.002 0 -1 0.012 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
40:0,1 0.003 0 1 1,3 0.003 -1 0 1,2 0.001 -1 0 6.003 30 3,15 0.001 1 0 0,12 0.001 -1 1 3,12 0.002 -1 0 0.026 50 14,3 0.001 0 1 14,0 0.003 -1 0 14,1 0.002 -1 0 0.022 50 12,12 0.001 1 1 15,14 0.003 -1 1 15,12 0.002 -1 -1 0.012 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
41:0,1 0.003 0 1 1,3 0.003 -1 1 1,2 0.001 -1 1 6.003 30 3,15 0.001 1 -1 0,12 0.001 0 1 2,12 0.002 -1 0 0.027 50 14,3 0.001 1 1 13,0 0.003 -1 0 14,1 0.002 -1 1 0.023 50 12,12 0.001 1 0 15,14 0.003 0 1 15,12 0.002 -1 0 0.012 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
42:0,1 0.003 0 1 1,3 0.003 0 1 1,2 0.001 0 1 6.003 30 3,15 0.001 0 -1 0,12 0.001 1 1 1,12 0.002 -1 0 0.028 50 14,3 0.001 1 0 13,0 0.003 -1 1 14,1 0.002 0 1 0.023 50 12,12 0.001 1 -1 15,14 0.003 1 1 14,12 0.002 -1 0 0.013 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
43:0,1 0.003 0 1 1,3 0.003 1 1 1,2 0.001 1 1 6.003 30 3,14 0.001 0 -1 0,12 0.001 1 0 1,12 0.002 -1 1 0.029 50 14,3 0.001 1 -1 12,1 0.003 -1 1 14,1 0.002 1 1 0.024 50 12,12 0.001 0 -1 15,14 0.003 1 0 13,12 0.002 -1 0 0.014 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
44:0,1 0.003 1 1 1,3 0.003 1 0 1,2 0.001 1 0 6.003 30 3,13 0.001 0 -1 0,12 0.001 1 -1 0,13 0.002 -1 1 0.031 50 15,2 0.001 1 -1 12,1 0.003 0 1 14,1 0.002 1 0 0.025 50 12,12 0.001 -1 -1 15,14 0.003 1 -1 13,12 0.002 -1 1 0.014 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
45:0,1 0.003 1 1 1,3 0.003 1 -1 1,2 0.001 1 -1 6.003 30 3,12 0.001 0 -1 0,12 0.001 0 -1 0,13 0.002 0 1 0.032 50 15,2 0.001 0 -1 12,2 0.003 0 1 14,1 0.002 1 -1 0.026 50 12,12 0.001 -1 0 15,14 0.003 0 -1 13,12 0.002 0 1 0.014 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
46:0,1 0.003 1 1 1,3 0.003 0 -1 1,2 0.001 0 -1 6.003 30 3,12 0.001 -1 -1 0,12 0.001 -1 -1 0,13 0.002 1 1 0.032 50 15,2 0.001 -1 -1 12,2 0.003 1 1 14,1 0.002 0 -1 0.026 50 12,12 0.001 -1 1 15,14 0.003 -1 -1 13,13 0.002 0 1 0.015 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
47:0,1 0.003 1 1 1,3 0.003 -1 -1 1,2 0.001 -1 -1 6.003 30 3,12 0.001 -1 0 0,12 0.001 -1 0 1,14 0.002 1 1 0.033 50 15,2 0.001 -1 0 13,3 0.003 1 1 14,1 0.002 -1 -1 0.027 50 12,12 0.001 0 1 15,14 0.003 -1 0 13,14 0.002 0 1 0.016 50 ::s,0,0 s,0,2 s,1,0 s,1,1 f,2,2 f,2,14 f,15,3 f,15,15 
