30:2,3 0.001 -1 0 2,2 0.003 -1 1 1,2 0.001 -1 -1 0.0322 80 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 -1 0 1.0131 55 14,2 0.003 0 -1 12,0 0.001 -1 -1 14,1 0.001 0 1 0.0141 60 14,14 0.001 -1 0 13,13 0.001 0 -1 12,14 0.001 0 -1 3.0264 110 ::f,1,3 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
31:2,3 0.001 -1 0 2,2 0.003 -1 0 1,2 0.001 0 -1 1.0323 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 -1 -1 1.0131 55 14,2 0.003 1 -1 12,0 0.001 0 -1 14,1 0.001 0 1 0.0141 60 13,14 0.001 -1 0 13,13 0.001 1 -1 12,13 0.001 0 -1 3.0284 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
32:1,3 0.001 -1 0 2,2 0.003 -1 0 1,1 0.001 0 -1 1.0343 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 0 -1 1.0131 55 14,2 0.003 1 0 12,0 0.001 1 -1 14,1 0.001 0 1 0.0141 60 13,14 0.001 -1 0 13,13 0.001 1 0 12,12 0.001 0 -1 3.0294 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
33:1,3 0.001 -1 0 1,2 0.003 -1 0 1,1 0.001 0 -1 1.0353 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 0 -1 1.0141 55 14,2 0.003 1 1 12,0 0.001 1 0 14,1 0.001 0 1 0.0141 60 13,14 0.001 -1 -1 14,13 0.001 1 0 12,12 0.001 1 -1 3.0304 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
34:1,3 0.001 -1 0 1,2 0.003 -1 -1 1,1 0.001 1 -1 1.0353 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 0 -1 1.0141 55 14,2 0.003 0 1 13,0 0.001 1 0 14,1 0.001 0 1 0.0151 60 13,14 0.001 0 -1 14,13 0.001 1 0 12,12 0.001 1 0 3.0304 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
35:1,3 0.001 -1 0 1,2 0.003 0 -1 1,1 0.001 1 0 1.0353 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 1 -1 1.0141 55 14,2 0.003 -1 1 14,0 0.001 1 0 14,1 0.001 0 1 0.0161 60 13,13 0.001 0 -1 14,13 0.001 1 1 13,12 0.001 1 0 3.0324 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
36:0,3 0.001 -1 0 1,2 0.003 0 -1 2,1 0.001 1 0 1.0373 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 1 0 1.0141 55 14,2 0.003 -1 0 15,0 0.001 1 0 14,1 0.001 0 1 0.0171 60 13,13 0.001 0 -1 14,13 0.001 0 1 14,12 0.001 1 0 3.0334 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
37:0,3 0.001 -1 -1 1,1 0.003 0 -1 2,1 0.001 1 0 1.0383 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,14 0.001 1 0 1.0151 55 14,2 0.003 -1 -1 15,0 0.001 1 1 14,1 0.001 0 1 0.0171 60 13,13 0.001 1 -1 14,14 0.001 0 1 14,12 0.001 1 0 3.0344 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
38:0,3 0.001 0 -1 1,1 0.003 1 -1 2,1 0.001 1 1 1.0383 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,14 0.001 1 0 1.0151 55 14,2 0.003 0 -1 15,0 0.001 0 1 14,1 0.001 0 1 0.0171 60 13,13 0.001 1 0 14,14 0.001 0 1 15,12 0.001 1 0 3.0354 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
39:0,2 0.001 0 -1 1,1 0.003 1 0 2,1 0.001 0 1 1.0393 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,14 0.001 1 1 1.0151 55 14,2 0.003 1 -1 15,0 0.001 -1 1 14,1 0.001 0 1 0.0171 60 14,13 0.001 1 0 14,14 0.001 -1 1 15,12 0.001 1 1 3.0364 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
40:0,1 0.001 0 -1 1,1 0.003 1 0 2,2 0.001 0 1 1.0413 95 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 1 1 1.0161 55 14,2 0.003 1 0 15,0 0.001 -1 0 14,1 0.001 0 1 0.0171 60 14,13 0.001 1 0 14,14 0.001 -1 0 15,12 0.001 0 1 3.0364 110 ::f,0,0 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,14 
41:0,1 0.001 0 -1 2,1 0.003 1 0 2,2 0.001 0 1 3.0424 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 0 1 1.0161 55 14,2 0.003 1 1 14,0 0.001 -1 0 14,1 0.001 0 1 0.0181 60 14,13 0.001 1 1 13,14 0.001 -1 0 15,13 0.001 0 1 3.0384 110 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 s,15,1 f,15,14 
42:0,0 0.001 0 -1 2,1 0.003 1 1 2,2 0.001 -1 1 3.0434 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 -1 1 1.0161 55 14,2 0.003 0 1 14,0 0.001 -1 0 14,1 0.001 0 1 0.0181 60 14,13 0.001 0 1 13,14 0.001 -1 0 15,13 0.001 0 1 6.0385 125 ::s,1,12 s,1,13 f,3,2 f,3,12 f,12,14 f,14,3 s,15,1 
43:0,0 0.001 1 -1 2,1 0.003 0 1 2,2 0.001 -1 0 3.0434 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 -1 0 1.0161 55 14,2 0.003 -1 1 14,0 0.001 -1 0 14,1 0.001 0 1 0.0181 60 14,14 0.001 0 1 13,14 0.001 -1 -1 15,14 0.001 0 1 6.0405 125 ::s,1,12 s,1,13 f,3,2 f,3,12 f,12,14 f,14,3 s,15,1 
44:0,0 0.001 1 0 2,1 0.003 0 1 1,2 0.001 -1 0 3.0444 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,15 0.001 -1 0 1.0171 55 14,2 0.003 -1 0 13,0 0.001 -1 0 14,1 0.001 0 1 0.0191 60 14,14 0.001 0 1 13,14 0.001 0 -1 15,14 0.001 0 1 6.0405 125 ::s,1,12 s,1,13 f,3,2 f,3,12 f,12,14 f,14,3 s,15,1 
45:1,0 0.001 1 0 2,2 0.003 0 1 1,2 0.001 -1 0 3.0464 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 -1 0 1.0181 55 14,2 0.003 -1 -1 13,0 0.001 -1 0 14,1 0.001 0 1 0.0191 60 14,14 0.001 -1 1 13,13 0.001 0 -1 15,15 0.001 0 1 6.0425 125 ::s,1,12 s,1,13 f,3,2 f,3,12 f,12,14 f,14,3 s,15,1 
46:2,0 0.001 1 0 2,2 0.003 -1 1 1,2 0.001 -1 -1 3.0474 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 -1 -1 1.0181 55 14,2 0.003 0 -1 13,0 0.001 -1 0 14,1 0.001 0 1 0.0191 60 14,14 0.001 -1 0 13,13 0.001 0 -1 15,15 0.001 -1 1 6.0425 125 ::s,1,12 s,1,13 f,3,2 f,3,12 f,12,14 f,14,3 s,15,1 
47:2,0 0.001 1 0 2,2 0.003 -1 0 1,2 0.001 0 -1 3.0474 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 0 -1 1.0181 55 14,2 0.003 1 -1 12,0 0.001 -1 0 14,1 0.001 0 1 0.0201 60 13,14 0.001 -1 0 13,13 0.001 1 -1 15,15 0.001 -1 0 6.0435 125 ::s,1,12 s,1,13 f,3,2 f,3,12 f,12,14 f,14,3 s,15,1 
48:2,0 0.001 1 0 2,2 0.003 -1 0 1,1 0.001 0 -1 3.0484 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 0 -1 1.0191 55 14,2 0.003 1 -1 12,0 0.001 -1 -1 14,1 0.001 0 1 0.0201 60 13,14 0.001 -1 0 13,13 0.001 1 0 14,15 0.001 -1 0 6.0446 140 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 f,14,14 s,15,1 
49:2,0 0.001 1 0 1,2 0.003 -1 0 1,1 0.001 0 -1 3.0494 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 0 -1 1.0191 55 14,2 0.003 1 0 12,0 0.001 0 -1 14,1 0.001 0 1 0.0201 60 13,14 0.001 -1 -1 14,13 0.001 1 0 13,15 0.001 -1 0 6.0466 140 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 f,14,14 s,15,1 
50:3,0 0.001 1 0 1,2 0.003 -1 -1 1,1 0.001 1 -1 3.0504 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 1 -1 1.0191 55 14,2 0.003 1 1 12,0 0.001 1 -1 14,1 0.001 0 1 0.0201 60 13,14 0.001 0 -1 14,13 0.001 1 0 12,15 0.001 -1 0 6.0476 140 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 f,14,14 s,15,1 
51:3,0 0.001 1 1 1,2 0.003 0 -1 1,1 0.001 1 0 3.0504 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,14 0.001 1 0 1.0191 55 14,2 0.003 0 1 12,0 0.001 1 0 14,1 0.001 0 1 0.0201 60 13,13 0.001 0 -1 14,13 0.001 1 1 12,15 0.001 -1 -1 6.0486 140 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 f,14,14 s,15,1 
52:3,0 0.001 0 1 1,2 0.003 0 -1 2,1 0.001 1 0 3.0514 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,14 0.001 1 0 1.0201 55 14,2 0.003 -1 1 13,0 0.001 1 0 14,1 0.001 0 1 0.0211 60 13,13 0.001 0 -1 14,13 0.001 0 1 12,15 0.001 0 -1 6.0486 140 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 f,14,14 s,15,1 
53:3,1 0.001 0 1 1,1 0.003 0 -1 2,1 0.001 1 0 3.0534 110 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,14 0.001 1 0 1.0201 55 14,2 0.003 -1 0 14,0 0.001 1 0 14,1 0.001 0 1 0.0221 60 13,13 0.001 1 -1 14,13 0.001 0 1 12,14 0.001 0 -1 6.0496 140 ::s,1,12 s,1,13 f,3,2 f,3,12 f,14,3 f,14,14 s,15,1 
54:3,1 0.001 0 1 1,1 0.003 1 -1 2,1 0.001 1 1 6.0535 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,14 0.001 1 1 1.0201 55 14,2 0.003 -1 -1 14,0 0.001 1 0 14,1 0.001 0 1 0.0221 60 13,13 0.001 1 0 14,13 0.001 0 1 12,13 0.001 0 -1 7.0507 155 ::f,0,1 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,13 
55:3,2 0.001 0 1 1,1 0.003 1 0 2,1 0.001 0 1 6.0545 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 1 1 1.0211 55 14,2 0.003 0 -1 15,0 0.001 1 0 14,1 0.001 0 1 0.0231 60 13,13 0.001 1 0 14,14 0.001 0 1 12,13 0.001 0 -1 7.0517 155 ::f,0,1 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,13 
56:3,2 0.001 0 1 1,1 0.003 1 0 2,2 0.001 0 1 6.0555 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 0 1 1.0211 55 14,2 0.003 1 -1 15,0 0.001 1 1 14,1 0.001 0 1 0.0231 60 13,13 0.001 1 0 14,14 0.001 0 1 12,12 0.001 0 -1 7.0527 155 ::f,0,1 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,13 
57:3,2 0.001 0 1 2,1 0.003 1 0 2,2 0.001 0 1 6.0565 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 -1 1 1.0211 55 14,2 0.003 1 0 15,0 0.001 0 1 14,1 0.001 0 1 0.0231 60 14,13 0.001 1 0 14,14 0.001 -1 1 12,12 0.001 1 -1 7.0537 155 ::f,0,1 s,1,12 s,1,13 f,3,12 f,14,3 s,15,1 f,15,13 
58:3,3 0.001 0 1 2,1 0.003 1 1 2,2 0.001 -1 1 6.0575 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 2,15 0.001 -1 0 1.0211 55 14,2 0.003 1 1 15,0 0.001 -1 1 14,1 0.001 0 1 0.0231 60 14,13 0.001 1 0 14,14 0.001 -1 0 12,12 0.001 1 0 8.0538 170 ::f,0,1 s,1,12 s,1,13 f,3,12 f,12,14 f,14,3 s,15,1 
59:3,3 0.001 -1 1 2,1 0.003 0 1 2,2 0.001 -1 0 6.0575 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 1,15 0.001 -1 0 1.0221 55 14,2 0.003 0 1 15,0 0.001 -1 0 14,1 0.001 0 1 0.0231 60 14,13 0.001 1 1 13,14 0.001 -1 0 13,12 0.001 1 0 8.0558 170 ::f,0,1 s,1,12 s,1,13 f,3,12 f,12,14 f,14,3 s,15,1 
60:3,3 0.001 -1 0 2,1 0.003 0 1 1,2 0.001 -1 0 6.0585 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 -1 0 1.0231 55 14,2 0.003 -1 1 14,0 0.001 -1 0 14,1 0.001 0 1 0.0241 60 14,13 0.001 0 1 13,14 0.001 -1 0 14,12 0.001 1 0 10.0569 185 ::f,0,1 s,1,12 s,1,13 f,3,12 f,13,15 f,14,3 s,15,1 
61:2,3 0.001 -1 0 2,2 0.003 0 1 1,2 0.001 -1 0 6.0605 125 0,13 0.003 1 -1 2,14 0.001 -1 -1 0,15 0.001 -1 -1 1.0231 55 14,2 0.003 -1 0 14,0 0.001 -1 0 14,1 0.001 0 1 0.0241 60 14,14 0.001 0 1 13,14 0.001 -1 -1 15,12 0.001 1 0 10.0589 185 ::f,0,1 s,1,12 s,1,13 f,3,12 f,13,15 f,14,3 s,15,1 
