16
0:0,1 0.001 1 1 3,2 0.003 0 -1 2,2 0.002 1 1 0 50 0,12 0.001 -1 0 1,15 0.003 1 -1 2,14 0.002 0 -1 0.001 50 15,0 0.001 -1 1 13,1 0.003 0 1 14,1 0.002 -1 -1 0.001 50 12,13 0.001 -1 0 14,12 0.003 -1 1 12,15 0.002 -1 1 0 50 ::f,1,13 f,3,3 f,13,2 f,13,13 
1:1,2 0.001 1 1 3,1 0.003 0 -1 2,2 0.002 1 1 0.002 50 0,12 0.001 -1 1 1,15 0.003 1 -1 2,13 0.002 0 -1 0.002 50 15,0 0.001 -1 1 13,1 0.003 0 1 14,1 0.001 -1 -1 0.001 50 12,13 0.001 -1 1 14,12 0.001 -1 1 12,15 0.002 -1 1 0.0001 65 ::f,1,13 f,3,3 f,13,2 f,15,14 
2:1,2 0.001 1 1 3,1 0.003 -1 -1 2,2 0.002 1 0 0.002 50 0,12 0.001 0 1 1,15 0.001 1 -1 2,13 0.001 0 -1 0.002 50 15,0 0.001 -1 1 13,1 0.001 0 1 13,0 0.001 -1 -1 0.0021 65 12,13 0.001 0 1 13,13 0.001 -1 1 12,15 0.002 0 1 0.0011 65 ::f,1,13 f,3,3 f,14,2 f,15,14 
3:1,2 0.001 1 0 3,1 0.003 -1 0 2,2 0.002 1 -1 0.002 50 0,13 0.001 0 1 2,14 0.001 1 -1 2,13 0.001 -1 -1 0.004 50 14,1 0.001 -1 1 13,2 0.001 0 1 13,0 0.001 -1 -1 0.0041 65 12,14 0.001 0 1 13,13 0.001 -1 1 12,15 0.002 1 1 0.0021 65 ::f,1,13 f,3,3 f,14,2 f,15,14 
4:1,2 0.001 1 0 2,1 0.003 -1 0 2,2 0.002 0 -1 0.003 50 0,14 0.001 0 1 2,14 0.001 1 -1 2,13 0.001 -1 0 0.005 50 14,1 0.001 -1 1 13,2 0.001 0 1 13,0 0.001 -1 0 0.0041 65 12,14 0.001 0 1 13,13 0.001 -1 1 12,15 0.002 1 0 0.0021 65 ::f,1,13 f,3,3 f,14,2 f,15,14 
5:1,2 0.001 1 0 1,1 0.003 -1 0 2,1 0.002 0 -1 0.005 50 0,14 0.001 0 1 2,14 0.001 0 -1 2,13 0.001 -1 0 0.005 50 14,1 0.001 -1 1 13,2 0.001 1 1 12,0 0.001 -1 0 0.0051 65 12,14 0.001 0 1 13,13 0.001 -1 1 12,15 0.002 1 -1 0.0021 65 ::f,1,13 f,3,3 f,14,2 f,15,14 
6:1,2 0.001 1 0 1,1 0.001 -1 0 2,1 0.001 0 -1 0.005 50 0,15 0.001 0 1 2,14 0.001 0 -1 2,13 0.001 -1 0 0.0061 65 14,1 0.001 -1 1 13,2 0.001 1 0 12,0 0.001 -1 1 0.0051 65 12,14 0.001 1 1 13,13 0.001 0 1 13,14 0.002 1 -1 0.0031 65 ::f,3,3 f,3,13 f,14,2 f,15,14 
7:2,2 0.001 1 0 1,1 0.001 -1 1 2,1 0.001 -1 -1 0.006 50 0,15 0.001 1 1 2,14 0.001 0 -1 1,13 0.001 -1 0 0.0071 65 14,1 0.001 -1 1 13,2 0.001 1 0 12,0 0.001 0 1 0.0051 65 13,15 0.001 1 1 13,13 0.001 1 1 14,13 0.002 1 -1 0.0051 65 ::f,3,3 f,3,13 f,14,2 f,15,14 
8:2,2 0.001 1 0 1,1 0.001 0 1 2,1 0.001 -1 0 0.006 50 0,15 0.001 1 0 2,14 0.001 0 -1 1,13 0.001 -1 0 0.0071 65 14,1 0.001 -1 1 13,2 0.001 1 0 12,1 0.001 0 1 1.0062 80 13,15 0.001 1 1 14,14 0.001 1 1 14,13 0.001 1 -1 0.0061 65 ::f,3,3 f,3,13 f,12,2 f,15,14 
9:2,2 0.001 1 -1 1,2 0.001 0 1 1,1 0.001 -1 0 0.008 50 1,15 0.001 1 0 2,13 0.001 0 -1 1,13 0.001 -1 1 0.0091 65 14,1 0.001 -1 1 14,2 0.001 1 0 12,1 0.001 0 1 1.0073 95 13,15 0.001 1 0 14,14 0.001 1 1 14,13 0.001 0 -1 0.0061 65 ::f,3,3 f,3,13 f,15,2 f,15,14 
10:2,2 0.001 0 -1 1,2 0.001 0 1 1,1 0.001 -1 0 0.008 50 2,15 0.001 1 0 2,13 0.001 0 -1 1,13 0.001 0 1 0.0101 65 14,1 0.001 -1 1 14,2 0.001 1 0 12,2 0.001 0 1 3.0084 110 14,15 0.001 1 0 15,15 0.001 1 1 14,13 0.001 -1 -1 0.0081 65 ::f,3,3 f,3,13 f,15,2 f,15,14 
11:2,1 0.001 0 -1 1,2 0.001 1 1 1,1 0.001 -1 1 0.009 50 2,15 0.001 1 0 2,13 0.001 -1 -1 1,14 0.001 0 1 0.0111 65 13,2 0.001 -1 1 14,2 0.001 1 -1 12,2 0.001 0 1 3.0094 110 14,15 0.001 1 0 15,15 0.001 1 0 14,13 0.001 -1 0 0.0081 65 ::f,3,3 f,3,13 f,15,2 f,15,14 
12:2,1 0.001 0 -1 1,2 0.001 1 0 1,1 0.001 0 1 0.009 50 3,15 0.001 1 0 2,13 0.001 -1 0 1,14 0.001 0 1 0.0121 65 13,2 0.001 -1 1 14,2 0.001 0 -1 12,3 0.001 0 1 3.0104 110 14,15 0.001 1 -1 15,15 0.001 1 -1 13,13 0.001 -1 0 0.0091 65 ::f,3,3 f,3,13 f,15,2 f,15,14 
13:2,1 0.001 -1 -1 2,2 0.001 1 0 1,2 0.001 0 1 0.011 50 3,15 0.001 1 -1 1,13 0.001 -1 0 1,14 0.001 1 1 0.0131 65 13,2 0.001 0 1 14,1 0.001 0 -1 12,3 0.001 1 1 3.0114 110 14,15 0.001 1 -1 15,15 0.001 0 -1 13,13 0.001 -1 0 0.0091 65 ::f,3,3 f,3,13 f,15,2 f,15,14 
14:2,1 0.001 -1 0 2,2 0.001 1 0 1,2 0.001 0 1 0.011 50 3,15 0.001 0 -1 1,13 0.001 -1 0 1,14 0.001 1 0 0.0131 65 13,2 0.001 1 1 14,1 0.001 0 -1 12,3 0.001 1 0 3.0114 110 14,15 0.001 1 -1 15,15 0.001 0 -1 13,13 0.001 -1 1 0.0091 65 ::f,3,3 f,3,13 f,15,2 f,15,14 
15:1,1 0.001 -1 0 2,2 0.001 1 -1 1,2 0.001 1 1 0.012 50 3,14 0.001 0 -1 1,13 0.001 -1 1 2,14 0.001 1 0 0.0151 65 13,2 0.001 1 0 14,1 0.001 -1 -1 13,3 0.001 1 0 3.0124 110 14,15 0.001 1 -1 15,14 0.001 0 -1 13,13 0.001 0 1 0.0102 80 ::f,3,3 f,3,13 f,12,13 f,15,2 
16:1,1 0.001 -1 0 2,2 0.001 0 -1 1,2 0.001 1 0 0.012 50 3,14 0.001 0 -1 1,13 0.001 0 1 2,14 0.001 1 0 0.0152 80 14,2 0.001 1 0 14,1 0.001 -1 0 14,3 0.001 1 0 3.0144 110 14,15 0.001 1 -1 15,13 0.001 0 -1 13,14 0.001 0 1 0.0122 80 ::f,0,15 f,3,3 f,12,13 f,15,2 
17:1,1 0.001 -1 1 2,1 0.001 0 -1 2,2 0.001 1 0 0.014 50 3,13 0.001 0 -1 1,14 0.001 0 1 2,14 0.001 1 -1 0.0172 80 14,2 0.001 1 0 14,1 0.001 -1 0 14,3 0.001 1 0 3.0145 125 15,14 0.001 1 -1 15,13 0.001 0 -1 13,14 0.001 0 1 0.0132 80 ::f,0,15 f,3,3 f,12,13 f,13,1 
18:1,1 0.001 0 1 2,1 0.001 0 -1 2,2 0.001 1 0 0.014 50 3,12 0.001 0 -1 1,14 0.001 0 1 2,14 0.001 0 -1 0.0182 80 14,2 0.001 1 -1 14,1 0.001 -1 0 15,3 0.001 1 0 6.0156 140 15,14 0.001 1 -1 15,12 0.001 0 -1 13,14 0.001 1 1 0.0142 80 ::f,0,15 f,3,3 f,12,13 f,13,1 
19:1,2 0.001 0 1 2,1 0.001 -1 -1 2,2 0.001 1 -1 0.015 50 3,12 0.001 -1 -1 1,14 0.001 1 1 2,13 0.001 0 -1 0.0192 80 14,2 0.001 0 -1 14,1 0.001 -1 0 15,3 0.001 1 -1 6.0156 140 15,14 0.001 0 -1 15,12 0.001 -1 -1 13,14 0.001 1 0 0.0142 80 ::f,0,15 f,3,3 f,12,13 f,13,1 
20:1,2 0.001 0 1 2,1 0.001 -1 0 2,2 0.001 0 -1 0.015 50 3,12 0.001 -1 0 1,14 0.001 1 0 2,13 0.001 0 -1 0.0192 80 14,2 0.001 0 -1 14,1 0.001 -1 0 15,3 0.001 0 -1 10.0157 155 15,13 0.001 0 -1 15,12 0.001 -1 0 14,14 0.001 1 0 0.0162 80 ::f,0,15 f,3,3 f,12,13 f,15,2 
21:1,2 0.001 1 1 1,1 0.001 -1 0 2,1 0.001 0 -1 0.017 50 2,12 0.001 -1 0 2,14 0.001 1 0 2,13 0.001 -1 -1 0.0212 80 14,2 0.001 0 -1 13,1 0.001 -1 0 15,3 0.001 0 -1 10.0167 155 15,13 0.001 0 -1 14,12 0.001 -1 0 14,14 0.001 1 0 0.0172 80 ::f,0,15 f,3,3 f,12,13 f,15,2 
22:1,2 0.001 1 0 1,1 0.001 -1 0 2,1 0.001 0 -1 0.017 50 1,12 0.001 -1 0 2,14 0.001 1 0 2,13 0.001 -1 0 0.0222 80 14,2 0.001 0 -1 13,1 0.001 -1 0 15,3 0.001 0 -1 10.0167 155 15,12 0.001 0 -1 13,12 0.001 -1 0 14,14 0.001 1 -1 0.0192 80 ::f,0,15 f,3,3 f,12,13 f,15,2 
23:2,2 0.001 1 0 1,1 0.001 -1 1 2,1 0.001 -1 -1 0.018 50 1,12 0.001 -1 0 2,14 0.001 1 -1 1,13 0.001 -1 0 0.0232 80 14,1 0.001 0 -1 13,1 0.001 -1 1 15,3 0.001 0 -1 11.0178 170 15,12 0.001 -1 -1 13,12 0.001 -1 0 14,14 0.001 0 -1 0.0192 80 ::f,0,15 f,3,3 f,12,13 f,14,2 
24:2,2 0.001 1 0 1,1 0.001 0 1 2,1 0.001 -1 0 0.018 50 0,12 0.001 -1 0 2,14 0.001 0 -1 1,13 0.001 -1 0 0.0242 80 14,1 0.001 0 -1 13,1 0.001 0 1 15,2 0.001 0 -1 11.0188 170 15,12 0.001 -1 0 12,12 0.001 -1 0 14,13 0.001 0 -1 0.0212 80 ::f,0,15 f,3,3 f,12,13 f,14,2 
25:2,2 0.001 1 -1 1,2 0.001 0 1 1,1 0.001 -1 0 0.02 50 0,12 0.001 -1 1 2,13 0.001 0 -1 1,13 0.001 -1 1 0.0252 80 14,1 0.001 -1 -1 13,2 0.001 0 1 15,2 0.001 0 -1 11.0198 170 14,12 0.001 -1 0 12,12 0.001 -1 1 14,13 0.001 0 -1 0.0222 80 ::f,0,15 f,3,3 f,12,13 f,14,2 
26:2,2 0.001 0 -1 1,2 0.001 0 1 1,1 0.001 -1 0 0.02 50 0,12 0.001 0 1 2,13 0.001 0 -1 1,13 0.001 0 1 0.0252 80 14,1 0.001 -1 0 13,2 0.001 0 1 15,1 0.001 0 -1 11.0208 170 13,12 0.001 -1 0 12,12 0.001 0 1 14,13 0.001 -1 -1 0.0232 80 ::f,0,15 f,3,3 f,12,13 f,14,2 
27:2,1 0.001 0 -1 1,2 0.001 1 1 1,1 0.001 -1 1 0.021 50 0,13 0.001 0 1 2,13 0.001 -1 -1 1,14 0.001 0 1 0.0272 80 13,1 0.001 -1 0 13,2 0.001 1 1 15,1 0.001 0 -1 11.0218 170 13,12 0.001 -1 0 12,12 0.001 0 1 14,13 0.001 -1 0 0.0232 80 ::f,0,15 f,3,3 f,12,13 f,14,2 
28:2,1 0.001 0 -1 1,2 0.001 1 0 1,1 0.001 0 1 0.021 50 0,14 0.001 0 1 2,13 0.001 -1 0 1,14 0.001 0 1 0.0282 80 13,1 0.001 -1 0 13,2 0.001 1 0 15,0 0.001 0 -1 11.0228 170 13,12 0.001 -1 1 12,12 0.001 0 1 13,13 0.001 -1 0 0.0242 80 ::f,0,15 f,3,3 f,12,13 f,14,2 
29:2,1 0.001 -1 -1 2,2 0.001 1 0 1,2 0.001 0 1 0.023 50 0,14 0.001 0 1 2,13 0.001 -1 0 1,14 0.001 1 1 1.0283 95 13,1 0.001 -1 1 13,2 0.001 1 0 15,0 0.001 -1 -1 11.0228 170 13,12 0.001 -1 1 12,12 0.001 0 1 13,13 0.001 -1 0 1.0243 95 ::f,1,13 f,3,3 f,14,2 f,14,15 
30:2,1 0.001 -1 0 2,2 0.001 1 0 1,2 0.001 0 1 0.023 50 0,15 0.001 0 1 2,13 0.001 -1 0 1,14 0.001 1 0 1.0294 110 13,1 0.001 0 1 13,2 0.001 1 0 15,0 0.001 -1 0 16.0229 185 12,13 0.001 -1 1 12,12 0.001 0 1 13,13 0.001 -1 1 1.0253 95 ::f,2,12 f,3,3 f,14,15 f,15,3 
