16
0:3,2 0.001 0 1 1,1 0.003 0 -1 1,3 0.002 1 0 0.003 50 0,14 0.001 0 -1 3,12 0.003 1 0 3,15 0.002 0 1 0 50 13,3 0.001 -1 1 15,2 0.003 1 1 15,1 0.002 1 0 0 50 12,15 0.001 -1 1 13,14 0.003 -1 0 12,14 0.002 0 1 0.002 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
1:3,2 0.001 0 1 1,1 0.001 0 -1 1,3 0.001 1 0 0.003 50 0,14 0.001 1 -1 3,12 0.003 1 1 3,15 0.002 -1 1 0 50 13,3 0.001 -1 0 15,2 0.003 0 1 15,1 0.002 1 1 0 50 12,15 0.001 -1 1 13,14 0.001 -1 0 12,14 0.001 0 1 0.002 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
2:3,3 0.001 0 1 1,1 0.001 0 -1 2,3 0.001 1 0 0.005 50 1,13 0.001 1 -1 3,12 0.003 0 1 3,15 0.002 -1 0 0.001 50 13,3 0.001 -1 -1 15,2 0.003 -1 1 15,1 0.002 0 1 0 50 12,15 0.001 -1 1 13,14 0.001 -1 -1 12,14 0.001 -1 1 0.002 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
3:3,3 0.001 -1 1 1,0 0.001 0 -1 2,3 0.001 1 0 0.006 50 1,13 0.001 1 -1 3,12 0.003 -1 1 3,15 0.002 -1 -1 0.001 50 13,3 0.001 0 -1 15,2 0.003 -1 0 15,1 0.002 -1 1 0 50 12,15 0.001 -1 1 13,14 0.001 0 -1 12,14 0.001 -1 0 0.002 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
4:3,3 0.001 -1 0 1,0 0.001 1 -1 2,3 0.001 1 1 0.006 50 1,13 0.001 1 0 2,13 0.003 -1 1 2,14 0.002 -1 -1 0.003 50 13,2 0.001 0 -1 14,2 0.003 -1 0 15,1 0.002 -1 1 0.002 50 12,15 0.001 -1 1 13,13 0.001 0 -1 12,14 0.001 -1 -1 0.003 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
5:3,3 0.001 -1 -1 1,0 0.001 1 0 2,3 0.001 0 1 0.006 50 1,13 0.001 1 0 2,13 0.001 -1 1 2,14 0.001 -1 -1 0.003 50 13,1 0.001 0 -1 14,2 0.001 -1 0 15,1 0.002 -1 1 0.003 50 12,15 0.001 -1 1 13,13 0.001 0 -1 12,14 0.001 0 -1 0.003 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
6:2,2 0.001 -1 -1 2,0 0.001 1 0 2,3 0.001 -1 1 0.008 50 1,13 0.001 1 0 1,14 0.001 -1 1 2,14 0.001 -1 -1 0.004 50 13,1 0.001 1 -1 13,2 0.001 -1 0 14,2 0.002 -1 1 0.005 50 12,15 0.001 -1 1 13,13 0.001 1 -1 12,14 0.001 1 -1 0.003 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
7:1,1 0.001 -1 -1 3,0 0.001 1 0 2,3 0.001 -1 0 0.01 50 1,13 0.001 1 0 1,14 0.001 -1 1 2,14 0.001 -1 -1 0.004 50 13,1 0.001 1 0 13,2 0.001 -1 0 14,2 0.001 -1 1 0.005 50 12,15 0.001 -1 1 13,13 0.001 1 0 12,14 0.001 1 -1 0.003 50 ::f,0,1 f,0,13 f,12,3 f,15,15 
8:1,1 0.001 -1 -1 3,0 0.001 1 1 2,3 0.001 -1 -1 0.01 50 2,13 0.001 1 0 1,14 0.001 -1 0 1,13 0.001 -1 -1 0.006 50 14,1 0.001 1 0 13,2 0.001 -1 -1 14,2 0.001 -1 0 0.006 50 12,15 0.001 -1 1 13,13 0.002 1 0 12,14 0.001 1 -1 0.003 46 :14,13 :f,0,1 f,0,13 f,12,3 f,15,15 
9:1,1 0.001 -1 -1 3,0 0.001 0 1 1,2 0.001 -1 -1 0.011 50 2,13 0.001 1 0 1,14 0.001 -1 -1 1,13 0.001 -1 -1 0.006 50 14,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 0.006 50 12,15 0.001 -1 1 14,13 0.002 1 0 12,14 0.001 1 -1 0.004 46 :15,13 :f,0,1 f,0,13 f,12,3 f,15,15 
10:0,0 0.001 -1 -1 3,1 0.001 0 1 1,2 0.001 -1 -1 0.0131 65 2,13 0.001 1 1 1,14 0.001 0 -1 1,13 0.001 0 -1 0.006 50 14,1 0.001 0 1 13,1 0.001 0 -1 13,2 0.001 -1 0 0.008 50 12,15 0.001 -1 1 14,13 0.001 1 0 13,13 0.001 1 -1 0.005 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
11:0,0 0.001 0 -1 3,1 0.001 0 1 1,2 0.001 0 -1 0.0131 65 2,13 0.001 0 1 1,14 0.001 0 -1 1,13 0.001 1 -1 0.006 50 14,2 0.001 0 1 13,1 0.001 0 -1 13,2 0.001 -1 0 0.009 50 12,15 0.001 -1 1 14,13 0.001 1 1 13,13 0.001 1 -1 0.005 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
12:0,0 0.001 1 -1 3,2 0.001 0 1 1,2 0.001 1 -1 0.0141 65 2,14 0.001 0 1 1,14 0.001 0 -1 1,13 0.001 1 0 0.007 50 14,2 0.001 -1 1 13,1 0.001 1 -1 13,2 0.001 -1 -1 0.009 50 12,15 0.001 -1 1 14,13 0.001 0 1 13,13 0.001 1 0 0.005 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
13:0,0 0.001 1 0 3,3 0.001 0 1 2,1 0.001 1 -1 0.0161 65 2,14 0.001 0 1 1,14 0.001 0 -1 2,13 0.001 1 0 0.008 50 14,2 0.001 -1 0 13,1 0.001 1 0 13,2 0.001 0 -1 0.009 50 12,15 0.001 -1 1 14,14 0.001 0 1 14,13 0.001 1 0 0.007 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
14:1,0 0.001 1 0 3,3 0.001 -1 1 2,1 0.001 1 -1 0.0171 65 2,14 0.001 -1 1 1,14 0.001 0 -1 2,13 0.001 1 0 0.008 50 14,2 0.001 -1 0 14,1 0.001 1 0 13,1 0.001 0 -1 0.011 50 12,15 0.001 -1 1 14,14 0.001 0 1 14,13 0.001 1 0 0.007 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
15:2,0 0.001 1 0 3,3 0.001 -1 0 2,1 0.001 1 0 0.0181 65 2,14 0.001 -1 0 1,14 0.001 0 -1 2,13 0.001 1 1 0.008 50 13,2 0.001 -1 0 14,1 0.001 1 0 13,1 0.001 0 -1 0.012 50 12,15 0.001 -1 1 14,14 0.001 -1 1 14,13 0.001 1 1 0.007 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
16:3,0 0.001 1 0 2,3 0.001 -1 0 2,1 0.001 1 1 0.0201 65 2,14 0.001 -1 0 1,14 0.001 0 -1 2,13 0.001 0 1 0.008 50 13,2 0.001 -1 -1 14,1 0.001 1 1 13,1 0.001 1 -1 0.012 50 12,15 0.001 -1 1 14,14 0.001 -1 0 14,13 0.001 0 1 0.007 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
17:3,0 0.001 1 1 1,3 0.001 -1 0 2,1 0.001 0 1 0.0211 65 2,14 0.001 -1 0 1,13 0.001 0 -1 2,13 0.001 0 1 0.009 50 13,2 0.001 0 -1 14,1 0.001 0 1 13,1 0.001 1 0 0.012 50 12,15 0.001 -1 1 14,14 0.001 -1 -1 14,13 0.001 0 1 0.007 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
18:3,0 0.001 0 1 1,3 0.001 -1 0 2,2 0.001 0 1 0.0221 65 1,14 0.001 -1 0 1,13 0.001 0 -1 2,14 0.001 0 1 0.011 50 13,2 0.001 0 -1 14,2 0.001 0 1 14,1 0.001 1 0 0.014 50 12,15 0.001 -1 1 13,13 0.001 -1 -1 14,14 0.001 0 1 0.009 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
19:3,1 0.001 0 1 1,3 0.001 -1 0 2,2 0.001 0 1 0.0231 65 1,14 0.001 -1 0 1,13 0.001 1 -1 2,14 0.001 0 1 0.011 50 13,1 0.001 0 -1 14,2 0.001 0 1 14,1 0.001 1 0 0.015 50 12,15 0.001 -1 1 13,13 0.001 -1 -1 14,14 0.001 0 1 0.009 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
20:3,2 0.001 0 1 1,3 0.001 -1 0 2,2 0.001 -1 1 0.0241 65 1,14 0.001 -1 -1 1,13 0.001 1 0 2,14 0.001 -1 1 0.011 50 13,1 0.001 1 -1 14,2 0.001 -1 1 14,1 0.001 1 1 0.015 50 12,15 0.001 -1 1 13,13 0.001 0 -1 14,14 0.001 -1 1 0.009 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
21:3,3 0.001 0 1 0,3 0.001 -1 0 2,2 0.001 -1 0 0.0261 65 1,14 0.001 0 -1 2,13 0.001 1 0 2,14 0.001 -1 0 0.012 50 13,1 0.001 1 0 14,2 0.001 -1 0 14,1 0.001 0 1 0.015 50 12,15 0.001 -1 1 13,13 0.001 1 -1 14,14 0.001 -1 0 0.009 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
22:3,3 0.001 -1 1 0,3 0.001 -1 -1 2,2 0.001 -1 -1 0.0261 65 1,13 0.001 0 -1 2,13 0.001 1 0 1,14 0.001 -1 0 0.014 50 13,1 0.001 1 0 13,2 0.001 -1 0 14,2 0.001 0 1 0.017 50 12,15 0.001 -1 1 13,13 0.001 1 0 14,14 0.001 -1 -1 0.009 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
23:3,3 0.001 -1 0 0,3 0.001 0 -1 1,1 0.001 -1 -1 0.0271 65 1,13 0.001 0 -1 2,13 0.001 1 1 1,14 0.001 -1 0 0.014 50 14,1 0.001 1 0 13,2 0.001 -1 0 14,2 0.001 0 1 0.018 50 12,15 0.001 -1 1 14,13 0.001 1 0 13,13 0.001 -1 -1 0.011 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
24:2,3 0.001 -1 0 0,2 0.001 0 -1 1,1 0.001 -1 -1 0.0291 65 1,13 0.001 1 -1 2,13 0.001 0 1 1,14 0.001 -1 -1 0.014 50 14,1 0.001 1 1 13,2 0.001 -1 -1 14,2 0.001 -1 1 0.018 50 12,15 0.001 -1 1 14,13 0.001 1 0 13,13 0.001 -1 -1 0.011 46 ::f,0,1 f,0,13 f,12,3 f,15,15 
25:1,3 0.001 -1 0 0,2 0.001 0 -1 1,1 0.001 0 -1 0.0302 80 1,13 0.001 1 0 2,14 0.001 0 1 1,14 0.001 0 -1 0.015 50 14,1 0.001 0 1 13,2 0.001 0 -1 14,2 0.001 -1 0 0.018 50 12,15 0.001 -1 1 14,13 0.001 1 1 13,13 0.001 0 -1 0.011 46 ::f,0,13 f,2,2 f,12,3 f,15,15 
26:0,3 0.001 -1 0 0,1 0.001 0 -1 1,1 0.001 1 -1 0.0322 80 2,13 0.001 1 0 2,14 0.001 0 1 1,13 0.001 0 -1 0.017 50 14,1 0.001 0 1 13,1 0.001 0 -1 13,2 0.001 -1 0 0.02 50 12,15 0.001 -1 1 14,13 0.001 0 1 13,13 0.001 1 -1 0.011 46 ::f,0,13 f,2,2 f,12,3 f,15,15 
27:0,3 0.001 -1 -1 0,0 0.001 0 -1 1,1 0.001 1 0 0.0332 80 2,13 0.001 1 0 2,14 0.001 -1 1 1,13 0.001 0 -1 0.017 50 14,2 0.001 0 1 13,1 0.001 0 -1 13,2 0.001 -1 0 0.021 50 12,15 0.001 -1 1 14,14 0.001 0 1 13,13 0.001 1 0 0.012 46 ::f,0,13 f,2,2 f,12,3 f,15,15 
