16
0:1,2 0.001 0 1 1,3 0.003 1 0 2,3 0.002 1 -1 0.002 50 1,12 0.001 0 -1 0,14 0.003 0 -1 3,13 0.002 0 1 0.002 50 14,1 0.001 0 -1 12,1 0.003 0 1 13,2 0.002 -1 1 0.002 50 14,13 0.001 -1 -1 13,12 0.003 1 1 13,14 0.002 1 1 0.001 50 ::f,0,13 f,3,2 f,12,14 f,14,3 
1:1,2 0.001 0 1 1,3 0.001 1 0 2,3 0.001 1 -1 0.0021 65 1,12 0.001 1 -1 0,14 0.001 0 -1 3,13 0.002 -1 1 0.0021 65 14,1 0.001 0 -1 12,2 0.003 0 1 13,2 0.002 -1 0 0.003 50 14,13 0.001 -1 -1 13,12 0.001 1 1 14,15 0.002 1 1 0.002 50 ::f,0,0 f,0,12 f,12,14 f,14,3 
2:1,2 0.001 -1 1 1,3 0.001 1 1 3,2 0.001 1 -1 0.0031 65 1,12 0.001 1 0 0,13 0.001 0 -1 3,13 0.002 -1 1 0.0031 61 14,1 0.001 1 -1 12,2 0.001 0 1 13,2 0.002 -1 -1 0.003 50 14,13 0.001 0 -1 13,12 0.001 1 1 14,15 0.002 0 1 0.002 50 :2,14 :f,0,0 f,0,12 f,12,14 f,14,3 
3:0,3 0.001 -1 1 1,3 0.001 0 1 3,2 0.001 1 0 0.0041 65 2,12 0.001 1 0 0,13 0.001 0 -1 2,14 0.002 -1 1 1.0052 76 14,1 0.001 1 0 12,2 0.001 -1 1 13,2 0.002 0 -1 0.003 50 14,12 0.001 0 -1 14,13 0.001 1 1 14,15 0.002 -1 1 0.004 50 :1,15 :f,0,0 f,3,14 f,12,14 f,14,3 
4:0,3 0.001 -1 0 1,3 0.001 -1 1 3,2 0.001 1 1 0.0041 65 3,12 0.001 1 0 0,12 0.001 0 -1 2,14 0.001 -1 1 1.0072 76 14,1 0.001 1 1 12,2 0.001 -1 0 13,1 0.002 0 -1 0.004 50 14,12 0.001 1 -1 14,13 0.001 1 1 14,15 0.002 -1 0 0.004 50 ::f,0,0 f,3,14 f,12,14 f,14,3 
5:0,3 0.001 -1 -1 1,3 0.001 -1 0 3,2 0.001 0 1 0.0041 65 3,12 0.001 1 1 0,12 0.001 1 -1 2,14 0.001 -1 0 1.0072 76 14,1 0.001 0 1 12,2 0.001 -1 -1 13,1 0.001 0 -1 0.004 50 14,12 0.001 1 0 14,13 0.001 0 1 13,15 0.002 -1 0 0.005 50 ::f,0,0 f,3,14 f,12,14 f,14,3 
6:0,3 0.001 0 -1 1,3 0.001 -1 -1 3,3 0.001 0 1 0.0051 65 3,12 0.001 0 1 0,12 0.001 1 0 1,14 0.001 -1 0 1.0082 76 14,2 0.001 0 1 12,2 0.001 0 -1 13,1 0.001 1 -1 0.005 50 15,12 0.001 1 0 14,14 0.001 0 1 12,15 0.002 -1 0 0.008 50 ::f,0,0 f,3,14 f,12,14 f,14,3 
7:0,2 0.001 0 -1 1,3 0.001 0 -1 3,3 0.001 -1 1 0.0061 65 3,13 0.001 0 1 1,12 0.001 1 0 1,14 0.001 -1 0 1.0102 76 14,2 0.001 0 1 12,2 0.001 1 -1 13,1 0.001 1 0 0.0051 65 15,12 0.001 1 1 14,14 0.001 0 1 12,15 0.002 -1 -1 0.008 50 ::f,0,0 f,3,14 f,12,14 f,15,0 
8:0,1 0.001 0 -1 1,2 0.001 0 -1 3,3 0.001 -1 0 0.0081 65 3,13 0.001 0 1 2,12 0.001 1 0 1,14 0.001 -1 -1 1.0113 91 14,2 0.001 -1 1 12,2 0.001 1 -1 14,1 0.001 1 0 0.0061 65 15,12 0.001 0 1 14,14 0.001 -1 1 12,15 0.002 0 -1 0.008 50 ::f,0,0 f,2,13 f,12,14 f,15,0 
9:0,1 0.001 0 -1 1,1 0.001 0 -1 2,3 0.001 -1 0 0.0102 80 3,14 0.001 0 1 2,12 0.001 1 0 1,14 0.001 0 -1 1.0123 91 14,2 0.001 -1 0 13,1 0.001 1 -1 14,1 0.001 1 0 0.0071 65 15,13 0.001 0 1 14,14 0.001 -1 0 12,15 0.002 0 -1 0.009 50 ::f,2,2 f,2,13 f,12,14 f,15,0 
10:0,0 0.001 0 -1 1,1 0.001 0 -1 1,3 0.001 -1 0 0.0122 80 3,14 0.001 0 1 2,12 0.001 1 0 1,13 0.001 0 -1 1.0133 91 13,2 0.001 -1 0 13,1 0.001 1 -1 14,1 0.001 1 1 0.0081 65 15,14 0.001 0 1 13,14 0.001 -1 0 12,15 0.002 0 -1 0.011 50 ::f,2,2 f,2,13 f,12,14 f,15,0 
