58:2,1 0.001 1 0 2,0 0.003 -1 -1 1,1 0.001 -1 0 3.0143 95 1,14 0.001 -1 0 2,14 0.001 -1 1 1,15 0.001 -1 0 18.0028 140 13,2 0.001 0 -1 14,2 0.001 -1 0 12,1 0.001 0 -1 7.0227 155 13,15 0.001 -1 0 15,14 0.001 0 1 12,13 0.001 1 -1 1.0344 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,2 s,2,13 s,2,15 f,3,12 f,13,1 f,13,14 
59:2,1 0.001 1 1 2,0 0.003 -1 -1 1,1 0.001 -1 -1 3.0143 95 1,14 0.001 -1 -1 2,14 0.001 -1 0 1,15 0.001 -1 0 18.0028 140 13,2 0.001 0 -1 14,2 0.001 -1 -1 12,1 0.001 0 -1 13.0229 185 13,15 0.001 -1 -1 15,14 0.001 0 1 13,12 0.001 1 -1 1.0354 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,2 s,2,13 s,2,15 f,3,12 f,13,14 f,15,2 
60:2,1 0.001 1 1 2,0 0.003 -1 -1 1,1 0.001 -1 -1 3.0143 95 1,14 0.001 -1 -1 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 13,2 0.001 1 -1 14,2 0.001 0 -1 12,1 0.001 1 -1 13.0229 185 12,14 0.001 -1 -1 15,14 0.001 -1 1 13,12 0.001 1 -1 1.0364 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,2 s,2,13 s,2,15 f,3,12 f,13,14 f,15,2 
61:2,1 0.001 0 1 2,0 0.003 -1 -1 1,1 0.001 0 -1 3.0143 95 1,14 0.001 0 -1 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 13,2 0.001 1 -1 14,2 0.001 0 -1 13,0 0.001 1 -1 13.0239 185 12,14 0.001 -1 -1 14,15 0.001 -1 1 13,12 0.001 1 0 1.0374 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,2 s,2,13 s,2,15 f,3,12 f,13,14 f,15,2 
62:2,1 0.001 0 1 2,0 0.003 -1 -1 1,1 0.001 0 -1 3.0143 95 1,14 0.001 0 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 13,2 0.001 1 0 14,2 0.001 1 -1 13,0 0.001 1 -1 13.0239 185 12,14 0.001 0 -1 14,15 0.001 -1 1 14,12 0.001 1 0 1.0384 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,2 s,2,13 s,2,15 f,3,12 f,13,14 f,15,2 
63:2,1 0.001 0 1 2,0 0.003 -1 -1 1,1 0.001 1 -1 6.0144 110 1,14 0.001 0 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 13,2 0.001 1 0 14,2 0.001 1 -1 13,0 0.001 1 0 13.0239 185 12,13 0.001 0 -1 14,15 0.001 -1 0 14,12 0.001 1 0 1.0394 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,13,14 f,15,2 
64:2,1 0.001 -1 1 2,0 0.003 -1 -1 1,1 0.001 1 -1 6.0144 110 1,14 0.001 1 -1 2,14 0.001 0 -1 1,15 0.001 0 -1 18.0028 140 13,2 0.001 1 0 14,2 0.001 1 0 14,0 0.001 1 0 13.0249 185 12,13 0.001 0 -1 13,15 0.001 -1 0 14,12 0.001 1 1 1.0404 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,13,14 f,15,2 
65:2,1 0.001 -1 1 2,0 0.003 -1 -1 1,1 0.001 1 0 6.0144 110 1,14 0.001 1 -1 2,14 0.001 0 -1 1,15 0.001 1 -1 18.0028 140 13,2 0.001 1 1 14,2 0.001 1 0 14,0 0.001 1 0 14.025 200 12,13 0.001 1 -1 13,15 0.001 -1 0 15,13 0.001 1 1 1.0414 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,13,3 f,13,14 
66:2,1 0.001 -1 0 2,0 0.003 -1 -1 1,1 0.001 1 0 6.0144 110 1,14 0.001 1 -1 2,14 0.001 1 -1 1,15 0.001 1 -1 18.0028 140 13,2 0.001 1 1 14,2 0.001 1 1 14,0 0.001 1 1 14.025 200 13,12 0.001 1 -1 13,15 0.001 -1 -1 15,13 0.001 1 1 1.0424 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,13,3 f,13,14 
67:2,1 0.001 -1 0 2,0 0.003 -1 -1 1,1 0.001 1 0 6.0144 110 1,14 0.001 1 0 2,14 0.001 1 -1 1,15 0.001 1 0 18.0028 140 13,2 0.001 0 1 14,2 0.001 1 1 15,1 0.001 1 1 14.026 200 13,12 0.001 1 -1 12,14 0.001 -1 -1 15,13 0.001 0 1 1.0434 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,13,3 f,13,14 
68:2,1 0.001 -1 -1 2,0 0.003 -1 -1 1,1 0.001 1 1 6.0144 110 1,14 0.001 1 0 2,14 0.001 1 0 1,15 0.001 1 0 18.0028 140 13,2 0.001 0 1 14,2 0.001 0 1 15,1 0.001 1 1 19.0261 215 13,12 0.001 1 0 12,14 0.001 -1 -1 15,14 0.001 0 1 1.0444 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
69:2,1 0.001 -1 -1 2,0 0.003 -1 -1 1,1 0.001 1 1 6.0144 110 1,14 0.001 1 1 2,14 0.001 1 0 1,15 0.001 1 1 18.0028 140 13,2 0.001 -1 1 14,2 0.001 0 1 15,1 0.001 0 1 19.0261 215 14,12 0.001 1 0 12,14 0.001 0 -1 15,14 0.001 0 1 1.0454 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
70:2,1 0.001 0 -1 2,0 0.003 -1 -1 1,1 0.001 0 1 6.0144 110 1,14 0.001 1 1 2,14 0.001 1 1 1,15 0.001 1 1 18.0028 140 13,2 0.001 -1 1 14,2 0.001 -1 1 15,2 0.001 0 1 25.0272 230 14,12 0.001 1 0 12,13 0.001 0 -1 15,14 0.001 -1 1 1.0464 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
71:2,1 0.001 0 -1 2,0 0.003 -1 -1 1,1 0.001 0 1 6.0144 110 1,14 0.001 0 1 2,14 0.001 1 1 1,15 0.001 0 1 18.0028 140 13,2 0.001 -1 0 14,2 0.001 -1 1 15,2 0.001 0 1 25.0272 230 14,12 0.001 1 1 12,13 0.001 0 -1 14,15 0.001 -1 1 1.0474 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
72:2,1 0.001 1 -1 2,0 0.003 -1 -1 1,1 0.001 -1 1 6.0144 110 1,14 0.001 0 1 2,14 0.001 0 1 1,15 0.001 0 1 18.0028 140 13,2 0.001 -1 0 14,2 0.001 -1 0 15,2 0.001 -1 1 25.0272 230 15,13 0.001 1 1 12,13 0.001 1 -1 14,15 0.001 -1 1 1.0484 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
73:2,1 0.001 1 -1 2,0 0.003 -1 -1 1,1 0.001 -1 1 6.0144 110 1,14 0.001 -1 1 2,14 0.001 0 1 1,15 0.001 -1 1 18.0028 140 13,2 0.001 -1 -1 14,2 0.001 -1 0 14,3 0.001 -1 1 25.0282 230 15,13 0.001 1 1 13,12 0.001 1 -1 14,15 0.001 -1 0 1.0494 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
74:2,1 0.001 1 0 2,0 0.003 -1 -1 1,1 0.001 -1 0 6.0144 110 1,14 0.001 -1 1 2,14 0.001 -1 1 1,15 0.001 -1 1 18.0028 140 13,2 0.001 -1 -1 14,2 0.001 -1 0 14,3 0.001 -1 1 25.0282 230 15,13 0.001 0 1 13,12 0.001 1 -1 13,15 0.001 -1 0 1.0504 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,1 f,3,12 f,12,3 f,13,14 
75:2,1 0.001 1 0 2,0 0.003 -1 -1 1,1 0.001 -1 0 10.0145 125 1,14 0.001 -1 0 2,14 0.001 -1 1 1,15 0.001 -1 0 18.0028 140 13,2 0.001 0 -1 14,2 0.001 -1 -1 14,3 0.001 -1 0 25.0282 230 15,14 0.001 0 1 13,12 0.001 1 0 13,15 0.001 -1 0 1.0514 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,12,3 f,13,14 
76:2,1 0.001 1 1 2,0 0.003 -1 -1 1,1 0.001 -1 -1 10.0145 125 1,14 0.001 -1 0 2,14 0.001 -1 0 1,15 0.001 -1 0 18.0028 140 13,1 0.001 0 -1 14,2 0.001 -1 -1 13,3 0.001 -1 0 25.0302 230 15,14 0.001 0 1 14,12 0.001 1 0 13,15 0.001 -1 -1 1.0524 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,12,3 f,13,14 
77:2,1 0.001 1 1 2,0 0.003 -1 -1 1,1 0.001 -1 -1 10.0145 125 1,14 0.001 -1 -1 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 13,1 0.001 0 -1 14,2 0.001 0 -1 13,3 0.001 -1 0 28.0303 245 15,14 0.001 -1 1 14,12 0.001 1 0 12,14 0.001 -1 -1 1.0534 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
78:2,1 0.001 0 1 2,0 0.003 -1 -1 1,1 0.001 0 -1 10.0145 125 1,14 0.001 -1 -1 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 13,1 0.001 1 -1 14,2 0.001 0 -1 13,3 0.001 -1 -1 28.0303 245 14,15 0.001 -1 1 14,12 0.001 1 1 12,14 0.001 -1 -1 1.0544 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
79:2,2 0.001 0 1 2,0 0.003 -1 -1 1,1 0.001 0 -1 10.0155 125 1,14 0.001 0 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 13,1 0.001 1 -1 14,2 0.001 1 -1 12,2 0.001 -1 -1 28.0313 245 14,15 0.001 -1 1 15,13 0.001 1 1 12,14 0.001 0 -1 1.0554 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
80:2,2 0.001 0 1 2,0 0.003 -1 -1 1,1 0.001 1 -1 10.0155 125 1,14 0.001 0 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 13,1 0.001 1 0 14,2 0.001 1 -1 12,2 0.001 -1 -1 30.0314 260 14,15 0.001 -1 0 15,13 0.001 1 1 12,13 0.001 0 -1 1.0564 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
81:2,2 0.001 -1 1 2,0 0.003 -1 -1 1,1 0.001 1 -1 10.0155 125 1,14 0.001 0 -1 2,14 0.001 0 -1 1,15 0.001 0 -1 18.0028 140 14,1 0.001 1 0 14,2 0.001 1 0 12,2 0.001 0 -1 30.0324 260 13,15 0.001 -1 0 15,13 0.001 0 1 12,13 0.001 0 -1 1.0574 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
82:2,2 0.001 -1 1 2,0 0.003 -1 -1 1,1 0.001 1 0 10.0155 125 1,14 0.001 1 -1 2,14 0.001 0 -1 1,15 0.001 1 -1 18.0028 140 14,1 0.001 1 0 14,2 0.001 1 0 12,1 0.001 0 -1 30.0334 260 13,15 0.001 -1 0 15,14 0.001 0 1 12,13 0.001 1 -1 1.0584 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
83:2,2 0.001 -1 0 2,0 0.003 -1 -1 2,1 0.001 1 0 10.0165 125 1,14 0.001 1 -1 2,14 0.001 1 -1 1,15 0.001 1 -1 18.0028 140 14,1 0.001 1 1 14,2 0.001 1 1 12,1 0.001 0 -1 30.0334 260 13,15 0.001 -1 -1 15,14 0.001 0 1 13,12 0.001 1 -1 1.0594 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
84:1,2 0.001 -1 0 2,0 0.003 -1 -1 2,1 0.001 1 0 10.0175 125 1,14 0.001 1 -1 2,14 0.001 1 -1 1,15 0.001 1 0 18.0028 140 14,1 0.001 1 1 14,2 0.001 1 1 12,1 0.001 1 -1 30.0334 260 12,14 0.001 -1 -1 15,14 0.001 -1 1 13,12 0.001 1 -1 1.0604 110 ::f,0,2 s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
85:1,2 0.001 -1 0 2,0 0.003 -1 -1 2,1 0.001 1 1 15.0176 140 1,14 0.001 1 0 2,14 0.001 1 0 1,15 0.001 1 0 18.0028 140 14,1 0.001 0 1 14,2 0.001 0 1 13,0 0.001 1 -1 30.0344 260 12,14 0.001 -1 -1 14,15 0.001 -1 1 13,12 0.001 1 0 1.0614 110 ::s,0,13 s,0,14 s,0,15 f,1,1 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
86:1,2 0.001 -1 -1 2,0 0.003 -1 -1 2,1 0.001 1 1 15.0176 140 1,14 0.001 1 0 2,14 0.001 1 0 1,15 0.001 1 1 18.0028 140 14,1 0.001 0 1 14,2 0.001 0 1 13,0 0.001 1 -1 30.0344 260 12,14 0.001 0 -1 14,15 0.001 -1 1 14,12 0.001 1 0 1.0624 110 ::s,0,13 s,0,14 s,0,15 f,1,1 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
87:1,2 0.001 -1 -1 2,0 0.003 -1 -1 2,1 0.001 0 1 15.0176 140 1,14 0.001 1 1 2,14 0.001 1 1 1,15 0.001 1 1 18.0028 140 14,1 0.001 0 1 14,2 0.001 -1 1 13,0 0.001 1 0 30.0344 260 12,13 0.001 0 -1 14,15 0.001 -1 0 14,12 0.001 1 0 1.0634 110 ::s,0,13 s,0,14 s,0,15 f,1,1 s,1,13 s,2,13 s,2,15 f,3,12 f,13,3 f,13,14 
88:1,2 0.001 0 -1 2,0 0.003 -1 -1 2,2 0.001 0 1 15.0186 140 1,14 0.001 1 1 2,14 0.001 1 1 1,15 0.001 0 1 18.0028 140 14,1 0.001 -1 1 14,2 0.001 -1 1 14,0 0.001 1 0 33.0355 275 12,13 0.001 0 -1 13,15 0.001 -1 0 14,12 0.001 1 1 1.0644 110 ::s,0,13 s,0,14 s,0,15 f,1,1 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
89:1,2 0.001 0 -1 2,0 0.003 -1 -1 2,2 0.001 0 1 15.0186 140 1,14 0.001 0 1 2,14 0.001 0 1 1,15 0.001 0 1 18.0028 140 14,1 0.001 -1 1 14,2 0.001 -1 0 14,0 0.001 1 0 33.0355 275 12,13 0.001 1 -1 13,15 0.001 -1 0 15,13 0.001 1 1 1.0654 110 ::s,0,13 s,0,14 s,0,15 f,1,1 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
90:1,2 0.001 0 -1 2,0 0.003 -1 -1 2,2 0.001 -1 1 21.0187 155 1,14 0.001 0 1 2,14 0.001 0 1 1,15 0.001 -1 1 18.0028 140 14,1 0.001 -1 0 13,2 0.001 -1 0 14,0 0.001 1 1 33.0365 275 13,12 0.001 1 -1 13,15 0.001 -1 -1 15,13 0.001 1 1 1.0664 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,1 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
91:1,2 0.001 1 -1 2,0 0.003 -1 -1 2,2 0.001 -1 1 21.0187 155 1,14 0.001 -1 1 2,14 0.001 -1 1 1,15 0.001 -1 1 18.0028 140 14,1 0.001 -1 0 13,2 0.001 -1 0 14,0 0.001 1 1 33.0365 275 13,12 0.001 1 -1 12,14 0.001 -1 -1 15,13 0.001 0 1 1.0674 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,1 s,2,13 s,2,15 f,3,12 f,13,14 f,15,1 
92:1,2 0.001 1 -1 2,0 0.003 -1 -1 2,2 0.001 -1 0 28.0188 170 1,14 0.001 -1 1 2,14 0.001 -1 1 1,15 0.001 -1 0 18.0028 140 14,1 0.001 -1 -1 13,2 0.001 -1 -1 14,0 0.001 1 1 37.0366 290 13,12 0.001 1 0 12,14 0.001 -1 -1 15,14 0.001 0 1 1.0684 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
93:1,2 0.001 1 0 2,0 0.003 -1 -1 2,2 0.001 -1 0 28.0188 170 1,14 0.001 -1 0 2,14 0.001 -1 0 1,15 0.001 -1 0 18.0028 140 14,1 0.001 -1 -1 13,2 0.001 -1 -1 14,0 0.001 0 1 37.0366 290 14,12 0.001 1 0 12,14 0.001 0 -1 15,14 0.001 0 1 1.0694 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
94:1,2 0.001 1 0 2,0 0.003 -1 -1 2,2 0.001 -1 0 28.0188 170 1,14 0.001 -1 0 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 14,1 0.001 0 -1 13,2 0.001 0 -1 14,0 0.001 0 1 37.0366 290 14,12 0.001 1 0 12,13 0.001 0 -1 15,14 0.001 -1 1 1.0704 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
95:1,2 0.001 1 1 2,0 0.003 -1 -1 2,2 0.001 -1 -1 28.0188 170 1,14 0.001 -1 -1 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 14,1 0.001 0 -1 13,1 0.001 0 -1 14,0 0.001 0 1 37.0376 290 14,12 0.001 1 1 12,13 0.001 0 -1 14,15 0.001 -1 1 1.0714 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
96:1,2 0.001 1 1 2,0 0.003 -1 -1 2,2 0.001 -1 -1 28.0188 170 1,14 0.001 -1 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 14,1 0.001 1 -1 13,1 0.001 0 -1 14,0 0.001 -1 1 37.0376 290 15,13 0.001 1 1 12,13 0.001 1 -1 14,15 0.001 -1 1 1.0724 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
97:1,2 0.001 0 1 2,0 0.003 -1 -1 2,2 0.001 0 -1 28.0188 170 1,14 0.001 0 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 14,1 0.001 1 -1 13,1 0.001 1 -1 14,0 0.001 -1 1 37.0376 290 15,13 0.001 1 1 13,12 0.001 1 -1 14,15 0.001 -1 0 1.0734 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
98:1,2 0.001 0 1 2,0 0.003 -1 -1 2,1 0.001 0 -1 36.0199 185 1,14 0.001 0 -1 2,14 0.001 0 -1 1,15 0.001 0 -1 18.0028 140 14,1 0.001 1 0 13,1 0.001 1 -1 14,0 0.001 -1 0 37.0376 290 15,13 0.001 0 1 13,12 0.001 1 -1 13,15 0.001 -1 0 1.0744 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
99:1,2 0.001 -1 1 2,0 0.003 -1 -1 2,1 0.001 0 -1 36.0199 185 1,14 0.001 0 -1 2,14 0.001 0 -1 1,15 0.001 1 -1 18.0028 140 14,1 0.001 1 0 13,1 0.001 1 0 14,0 0.001 -1 0 37.0376 290 15,14 0.001 0 1 13,12 0.001 1 0 13,15 0.001 -1 0 1.0754 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
100:1,2 0.001 -1 1 2,0 0.003 -1 -1 2,1 0.001 1 -1 36.0199 185 1,14 0.001 1 -1 2,14 0.001 1 -1 1,15 0.001 1 -1 18.0028 140 14,1 0.001 1 1 13,1 0.001 1 0 14,0 0.001 -1 -1 37.0376 290 15,14 0.001 0 1 14,12 0.001 1 0 13,15 0.001 -1 -1 1.0764 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
101:1,2 0.001 -1 0 2,0 0.003 -1 -1 2,1 0.001 1 -1 36.0199 185 1,14 0.001 1 -1 2,14 0.001 1 -1 1,15 0.001 1 0 18.0028 140 14,1 0.001 1 1 13,1 0.001 1 0 14,0 0.001 -1 -1 37.0376 290 15,14 0.001 -1 1 14,12 0.001 1 0 12,14 0.001 -1 -1 1.0774 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
102:1,2 0.001 -1 0 2,0 0.003 -1 -1 2,1 0.001 1 0 36.0199 185 1,14 0.001 1 -1 2,14 0.001 1 0 1,15 0.001 1 0 18.0028 140 14,1 0.001 0 1 13,1 0.001 1 1 14,0 0.001 0 -1 37.0376 290 14,15 0.001 -1 1 14,12 0.001 1 1 12,14 0.001 -1 -1 1.0784 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,2 
103:1,2 0.001 -1 -1 2,0 0.003 -1 -1 2,1 0.001 1 0 36.0199 185 1,14 0.001 1 0 2,14 0.001 1 0 1,15 0.001 1 1 18.0028 140 14,1 0.001 0 1 13,1 0.001 1 1 14,0 0.001 0 -1 41.0377 305 14,15 0.001 -1 1 15,13 0.001 1 1 12,14 0.001 0 -1 1.0794 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,3 
104:1,2 0.001 -1 -1 2,0 0.003 -1 -1 2,1 0.001 1 1 36.0199 185 1,14 0.001 1 0 2,14 0.001 1 1 1,15 0.001 1 1 18.0028 140 14,1 0.001 0 1 14,2 0.001 1 1 14,0 0.001 1 -1 41.0387 305 14,15 0.001 -1 0 15,13 0.001 1 1 12,13 0.001 0 -1 1.0804 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,15,3 
105:1,2 0.001 0 -1 2,0 0.003 -1 -1 2,1 0.001 1 1 36.0199 185 1,14 0.001 1 1 2,14 0.001 1 1 1,15 0.001 0 1 18.0028 140 14,1 0.001 -1 1 14,2 0.001 1 1 14,0 0.001 1 -1 46.0388 320 13,15 0.001 -1 0 15,13 0.001 0 1 12,13 0.001 0 -1 1.0814 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,2 f,13,14 
106:1,1 0.001 0 -1 2,0 0.003 -1 -1 2,1 0.001 0 1 36.0209 185 1,14 0.001 1 1 2,14 0.001 0 1 1,15 0.001 0 1 18.0028 140 14,1 0.001 -1 1 14,2 0.001 0 1 14,0 0.001 1 0 53.0389 335 13,15 0.001 -1 0 15,14 0.001 0 1 12,13 0.001 1 -1 1.0824 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,12,3 f,13,14 
107:1,1 0.001 0 -1 2,0 0.003 -1 -1 2,2 0.001 0 1 36.0219 185 1,14 0.001 0 1 2,14 0.001 0 1 1,15 0.001 -1 1 18.0028 140 13,2 0.001 -1 1 14,2 0.001 0 1 14,0 0.001 1 0 53.0399 335 13,15 0.001 -1 -1 15,14 0.001 0 1 13,12 0.001 1 -1 1.0834 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,12,3 f,13,14 
108:1,1 0.001 1 -1 2,0 0.003 -1 -1 2,2 0.001 0 1 36.0219 185 1,14 0.001 0 1 2,14 0.001 -1 1 1,15 0.001 -1 1 18.0028 140 13,2 0.001 -1 1 14,2 0.001 -1 1 14,0 0.001 1 1 61.04 350 12,14 0.001 -1 -1 15,14 0.001 -1 1 13,12 0.001 1 -1 1.0844 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,1 
109:1,1 0.001 1 -1 2,0 0.003 -1 -1 2,2 0.001 -1 1 36.0219 185 1,14 0.001 -1 1 2,14 0.001 -1 1 1,15 0.001 -1 0 18.0028 140 13,2 0.001 -1 0 14,2 0.001 -1 1 15,1 0.001 1 1 61.041 350 12,14 0.001 -1 -1 14,15 0.001 -1 1 13,12 0.001 1 0 1.0854 110 ::s,0,13 s,0,14 s,0,15 f,1,3 s,1,13 s,2,13 s,2,15 f,3,12 f,13,14 f,14,1 
110:1,1 0.001 1 0 2,0 0.003 -1 -1 2,2 0.001 -1 1 36.022 200 1,14 0.001 -1 1 2,14 0.001 -1 0 1,15 0.001 -1 0 18.0028 140 13,2 0.001 -1 0 14,2 0.001 -1 0 15,1 0.001 1 1 61.041 350 12,14 0.001 0 -1 14,15 0.001 -1 1 14,12 0.001 1 0 1.0864 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,1 s,2,13 s,2,15 f,3,12 f,13,14 f,14,1 
111:1,1 0.001 1 0 2,0 0.003 -1 -1 2,2 0.001 -1 0 36.022 200 1,14 0.001 -1 0 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 13,2 0.001 -1 -1 14,2 0.001 -1 0 15,1 0.001 0 1 61.041 350 12,13 0.001 0 -1 14,15 0.001 -1 0 14,12 0.001 1 0 1.0874 110 ::s,0,13 s,0,14 s,0,15 s,1,13 f,2,1 s,2,13 s,2,15 f,3,12 f,13,14 f,14,1 
112:1,1 0.001 1 0 2,0 0.003 -1 -1 1,2 0.001 -1 0 45.0231 215 1,14 0.001 -1 0 2,14 0.001 -1 0 1,15 0.001 -1 -1 18.0028 140 13,2 0.001 -1 -1 14,2 0.001 -1 0 15,2 0.001 0 1 61.042 350 12,13 0.001 0 -1 13,15 0.001 -1 0 14,12 0.001 1 1 1.0884 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,0 f,3,12 f,13,14 f,14,1 
113:1,1 0.001 1 1 2,0 0.003 -1 -1 1,2 0.001 -1 0 45.0231 215 1,14 0.001 -1 -1 2,14 0.001 -1 -1 1,15 0.001 0 -1 18.0028 140 13,2 0.001 0 -1 14,2 0.001 -1 -1 15,2 0.001 0 1 61.042 350 12,13 0.001 1 -1 13,15 0.001 -1 0 15,13 0.001 1 1 1.0894 110 ::s,0,13 s,0,14 s,0,15 s,1,13 s,2,13 s,2,15 f,3,0 f,3,12 f,13,14 f,14,1 
