16
0:2,2 0.001 1 1 3,1 0.003 0 1 0,1 0.002 -1 1 0 50 0,14 0.001 0 -1 1,13 0.003 0 1 2,14 0.002 -1 1 0.002 50 13,3 0.001 0 1 12,1 0.003 1 1 13,0 0.002 0 -1 0.001 50 14,15 0.001 1 -1 12,12 0.003 -1 0 12,15 0.002 -1 1 0 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
1:3,3 0.001 1 1 3,1 0.003 0 1 0,1 0.002 -1 1 0.001 50 0,14 0.001 0 -1 1,13 0.001 0 1 1,15 0.002 -1 1 0.003 50 13,3 0.001 1 1 13,2 0.003 1 1 13,0 0.002 -1 -1 0.002 50 15,14 0.001 1 -1 12,12 0.003 -1 1 12,15 0.002 -1 1 0.001 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
2:3,3 0.001 1 0 3,1 0.003 1 1 0,1 0.002 0 1 0.001 50 0,14 0.001 0 -1 1,13 0.001 0 1 1,15 0.002 0 1 0.003 50 13,3 0.001 1 0 13,2 0.001 1 1 13,0 0.002 -1 0 0.002 50 15,14 0.001 0 -1 12,12 0.003 0 1 12,15 0.002 0 1 0.001 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
3:3,3 0.001 1 -1 3,1 0.003 1 0 0,1 0.002 1 1 0.001 50 0,14 0.001 0 -1 1,14 0.001 0 1 1,15 0.002 1 1 0.004 50 14,3 0.001 1 0 13,2 0.001 1 0 12,0 0.002 -1 0 0.004 50 15,14 0.001 -1 -1 12,13 0.003 0 1 12,15 0.002 1 1 0.002 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
4:3,3 0.001 0 -1 3,1 0.003 1 -1 1,2 0.002 1 1 0.002 50 0,14 0.001 0 -1 1,14 0.001 0 1 1,15 0.002 1 0 0.004 50 15,3 0.001 1 0 14,2 0.001 1 0 12,0 0.002 -1 1 0.006 50 14,13 0.001 -1 -1 12,14 0.003 0 1 12,15 0.002 1 0 0.004 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
5:3,3 0.001 -1 -1 3,1 0.003 0 -1 1,2 0.001 1 1 0.002 50 0,14 0.001 0 -1 1,14 0.001 1 1 1,15 0.002 1 -1 0.004 50 15,3 0.001 1 -1 14,2 0.001 1 0 12,0 0.002 0 1 0.006 50 14,13 0.001 -1 -1 12,14 0.001 0 1 12,15 0.002 1 -1 0.004 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
6:2,2 0.001 -1 -1 3,1 0.003 -1 -1 1,2 0.001 1 0 0.003 50 0,14 0.001 0 -1 1,14 0.001 1 0 2,14 0.002 1 -1 0.005 50 15,3 0.001 0 -1 14,2 0.001 1 -1 12,1 0.002 0 1 0.007 50 14,13 0.001 -1 0 12,14 0.001 1 1 13,14 0.002 1 -1 0.005 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
7:1,1 0.001 -1 -1 3,1 0.003 -1 0 2,2 0.001 1 0 0.005 50 0,14 0.001 0 -1 1,14 0.001 1 0 2,14 0.001 1 -1 0.005 50 15,2 0.001 0 -1 14,2 0.001 0 -1 12,1 0.001 0 1 0.008 50 14,13 0.001 -1 0 13,15 0.001 1 1 13,14 0.002 1 -1 0.006 50 ::f,0,13 f,3,2 f,13,13 f,14,0 
8:1,1 0.001 -1 -1 2,1 0.003 -1 0 2,2 0.001 1 0 0.0061 65 0,14 0.001 0 -1 1,14 0.001 1 0 2,14 0.001 0 -1 0.005 50 15,1 0.001 0 -1 14,1 0.001 0 -1 12,2 0.001 0 1 0.011 50 14,13 0.001 -1 0 13,15 0.001 1 1 13,14 0.001 1 -1 0.0061 65 ::f,0,13 f,3,1 f,12,12 f,14,0 
9:1,1 0.001 -1 0 2,1 0.003 -1 0 2,2 0.001 1 -1 0.0061 65 0,14 0.001 0 -1 1,14 0.001 1 0 2,13 0.001 0 -1 0.006 50 15,1 0.001 0 -1 14,1 0.001 0 -1 12,2 0.001 0 1 0.0111 65 13,13 0.001 -1 0 13,15 0.001 1 0 14,13 0.001 1 -1 0.0081 65 ::f,0,13 f,3,1 f,12,12 f,14,2 
10:1,1 0.001 -1 1 2,1 0.001 -1 0 2,2 0.001 0 -1 0.0061 65 0,14 0.001 0 -1 1,14 0.001 1 0 2,13 0.001 0 -1 0.006 50 15,0 0.001 0 -1 14,1 0.001 -1 -1 12,3 0.001 0 1 0.0131 65 13,13 0.001 -1 0 14,15 0.001 1 0 14,13 0.001 1 -1 0.0091 65 ::f,0,13 f,3,1 f,12,12 f,14,2 
11:1,1 0.001 0 1 2,1 0.001 -1 0 2,2 0.001 0 -1 0.0061 65 0,14 0.001 0 -1 2,14 0.001 1 0 2,13 0.001 -1 -1 0.007 50 15,0 0.001 -1 -1 14,1 0.001 -1 0 12,3 0.001 1 1 0.0131 65 13,13 0.001 -1 1 14,15 0.001 1 0 14,13 0.001 0 -1 0.0091 65 ::f,0,13 f,3,1 f,12,12 f,14,2 
12:1,2 0.001 0 1 2,1 0.001 -1 0 2,2 0.001 0 -1 0.0071 65 0,14 0.001 0 -1 2,14 0.001 1 0 2,13 0.001 -1 0 0.007 50 15,0 0.001 -1 0 13,1 0.001 -1 0 12,3 0.001 1 0 0.0141 65 13,13 0.001 0 1 15,15 0.001 1 0 14,13 0.001 -1 -1 0.0101 65 ::f,0,13 f,3,1 f,12,12 f,14,2 
