16
10:1,0 0.001 -1 0 3,1 0.001 0 -1 0,2 0.001 1 1 0.002 50 3,14 0.001 -1 1 0,12 0.001 0 1 1,13 0.001 0 -1 0.0032 80 14,1 0.001 1 1 13,0 0.001 -1 1 13,1 0.001 1 -1 0.002 50 12,15 0.001 0 -1 12,14 0.001 0 1 15,14 0.001 -1 1 0.002 50 ::f,0,3 f,2,12 f,14,13 f,15,2 
11:1,0 0.001 -1 0 3,1 0.001 0 -1 0,2 0.001 1 1 0.002 50 3,14 0.001 -1 1 0,12 0.001 0 1 1,13 0.001 1 -1 0.0032 80 14,1 0.001 1 1 13,0 0.001 -1 1 13,1 0.001 1 0 0.0021 65 12,15 0.001 0 -1 12,14 0.001 0 1 15,14 0.001 -1 1 0.002 50 ::f,0,3 f,2,12 f,14,13 f,15,1 
12:1,0 0.001 -1 -1 3,1 0.001 1 -1 0,2 0.001 0 1 0.002 50 3,14 0.001 -1 0 0,12 0.001 -1 1 1,13 0.001 1 -1 0.0033 95 14,1 0.001 0 1 13,0 0.001 -1 0 13,1 0.001 1 0 0.0021 65 12,15 0.001 1 -1 12,14 0.001 -1 1 15,14 0.001 -1 0 0.002 50 ::f,0,3 f,1,15 f,14,13 f,15,1 
13:1,0 0.001 -1 -1 3,1 0.001 1 -1 0,2 0.001 0 1 0.0021 65 2,14 0.001 -1 0 0,12 0.001 -1 1 1,13 0.001 1 0 0.0043 95 14,2 0.001 0 1 13,0 0.001 -1 0 13,1 0.001 1 1 0.0031 65 13,14 0.001 1 -1 12,14 0.001 -1 1 14,14 0.001 -1 0 0.004 50 ::f,0,0 f,1,15 f,14,13 f,15,1 
14:1,0 0.001 0 -1 3,1 0.001 1 0 0,2 0.001 -1 1 0.0021 65 2,14 0.001 -1 0 0,12 0.001 -1 0 2,13 0.001 1 0 0.0053 95 14,2 0.001 0 1 13,0 0.001 -1 -1 13,1 0.001 1 1 0.0031 65 13,14 0.001 1 -1 12,14 0.001 -1 0 14,14 0.001 -1 0 0.0041 65 ::f,0,0 f,1,15 f,13,15 f,15,1 
15:1,0 0.001 0 -1 3,1 0.001 1 0 0,2 0.001 -1 1 0.0021 65 2,14 0.001 -1 -1 0,12 0.001 -1 0 2,13 0.001 1 0 0.0053 95 14,2 0.001 -1 1 13,0 0.001 -1 -1 13,1 0.001 0 1 0.0031 65 13,14 0.001 1 0 12,14 0.001 -1 0 14,14 0.001 -1 -1 0.0041 65 ::f,0,0 f,1,15 f,13,15 f,15,1 
16:1,0 0.001 1 -1 3,1 0.001 1 1 0,2 0.001 -1 0 0.0021 65 1,13 0.001 -1 -1 0,12 0.001 -1 -1 2,13 0.001 1 1 0.0063 95 14,2 0.001 -1 1 13,0 0.001 0 -1 13,1 0.001 0 1 0.0031 65 13,14 0.001 1 0 12,14 0.001 -1 -1 14,14 0.001 -1 -1 0.0041 65 ::f,0,0 f,1,15 f,13,15 f,15,1 
17:1,0 0.001 1 -1 3,1 0.001 1 1 0,2 0.001 -1 0 0.0021 65 1,13 0.001 -1 -1 0,12 0.001 -1 -1 2,13 0.001 1 1 0.0063 95 14,2 0.001 -1 0 13,0 0.001 0 -1 13,1 0.001 -1 1 0.0031 65 13,14 0.001 1 1 12,14 0.001 -1 -1 14,14 0.001 0 -1 0.0041 65 ::f,0,0 f,1,15 f,13,15 f,15,1 
18:1,0 0.001 1 0 3,1 0.001 0 1 0,2 0.001 -1 -1 0.0021 65 1,13 0.001 0 -1 0,12 0.001 0 -1 2,13 0.001 0 1 0.0063 95 13,2 0.001 -1 0 13,0 0.001 1 -1 13,1 0.001 -1 1 0.0041 65 13,14 0.001 1 1 12,14 0.001 0 -1 14,14 0.001 0 -1 0.0041 65 ::f,0,0 f,1,15 f,13,15 f,15,1 
19:2,0 0.001 1 0 3,2 0.001 0 1 0,2 0.001 -1 -1 0.0041 65 1,13 0.001 0 -1 0,12 0.001 0 -1 2,14 0.001 0 1 0.0073 95 13,2 0.001 -1 0 13,0 0.001 1 -1 13,1 0.001 -1 0 0.0041 65 13,14 0.001 0 1 12,13 0.001 0 -1 14,14 0.001 1 -1 0.0051 65 ::f,0,0 f,1,15 f,13,15 f,15,1 
20:2,0 0.001 1 0 3,2 0.001 0 1 0,2 0.001 0 -1 0.0041 65 1,13 0.001 1 -1 0,12 0.001 1 -1 2,14 0.001 0 1 0.0073 95 13,2 0.001 -1 -1 13,0 0.001 1 0 13,1 0.001 -1 0 0.0041 65 13,14 0.001 0 1 12,13 0.001 0 -1 14,14 0.001 1 -1 1.0052 80 ::f,0,0 f,1,15 f,14,12 f,15,1 
21:2,0 0.001 1 1 3,2 0.001 -1 1 0,1 0.001 0 -1 0.0051 65 1,13 0.001 1 -1 0,12 0.001 1 -1 2,14 0.001 -1 1 0.0073 95 13,2 0.001 -1 -1 14,0 0.001 1 0 13,1 0.001 -1 -1 0.0051 65 13,14 0.001 -1 1 12,13 0.001 1 -1 14,14 0.001 1 0 1.0052 80 ::f,0,0 f,1,15 f,14,12 f,15,1 
22:3,1 0.001 1 1 3,2 0.001 -1 1 0,1 0.001 0 -1 1.0062 80 1,13 0.001 1 0 0,12 0.001 1 0 2,14 0.001 -1 1 1.0074 110 13,2 0.001 0 -1 14,0 0.001 1 0 13,1 0.001 -1 -1 0.0051 65 13,14 0.001 -1 1 13,12 0.001 1 -1 14,14 0.001 1 0 1.0062 80 ::f,0,2 f,3,14 f,14,12 f,15,1 
23:3,1 0.001 1 1 3,2 0.001 -1 0 0,1 0.001 1 -1 1.0062 80 2,13 0.001 1 0 1,12 0.001 1 0 2,14 0.001 -1 0 1.0094 110 13,2 0.001 0 -1 14,0 0.001 1 1 13,1 0.001 0 -1 0.0051 65 13,14 0.001 -1 0 13,12 0.001 1 -1 14,14 0.001 1 1 1.0062 80 ::f,0,2 f,3,14 f,14,12 f,15,1 
24:3,1 0.001 0 1 2,2 0.001 -1 0 0,1 0.001 1 -1 1.0072 80 2,13 0.001 1 0 1,12 0.001 1 0 1,14 0.001 -1 0 1.0104 110 13,2 0.001 0 -1 14,0 0.001 1 1 13,1 0.001 0 -1 0.0052 80 13,14 0.001 -1 0 13,12 0.001 1 0 14,14 0.001 1 1 1.0062 80 ::f,0,2 f,3,14 f,12,0 f,14,12 
25:3,1 0.001 0 1 2,2 0.001 -1 0 0,1 0.001 1 0 1.0072 80 2,13 0.001 1 1 1,12 0.001 1 1 1,14 0.001 -1 0 1.0104 110 13,2 0.001 0 -1 14,0 0.001 0 1 13,1 0.001 1 -1 0.0052 80 13,14 0.001 -1 -1 13,12 0.001 1 0 14,14 0.001 0 1 1.0063 95 ::f,0,2 f,3,14 f,12,0 f,15,13 
26:3,1 0.001 -1 1 2,2 0.001 -1 -1 1,1 0.001 1 0 1.0082 80 2,13 0.001 1 1 1,12 0.001 1 1 1,14 0.001 -1 -1 2.0105 125 13,2 0.001 0 -1 14,1 0.001 0 1 14,0 0.001 1 -1 0.0072 80 12,13 0.001 -1 -1 14,12 0.001 1 0 14,14 0.001 0 1 1.0083 95 ::f,0,2 f,1,15 f,12,0 f,15,13 
27:3,1 0.001 -1 1 2,2 0.001 -1 -1 2,1 0.001 1 0 1.0092 80 2,13 0.001 0 1 1,12 0.001 1 1 1,14 0.001 -1 -1 2.0105 125 13,2 0.001 1 -1 14,1 0.001 0 1 14,0 0.001 1 -1 0.0072 80 12,13 0.001 -1 -1 14,12 0.001 1 0 14,14 0.001 -1 1 1.0083 95 ::f,0,2 f,1,15 f,12,0 f,15,13 
28:3,1 0.001 -1 1 2,2 0.001 0 -1 2,1 0.001 1 0 1.0092 80 2,14 0.001 0 1 1,12 0.001 0 1 1,14 0.001 0 -1 2.0115 125 13,2 0.001 1 -1 14,1 0.001 -1 1 14,0 0.001 1 0 0.0072 80 12,13 0.001 0 -1 14,12 0.001 1 1 13,15 0.001 -1 1 1.0093 95 ::f,0,2 f,1,15 f,12,0 f,15,13 
29:3,1 0.001 -1 0 2,2 0.001 0 -1 2,1 0.001 1 1 1.0092 80 2,14 0.001 0 1 1,13 0.001 0 1 1,14 0.001 0 -1 2.0125 125 13,2 0.001 1 0 14,1 0.001 -1 1 14,0 0.001 1 0 0.0072 80 12,13 0.001 0 -1 14,12 0.001 1 1 13,15 0.001 -1 1 2.0094 110 ::f,0,2 f,1,15 f,12,0 f,15,13 
30:3,1 0.001 -1 0 2,2 0.001 1 -1 2,1 0.001 1 1 1.0092 80 2,14 0.001 -1 1 1,13 0.001 0 1 1,14 0.001 0 -1 2.0125 125 13,2 0.001 1 0 14,1 0.001 -1 0 14,0 0.001 1 1 0.0072 80 12,13 0.001 1 -1 14,12 0.001 0 1 13,15 0.001 -1 0 2.0094 110 ::f,0,2 f,1,15 f,12,0 f,15,13 
31:3,1 0.001 -1 -1 2,2 0.001 1 -1 2,1 0.001 0 1 1.0092 80 2,14 0.001 -1 1 1,13 0.001 -1 1 1,14 0.001 1 -1 4.0126 140 13,2 0.001 1 1 14,1 0.001 -1 0 15,1 0.001 1 1 0.0082 80 13,12 0.001 1 -1 14,13 0.001 0 1 13,15 0.001 -1 0 2.0114 110 ::f,0,2 f,2,13 f,12,0 f,15,13 
32:3,1 0.001 -1 -1 2,2 0.001 1 0 2,1 0.001 0 1 1.0092 80 2,14 0.001 -1 0 1,13 0.001 -1 1 1,14 0.001 1 -1 6.0127 155 13,2 0.001 1 1 14,1 0.001 -1 -1 15,1 0.001 1 1 0.0082 80 13,12 0.001 1 -1 14,14 0.001 0 1 13,15 0.001 -1 -1 2.0124 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
33:3,1 0.001 0 -1 2,2 0.001 1 0 2,1 0.001 0 1 1.0092 80 2,14 0.001 -1 0 1,13 0.001 -1 0 1,14 0.001 1 0 6.0127 155 13,2 0.001 0 1 14,1 0.001 -1 -1 15,1 0.001 0 1 0.0082 80 13,12 0.001 1 0 14,14 0.001 0 1 12,14 0.001 -1 -1 2.0134 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
34:3,1 0.001 0 -1 2,2 0.001 1 1 2,1 0.001 -1 1 1.0092 80 2,14 0.001 -1 0 1,13 0.001 -1 0 1,14 0.001 1 0 6.0127 155 13,2 0.001 0 1 14,1 0.001 0 -1 15,2 0.001 0 1 0.0092 80 13,12 0.001 1 0 14,14 0.001 -1 1 12,14 0.001 -1 -1 2.0134 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
35:3,1 0.001 1 -1 2,2 0.001 1 1 2,1 0.001 -1 1 1.0092 80 2,14 0.001 -1 -1 1,13 0.001 -1 -1 1,14 0.001 1 1 6.0127 155 13,2 0.001 -1 1 14,1 0.001 0 -1 15,2 0.001 0 1 0.0092 80 13,12 0.001 1 1 14,14 0.001 -1 1 12,14 0.001 0 -1 2.0134 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
36:3,1 0.001 1 -1 2,2 0.001 0 1 2,1 0.001 -1 0 1.0092 80 2,14 0.001 -1 -1 1,13 0.001 -1 -1 1,14 0.001 1 1 6.0127 155 13,2 0.001 -1 1 14,1 0.001 1 -1 15,2 0.001 -1 1 0.0092 80 14,13 0.001 1 1 14,14 0.001 -1 0 12,13 0.001 0 -1 2.0154 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
37:3,1 0.001 1 0 2,2 0.001 0 1 1,1 0.001 -1 0 1.0102 80 2,14 0.001 0 -1 1,13 0.001 0 -1 1,14 0.001 0 1 6.0127 155 13,2 0.001 -1 0 14,1 0.001 1 -1 14,3 0.001 -1 1 0.0102 80 14,13 0.001 1 1 13,14 0.001 -1 0 12,13 0.001 0 -1 2.0164 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
38:3,1 0.001 1 0 2,2 0.001 -1 1 1,1 0.001 -1 0 1.0102 80 2,14 0.001 0 -1 1,13 0.001 0 -1 1,14 0.001 0 1 6.0127 155 13,2 0.001 -1 0 14,1 0.001 1 0 14,3 0.001 -1 1 0.0102 80 14,13 0.001 0 1 13,14 0.001 -1 0 12,13 0.001 1 -1 2.0164 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
39:3,1 0.001 1 1 2,2 0.001 -1 1 1,1 0.001 -1 -1 1.0102 80 2,14 0.001 1 -1 1,13 0.001 1 -1 1,14 0.001 -1 1 6.0127 155 13,2 0.001 -1 -1 14,1 0.001 1 0 14,3 0.001 -1 0 0.0102 80 14,13 0.001 0 1 13,14 0.001 -1 -1 13,12 0.001 1 -1 2.0174 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
40:3,1 0.001 1 1 2,2 0.001 -1 0 1,1 0.001 -1 -1 1.0102 80 2,14 0.001 1 -1 1,13 0.001 1 -1 1,14 0.001 -1 1 6.0127 155 12,1 0.001 -1 -1 14,1 0.001 1 1 13,3 0.001 -1 0 0.0122 80 14,13 0.001 -1 1 13,14 0.001 -1 -1 13,12 0.001 1 -1 2.0174 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
41:3,1 0.001 0 1 1,2 0.001 -1 0 1,1 0.001 0 -1 1.0112 80 2,14 0.001 1 0 1,13 0.001 1 0 1,14 0.001 -1 0 6.0127 155 12,1 0.001 -1 -1 14,1 0.001 1 1 13,3 0.001 -1 0 0.0122 80 14,13 0.001 -1 1 13,14 0.001 0 -1 13,12 0.001 1 0 2.0174 110 ::f,0,2 f,0,14 f,12,0 f,15,13 
42:3,2 0.001 0 1 1,2 0.001 -1 0 1,1 0.001 0 -1 1.0123 95 2,14 0.001 1 0 2,13 0.001 1 0 1,14 0.001 -1 0 9.0138 170 12,1 0.001 0 -1 14,1 0.001 0 1 13,3 0.001 -1 -1 0.0122 80 14,13 0.001 -1 0 13,13 0.001 0 -1 14,12 0.001 1 0 2.0194 110 ::f,0,15 f,2,3 f,12,0 f,15,13 
43:3,2 0.001 0 1 1,2 0.001 -1 -1 1,1 0.001 1 -1 1.0123 95 2,14 0.001 1 1 2,13 0.001 1 0 1,14 0.001 -1 -1 9.0138 170 12,1 0.001 0 -1 14,2 0.001 0 1 12,2 0.001 -1 -1 1.0143 95 14,13 0.001 -1 0 13,13 0.001 0 -1 14,12 0.001 1 0 2.0194 110 ::f,0,15 f,2,3 f,15,1 f,15,13 
44:3,2 0.001 -1 1 1,2 0.001 -1 -1 1,1 0.001 1 -1 1.0123 95 2,14 0.001 1 1 2,13 0.001 1 1 1,14 0.001 -1 -1 9.0138 170 12,1 0.001 1 -1 14,2 0.001 0 1 12,2 0.001 -1 -1 1.0143 95 14,13 0.001 -1 -1 13,13 0.001 1 -1 14,12 0.001 1 1 2.0194 110 ::f,0,15 f,2,3 f,15,1 f,15,13 
45:3,2 0.001 -1 1 1,2 0.001 0 -1 1,1 0.001 1 0 1.0123 95 2,14 0.001 0 1 2,13 0.001 1 1 1,14 0.001 0 -1 9.0138 170 13,0 0.001 1 -1 14,2 0.001 -1 1 12,2 0.001 0 -1 1.0153 95 14,13 0.001 -1 -1 13,13 0.001 1 -1 14,12 0.001 1 1 2.0195 125 ::f,0,15 f,2,3 f,14,15 f,15,1 
46:3,2 0.001 -1 1 1,2 0.001 0 -1 2,1 0.001 1 0 1.0134 110 2,14 0.001 0 1 2,13 0.001 0 1 1,13 0.001 0 -1 9.0148 170 13,0 0.001 1 -1 14,2 0.001 -1 1 12,1 0.001 0 -1 1.0163 95 14,13 0.001 0 -1 13,13 0.001 1 -1 14,12 0.001 0 1 2.0195 125 ::f,0,15 f,1,3 f,14,15 f,15,1 
47:2,3 0.001 -1 1 1,2 0.001 0 -1 2,1 0.001 1 0 1.0144 110 2,14 0.001 -1 1 2,13 0.001 0 1 1,13 0.001 0 -1 9.0148 170 13,0 0.001 1 0 14,2 0.001 -1 0 12,1 0.001 0 -1 1.0163 95 14,13 0.001 0 -1 13,13 0.001 1 0 14,12 0.001 0 1 2.0195 125 ::f,0,15 f,1,3 f,14,15 f,15,1 
48:2,3 0.001 -1 1 1,2 0.001 1 -1 2,1 0.001 1 1 1.0144 110 2,14 0.001 -1 1 2,13 0.001 0 1 1,13 0.001 1 -1 9.0148 170 14,0 0.001 1 0 13,2 0.001 -1 0 12,1 0.001 1 -1 1.0183 95 14,13 0.001 1 -1 13,13 0.001 1 0 14,12 0.001 0 1 2.0195 125 ::f,0,15 f,1,3 f,14,15 f,15,1 
49:2,3 0.001 -1 0 1,2 0.001 1 -1 2,1 0.001 1 1 1.0144 110 2,14 0.001 -1 0 2,13 0.001 -1 1 1,13 0.001 1 -1 9.0148 170 14,0 0.001 1 0 13,2 0.001 -1 0 13,0 0.001 1 -1 1.0193 95 14,13 0.001 1 -1 13,13 0.001 1 0 14,12 0.001 -1 1 2.0195 125 ::f,0,15 f,1,3 f,14,15 f,15,1 
50:2,3 0.001 -1 0 1,2 0.001 1 0 2,1 0.001 0 1 2.0145 125 1,14 0.001 -1 0 2,13 0.001 -1 1 1,13 0.001 1 0 9.0158 170 14,0 0.001 1 1 13,2 0.001 -1 -1 13,0 0.001 1 -1 1.0193 95 14,13 0.001 1 0 13,13 0.001 1 1 14,12 0.001 -1 1 2.0195 125 ::f,0,15 f,3,2 f,14,15 f,15,1 
51:2,3 0.001 -1 -1 2,2 0.001 1 0 2,1 0.001 0 1 2.0155 125 1,14 0.001 -1 0 2,13 0.001 -1 1 1,13 0.001 1 0 9.0158 170 14,0 0.001 1 1 13,2 0.001 -1 -1 13,0 0.001 1 0 3.0194 110 14,13 0.001 1 0 14,14 0.001 1 1 14,12 0.001 -1 0 2.0205 125 ::f,0,15 f,3,2 f,14,3 f,14,15 
52:1,2 0.001 -1 -1 2,2 0.001 1 0 2,1 0.001 0 1 3.0166 140 1,14 0.001 -1 -1 2,13 0.001 -1 0 1,13 0.001 1 0 9.0158 170 14,0 0.001 0 1 13,2 0.001 0 -1 13,0 0.001 1 0 3.0194 110 14,13 0.001 1 1 14,14 0.001 1 1 14,12 0.001 -1 0 2.0205 125 ::f,0,15 f,3,3 f,14,3 f,14,15 
53:1,2 0.001 -1 -1 2,2 0.001 1 1 2,1 0.001 -1 1 3.0166 140 1,14 0.001 -1 -1 2,13 0.001 -1 0 1,13 0.001 1 1 9.0158 170 14,1 0.001 0 1 13,1 0.001 0 -1 13,0 0.001 1 1 3.0214 110 15,14 0.001 1 1 14,14 0.001 0 1 14,12 0.001 -1 -1 2.0215 125 ::f,0,15 f,3,3 f,14,3 f,14,15 
54:1,2 0.001 0 -1 2,2 0.001 1 1 2,1 0.001 -1 1 5.0167 155 1,14 0.001 0 -1 2,13 0.001 -1 -1 1,13 0.001 1 1 9.0158 170 14,1 0.001 0 1 13,1 0.001 0 -1 13,0 0.001 1 1 3.0214 110 15,14 0.001 1 1 14,14 0.001 0 1 14,12 0.001 -1 -1 4.0216 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
55:1,1 0.001 0 -1 2,2 0.001 0 1 2,1 0.001 -1 0 5.0177 155 1,14 0.001 0 -1 2,13 0.001 -1 -1 1,13 0.001 0 1 9.0158 170 14,1 0.001 -1 1 13,1 0.001 1 -1 13,0 0.001 1 1 3.0214 110 15,14 0.001 0 1 14,14 0.001 -1 1 14,12 0.001 0 -1 4.0216 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
56:1,1 0.001 0 -1 2,2 0.001 0 1 2,1 0.001 -1 0 5.0177 155 1,14 0.001 0 -1 2,13 0.001 0 -1 1,13 0.001 0 1 9.0158 170 14,1 0.001 -1 1 13,1 0.001 1 -1 13,0 0.001 0 1 3.0214 110 15,14 0.001 0 1 13,15 0.001 -1 1 14,12 0.001 0 -1 4.0226 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
57:1,1 0.001 1 -1 2,2 0.001 -1 1 2,1 0.001 -1 -1 5.0177 155 1,14 0.001 1 -1 2,13 0.001 0 -1 1,13 0.001 -1 1 9.0158 170 14,1 0.001 -1 0 13,1 0.001 1 0 13,0 0.001 0 1 3.0214 110 15,14 0.001 -1 1 13,15 0.001 -1 1 14,12 0.001 1 -1 4.0226 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
58:2,0 0.001 1 -1 2,2 0.001 -1 1 2,1 0.001 -1 -1 5.0187 155 1,14 0.001 1 -1 2,13 0.001 1 -1 1,13 0.001 -1 1 9.0158 170 14,1 0.001 -1 0 13,1 0.001 1 0 13,0 0.001 -1 1 3.0214 110 14,15 0.001 -1 1 13,15 0.001 -1 0 14,12 0.001 1 -1 4.0236 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
59:2,0 0.001 1 -1 2,2 0.001 -1 0 2,1 0.001 0 -1 5.0187 155 1,14 0.001 1 0 2,13 0.001 1 -1 1,13 0.001 -1 0 9.0158 170 14,1 0.001 -1 -1 13,1 0.001 1 0 13,0 0.001 -1 1 3.0214 110 14,15 0.001 -1 1 13,15 0.001 -1 0 14,12 0.001 1 0 4.0236 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
60:2,0 0.001 1 0 1,2 0.001 -1 0 2,1 0.001 0 -1 5.0197 155 1,14 0.001 1 0 2,13 0.001 1 0 1,13 0.001 -1 0 9.0158 170 14,1 0.001 -1 -1 13,1 0.001 1 1 13,0 0.001 -1 0 3.0214 110 14,15 0.001 -1 0 13,15 0.001 -1 -1 14,12 0.001 1 0 4.0236 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
61:2,0 0.001 1 0 1,2 0.001 -1 0 2,1 0.001 1 -1 5.0197 155 1,14 0.001 1 1 2,13 0.001 1 0 1,13 0.001 -1 -1 9.0158 170 14,1 0.001 0 -1 13,1 0.001 1 1 13,0 0.001 -1 0 3.0214 110 14,15 0.001 -1 0 12,14 0.001 -1 -1 14,12 0.001 1 1 4.0246 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
62:2,0 0.001 1 1 1,2 0.001 -1 -1 2,1 0.001 1 -1 5.0197 155 1,14 0.001 1 1 2,13 0.001 1 1 1,13 0.001 -1 -1 9.0158 170 14,1 0.001 0 -1 13,1 0.001 0 1 13,0 0.001 -1 -1 3.0214 110 13,15 0.001 -1 0 12,14 0.001 -1 -1 14,12 0.001 1 1 4.0256 140 ::f,0,15 f,3,1 f,14,3 f,15,13 
63:2,0 0.001 1 1 1,2 0.001 -1 -1 2,1 0.001 1 0 5.0197 155 1,14 0.001 0 1 2,13 0.001 1 1 1,13 0.001 0 -1 9.0158 170 14,1 0.001 1 -1 13,2 0.001 0 1 13,0 0.001 -1 -1 3.0224 110 13,15 0.001 -1 0 12,14 0.001 0 -1 14,12 0.001 1 1 5.0257 155 ::f,0,15 f,3,1 f,14,3 f,15,15 
64:2,0 0.001 1 1 1,2 0.001 0 -1 2,1 0.001 1 0 7.0198 170 1,14 0.001 0 1 2,13 0.001 0 1 1,13 0.001 0 -1 9.0158 170 14,1 0.001 1 -1 13,2 0.001 0 1 13,0 0.001 0 -1 3.0224 110 13,15 0.001 -1 -1 12,13 0.001 0 -1 14,12 0.001 0 1 5.0267 155 ::f,0,15 f,3,2 f,14,3 f,15,15 
65:3,1 0.001 1 1 1,1 0.001 0 -1 2,1 0.001 1 1 7.0218 170 1,14 0.001 -1 1 2,14 0.001 0 1 1,13 0.001 1 -1 9.0168 170 14,1 0.001 1 0 13,2 0.001 -1 1 13,0 0.001 0 -1 3.0224 110 12,14 0.001 -1 -1 12,13 0.001 0 -1 14,13 0.001 0 1 5.0287 155 ::f,0,15 f,3,2 f,14,3 f,15,15 
