16
65:2,1 0.001 0 -1 1,2 0.001 1 0 3,2 0.001 0 -1 11.0527 155 0,15 0.001 0 1 0,12 0.001 0 1 3,12 0.001 -1 0 6.0845 125 15,3 0.002 0 1 12,1 0.001 0 1 13,0 0.001 0 1 21.0457 135 15,12 0.003 0 -1 14,12 0.001 -1 -1 15,15 0.001 1 0 15.058 30 :15,4 :f,2,13 f,3,0 f,13,1 f,13,14 
66:2,1 0.001 0 -1 2,2 0.001 1 0 3,1 0.001 0 -1 11.0547 155 0,15 0.001 1 1 0,13 0.001 0 1 2,12 0.001 -1 0 6.0865 125 15,3 0.003 0 1 12,2 0.001 0 1 13,0 0.001 0 1 21.0467 135 15,12 0.003 0 -1 14,12 0.001 -1 0 15,15 0.001 1 -1 15.058 30 :15,5 :f,2,13 f,3,0 f,13,1 f,13,14 
67:2,1 0.001 -1 -1 2,2 0.001 1 0 3,1 0.001 0 -1 13.0548 170 0,15 0.001 1 0 0,14 0.001 0 1 2,12 0.001 -1 0 6.0875 125 15,3 0.003 0 1 12,2 0.001 0 1 13,0 0.001 0 1 21.0467 135 15,12 0.003 0 -1 13,12 0.001 -1 0 15,15 0.001 0 -1 15.059 30 :15,6 :f,2,13 f,3,3 f,13,1 f,13,14 
68:2,1 0.001 -1 0 2,2 0.001 1 -1 3,0 0.001 0 -1 13.0558 170 1,15 0.001 1 0 0,15 0.001 0 1 2,12 0.001 -1 0 6.0895 125 15,3 0.003 0 1 12,3 0.001 0 1 13,0 0.001 0 1 21.0477 135 15,12 0.003 0 -1 12,12 0.001 -1 0 15,14 0.001 0 -1 15.061 30 :15,7 :f,2,13 f,3,3 f,13,1 f,13,14 
69:1,1 0.001 -1 0 2,2 0.001 0 -1 3,0 0.001 -1 -1 13.0568 170 1,15 0.001 1 0 0,15 0.001 1 1 1,12 0.001 -1 0 6.0905 125 15,3 0.003 0 1 12,3 0.001 1 1 13,0 0.001 0 1 21.0477 135 15,12 0.003 0 -1 12,12 0.001 -1 1 15,13 0.001 0 -1 15.062 30 :15,8 :f,2,13 f,3,3 f,13,1 f,13,14 
70:1,1 0.001 -1 0 2,1 0.001 0 -1 3,0 0.001 -1 0 13.0578 170 2,15 0.001 1 0 0,15 0.001 1 0 0,12 0.001 -1 0 6.0925 125 15,3 0.003 0 1 12,3 0.001 1 0 13,0 0.001 0 1 21.0477 135 15,12 0.003 0 -1 12,12 0.001 0 1 15,13 0.001 0 -1 15.062 30 :15,9 :f,2,13 f,3,3 f,13,1 f,13,14 
71:1,1 0.001 -1 1 2,1 0.001 0 -1 2,0 0.001 -1 0 13.0588 170 2,15 0.001 1 0 1,15 0.001 1 0 0,12 0.001 -1 1 6.0935 125 15,3 0.003 0 1 13,3 0.001 1 0 13,0 0.001 0 1 21.0487 135 15,12 0.003 0 -1 12,13 0.001 0 1 15,13 0.001 -1 -1 15.063 30 :15,10 :f,2,13 f,3,3 f,13,1 f,13,14 
72:1,1 0.001 0 1 2,1 0.001 -1 -1 1,0 0.001 -1 0 13.0598 170 3,15 0.001 1 0 2,15 0.001 1 0 0,12 0.001 0 1 6.0955 125 15,3 0.003 0 1 13,3 0.001 1 0 13,0 0.001 0 1 21.0487 135 15,12 0.003 0 -1 12,14 0.001 0 1 14,12 0.001 -1 -1 15.065 30 :15,11 :f,2,13 f,3,3 f,13,1 f,13,14 
73:1,2 0.001 0 1 2,1 0.001 -1 0 0,0 0.001 -1 0 13.0618 170 3,15 0.001 1 -1 2,15 0.001 1 0 0,13 0.001 0 1 6.0965 125 15,3 0.003 0 1 14,3 0.001 1 0 13,0 0.001 0 1 21.0497 135 15,12 0.003 0 -1 12,15 0.001 0 1 14,12 0.001 -1 -1 15.066 30 :15,12 :f,2,13 f,3,3 f,13,1 f,13,14 
74:1,2 0.001 0 1 1,1 0.001 -1 0 0,0 0.001 -1 1 13.0628 170 3,15 0.001 0 -1 2,15 0.001 1 -1 0,14 0.001 0 1 6.0975 125 15,3 0.003 0 1 14,3 0.001 1 0 13,0 0.001 0 1 24.0497 135 15,12 0.002 0 -1 12,15 0.001 1 1 14,12 0.001 -1 0 15.066 26 :15,11 :f,2,13 f,3,3 f,13,1 f,13,14 
75:1,2 0.001 1 1 1,1 0.001 -1 0 0,0 0.001 0 1 13.0628 170 3,14 0.001 0 -1 2,15 0.001 0 -1 0,14 0.001 0 1 6.0985 125 15,3 0.003 0 1 14,3 0.001 1 -1 13,0 0.001 0 1 24.0497 135 15,12 0.003 0 -1 12,15 0.001 1 0 13,12 0.001 -1 0 15.067 26 :15,10 :f,2,13 f,3,3 f,13,1 f,13,14 
76:1,2 0.001 1 0 1,1 0.001 -1 1 0,1 0.001 0 1 13.0638 170 3,14 0.001 0 -1 2,14 0.001 0 -1 0,15 0.001 0 1 6.1005 125 15,3 0.003 0 1 15,2 0.001 1 -1 13,0 0.001 0 1 24.0507 135 15,12 0.003 0 -1 13,15 0.001 1 0 13,12 0.001 -1 0 15.068 26 :15,9 :f,2,13 f,3,3 f,13,1 f,13,14 
77:2,2 0.001 1 0 1,1 0.001 0 1 0,2 0.001 0 1 13.0658 170 3,14 0.001 0 -1 2,14 0.001 0 -1 0,15 0.001 1 1 7.1006 140 15,3 0.003 0 1 15,2 0.001 1 -1 13,0 0.001 0 1 24.0507 135 15,12 0.003 0 -1 14,15 0.001 1 0 13,12 0.001 -1 0 15.069 26 :15,8 :f,2,12 f,3,3 f,13,1 f,13,14 
78:2,2 0.001 1 0 1,2 0.001 0 1 0,2 0.001 0 1 13.0668 170 3,13 0.001 0 -1 2,13 0.001 0 -1 0,15 0.001 1 0 7.1026 140 15,3 0.003 0 1 15,2 0.001 0 -1 13,0 0.001 0 1 24.0507 135 15,12 0.003 0 -1 14,15 0.001 1 0 12,12 0.001 -1 0 15.07 26 :15,7 :f,2,12 f,3,3 f,13,1 f,13,14 
79:2,2 0.001 1 -1 1,2 0.001 0 1 0,3 0.001 0 1 13.0678 170 3,13 0.001 0 -1 2,13 0.001 0 -1 1,15 0.001 1 0 9.1037 155 15,3 0.003 0 1 15,1 0.001 0 -1 13,0 0.001 0 1 24.0517 135 15,12 0.003 0 -1 15,15 0.001 1 0 12,12 0.001 -1 1 15.071 26 :15,6 :f,2,14 f,3,3 f,13,1 f,13,14 
80:2,2 0.001 0 -1 1,2 0.001 1 1 0,3 0.001 1 1 13.0678 170 3,12 0.001 0 -1 2,12 0.001 0 -1 2,15 0.001 1 0 9.1067 155 15,3 0.003 0 1 15,1 0.001 0 -1 13,0 0.001 0 1 24.0517 135 15,12 0.003 0 -1 15,15 0.001 1 -1 12,12 0.001 0 1 15.071 26 :15,5 :f,2,14 f,3,3 f,13,1 f,13,14 
81:2,1 0.001 0 -1 1,2 0.001 1 0 0,3 0.001 1 0 13.0688 170 3,12 0.001 -1 -1 2,12 0.001 -1 -1 3,15 0.001 1 0 9.1077 155 15,3 0.003 0 1 15,0 0.001 0 -1 13,0 0.001 0 1 24.0527 135 15,12 0.003 0 -1 15,15 0.001 0 -1 12,13 0.001 0 1 15.072 26 :15,4 :f,2,14 f,3,3 f,13,1 f,13,14 
82:2,1 0.001 0 -1 2,2 0.001 1 0 1,3 0.001 1 0 13.0708 170 3,12 0.001 -1 0 2,12 0.001 -1 0 3,15 0.001 1 -1 9.1077 155 15,3 0.003 0 1 15,0 0.001 -1 -1 13,0 0.001 0 1 24.0527 135 15,12 0.003 0 -1 15,14 0.001 0 -1 12,13 0.001 0 1 15.073 26 :15,3 :f,2,14 f,3,3 f,13,1 f,13,14 
83:2,1 0.001 -1 -1 2,2 0.001 1 0 2,3 0.001 1 0 13.0718 170 3,12 0.001 -1 1 1,12 0.001 -1 0 3,15 0.001 0 -1 9.1087 155 15,3 0.002 0 1 15,0 0.001 -1 0 13,0 0.001 0 1 24.0527 131 15,12 0.003 0 -1 15,14 0.001 0 -1 12,13 0.001 0 1 18.073 26 :15,4 :f,2,14 f,3,3 f,13,1 f,13,14 
84:2,1 0.001 -1 0 2,2 0.001 1 -1 2,3 0.001 1 0 16.0719 185 2,13 0.001 -1 1 0,12 0.001 -1 0 3,14 0.001 0 -1 9.1117 155 15,3 0.003 0 1 14,0 0.001 -1 0 13,0 0.001 0 1 24.0537 131 15,12 0.003 0 -1 15,13 0.001 0 -1 12,14 0.001 0 1 18.075 26 :15,5 :f,1,3 f,2,14 f,13,1 f,13,14 
85:1,1 0.001 -1 0 2,2 0.001 0 -1 3,3 0.001 1 0 16.0739 185 1,14 0.001 -1 1 0,12 0.001 -1 1 3,14 0.001 0 -1 9.1127 155 15,3 0.003 0 1 14,0 0.001 -1 0 13,0 0.001 0 1 24.0537 131 15,12 0.003 0 -1 15,13 0.001 0 -1 12,14 0.001 0 1 18.075 26 :15,6 :f,1,3 f,2,14 f,13,1 f,13,14 
86:1,1 0.001 -1 0 2,1 0.001 0 -1 3,3 0.001 1 -1 16.0749 185 0,15 0.001 -1 1 0,12 0.001 0 1 3,13 0.001 0 -1 9.1147 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,0 0.001 0 1 24.0537 131 15,12 0.003 0 -1 15,13 0.001 -1 -1 12,15 0.001 0 1 18.076 26 :15,7 :f,1,3 f,2,14 f,13,1 f,13,14 
87:1,1 0.001 -1 1 2,1 0.001 0 -1 3,3 0.001 0 -1 16.0749 185 0,15 0.001 0 1 0,13 0.001 0 1 3,13 0.001 0 -1 9.1157 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,0 0.001 0 1 24.0537 131 15,12 0.003 0 -1 14,12 0.001 -1 -1 12,15 0.001 1 1 18.077 26 :15,8 :f,1,3 f,2,14 f,13,1 f,13,14 
88:1,1 0.001 0 1 2,1 0.001 -1 -1 3,2 0.001 0 -1 16.0759 185 0,15 0.001 1 1 0,13 0.001 0 1 3,12 0.001 0 -1 9.1167 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,0 0.001 0 1 27.0538 146 15,12 0.003 0 -1 14,12 0.001 -1 -1 12,15 0.001 1 0 18.077 26 :15,9 :f,1,3 f,2,14 f,13,1 f,13,14 
89:1,2 0.001 0 1 2,1 0.001 -1 0 3,2 0.001 0 -1 16.0769 185 0,15 0.001 1 0 0,14 0.001 0 1 3,12 0.001 -1 -1 9.1177 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,0 0.001 0 1 27.0538 146 15,12 0.003 0 -1 14,12 0.001 -1 0 13,15 0.001 1 0 18.078 26 :15,10 :f,1,3 f,2,14 f,13,1 f,13,14 
90:1,2 0.001 0 1 1,1 0.001 -1 0 3,1 0.001 0 -1 21.079 200 1,15 0.001 1 0 0,15 0.001 0 1 3,12 0.001 -1 0 9.1197 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,0 0.001 0 1 27.0538 146 15,12 0.003 0 -1 13,12 0.001 -1 0 13,15 0.001 1 0 18.079 26 :15,11 :f,0,1 f,2,14 f,13,1 f,13,14 
91:1,2 0.001 1 1 1,1 0.001 -1 0 3,1 0.001 0 -1 21.0791 215 2,15 0.001 1 0 0,15 0.001 1 1 2,12 0.001 -1 0 9.1217 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,1 0.001 0 1 31.0549 161 15,12 0.003 0 -1 12,12 0.001 -1 0 14,15 0.001 1 0 18.081 26 :15,12 :f,2,2 f,2,14 f,13,14 f,15,2 
92:1,2 0.001 1 0 1,1 0.001 -1 1 3,0 0.001 0 -1 21.0801 215 2,15 0.001 1 0 0,15 0.001 1 0 1,12 0.001 -1 0 9.1227 155 15,3 0.003 0 1 14,0 0.001 -1 1 13,2 0.001 0 1 34.0559 161 15,12 0.002 0 -1 12,12 0.001 -1 1 15,15 0.001 1 0 18.082 22 :15,11 :f,2,2 f,2,14 f,13,14 f,15,2 
93:1,2 0.001 1 0 1,1 0.001 0 1 3,0 0.001 -1 -1 21.0801 215 2,15 0.001 1 0 1,15 0.001 1 0 0,12 0.001 -1 0 9.1247 155 15,3 0.003 0 1 13,1 0.001 -1 1 13,3 0.001 0 1 34.0579 161 15,12 0.003 0 -1 12,12 0.001 0 1 15,15 0.001 1 -1 18.082 22 :15,10 :f,2,2 f,2,14 f,13,14 f,15,2 
94:1,2 0.001 1 0 1,1 0.001 0 1 3,0 0.001 -1 0 27.0802 230 3,15 0.001 1 0 1,15 0.001 1 0 0,12 0.001 -1 1 9.1257 155 15,3 0.003 0 1 12,2 0.001 -1 1 13,3 0.001 1 1 34.0589 161 15,12 0.003 0 -1 12,13 0.001 0 1 15,15 0.001 0 -1 18.083 22 :15,9 :f,0,2 f,2,14 f,13,14 f,15,2 
95:1,2 0.001 1 0 1,1 0.001 0 1 2,0 0.001 -1 0 27.0812 230 3,15 0.001 1 -1 2,15 0.001 1 0 0,12 0.001 0 1 9.1267 155 15,3 0.003 0 1 12,2 0.001 -1 1 13,3 0.001 1 0 34.0589 161 15,12 0.003 0 -1 12,14 0.001 0 1 15,14 0.001 0 -1 18.085 22 :15,8 :f,0,2 f,2,14 f,13,14 f,15,2 
96:1,2 0.001 1 0 1,1 0.001 0 1 1,0 0.001 -1 0 27.0822 230 3,15 0.001 0 -1 2,15 0.001 1 0 0,13 0.001 0 1 9.1277 155 15,3 0.003 0 1 12,2 0.001 0 1 14,3 0.001 1 0 34.0599 161 15,12 0.003 0 -1 12,15 0.001 0 1 15,14 0.001 0 -1 18.086 22 :15,7 :f,0,2 f,2,14 f,13,14 f,15,2 
97:2,2 0.001 1 0 1,1 0.001 0 1 0,0 0.001 -1 0 27.0842 230 3,14 0.001 0 -1 3,15 0.001 1 0 0,14 0.001 0 1 9.1307 155 15,3 0.003 0 1 12,3 0.001 0 1 14,3 0.001 1 0 34.0609 161 15,12 0.003 0 -1 12,15 0.001 1 1 15,14 0.001 0 -1 18.086 22 :15,6 :f,0,2 f,2,14 f,13,14 f,15,2 
98:2,2 0.001 1 0 1,2 0.001 0 1 0,0 0.001 -1 1 27.0852 230 3,14 0.001 0 -1 3,15 0.001 1 -1 0,15 0.001 0 1 9.1317 155 15,3 0.003 0 1 12,3 0.001 1 1 14,3 0.001 1 -1 34.0609 161 15,12 0.003 0 -1 12,15 0.001 1 0 15,13 0.001 0 -1 18.087 22 :15,5 :f,0,2 f,2,14 f,13,14 f,15,2 
99:2,2 0.001 1 -1 1,2 0.001 0 1 0,0 0.001 0 1 27.0852 230 3,13 0.001 0 -1 3,15 0.001 0 -1 0,15 0.001 1 1 9.1327 155 15,3 0.003 0 1 12,3 0.001 1 0 14,3 0.001 1 -1 34.0609 161 15,12 0.003 0 -1 13,15 0.001 1 0 15,13 0.001 0 -1 18.088 22 :15,4 :f,0,2 f,2,14 f,13,14 f,15,2 
100:2,2 0.001 0 -1 1,2 0.001 1 1 0,1 0.001 0 1 27.0862 230 3,12 0.001 0 -1 3,14 0.001 0 -1 0,15 0.001 1 0 9.1347 155 15,3 0.003 0 1 13,3 0.001 1 0 14,3 0.001 1 -1 38.062 176 15,12 0.003 0 -1 14,15 0.001 1 0 15,13 0.001 -1 -1 18.089 22 :15,3 :f,0,2 f,2,14 f,13,14 f,15,2 
101:2,1 0.001 0 -1 1,2 0.001 1 0 0,1 0.001 0 1 31.0873 245 3,12 0.001 -1 -1 3,13 0.001 0 -1 1,15 0.001 1 0 9.1367 155 15,3 0.002 0 1 13,3 0.001 1 0 14,3 0.001 1 -1 38.062 172 15,12 0.003 0 -1 14,15 0.001 1 0 14,12 0.001 -1 -1 21.09 22 :15,4 :f,1,0 f,2,14 f,13,14 f,15,2 
102:2,1 0.001 0 -1 2,2 0.001 1 0 0,2 0.001 0 1 31.0893 245 3,12 0.001 -1 0 3,13 0.001 0 -1 1,15 0.001 1 0 9.1367 155 15,3 0.003 0 1 13,3 0.001 1 -1 14,3 0.001 1 -1 38.062 172 15,12 0.003 0 -1 15,15 0.001 1 0 14,12 0.001 -1 -1 21.091 22 :15,5 :f,1,0 f,2,14 f,13,14 f,15,2 
103:2,1 0.001 -1 -1 2,2 0.001 1 0 0,2 0.001 0 1 31.0893 245 2,12 0.001 -1 0 3,12 0.001 0 -1 1,15 0.001 1 0 9.1387 155 15,3 0.003 0 1 14,2 0.001 1 -1 14,3 0.001 1 -1 38.063 172 15,12 0.003 0 -1 15,15 0.001 1 -1 14,12 0.001 -1 0 21.091 22 :15,6 :f,1,0 f,2,14 f,13,14 f,15,2 
104:2,1 0.001 -1 0 2,2 0.001 1 -1 0,3 0.001 0 1 31.0903 245 1,12 0.001 -1 0 3,12 0.001 -1 -1 1,15 0.001 1 0 9.1397 155 15,3 0.003 0 1 15,1 0.001 1 -1 14,3 0.001 1 -1 38.064 172 15,12 0.003 0 -1 15,15 0.001 0 -1 13,12 0.001 -1 0 21.092 22 :15,7 :f,1,0 f,2,14 f,13,14 f,15,2 
105:1,1 0.001 -1 0 2,2 0.001 0 -1 0,3 0.001 1 1 31.0913 245 1,12 0.001 -1 0 3,12 0.001 -1 0 2,15 0.001 1 0 9.1407 155 15,3 0.003 0 1 15,1 0.001 1 -1 14,3 0.001 1 -1 43.0641 187 15,12 0.003 0 -1 15,14 0.001 0 -1 13,12 0.001 -1 0 21.093 22 :15,8 :f,1,0 f,2,14 f,13,14 f,15,0 
106:1,1 0.001 -1 0 2,1 0.001 0 -1 0,3 0.001 1 0 31.0923 245 0,12 0.001 -1 0 2,12 0.001 -1 0 2,15 0.001 1 0 9.1427 155 15,3 0.003 0 1 15,1 0.001 0 -1 15,2 0.001 1 -1 43.0651 187 15,12 0.003 0 -1 15,14 0.001 0 -1 12,12 0.001 -1 0 21.094 22 :15,9 :f,1,0 f,2,14 f,13,14 f,15,0 
107:1,1 0.001 -1 1 2,1 0.001 0 -1 1,3 0.001 1 0 31.0933 245 0,12 0.001 -1 1 1,12 0.001 -1 0 3,15 0.001 1 0 9.1447 155 15,3 0.003 0 1 15,1 0.001 0 -1 15,2 0.001 1 -1 43.0651 187 15,12 0.003 0 -1 15,13 0.001 0 -1 12,12 0.001 -1 1 21.095 22 :15,10 :f,1,0 f,2,14 f,13,14 f,15,0 
108:1,1 0.001 0 1 2,1 0.001 -1 -1 1,3 0.001 1 0 31.0933 245 0,12 0.001 0 1 1,12 0.001 -1 0 3,15 0.001 1 -1 9.1447 155 15,3 0.003 0 1 15,1 0.001 0 -1 15,2 0.001 0 -1 48.0652 202 15,12 0.003 0 -1 15,13 0.001 0 -1 12,12 0.001 0 1 21.095 22 :15,11 :f,1,0 f,2,14 f,13,14 f,14,2 
109:1,2 0.001 0 1 2,1 0.001 -1 0 2,3 0.001 1 0 31.0953 245 0,13 0.001 0 1 0,12 0.001 -1 0 3,15 0.001 0 -1 9.1467 155 15,3 0.003 0 1 15,0 0.001 0 -1 15,1 0.001 0 -1 48.0672 202 15,12 0.003 0 -1 15,13 0.001 -1 -1 12,13 0.001 0 1 21.096 22 :15,12 :f,1,0 f,2,14 f,13,14 f,14,2 
110:1,2 0.001 0 1 1,1 0.001 -1 0 2,3 0.001 1 0 31.0963 245 0,13 0.001 0 1 0,12 0.001 -1 1 3,14 0.001 0 -1 9.1477 155 15,3 0.003 0 1 15,0 0.001 -1 -1 15,1 0.001 0 -1 51.0672 202 15,12 0.002 0 -1 14,12 0.001 -1 -1 12,14 0.001 0 1 21.098 18 :15,11 :f,1,0 f,2,14 f,13,14 f,14,2 
111:1,2 0.001 1 1 1,1 0.001 -1 0 3,3 0.001 1 0 31.0973 245 0,13 0.001 0 1 0,12 0.001 0 1 3,14 0.001 0 -1 9.1477 155 15,3 0.003 0 1 15,0 0.001 -1 0 15,1 0.001 -1 -1 51.0672 202 15,12 0.003 0 -1 14,12 0.001 -1 -1 12,15 0.001 0 1 21.099 18 :15,10 :f,1,0 f,2,14 f,13,14 f,14,2 
112:1,2 0.001 1 0 1,1 0.001 -1 1 3,3 0.001 1 -1 31.0973 245 0,14 0.001 0 1 0,13 0.001 0 1 3,13 0.001 0 -1 9.1507 155 15,3 0.003 0 1 14,0 0.001 -1 0 15,1 0.001 -1 0 51.0682 202 15,12 0.003 0 -1 14,12 0.001 -1 0 12,15 0.001 1 1 21.099 18 :15,9 :f,1,0 f,2,14 f,13,14 f,14,2 
113:2,2 0.001 1 0 1,1 0.001 0 1 3,3 0.001 0 -1 31.0983 245 0,15 0.001 0 1 0,13 0.001 0 1 3,13 0.001 0 -1 9.1517 155 15,3 0.003 0 1 14,0 0.001 -1 0 14,1 0.001 -1 0 51.0692 202 15,12 0.003 0 -1 13,12 0.001 -1 0 12,15 0.001 1 0 21.1 18 :15,8 :f,1,0 f,2,14 f,13,14 f,14,2 
114:2,2 0.001 1 0 1,2 0.001 0 1 3,2 0.001 0 -1 31.1003 245 0,15 0.001 1 1 0,14 0.001 0 1 3,13 0.001 0 -1 9.1527 155 15,3 0.003 0 1 13,0 0.001 -1 0 13,1 0.001 -1 0 51.0712 202 15,12 0.003 0 -1 12,12 0.001 -1 0 13,15 0.001 1 0 21.102 18 :15,7 :f,1,0 f,2,14 f,13,14 f,14,2 
115:2,2 0.001 1 -1 1,2 0.001 0 1 3,2 0.001 0 -1 31.1003 245 0,15 0.001 1 0 0,14 0.001 0 1 3,13 0.001 0 -1 9.1527 155 15,3 0.003 0 1 13,0 0.001 -1 0 13,1 0.001 -1 0 51.0712 202 15,12 0.003 0 -1 12,12 0.001 -1 1 13,15 0.001 1 0 21.102 18 :15,6 :f,1,0 f,2,14 f,13,14 f,14,2 
116:2,2 0.001 0 -1 1,2 0.001 1 1 3,2 0.001 0 -1 31.1003 245 1,15 0.001 1 0 0,15 0.001 0 1 3,12 0.001 0 -1 9.1557 155 15,3 0.003 0 1 13,0 0.001 -1 0 12,1 0.001 -1 0 51.0722 202 15,12 0.003 0 -1 12,12 0.001 0 1 14,15 0.001 1 0 21.103 18 :15,5 :f,1,0 f,2,14 f,13,14 f,14,2 
117:2,1 0.001 0 -1 1,2 0.001 1 0 3,1 0.001 0 -1 31.1023 245 2,15 0.001 1 0 0,15 0.001 1 1 3,12 0.001 -1 -1 9.1567 155 15,3 0.003 0 1 12,0 0.001 -1 0 12,1 0.001 -1 1 51.0732 202 15,12 0.003 0 -1 12,13 0.001 0 1 15,15 0.001 1 0 21.105 18 :15,4 :f,1,0 f,2,14 f,13,14 f,14,2 
118:2,1 0.001 0 -1 2,2 0.001 1 0 3,0 0.001 0 -1 31.1043 245 2,15 0.001 1 0 0,15 0.001 1 0 3,12 0.001 -1 0 9.1567 155 15,3 0.003 0 1 12,0 0.001 -1 1 12,1 0.001 0 1 51.0732 202 15,12 0.003 0 -1 12,14 0.001 0 1 15,15 0.001 1 -1 21.106 18 :15,3 :f,1,0 f,2,14 f,13,14 f,14,2 
119:2,1 0.001 -1 -1 2,2 0.001 1 0 3,0 0.001 -1 -1 31.1043 245 2,15 0.001 1 0 1,15 0.001 1 0 2,12 0.001 -1 0 9.1587 155 15,3 0.002 0 1 12,0 0.001 0 1 12,2 0.001 0 1 51.0742 198 15,12 0.003 0 -1 12,15 0.001 0 1 15,15 0.001 0 -1 24.107 18 :15,4 :f,1,0 f,2,14 f,13,14 f,14,2 
120:2,1 0.001 -1 0 2,2 0.001 1 -1 3,0 0.001 -1 0 31.1043 245 3,15 0.001 1 0 1,15 0.001 1 0 1,12 0.001 -1 0 9.1607 155 15,3 0.003 0 1 12,1 0.001 0 1 12,3 0.001 0 1 51.0762 198 15,12 0.003 0 -1 12,15 0.001 1 1 15,14 0.001 0 -1 24.108 18 :15,5 :f,1,0 f,2,14 f,13,14 f,14,2 
121:1,1 0.001 -1 0 2,2 0.001 0 -1 2,0 0.001 -1 0 31.1063 245 3,15 0.001 1 -1 1,15 0.001 1 0 0,12 0.001 -1 0 9.1617 155 15,3 0.003 0 1 12,2 0.001 0 1 12,3 0.001 1 1 51.0772 198 15,12 0.003 0 -1 12,15 0.001 1 0 15,14 0.001 0 -1 24.108 18 :15,6 :f,1,0 f,2,14 f,13,14 f,14,2 
122:1,1 0.001 -1 0 2,1 0.001 0 -1 2,0 0.001 -1 0 36.1074 260 3,15 0.001 0 -1 2,15 0.001 1 0 0,12 0.001 -1 1 9.1627 155 15,3 0.003 0 1 12,2 0.001 0 1 12,3 0.001 1 0 51.0772 198 15,12 0.003 0 -1 13,15 0.001 1 0 15,13 0.001 0 -1 24.11 18 :15,7 :f,1,0 f,2,14 f,13,14 f,14,2 
123:1,1 0.001 -1 1 2,1 0.001 0 -1 2,0 0.001 -1 0 36.1074 260 3,14 0.001 0 -1 2,15 0.001 1 0 0,12 0.001 0 1 9.1637 155 15,3 0.003 0 1 12,2 0.001 1 1 13,3 0.001 1 0 51.0782 198 15,12 0.003 0 -1 14,15 0.001 1 0 15,13 0.001 0 -1 24.111 18 :15,8 :f,1,0 f,2,14 f,13,14 f,14,2 
124:1,1 0.001 0 1 2,1 0.001 -1 -1 2,0 0.001 -1 0 42.1075 275 3,13 0.001 0 -1 3,15 0.001 1 0 0,13 0.001 0 1 9.1667 155 15,3 0.003 0 1 12,2 0.001 1 0 14,3 0.001 1 0 51.0792 198 15,12 0.003 0 -1 14,15 0.001 1 0 15,13 0.001 -1 -1 24.111 18 :15,9 :f,0,0 f,2,14 f,13,14 f,14,2 
125:1,2 0.001 0 1 2,1 0.001 -1 0 1,0 0.001 -1 0 42.1095 275 3,13 0.001 0 -1 3,15 0.001 1 -1 0,14 0.001 0 1 9.1677 155 15,3 0.003 0 1 13,2 0.001 1 0 14,3 0.001 1 0 51.0802 198 15,12 0.003 0 -1 15,15 0.001 1 0 14,12 0.001 -1 -1 24.113 18 :15,10 :f,0,0 f,2,14 f,13,14 f,14,2 
126:1,2 0.001 0 1 1,1 0.001 -1 0 1,0 0.001 -1 0 49.1106 290 3,13 0.001 0 -1 3,15 0.001 0 -1 0,15 0.001 0 1 9.1687 155 15,3 0.003 0 1 13,2 0.001 1 0 14,3 0.001 1 -1 57.0803 213 15,12 0.003 0 -1 15,15 0.001 1 -1 14,12 0.001 -1 -1 24.113 18 :15,11 :f,2,14 f,3,2 f,13,14 f,14,2 
127:1,2 0.001 1 1 1,1 0.001 -1 0 0,0 0.001 -1 0 49.1116 290 3,13 0.001 0 -1 3,14 0.001 0 -1 0,15 0.001 1 1 9.1697 155 15,3 0.003 0 1 13,2 0.001 1 0 15,2 0.001 1 -1 64.0814 228 15,12 0.003 0 -1 15,15 0.001 0 -1 14,12 0.001 -1 0 24.113 18 :15,12 :f,2,14 f,3,2 f,12,3 f,13,14 
128:1,2 0.001 1 0 1,1 0.001 -1 1 0,0 0.001 -1 1 49.1116 290 3,12 0.001 0 -1 3,13 0.001 0 -1 0,15 0.001 1 0 9.1717 155 15,3 0.003 0 1 14,2 0.001 1 0 15,2 0.001 1 -1 67.0824 228 15,12 0.002 0 -1 15,14 0.001 0 -1 13,12 0.001 -1 0 24.115 14 :15,11 :f,2,14 f,3,2 f,12,3 f,13,14 
129:2,2 0.001 1 0 1,1 0.001 0 1 0,0 0.001 0 1 49.1126 290 3,12 0.001 -1 -1 3,13 0.001 0 -1 1,15 0.001 1 0 9.1727 155 15,3 0.003 0 1 14,2 0.001 1 0 15,2 0.001 0 -1 67.0824 228 15,12 0.003 0 -1 15,14 0.001 0 -1 12,12 0.001 -1 0 24.116 14 :15,10 :f,2,14 f,3,2 f,12,3 f,13,14 
130:2,2 0.001 1 0 1,2 0.001 0 1 0,1 0.001 0 1 56.1147 305 3,12 0.001 -1 0 3,13 0.001 -1 -1 1,15 0.001 1 0 9.1727 155 15,3 0.003 0 1 14,2 0.001 1 -1 15,1 0.001 0 -1 67.0834 228 15,12 0.003 0 -1 15,13 0.001 0 -1 12,12 0.001 -1 1 24.117 14 :15,9 :f,2,14 f,3,0 f,12,3 f,13,14 
