16
0:2,1 0.003 -1 0 3,3 0.003 0 1 1,1 0.002 1 0 0 50 3,12 0.001 1 0 0,12 0.003 1 -1 0,15 0.003 1 -1 0 45 15,0 0.001 1 -1 15,3 0.003 -1 1 15,1 0.002 0 -1 0.001 50 15,13 0.001 0 -1 12,14 0.003 0 -1 12,12 0.002 0 -1 0.003 50 ::f,0,1 s,1,14 f,3,13 f,13,15 f,14,0 
1:2,1 0.003 -1 0 3,3 0.001 0 1 1,1 0.002 1 0 0 50 3,12 0.001 1 0 0,12 0.003 1 -1 0,15 0.003 1 -1 0 45 15,0 0.001 1 -1 15,3 0.003 -1 1 15,1 0.001 0 -1 0.001 50 15,13 0.001 0 -1 12,14 0.001 0 -1 12,12 0.001 0 -1 0.003 50 ::f,0,1 s,1,14 f,3,13 f,13,15 f,14,0 
2:2,1 0.003 -1 0 3,3 0.001 -1 1 1,1 0.002 1 0 0 50 3,12 0.001 1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0 45 15,0 0.001 1 0 15,3 0.003 -1 1 15,1 0.001 1 -1 0.001 50 15,13 0.001 1 -1 12,14 0.001 1 -1 12,12 0.001 1 -1 0.003 50 ::f,0,1 s,1,14 f,3,13 f,13,15 f,14,0 
3:2,1 0.003 -1 0 3,3 0.001 -1 1 1,1 0.002 1 0 0 50 3,12 0.001 1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0 45 15,0 0.001 1 0 15,3 0.003 -1 1 15,1 0.001 1 -1 0.001 50 15,13 0.001 1 -1 12,14 0.001 1 -1 12,12 0.001 1 -1 0.003 50 ::f,0,1 s,1,14 f,3,13 f,13,15 f,14,0 
4:2,1 0.003 -1 0 3,3 0.001 -1 0 1,1 0.002 1 0 0 50 3,12 0.001 0 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0 45 15,0 0.001 1 1 15,3 0.003 -1 1 15,1 0.001 1 0 0.001 50 15,13 0.001 1 0 12,14 0.001 1 0 12,12 0.001 1 0 0.003 50 ::f,0,1 s,1,14 f,3,13 f,13,15 f,14,0 
5:2,1 0.003 -1 0 3,3 0.001 -1 0 1,1 0.002 1 0 0 50 3,12 0.001 0 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0001 60 15,0 0.001 1 1 15,3 0.003 -1 1 15,1 0.001 1 0 0.001 50 15,13 0.001 1 0 12,14 0.001 1 0 12,12 0.001 1 0 0.003 50 ::f,0,1 f,0,13 s,1,14 f,13,15 f,14,0 
6:2,1 0.003 -1 0 3,3 0.001 -1 -1 1,1 0.002 1 0 0 50 3,12 0.001 -1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0001 60 15,0 0.001 0 1 15,3 0.003 -1 1 15,1 0.001 1 1 0.001 50 15,13 0.001 1 1 12,14 0.001 1 1 12,12 0.001 1 1 0.003 50 ::f,0,1 f,0,13 s,1,14 f,13,15 f,14,0 
7:2,1 0.003 -1 0 2,2 0.001 -1 -1 1,1 0.002 1 0 0.001 50 2,13 0.001 -1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 0 1 15,3 0.003 -1 1 15,1 0.001 1 1 0.001 50 15,13 0.001 1 1 12,14 0.001 1 1 12,12 0.003 1 1 0.0031 60 ::f,0,1 f,0,13 s,1,14 s,13,13 f,14,0 f,15,14 
8:2,1 0.003 -1 0 2,2 0.001 -1 -1 1,1 0.002 1 0 0.001 50 2,13 0.001 -1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 0 1 15,3 0.003 -1 1 15,1 0.001 0 1 0.001 50 15,13 0.001 0 1 12,14 0.001 0 1 12,12 0.003 0 1 0.0031 60 ::f,0,1 f,0,13 s,1,14 s,13,13 f,14,0 f,15,14 
9:2,1 0.003 -1 0 2,2 0.001 0 -1 1,1 0.002 1 0 0.001 50 2,13 0.001 -1 0 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 -1 1 15,3 0.003 -1 1 15,2 0.001 0 1 0.002 50 15,13 0.001 0 1 12,14 0.001 0 1 12,13 0.003 0 1 0.0041 60 ::f,0,1 f,0,13 s,1,14 s,13,13 f,14,0 f,15,14 
10:2,1 0.003 -1 0 2,2 0.001 0 -1 1,1 0.002 1 0 0.001 50 2,13 0.001 -1 0 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 -1 1 15,3 0.003 -1 1 15,2 0.001 0 1 0.002 50 15,13 0.001 0 1 12,14 0.001 -1 1 12,13 0.001 0 1 0.0042 75 ::f,0,1 f,0,13 s,1,14 s,13,13 f,14,0 f,14,13 
11:2,1 0.003 -1 0 2,2 0.001 1 -1 1,1 0.002 1 0 0.001 50 2,13 0.001 -1 -1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 -1 0 15,3 0.003 -1 1 15,2 0.001 -1 1 0.002 50 15,13 0.001 -1 1 12,14 0.001 -1 1 12,13 0.001 -1 1 0.0042 75 ::f,0,1 f,0,13 s,1,14 s,13,13 f,14,0 f,14,13 
12:2,1 0.003 -1 0 2,2 0.001 1 -1 1,1 0.002 1 0 0.001 50 2,13 0.001 -1 -1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 -1 0 15,3 0.003 -1 1 15,2 0.001 -1 1 0.0021 65 15,13 0.001 -1 1 12,14 0.001 -1 0 12,13 0.001 -1 1 0.0042 75 ::f,0,1 f,0,13 s,1,14 f,12,3 s,13,13 f,14,13 
13:2,1 0.003 -1 0 2,2 0.001 1 0 1,1 0.002 1 0 0.001 50 2,13 0.001 0 -1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 -1 -1 15,3 0.003 -1 1 15,2 0.001 -1 0 0.0021 65 15,13 0.001 -1 0 12,14 0.001 -1 0 12,13 0.001 -1 0 0.0042 75 ::f,0,1 f,0,13 s,1,14 f,12,3 s,13,13 f,14,13 
14:2,1 0.003 -1 0 2,2 0.001 1 0 1,1 0.002 1 0 0.001 50 2,13 0.001 0 -1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 -1 -1 15,3 0.003 -1 1 14,2 0.001 -1 0 0.0031 65 15,13 0.001 -1 0 12,14 0.001 -1 -1 12,13 0.001 -1 0 0.0042 75 ::f,0,1 f,0,13 s,1,14 f,12,3 s,13,13 f,14,13 
15:2,1 0.003 -1 0 2,2 0.001 1 1 1,1 0.002 1 0 0.001 50 2,13 0.001 1 -1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 0 -1 15,3 0.003 -1 1 14,2 0.001 -1 0 0.0031 65 15,13 0.001 -1 0 12,14 0.001 -1 -1 12,13 0.003 -1 0 1.0043 90 ::f,0,1 f,0,13 s,1,14 f,12,3 f,13,12 s,13,13 
16:2,1 0.003 -1 0 2,2 0.001 1 1 1,1 0.002 1 0 0.001 50 2,13 0.001 1 -1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 0 -1 15,3 0.003 -1 1 14,2 0.001 -1 -1 0.0031 65 15,13 0.001 -1 -1 12,14 0.001 0 -1 12,13 0.001 -1 0 1.0043 90 ::f,0,1 f,0,13 s,1,14 f,12,3 f,13,12 s,13,13 
17:2,1 0.003 -1 0 2,2 0.001 0 1 1,1 0.002 1 0 0.001 50 2,13 0.001 1 0 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 1 -1 15,3 0.003 -1 1 14,2 0.001 -1 -1 0.0031 65 15,13 0.001 -1 -1 12,14 0.001 0 -1 12,13 0.001 -1 -1 1.0043 90 ::f,0,1 f,0,13 s,1,14 f,12,3 f,13,12 s,13,13 
18:2,1 0.003 -1 0 2,2 0.001 0 1 1,1 0.002 1 0 0.001 50 2,13 0.001 1 0 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 1 -1 15,3 0.003 -1 1 14,2 0.001 0 -1 0.0031 65 15,13 0.001 0 -1 12,14 0.001 0 -1 12,13 0.001 -1 -1 1.0043 90 ::f,0,1 f,0,13 s,1,14 f,12,3 f,13,12 s,13,13 
19:2,1 0.003 -1 0 2,2 0.001 -1 1 1,1 0.002 1 0 0.001 50 2,13 0.001 1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 1 0 15,3 0.003 -1 1 14,2 0.001 0 -1 0.0031 65 15,13 0.001 0 -1 12,14 0.001 1 -1 12,13 0.001 0 -1 1.0043 90 ::f,0,1 f,0,13 s,1,14 f,12,3 f,13,12 s,13,13 
20:2,1 0.003 -1 0 2,2 0.001 -1 1 1,1 0.002 1 0 0.001 50 2,13 0.001 1 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 1 0 15,3 0.003 -1 1 14,2 0.001 1 -1 0.0031 65 15,13 0.001 1 -1 12,14 0.001 1 -1 12,13 0.001 0 -1 1.0043 90 ::f,0,1 f,0,13 s,1,14 f,12,3 f,13,12 s,13,13 
21:2,1 0.003 -1 0 2,2 0.001 -1 0 1,1 0.002 1 0 0.001 50 2,13 0.001 0 1 0,12 0.003 1 -1 0,15 0.003 1 -1 0.0011 60 15,0 0.001 1 1 15,3 0.003 -1 1 14,2 0.001 1 -1 0.0031 65 15,13 0.001 1 -1 12,14 0.001 1 0 12,13 0.003 0 -1 1.0043 85 ::f,0,1 f,0,13 s,1,14 f,12,3 s,12,12 f,13,12 s,13,13 
22:2,1 0.003 -1 0 1,2 0.001 -1 0 1,1 0.002 1 0 0.002 50 2,14 0.001 0 1 0,12 0.003 1 -1 0,15 0.001 1 -1 0.0021 60 15,0 0.001 1 1 15,3 0.003 -1 1 14,2 0.001 1 0 0.0031 65 15,13 0.001 1 0 12,14 0.001 1 0 12,13 0.001 0 -1 1.0043 85 ::f,0,1 f,0,13 s,1,14 f,12,3 s,12,12 f,13,12 s,13,13 
23:2,1 0.003 -1 0 1,2 0.001 -1 0 1,1 0.002 1 0 0.002 50 2,14 0.001 0 1 0,12 0.003 1 -1 0,15 0.001 1 0 0.0021 60 15,0 0.001 0 1 15,3 0.003 -1 1 14,2 0.001 1 0 0.0031 65 15,13 0.001 1 0 12,14 0.001 1 1 12,13 0.001 1 -1 1.0043 85 ::f,0,1 f,0,13 s,1,14 f,12,3 s,12,12 f,13,12 s,13,13 
24:2,1 0.003 -1 0 1,2 0.001 -1 -1 1,1 0.002 1 0 0.002 50 2,14 0.001 -1 1 0,12 0.003 1 -1 1,15 0.001 1 0 0.0031 60 15,1 0.001 0 1 15,3 0.003 -1 1 14,2 0.001 1 1 0.0041 65 15,13 0.001 1 1 12,14 0.001 1 1 12,13 0.003 1 -1 1.0043 85 ::f,0,1 f,0,13 s,1,14 f,12,3 s,12,12 f,13,12 s,13,13 
25:2,1 0.003 -1 0 1,2 0.001 -1 -1 1,1 0.002 1 0 0.0021 65 2,14 0.001 -1 1 0,12 0.003 1 -1 2,15 0.001 1 0 0.0041 60 15,2 0.001 0 1 15,3 0.003 -1 1 14,2 0.001 1 1 0.0051 65 15,13 0.001 1 1 12,14 0.001 0 1 12,13 0.003 1 0 1.0043 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
26:2,1 0.003 -1 0 1,2 0.001 0 -1 1,1 0.002 1 0 0.0021 65 2,14 0.001 -1 0 0,12 0.003 1 -1 2,15 0.001 1 0 0.0041 60 15,2 0.001 0 1 15,3 0.003 -1 1 14,2 0.001 0 1 0.0051 65 15,13 0.001 0 1 12,14 0.001 0 1 12,13 0.003 1 0 1.0043 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
27:2,1 0.003 -1 0 1,2 0.001 0 -1 1,1 0.002 1 0 0.0021 65 2,14 0.001 -1 0 0,12 0.003 1 -1 2,15 0.001 1 1 0.0041 60 15,2 0.001 -1 1 15,3 0.003 -1 1 14,2 0.001 0 1 0.0051 65 15,14 0.001 0 1 12,14 0.001 -1 1 12,13 0.001 1 0 1.0053 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
28:2,1 0.003 -1 0 1,2 0.001 0 -1 1,1 0.002 1 0 0.0021 65 2,14 0.001 -1 0 0,12 0.003 1 -1 2,15 0.001 0 1 0.0041 60 15,2 0.001 -1 1 15,3 0.003 -1 1 14,2 0.001 -1 1 0.0051 65 15,14 0.001 0 1 12,14 0.001 -1 1 12,13 0.001 1 1 1.0053 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
29:2,1 0.003 -1 0 1,2 0.001 1 -1 1,1 0.002 1 0 0.0021 65 2,14 0.001 -1 -1 0,12 0.003 1 -1 2,15 0.001 -1 1 0.0041 60 15,2 0.001 -1 0 15,3 0.003 -1 1 14,2 0.001 -1 1 0.0051 65 15,14 0.001 -1 1 12,14 0.001 -1 0 12,13 0.001 1 1 1.0053 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
30:2,1 0.003 -1 0 1,2 0.001 1 -1 1,1 0.002 1 0 0.0021 65 1,13 0.001 -1 -1 0,12 0.003 1 -1 2,15 0.001 -1 0 0.0051 60 15,2 0.001 -1 0 15,3 0.003 -1 1 14,2 0.001 -1 0 0.0051 65 15,14 0.001 -1 1 12,14 0.001 -1 0 12,13 0.001 0 1 1.0053 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
31:2,1 0.003 -1 0 1,2 0.001 1 0 1,1 0.002 1 0 0.0021 65 1,13 0.001 -1 -1 0,12 0.003 1 -1 2,15 0.001 -1 -1 0.0051 60 15,2 0.001 -1 0 15,3 0.003 -1 1 13,2 0.001 -1 0 0.0061 65 15,14 0.001 -1 0 12,14 0.001 -1 -1 12,13 0.001 0 1 1.0053 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
32:2,1 0.003 -1 0 1,2 0.001 1 0 1,1 0.002 1 0 0.0021 65 1,13 0.001 0 -1 0,12 0.003 1 -1 2,15 0.001 0 -1 0.0051 60 14,2 0.001 -1 0 15,3 0.003 -1 1 13,2 0.001 -1 0 0.0071 65 14,14 0.001 -1 0 12,14 0.001 -1 -1 12,13 0.001 -1 1 1.0063 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
33:2,1 0.003 -1 0 1,2 0.001 1 1 1,1 0.002 1 0 0.0021 65 1,13 0.001 0 -1 0,12 0.003 1 -1 2,15 0.001 0 -1 0.0051 60 14,2 0.001 -1 0 15,3 0.003 -1 1 13,2 0.001 -1 -1 0.0071 65 13,14 0.001 -1 0 12,14 0.001 0 -1 12,13 0.001 -1 1 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
34:2,1 0.003 -1 0 1,2 0.001 1 1 1,1 0.002 1 0 0.0021 65 1,13 0.001 1 -1 0,12 0.003 1 -1 2,15 0.001 1 -1 0.0051 60 14,2 0.001 -1 -1 15,3 0.003 -1 1 13,2 0.001 -1 -1 0.0071 65 13,14 0.001 -1 0 12,14 0.001 0 -1 12,13 0.001 -1 0 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
35:2,1 0.003 -1 0 1,2 0.001 0 1 1,1 0.002 1 0 0.0021 65 1,13 0.001 1 -1 0,12 0.003 1 -1 2,15 0.001 1 0 0.0051 60 14,2 0.001 -1 -1 15,3 0.003 -1 1 13,2 0.001 0 -1 0.0071 65 13,14 0.001 -1 -1 12,14 0.001 0 -1 12,13 0.001 -1 0 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
36:2,1 0.003 -1 0 1,2 0.001 0 1 1,1 0.002 1 0 0.0021 65 1,13 0.001 1 0 0,12 0.003 1 -1 2,15 0.001 1 1 0.0051 60 14,2 0.001 0 -1 15,3 0.003 -1 1 13,1 0.001 0 -1 0.0081 65 13,14 0.001 -1 -1 12,14 0.001 1 -1 12,13 0.001 -1 -1 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
37:2,1 0.003 -1 0 1,2 0.001 -1 1 1,1 0.002 1 0 0.0021 65 2,13 0.001 1 0 0,12 0.003 1 -1 2,15 0.001 0 1 0.0061 60 14,2 0.001 0 -1 15,3 0.003 -1 1 13,1 0.001 0 -1 0.0081 65 13,14 0.001 0 -1 12,14 0.001 1 -1 12,13 0.001 -1 -1 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
38:2,1 0.003 -1 0 1,2 0.001 -1 1 1,1 0.002 1 0 0.0021 65 2,13 0.001 1 0 0,12 0.003 1 -1 2,15 0.001 -1 1 0.0061 60 14,2 0.001 1 -1 15,3 0.003 -1 1 13,1 0.001 1 -1 0.0081 65 13,14 0.001 0 -1 12,14 0.001 1 0 12,13 0.001 0 -1 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
39:2,1 0.003 -1 0 1,2 0.001 -1 0 1,1 0.002 1 0 0.0021 65 2,13 0.001 1 1 0,12 0.003 1 -1 2,15 0.001 -1 0 0.0061 60 14,2 0.001 1 -1 15,3 0.003 -1 1 13,1 0.001 1 -1 0.0081 65 13,14 0.001 0 -1 12,14 0.001 1 0 12,13 0.003 0 -1 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
40:2,1 0.003 -1 0 1,2 0.001 -1 0 1,1 0.002 1 0 0.0021 65 2,13 0.001 1 1 0,12 0.003 1 -1 2,15 0.001 -1 -1 0.0061 60 14,2 0.001 1 0 15,3 0.003 -1 1 13,1 0.001 1 0 0.0081 65 13,14 0.001 1 -1 12,14 0.001 1 1 12,13 0.003 1 -1 1.0073 85 ::f,0,13 s,1,14 f,3,3 f,12,3 s,12,12 f,13,12 s,13,13 
