16
0:0,1 0.001 0 -1 0,2 0.003 1 -1 0,0 0.002 -1 0 0 50 3,14 0.001 1 -1 1,12 0.003 -1 0 3,12 0.002 -1 -1 0.002 50 13,2 0.001 1 0 15,0 0.003 1 -1 14,2 0.002 0 -1 0.002 50 12,15 0.001 1 0 13,12 0.003 -1 -1 13,15 0.002 -1 0 0.001 50 ::f,1,1 f,1,13 f,12,3 f,14,12 
1:0,1 0.001 0 -1 0,2 0.001 1 -1 0,0 0.001 -1 0 0.0001 65 3,14 0.001 1 -1 1,12 0.001 -1 0 3,12 0.001 -1 -1 0.002 50 13,2 0.001 1 0 15,0 0.001 1 -1 14,2 0.001 0 -1 0.002 50 12,15 0.001 1 0 13,12 0.001 -1 -1 13,15 0.001 -1 0 0.001 50 ::f,1,13 f,3,2 f,12,3 f,14,12 
2:0,1 0.001 -1 -1 0,2 0.001 0 -1 0,0 0.001 -1 1 0.0001 65 3,14 0.001 0 -1 1,12 0.001 -1 1 3,12 0.001 -1 0 0.002 50 13,2 0.001 1 -1 15,0 0.001 0 -1 14,2 0.001 1 -1 0.002 50 12,15 0.001 1 0 13,12 0.001 0 -1 13,15 0.001 -1 1 0.001 50 ::f,1,13 f,3,2 f,12,3 f,14,12 
3:0,1 0.001 -1 -1 0,2 0.001 0 -1 0,0 0.001 -1 1 0.0001 65 3,14 0.001 0 -1 1,12 0.001 -1 1 3,12 0.001 -1 0 0.002 50 13,2 0.001 1 -1 15,0 0.001 0 -1 14,2 0.001 1 -1 0.002 50 12,15 0.001 1 0 13,12 0.001 0 -1 13,15 0.001 -1 1 0.001 50 ::f,1,13 f,3,2 f,12,3 f,14,12 
4:0,1 0.001 -1 0 0,2 0.001 -1 -1 0,0 0.001 0 1 0.0001 65 3,14 0.001 -1 -1 1,12 0.001 0 1 3,12 0.001 -1 1 0.002 50 13,2 0.001 0 -1 15,0 0.001 -1 -1 14,2 0.001 1 0 0.002 50 12,15 0.001 1 0 13,12 0.001 -1 -1 13,15 0.001 0 1 0.001 50 ::f,1,13 f,3,2 f,12,3 f,14,12 
5:0,1 0.001 -1 0 0,2 0.001 -1 -1 0,0 0.001 0 1 0.0001 65 3,14 0.001 -1 -1 1,12 0.001 0 1 3,12 0.001 -1 1 0.0021 65 13,2 0.001 0 -1 15,0 0.001 -1 -1 14,2 0.001 1 0 0.002 50 12,15 0.001 1 0 13,12 0.001 -1 -1 13,15 0.001 0 1 0.001 50 ::f,0,14 f,3,2 f,12,3 f,14,12 
6:0,1 0.001 -1 1 0,2 0.001 -1 0 0,0 0.001 0 1 0.0001 65 3,14 0.001 -1 0 1,12 0.001 1 1 3,12 0.001 0 1 0.0021 65 13,2 0.001 -1 -1 15,0 0.001 -1 0 14,2 0.001 1 1 0.002 50 12,15 0.001 1 0 13,12 0.001 0 -1 13,15 0.001 1 1 0.001 50 ::f,0,14 f,3,2 f,12,3 f,14,12 
7:0,1 0.001 -1 1 0,2 0.001 -1 0 0,0 0.001 1 1 0.0001 65 3,14 0.001 -1 0 2,13 0.001 1 1 3,12 0.001 0 1 0.0031 65 13,2 0.001 -1 -1 14,0 0.001 -1 0 14,2 0.001 1 1 0.003 50 12,15 0.001 1 0 13,12 0.001 1 -1 13,15 0.001 1 1 0.001 50 ::f,0,14 f,3,2 f,12,3 f,14,12 
8:0,1 0.001 0 1 0,2 0.001 -1 1 0,0 0.001 1 1 0.0001 65 3,14 0.001 -1 1 2,13 0.001 1 1 3,12 0.001 1 1 0.0031 65 13,2 0.001 -1 0 14,0 0.001 -1 0 14,2 0.001 0 1 0.003 50 12,15 0.001 1 0 13,12 0.001 0 -1 13,15 0.001 1 0 0.001 50 ::f,0,14 f,3,2 f,12,3 f,14,12 
9:0,1 0.001 0 1 0,2 0.001 -1 1 0,0 0.001 1 0 0.0001 65 3,14 0.001 -1 1 2,13 0.001 1 0 3,12 0.001 1 1 0.0031 65 13,2 0.001 -1 0 14,0 0.001 -1 1 14,2 0.001 -1 1 0.003 50 12,15 0.001 1 0 13,12 0.001 0 -1 14,15 0.001 1 0 0.002 50 ::f,0,14 f,3,2 f,12,3 f,14,12 
