16
0:1,0 0.001 -1 -1 1,2 0.003 0 1 2,3 0.002 -1 0 0.002 50 1,14 0.001 -1 1 0,12 0.003 1 -1 0,15 0.002 1 -1 0 50 14,3 0.001 -1 0 15,1 0.003 0 1 13,2 0.002 1 0 0.003 50 12,14 0.001 -1 -1 13,12 0.003 -1 -1 15,12 0.003 1 1 0.001 50 ::f,1,3 f,2,15 f,14,0 f,15,13 
1:1,0 0.001 -1 -1 1,2 0.001 0 1 2,3 0.001 -1 0 0.0021 65 1,14 0.001 -1 1 0,12 0.001 1 -1 0,15 0.001 1 -1 0 50 14,3 0.001 -1 0 15,1 0.001 0 1 13,2 0.001 1 0 0.003 50 12,14 0.001 -1 -1 13,12 0.001 -1 -1 15,12 0.003 1 1 0.001 50 ::f,2,15 f,3,2 f,14,0 f,15,13 
2:1,0 0.001 0 -1 1,2 0.001 -1 1 2,3 0.001 -1 -1 0.0021 65 1,14 0.001 -1 0 0,12 0.001 1 0 0,15 0.001 1 0 0 50 14,3 0.001 -1 -1 15,1 0.001 -1 1 13,2 0.001 1 1 0.003 50 12,14 0.001 0 -1 13,12 0.001 0 -1 15,12 0.003 1 1 0.001 50 ::f,2,15 f,3,2 f,14,0 f,15,13 
3:1,0 0.001 0 -1 1,2 0.001 -1 1 2,3 0.001 -1 -1 0.0021 65 1,14 0.001 -1 0 0,12 0.001 1 0 0,15 0.001 1 0 0 50 14,3 0.001 -1 -1 15,1 0.001 -1 1 13,2 0.001 1 1 0.003 50 12,14 0.001 0 -1 13,12 0.001 0 -1 15,12 0.003 1 1 0.001 50 ::f,2,15 f,3,2 f,14,0 f,15,13 
4:1,0 0.001 1 -1 1,2 0.001 -1 0 2,3 0.001 0 -1 0.0021 65 1,14 0.001 -1 -1 0,12 0.001 1 1 0,15 0.001 1 1 0 50 14,3 0.001 0 -1 15,1 0.001 -1 0 13,2 0.001 0 1 0.003 50 12,14 0.001 1 -1 13,12 0.001 1 -1 15,12 0.003 1 1 0.001 50 ::f,2,15 f,3,2 f,14,0 f,15,13 
5:1,0 0.001 1 -1 1,2 0.001 -1 0 2,3 0.001 0 -1 0.0021 65 0,13 0.001 -1 -1 0,12 0.001 1 1 0,15 0.001 1 1 0.001 50 14,3 0.001 0 -1 15,1 0.001 -1 0 13,2 0.001 0 1 0.003 50 12,14 0.003 1 -1 13,12 0.001 1 -1 15,12 0.003 1 1 0.001 45 ::f,2,15 f,3,2 s,13,13 f,14,0 f,15,13 
6:1,0 0.001 1 0 1,2 0.001 -1 -1 2,3 0.001 1 -1 0.0021 65 0,13 0.001 -1 -1 0,12 0.001 0 1 0,15 0.001 0 1 0.001 50 14,3 0.001 1 -1 15,1 0.001 -1 -1 13,2 0.001 -1 1 0.003 50 12,14 0.003 1 0 13,12 0.001 1 0 15,12 0.003 1 1 0.001 45 ::f,2,15 f,3,2 s,13,13 f,14,0 f,15,13 
7:2,0 0.001 1 0 1,2 0.001 -1 -1 2,3 0.001 1 -1 0.0032 80 0,13 0.001 0 -1 0,12 0.001 0 1 0,15 0.001 0 1 0.001 50 14,3 0.001 1 -1 15,1 0.001 -1 -1 13,2 0.001 -1 1 0.0031 65 12,14 0.001 1 0 14,12 0.001 1 0 15,12 0.003 1 1 0.002 45 ::f,2,2 f,2,15 s,13,13 f,14,0 f,15,13 
8:2,0 0.001 1 0 1,2 0.001 0 -1 2,3 0.001 1 0 0.0032 80 0,13 0.001 0 -1 0,12 0.001 -1 1 0,15 0.001 -1 1 0.001 50 14,3 0.001 1 0 15,1 0.001 0 -1 13,2 0.001 -1 0 0.0031 65 12,14 0.001 1 1 14,12 0.001 1 0 15,12 0.003 1 1 0.002 45 ::f,2,2 f,2,15 s,13,13 f,14,0 f,15,13 
9:2,0 0.001 1 1 1,1 0.001 0 -1 2,3 0.001 1 0 0.0042 80 0,13 0.001 1 -1 0,12 0.001 -1 1 0,15 0.001 -1 1 0.001 50 14,3 0.001 1 0 15,1 0.001 0 -1 13,2 0.001 -1 0 0.0031 65 12,14 0.001 1 1 14,12 0.001 1 1 15,12 0.003 1 1 0.002 45 ::f,2,2 f,2,15 s,13,13 f,14,0 f,15,13 
10:2,0 0.001 1 1 1,1 0.001 0 -1 2,3 0.001 1 1 0.0042 80 1,12 0.001 1 -1 0,12 0.001 -1 0 0,15 0.001 -1 0 0.002 50 14,3 0.001 1 1 15,1 0.001 1 -1 13,2 0.001 -1 -1 0.0031 65 12,14 0.001 0 1 14,12 0.001 1 1 15,12 0.003 1 1 0.002 45 ::f,2,2 f,2,15 s,13,13 f,14,0 f,15,13 
11:2,0 0.001 0 1 1,1 0.001 1 -1 2,3 0.001 1 1 0.0042 80 1,12 0.001 1 -1 0,12 0.001 -1 0 0,15 0.001 -1 0 0.002 50 14,3 0.001 1 1 15,1 0.001 1 -1 12,1 0.001 -1 -1 0.0041 65 12,14 0.001 0 1 14,12 0.001 1 1 15,12 0.003 1 1 0.0021 60 ::f,2,2 f,2,15 s,13,13 f,14,0 f,14,15 
12:2,1 0.001 0 1 1,1 0.001 1 -1 2,3 0.001 0 1 0.0052 80 1,12 0.001 1 0 0,12 0.001 -1 -1 0,15 0.001 -1 -1 0.002 50 14,3 0.001 0 1 15,1 0.001 1 0 12,1 0.001 -1 -1 0.0041 65 12,14 0.001 -1 1 14,12 0.001 0 1 15,12 0.003 1 1 0.0021 60 ::f,2,2 f,2,15 s,13,13 f,14,0 f,14,15 
13:2,1 0.001 0 1 1,1 0.001 1 0 2,3 0.001 0 1 0.0052 80 2,12 0.001 1 0 0,12 0.001 -1 -1 0,15 0.001 -1 -1 0.003 50 14,3 0.001 0 1 15,1 0.001 1 0 12,1 0.001 0 -1 0.0041 65 12,14 0.001 -1 1 14,12 0.001 0 1 15,12 0.003 1 1 0.0021 60 ::f,2,2 f,2,15 s,13,13 f,14,0 f,14,15 
14:2,1 0.001 0 1 1,1 0.001 1 0 2,3 0.001 -1 1 0.0053 95 2,12 0.001 1 0 0,12 0.001 0 -1 0,15 0.001 0 -1 0.003 50 14,3 0.001 -1 1 15,1 0.001 1 1 12,1 0.001 0 -1 0.0041 65 12,14 0.001 -1 0 14,12 0.001 -1 1 15,12 0.003 1 1 0.0021 60 ::f,2,15 f,3,2 s,13,13 f,14,0 f,14,15 
15:2,1 0.001 -1 1 1,1 0.001 1 0 2,3 0.001 -1 1 0.0053 95 2,12 0.001 1 1 0,12 0.001 0 -1 0,14 0.001 0 -1 0.004 50 14,3 0.001 -1 1 15,1 0.001 1 1 12,1 0.001 1 -1 0.0041 65 12,14 0.001 -1 0 14,12 0.001 -1 1 15,12 0.003 1 1 0.0021 60 ::f,2,15 f,3,2 s,13,13 f,14,0 f,14,15 
16:2,1 0.001 -1 1 1,1 0.001 1 1 2,3 0.001 -1 0 0.0053 95 3,13 0.001 1 1 0,12 0.001 1 -1 0,13 0.001 0 -1 0.006 50 14,3 0.001 -1 0 15,1 0.001 0 1 13,0 0.001 1 -1 0.0051 65 12,14 0.001 -1 -1 14,12 0.001 -1 0 15,12 0.003 1 1 0.0021 60 ::f,2,15 f,3,2 s,13,13 f,14,0 f,14,15 
17:2,1 0.001 -1 0 1,1 0.001 1 1 1,3 0.001 -1 0 0.0063 95 3,13 0.001 1 1 0,12 0.001 1 -1 0,13 0.001 0 -1 0.006 50 13,3 0.001 -1 0 15,2 0.001 0 1 13,0 0.001 1 -1 0.0071 65 12,14 0.001 -1 -1 14,12 0.001 -1 0 15,12 0.003 1 1 0.0021 60 ::f,2,15 f,3,2 s,13,13 f,14,0 f,14,15 
18:2,1 0.001 -1 0 1,1 0.001 0 1 1,3 0.001 -1 0 0.0063 95 3,13 0.001 0 1 0,12 0.001 1 0 0,13 0.001 1 -1 0.006 50 13,3 0.001 -1 0 15,2 0.001 0 1 13,0 0.001 1 0 0.0071 65 12,14 0.001 0 -1 14,12 0.001 -1 -1 15,12 0.003 1 1 0.0021 60 ::f,2,15 f,3,2 s,13,13 f,14,0 f,14,15 
19:2,1 0.001 -1 -1 1,2 0.001 0 1 1,3 0.001 -1 -1 0.0073 95 3,14 0.001 0 1 1,12 0.001 1 0 0,13 0.001 1 -1 0.008 50 13,3 0.001 -1 -1 15,2 0.001 -1 1 13,0 0.001 1 0 0.0071 65 12,13 0.001 0 -1 14,12 0.001 -1 -1 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,0 f,14,15 
20:2,1 0.001 -1 -1 1,2 0.001 0 1 0,2 0.001 -1 -1 0.0083 95 3,14 0.001 0 1 1,12 0.001 1 0 0,13 0.001 1 0 0.008 50 12,2 0.001 -1 -1 15,2 0.001 -1 1 13,0 0.001 1 0 0.0082 80 12,13 0.001 0 -1 14,12 0.001 0 -1 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,15 f,15,0 
21:2,1 0.001 0 -1 1,2 0.001 -1 1 0,2 0.001 -1 -1 0.0083 95 3,14 0.001 -1 1 1,12 0.001 1 1 1,13 0.001 1 0 0.009 50 12,2 0.001 -1 -1 15,2 0.001 -1 0 13,0 0.001 1 1 0.0082 80 12,13 0.001 1 -1 14,12 0.001 0 -1 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,15 f,15,0 
22:2,1 0.001 0 -1 1,2 0.001 -1 1 0,2 0.001 0 -1 0.0083 95 3,14 0.001 -1 1 1,12 0.001 1 1 1,13 0.001 1 0 0.009 50 12,2 0.001 0 -1 14,2 0.001 -1 0 14,1 0.001 1 1 0.0102 80 12,13 0.001 1 -1 14,12 0.001 1 -1 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,15 f,15,0 
23:2,1 0.001 1 -1 1,2 0.001 -1 0 0,1 0.001 0 -1 0.0093 95 3,14 0.001 -1 1 1,12 0.001 0 1 1,13 0.001 1 1 0.0091 65 12,1 0.001 0 -1 14,2 0.001 -1 0 14,1 0.001 1 1 0.0112 80 12,13 0.001 1 0 14,12 0.001 1 -1 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,15 f,15,0 
24:2,1 0.001 1 -1 1,2 0.001 -1 0 0,1 0.001 0 -1 0.0093 95 3,14 0.001 -1 0 1,12 0.001 0 1 1,13 0.001 1 1 0.0091 65 12,1 0.001 0 -1 14,2 0.001 -1 -1 14,1 0.001 0 1 0.0112 80 12,13 0.001 1 0 14,12 0.001 1 0 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,15 f,15,0 
25:2,1 0.001 1 0 1,2 0.001 -1 -1 0,1 0.001 1 -1 0.0093 95 2,14 0.001 -1 0 1,12 0.001 -1 1 1,13 0.001 0 1 0.0101 65 12,1 0.001 1 -1 14,2 0.001 -1 -1 14,1 0.001 0 1 0.0112 80 12,13 0.001 1 0 14,12 0.001 1 0 15,12 0.003 1 1 0.0031 60 ::f,2,15 f,3,2 s,13,13 f,14,15 f,15,0 
