16
0:0,3 0.001 1 -1 2,1 0.003 0 -1 3,1 0.002 1 1 0.002 50 0,14 0.001 -1 1 0,15 0.003 -1 0 1,15 0.002 -1 1 0.003 50 15,3 0.001 0 1 13,3 0.003 0 1 13,1 0.002 -1 1 0.002 50 15,12 0.001 1 0 13,13 0.003 1 0 12,12 0.002 1 1 0.002 50 ::f,0,12 f,1,2 f,15,2 f,15,14 
1:0,3 0.001 1 -1 2,1 0.001 0 -1 3,1 0.001 1 1 0.0021 65 0,14 0.001 -1 1 0,15 0.001 -1 0 1,15 0.001 -1 1 0.003 50 15,3 0.001 0 1 13,3 0.001 0 1 13,1 0.003 -1 1 0.002 45 15,12 0.001 1 0 14,13 0.003 1 0 12,12 0.001 1 1 0.003 50 ::f,0,0 f,0,12 s,12,2 f,15,2 f,15,14 
2:1,2 0.001 1 -1 2,0 0.001 0 -1 3,1 0.001 1 1 0.0041 65 0,14 0.001 -1 1 0,15 0.001 -1 0 1,15 0.001 -1 1 0.003 50 15,3 0.001 0 1 13,3 0.001 0 1 13,1 0.003 0 1 0.002 45 15,12 0.001 1 0 14,13 0.001 1 0 13,13 0.001 1 1 0.004 50 ::f,0,0 f,0,12 s,12,2 f,15,2 f,15,14 
3:1,2 0.001 1 -1 2,0 0.001 0 -1 3,1 0.001 1 1 0.0041 65 0,14 0.001 -1 1 0,15 0.001 -1 0 1,15 0.001 -1 1 0.003 50 15,3 0.001 0 1 13,3 0.001 0 1 13,2 0.003 0 1 0.003 45 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,2 s,15,13 f,15,14 
4:1,2 0.001 1 0 2,0 0.001 1 -1 3,1 0.001 0 1 0.0041 65 0,14 0.001 -1 0 0,15 0.001 -1 -1 1,15 0.001 -1 0 0.003 50 15,3 0.001 -1 1 13,3 0.001 -1 1 13,2 0.001 0 1 0.003 45 15,12 0.001 1 1 14,13 0.003 1 0 13,13 0.001 0 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,2 s,15,13 f,15,14 
5:1,2 0.001 1 0 2,0 0.001 1 -1 3,1 0.001 0 1 0.0041 65 0,14 0.001 -1 0 0,15 0.001 -1 -1 1,15 0.001 -1 0 0.003 50 15,3 0.001 -1 1 13,3 0.001 -1 1 13,2 0.001 1 1 0.003 45 15,12 0.001 1 1 14,13 0.003 1 0 13,13 0.001 0 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,2 s,15,13 f,15,14 
6:1,2 0.001 1 1 2,0 0.001 1 0 3,1 0.001 -1 1 0.0041 65 0,14 0.001 -1 -1 0,15 0.001 0 -1 1,15 0.001 -1 -1 0.003 50 15,3 0.001 -1 0 13,3 0.001 -1 0 13,2 0.001 1 0 0.003 45 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,2 s,15,13 f,15,14 
7:1,2 0.001 1 1 2,0 0.001 1 0 3,1 0.001 -1 1 0.0041 65 0,14 0.001 -1 -1 0,15 0.001 0 -1 1,15 0.001 -1 -1 0.003 50 14,3 0.001 -1 0 13,3 0.001 -1 0 14,2 0.001 1 0 0.005 45 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,2 s,15,13 f,15,14 
8:1,2 0.001 0 1 2,0 0.001 1 1 3,1 0.001 -1 0 0.0041 65 0,14 0.001 0 -1 0,15 0.001 0 -1 1,15 0.001 0 -1 0.003 50 14,3 0.001 -1 0 13,3 0.001 -1 -1 14,2 0.001 1 0 0.0051 60 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 0 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,3 s,15,13 f,15,14 
9:1,2 0.001 0 1 2,0 0.001 1 1 3,1 0.001 -1 0 0.0041 65 0,13 0.001 0 -1 0,14 0.001 0 -1 1,14 0.001 0 -1 0.006 50 14,3 0.001 -1 -1 13,3 0.001 -1 -1 14,2 0.001 1 -1 0.0051 60 15,12 0.001 -1 1 14,13 0.003 1 0 13,13 0.001 -1 0 0.004 45 ::f,0,0 f,0,12 s,12,2 f,15,3 s,15,13 f,15,14 
10:1,2 0.001 -1 1 2,0 0.001 0 1 3,1 0.001 -1 -1 0.0041 65 0,13 0.001 0 -1 0,14 0.001 0 -1 1,14 0.001 0 -1 0.0061 65 14,3 0.001 -1 -1 13,3 0.001 0 -1 14,2 0.001 0 -1 0.0051 60 15,12 0.001 -1 1 14,13 0.003 1 0 13,13 0.001 -1 -1 0.004 45 ::f,0,0 f,3,13 s,12,2 f,15,3 s,15,13 f,15,14 
11:1,2 0.001 -1 1 2,1 0.001 0 1 3,1 0.001 -1 -1 0.0051 65 0,13 0.001 1 -1 0,14 0.001 1 -1 1,14 0.001 1 -1 0.0061 65 14,3 0.001 0 -1 13,2 0.001 0 -1 14,1 0.001 0 -1 0.0071 60 15,12 0.001 -1 0 14,13 0.003 1 0 13,13 0.001 -1 -1 0.004 45 ::f,0,0 f,3,13 s,12,2 f,15,3 s,15,13 f,15,14 
12:1,2 0.001 -1 0 2,1 0.001 0 1 3,1 0.001 0 -1 0.0051 65 0,13 0.001 1 -1 0,14 0.001 1 -1 1,14 0.001 1 -1 0.0061 65 14,2 0.001 0 -1 13,2 0.001 0 -1 14,1 0.001 0 -1 0.0081 60 15,12 0.001 -1 0 14,13 0.003 1 0 13,13 0.001 0 -1 0.004 45 ::f,0,0 f,3,13 s,12,2 f,15,3 s,15,13 f,15,14 
13:1,2 0.001 -1 0 2,1 0.001 -1 1 3,1 0.001 0 -1 0.0051 65 0,13 0.001 1 0 0,14 0.001 1 0 1,14 0.001 1 0 0.0061 65 14,2 0.001 0 -1 13,2 0.001 1 -1 14,1 0.001 -1 -1 0.0081 60 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.001 0 -1 0.004 45 ::f,0,0 f,3,13 s,12,2 f,15,3 s,15,13 f,15,14 
14:1,2 0.001 -1 -1 2,1 0.001 -1 1 3,1 0.001 1 -1 0.0051 65 1,13 0.001 1 0 0,14 0.001 1 0 1,14 0.001 1 0 0.0071 65 14,2 0.001 1 -1 13,2 0.001 1 -1 14,1 0.001 -1 0 0.0081 60 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.001 1 -1 0.004 45 ::f,0,0 f,3,13 s,12,2 f,15,3 s,15,13 f,15,14 
15:1,2 0.001 -1 -1 2,1 0.001 -1 0 3,1 0.001 1 -1 0.0051 65 2,13 0.001 1 0 0,14 0.001 1 1 1,14 0.001 1 1 0.0081 65 14,2 0.001 1 -1 13,2 0.001 1 0 14,1 0.001 -1 1 0.0081 60 15,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.001 1 -1 0.004 45 ::f,0,0 f,3,13 s,12,2 f,15,3 s,15,13 f,15,14 
16:1,2 0.001 0 -1 2,1 0.001 -1 0 3,1 0.001 1 0 0.0051 65 2,13 0.001 1 0 0,14 0.001 1 1 1,14 0.001 1 1 1.0082 80 14,2 0.001 1 0 13,2 0.001 1 0 14,1 0.003 -1 1 0.0081 60 15,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,0 f,2,14 s,12,2 f,15,3 s,15,13 f,15,14 
17:1,1 0.001 0 -1 2,1 0.001 -1 -1 3,1 0.001 1 0 0.0061 65 2,13 0.001 1 1 0,14 0.001 0 1 1,14 0.001 0 1 1.0082 80 14,2 0.001 1 0 13,2 0.001 1 1 14,1 0.003 -1 1 0.0081 60 15,12 0.001 1 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,0 f,2,14 s,12,2 f,15,3 s,15,13 f,15,14 
18:1,1 0.001 0 -1 2,1 0.001 -1 -1 3,1 0.001 1 1 0.0061 65 2,13 0.001 1 1 0,14 0.001 0 1 1,14 0.001 0 1 1.0082 80 14,2 0.001 1 1 13,2 0.001 1 1 14,1 0.003 -1 1 0.0081 60 15,12 0.001 1 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,0 f,2,14 s,12,2 f,15,3 s,15,13 f,15,14 
19:1,1 0.001 1 -1 2,1 0.001 0 -1 3,1 0.001 1 1 0.0061 65 2,13 0.001 0 1 0,14 0.001 -1 1 1,14 0.001 -1 1 1.0082 80 14,2 0.001 1 1 13,2 0.001 0 1 14,1 0.003 -1 1 0.0082 75 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,0 f,2,14 s,12,2 f,12,3 s,15,13 f,15,14 
20:1,1 0.001 1 -1 2,1 0.001 0 -1 3,1 0.001 0 1 0.0061 65 2,13 0.001 0 1 0,14 0.001 -1 1 1,14 0.001 -1 1 1.0082 80 14,2 0.001 0 1 13,2 0.001 0 1 14,1 0.003 -1 1 0.0082 75 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,0 f,2,14 s,12,2 f,12,3 s,15,13 f,15,14 
21:1,1 0.001 1 0 2,1 0.001 1 -1 3,2 0.001 0 1 0.0071 65 2,13 0.001 0 1 0,14 0.001 -1 0 1,14 0.001 -1 0 3.0083 95 14,2 0.001 0 1 13,2 0.001 -1 1 14,1 0.003 -1 1 0.0082 75 15,12 0.001 1 1 14,13 0.003 1 0 13,13 0.001 0 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,12,3 s,15,13 f,15,14 
22:1,1 0.001 1 0 2,1 0.001 1 -1 3,2 0.001 0 1 0.0071 65 2,13 0.001 -1 1 0,14 0.001 -1 0 1,14 0.001 -1 0 3.0083 95 14,2 0.001 -1 1 13,2 0.001 -1 1 14,1 0.003 -1 1 0.0083 90 15,12 0.001 1 1 14,13 0.003 1 0 13,13 0.001 0 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,12,3 s,15,13 f,15,14 
23:1,1 0.001 1 0 2,1 0.001 1 0 3,2 0.001 -1 1 0.0071 65 2,13 0.001 -1 1 0,14 0.001 -1 -1 1,14 0.001 -1 -1 3.0083 95 14,2 0.001 -1 1 13,2 0.001 -1 0 14,1 0.003 -1 1 0.0083 90 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,12,3 s,15,13 f,15,14 
24:1,1 0.001 1 1 2,1 0.001 1 0 3,2 0.001 -1 1 0.0071 65 2,13 0.001 -1 0 0,14 0.001 -1 -1 1,14 0.001 -1 -1 3.0083 95 14,2 0.001 -1 0 13,2 0.001 -1 0 14,1 0.003 -1 1 0.0083 90 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 1 0.004 45 ::f,0,0 f,0,12 s,12,2 f,12,3 s,15,13 f,15,14 
25:1,1 0.001 1 1 2,1 0.001 1 1 3,2 0.001 -1 0 0.0071 65 2,13 0.001 -1 0 0,14 0.001 0 -1 1,14 0.001 0 -1 3.0083 95 14,2 0.001 -1 0 13,2 0.001 -1 -1 14,1 0.003 -1 1 0.0083 90 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 0 0.004 45 ::f,0,0 f,0,12 s,12,2 f,12,3 s,15,13 f,15,14 
26:1,1 0.001 0 1 2,1 0.001 1 1 2,2 0.001 -1 0 0.0081 65 2,13 0.001 -1 -1 0,13 0.001 0 -1 1,13 0.001 0 -1 3.0103 95 14,2 0.001 -1 0 13,2 0.001 -1 -1 14,1 0.003 -1 1 0.0083 90 15,12 0.001 -1 1 14,13 0.003 1 0 13,13 0.001 -1 0 0.004 45 ::f,0,0 f,0,12 s,12,2 f,12,3 s,15,13 f,15,14 
27:1,1 0.001 0 1 2,1 0.001 0 1 2,2 0.001 -1 0 0.0081 65 2,13 0.001 -1 -1 0,13 0.001 0 -1 1,13 0.001 0 -1 3.0104 110 14,2 0.001 -1 -1 13,2 0.001 0 -1 14,1 0.003 -1 1 0.0083 90 15,12 0.001 -1 1 14,13 0.003 1 0 13,13 0.001 -1 -1 0.004 45 ::f,0,0 f,1,14 s,12,2 f,12,3 s,15,13 f,15,14 
28:1,1 0.001 -1 1 2,1 0.001 0 1 2,2 0.001 -1 -1 0.0081 65 2,13 0.001 0 -1 0,13 0.001 1 -1 1,13 0.001 1 -1 3.0104 110 14,2 0.001 -1 -1 13,1 0.001 0 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 0 14,13 0.003 1 0 13,13 0.001 -1 -1 0.004 45 ::f,0,0 f,1,14 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
29:1,1 0.001 -1 1 2,1 0.001 0 1 2,2 0.001 -1 -1 0.0081 65 2,13 0.001 0 -1 0,13 0.001 1 -1 1,13 0.001 1 -1 3.0104 110 14,2 0.001 0 -1 13,1 0.001 0 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 0 14,13 0.003 1 0 13,13 0.001 0 -1 0.004 45 ::f,0,0 f,1,14 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
30:1,1 0.001 -1 0 2,1 0.001 -1 1 2,2 0.001 -1 -1 0.0081 65 2,13 0.001 1 -1 0,13 0.001 1 0 1,13 0.001 1 0 3.0104 110 14,2 0.001 0 -1 13,1 0.001 1 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.001 0 -1 0.004 45 ::f,0,0 f,1,14 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
31:1,1 0.001 -1 0 2,1 0.001 -1 1 2,2 0.001 0 -1 0.0081 65 2,13 0.001 1 -1 0,13 0.001 1 0 1,13 0.001 1 0 3.0104 110 14,2 0.001 1 -1 13,1 0.001 1 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.001 1 -1 0.004 45 ::f,0,0 f,1,14 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
32:1,1 0.001 -1 -1 2,1 0.001 -1 0 2,2 0.001 0 -1 0.0081 65 2,13 0.001 1 0 0,13 0.001 1 0 1,13 0.001 1 0 3.0104 110 14,2 0.001 1 -1 13,1 0.001 1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.001 1 -1 0.004 45 ::f,0,0 f,1,14 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
33:1,1 0.001 -1 -1 2,1 0.001 -1 0 2,2 0.001 1 -1 1.0082 80 2,13 0.001 1 0 0,13 0.001 1 1 1,13 0.001 1 1 3.0104 110 14,2 0.001 1 0 13,1 0.001 1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,1 f,1,14 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
34:1,1 0.001 0 -1 2,1 0.001 -1 0 2,2 0.001 1 -1 1.0082 80 2,13 0.001 1 1 0,13 0.001 1 1 1,13 0.001 1 1 4.0105 125 14,2 0.001 1 0 13,1 0.001 1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
35:1,1 0.001 0 -1 2,1 0.001 -1 -1 2,2 0.001 1 0 1.0082 80 2,13 0.001 1 1 0,13 0.001 0 1 1,13 0.001 0 1 4.0105 125 14,2 0.001 1 1 13,1 0.001 1 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
36:1,1 0.001 1 -1 2,1 0.001 -1 -1 2,2 0.001 1 0 1.0082 80 2,13 0.001 0 1 0,13 0.001 0 1 1,13 0.001 0 1 4.0105 125 14,2 0.001 1 1 13,1 0.001 1 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
37:1,1 0.001 1 -1 2,1 0.001 0 -1 2,2 0.001 1 1 1.0082 80 2,14 0.001 0 1 0,13 0.001 -1 1 1,13 0.001 -1 1 4.0115 125 14,2 0.001 0 1 13,1 0.001 0 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
38:1,1 0.001 1 0 2,1 0.001 0 -1 2,2 0.001 1 1 1.0082 80 2,14 0.001 0 1 0,13 0.001 -1 1 1,13 0.001 -1 1 4.0115 125 14,2 0.001 0 1 13,1 0.001 0 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 1 14,13 0.003 1 0 13,13 0.001 0 1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
39:1,1 0.001 1 0 2,1 0.001 1 -1 2,2 0.001 0 1 1.0082 80 2,14 0.001 -1 1 0,13 0.001 -1 0 1,13 0.001 -1 0 4.0115 125 14,2 0.001 -1 1 13,1 0.001 -1 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 1 14,13 0.003 1 0 13,13 0.001 0 1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
40:1,1 0.001 1 0 2,1 0.001 1 -1 2,2 0.001 0 1 1.0082 80 2,14 0.001 -1 1 0,13 0.001 -1 0 1,13 0.001 -1 0 4.0115 125 14,2 0.001 -1 1 13,1 0.001 -1 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
41:1,1 0.001 1 1 2,1 0.001 1 0 2,2 0.001 -1 1 1.0082 80 2,14 0.001 -1 0 0,13 0.001 -1 -1 1,13 0.001 -1 -1 4.0115 125 14,2 0.001 -1 0 13,1 0.001 -1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
42:1,1 0.001 1 1 2,1 0.001 1 0 2,2 0.001 -1 1 1.0082 80 1,14 0.001 -1 0 0,13 0.001 -1 -1 1,13 0.001 -1 -1 4.0125 125 14,2 0.001 -1 0 13,1 0.001 -1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 1 14,13 0.003 1 0 13,13 0.001 -1 0 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
43:1,1 0.001 0 1 2,1 0.001 1 1 2,2 0.001 -1 0 1.0082 80 1,14 0.001 -1 0 0,13 0.001 0 -1 1,13 0.001 0 -1 4.0125 125 14,2 0.001 -1 0 13,1 0.001 -1 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 1 14,13 0.003 1 0 13,13 0.001 -1 0 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
44:1,1 0.001 0 1 2,1 0.001 1 1 1,2 0.001 -1 0 1.0092 80 1,14 0.001 -1 -1 0,13 0.001 0 -1 1,13 0.001 0 -1 4.0125 125 14,2 0.001 -1 -1 13,1 0.001 -1 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 1 14,13 0.003 1 0 13,13 0.001 -1 -1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
45:1,1 0.001 -1 1 2,1 0.001 0 1 1,2 0.001 -1 0 1.0092 80 1,14 0.001 -1 -1 0,13 0.001 1 -1 1,13 0.001 1 -1 4.0125 125 14,2 0.001 -1 -1 13,1 0.001 0 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 0 14,13 0.003 1 0 13,13 0.001 -1 -1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
46:1,1 0.001 -1 1 2,2 0.001 0 1 1,2 0.001 -1 -1 1.0102 80 1,14 0.001 0 -1 0,13 0.001 1 -1 1,13 0.001 1 -1 4.0125 125 14,2 0.001 0 -1 13,1 0.001 0 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 0 14,13 0.003 1 0 13,13 0.001 0 -1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
47:1,1 0.001 -1 0 2,2 0.001 0 1 1,2 0.001 -1 -1 1.0103 95 1,14 0.001 0 -1 0,13 0.001 1 0 1,13 0.001 1 0 4.0125 125 14,2 0.001 0 -1 13,1 0.001 1 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.001 0 -1 0.004 45 ::f,0,1 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
48:1,1 0.001 -1 0 2,2 0.001 -1 1 1,2 0.001 0 -1 3.0104 110 1,14 0.001 0 -1 0,13 0.001 1 0 2,13 0.001 1 0 4.0135 125 14,2 0.001 1 -1 13,1 0.001 1 -1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.001 1 -1 0.004 45 ::f,3,0 f,3,13 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
49:1,1 0.001 -1 -1 2,2 0.001 -1 1 1,2 0.001 0 -1 3.0104 110 1,14 0.001 1 -1 1,13 0.001 1 0 2,13 0.001 1 0 4.0146 140 14,2 0.001 1 -1 13,1 0.001 1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.001 1 -1 0.004 45 ::f,0,14 f,3,0 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
50:1,1 0.001 -1 -1 2,2 0.001 -1 0 1,2 0.001 0 -1 3.0104 110 1,14 0.001 1 -1 1,13 0.001 1 0 2,13 0.001 1 1 4.0146 140 14,2 0.001 1 0 13,1 0.001 1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,14 f,3,0 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
51:1,1 0.001 0 -1 2,2 0.001 -1 0 1,2 0.001 1 -1 3.0104 110 1,14 0.001 1 0 1,13 0.001 1 1 2,13 0.001 1 1 4.0146 140 14,2 0.001 1 0 13,1 0.001 1 0 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,14 f,3,0 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
52:1,1 0.001 0 -1 2,2 0.001 -1 0 2,1 0.001 1 -1 3.0114 110 1,14 0.001 1 0 1,13 0.001 1 1 2,13 0.001 0 1 4.0146 140 14,2 0.001 1 1 13,1 0.001 1 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 -1 14,13 0.003 1 0 13,13 0.001 1 0 0.004 45 ::f,0,14 f,3,0 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
53:1,1 0.001 1 -1 2,2 0.001 -1 -1 2,1 0.001 1 -1 4.0115 125 1,14 0.001 1 1 1,13 0.001 0 1 2,14 0.001 0 1 4.0156 140 14,2 0.001 1 1 13,1 0.001 1 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,14 f,3,0 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
54:1,1 0.001 1 -1 2,2 0.001 -1 -1 2,1 0.001 1 0 4.0115 125 1,14 0.001 1 1 1,13 0.001 0 1 2,14 0.001 0 1 4.0156 140 14,2 0.001 0 1 13,1 0.001 0 1 14,1 0.003 -1 1 0.0093 85 15,12 0.001 1 0 14,13 0.003 1 0 13,13 0.001 1 1 0.004 45 ::f,0,14 f,3,0 s,12,2 f,12,3 s,13,2 s,15,13 f,15,14 
