16
0:2,0 0.003 -1 -1 3,1 0.003 0 -1 3,2 0.002 -1 0 0 50 0,12 0.001 1 -1 0,14 0.003 0 1 3,15 0.002 -1 -1 0 50 12,3 0.001 -1 0 14,1 0.003 0 1 12,0 0.002 1 0 0 50 12,14 0.001 1 -1 14,13 0.003 -1 1 14,14 0.002 1 -1 0 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
1:2,0 0.003 -1 -1 3,1 0.003 -1 -1 3,2 0.002 -1 1 0 50 0,12 0.001 0 -1 0,14 0.001 0 1 2,14 0.002 -1 -1 0.001 50 12,3 0.001 -1 1 14,2 0.003 0 1 12,0 0.002 1 -1 0.001 50 13,13 0.001 1 -1 14,13 0.003 0 1 14,14 0.002 0 -1 0.001 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
2:2,0 0.003 -1 0 3,1 0.003 -1 0 3,2 0.002 0 1 0 50 0,12 0.001 -1 -1 0,14 0.001 0 1 2,14 0.002 -1 0 0.001 50 12,3 0.001 0 1 14,3 0.003 0 1 12,0 0.002 0 -1 0.002 50 14,12 0.001 1 -1 14,13 0.003 1 1 14,14 0.002 -1 -1 0.002 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
3:1,0 0.003 -1 0 3,1 0.003 -1 1 3,2 0.001 0 1 0.001 50 0,12 0.001 -1 0 0,14 0.001 0 1 2,14 0.002 -1 0 0.001 50 12,3 0.001 1 1 14,3 0.003 1 1 12,0 0.002 -1 -1 0.002 50 14,12 0.001 0 -1 14,13 0.003 1 0 13,13 0.002 -1 -1 0.003 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
4:0,0 0.003 -1 0 3,1 0.003 0 1 3,2 0.001 0 1 0.002 50 0,12 0.001 -1 1 0,14 0.001 0 1 2,14 0.002 -1 1 0.001 50 12,3 0.001 1 0 14,3 0.003 1 0 12,0 0.002 -1 0 0.002 50 14,12 0.001 -1 -1 14,13 0.003 1 -1 13,13 0.002 -1 0 0.003 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
5:0,0 0.003 -1 0 3,1 0.003 1 1 3,2 0.001 0 1 0.002 50 0,12 0.001 0 1 0,14 0.001 0 1 1,15 0.002 -1 1 0.002 50 12,3 0.001 1 -1 14,3 0.003 1 -1 12,0 0.002 -1 1 0.002 50 14,12 0.001 -1 0 14,13 0.003 0 -1 12,13 0.002 -1 0 0.004 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
6:0,0 0.003 -1 1 3,1 0.003 1 0 3,2 0.001 0 1 0.002 50 0,12 0.001 1 1 0,14 0.001 0 1 1,15 0.002 0 1 0.002 50 12,3 0.001 0 -1 15,2 0.003 1 -1 12,0 0.002 0 1 0.003 50 13,12 0.001 -1 0 14,13 0.003 -1 -1 12,13 0.002 -1 1 0.005 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
7:0,0 0.003 -1 1 3,1 0.003 1 -1 3,2 0.001 0 1 0.002 50 1,13 0.001 1 1 0,14 0.001 0 1 1,15 0.002 1 1 0.003 50 12,3 0.001 -1 -1 15,2 0.003 0 -1 12,0 0.002 1 1 0.003 50 13,12 0.001 -1 1 14,13 0.003 -1 0 12,13 0.002 0 1 0.005 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
8:0,0 0.003 0 1 3,1 0.003 0 -1 3,2 0.001 0 1 0.002 50 2,14 0.001 1 1 0,14 0.001 0 1 1,15 0.002 1 0 0.004 50 12,3 0.001 -1 0 15,2 0.003 -1 -1 12,0 0.002 1 0 0.003 50 13,12 0.001 0 1 14,13 0.003 -1 1 12,14 0.002 0 1 0.006 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
9:0,0 0.003 1 1 3,1 0.003 -1 -1 3,2 0.001 0 1 0.002 50 3,15 0.001 1 1 0,14 0.001 0 1 2,15 0.002 1 0 0.006 50 12,3 0.001 -1 1 14,1 0.003 -1 -1 12,0 0.002 1 -1 0.004 50 13,12 0.001 1 1 14,13 0.003 0 1 12,15 0.002 0 1 0.007 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
10:1,1 0.003 1 1 3,1 0.003 -1 0 3,2 0.001 1 1 0.003 50 3,15 0.001 1 0 0,14 0.001 1 1 2,15 0.002 1 -1 0.006 50 12,3 0.001 0 1 13,0 0.003 -1 -1 12,0 0.002 0 -1 0.005 50 13,12 0.001 1 0 14,13 0.003 1 1 12,15 0.002 1 1 0.007 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
11:2,2 0.003 1 1 3,1 0.003 -1 1 3,2 0.001 1 1 0.004 50 3,15 0.001 1 -1 0,14 0.001 1 1 3,14 0.002 1 -1 0.007 50 12,3 0.001 1 1 13,0 0.003 -1 0 12,0 0.002 -1 -1 0.005 50 13,12 0.001 1 -1 14,13 0.003 1 0 12,15 0.002 1 0 0.007 50 ::f,0,1 f,1,14 f,13,1 f,13,15 
12:2,2 0.003 1 1 3,1 0.003 0 1 3,2 0.001 1 1 0.004 45 3,15 0.001 0 -1 0,14 0.001 1 1 3,14 0.002 0 -1 0.007 50 12,3 0.001 1 0 13,0 0.003 -1 1 12,0 0.002 -1 0 0.005 50 13,12 0.001 0 -1 14,13 0.003 1 -1 12,15 0.002 1 -1 0.007 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
13:2,2 0.003 1 1 3,1 0.003 1 1 3,2 0.001 1 1 0.004 45 3,15 0.001 -1 -1 0,14 0.001 1 1 3,13 0.002 0 -1 0.008 50 12,3 0.001 1 -1 13,0 0.003 0 1 12,0 0.002 -1 1 0.005 50 13,12 0.001 -1 -1 14,13 0.003 0 -1 13,14 0.002 1 -1 0.008 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
14:2,2 0.003 1 1 3,1 0.003 1 0 3,2 0.001 1 1 0.004 45 2,14 0.001 -1 -1 0,14 0.001 1 1 3,12 0.002 0 -1 0.01 50 12,3 0.001 0 -1 13,0 0.003 1 1 12,0 0.002 0 1 0.005 50 13,12 0.001 -1 0 14,13 0.003 -1 -1 13,14 0.002 0 -1 0.008 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
15:2,2 0.003 1 0 3,1 0.003 1 -1 3,2 0.001 1 1 0.004 45 2,14 0.001 -1 0 0,14 0.001 1 1 3,12 0.002 -1 -1 0.01 50 12,3 0.001 -1 -1 14,1 0.003 1 1 12,0 0.002 1 1 0.006 50 12,12 0.001 -1 0 14,13 0.003 -1 0 13,13 0.002 0 -1 0.01 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
16:2,2 0.003 1 0 3,1 0.003 0 -1 3,2 0.001 1 1 0.004 45 2,14 0.001 -1 0 0,14 0.001 1 1 3,12 0.002 -1 0 0.01 50 12,3 0.001 -1 0 15,2 0.003 1 1 12,0 0.002 1 0 0.007 50 12,12 0.001 -1 1 14,13 0.003 -1 1 13,12 0.002 0 -1 0.011 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
17:2,2 0.003 1 0 3,1 0.003 -1 -1 3,2 0.001 1 1 0.004 45 2,14 0.001 -1 0 0,14 0.001 1 1 2,12 0.002 -1 0 0.011 50 12,3 0.001 -1 1 15,2 0.003 1 0 12,0 0.002 1 -1 0.007 50 12,12 0.001 0 1 14,13 0.003 0 1 13,12 0.002 -1 -1 0.011 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
18:2,2 0.003 1 -1 3,1 0.003 -1 0 3,2 0.001 1 1 0.004 45 2,14 0.001 -1 0 0,14 0.001 1 1 1,12 0.002 -1 0 0.012 50 12,3 0.001 0 1 15,2 0.003 1 -1 12,0 0.002 0 -1 0.007 50 12,13 0.001 0 1 14,13 0.003 1 1 13,12 0.002 -1 0 0.012 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
19:2,2 0.003 0 -1 3,1 0.003 -1 1 3,2 0.001 1 1 0.004 45 2,14 0.001 -1 1 0,14 0.001 1 1 0,12 0.002 -1 0 0.013 50 12,3 0.001 1 1 15,2 0.003 0 -1 12,0 0.002 -1 -1 0.007 50 12,14 0.001 0 1 14,13 0.003 1 0 12,12 0.002 -1 0 0.014 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
20:2,1 0.003 0 -1 3,1 0.003 0 1 3,2 0.001 1 0 0.005 45 1,15 0.001 -1 1 0,14 0.001 1 0 0,12 0.002 -1 1 0.014 50 12,3 0.001 1 0 15,1 0.003 0 -1 12,0 0.002 -1 0 0.008 50 12,15 0.001 0 1 14,13 0.003 1 -1 12,12 0.002 -1 1 0.015 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
21:2,1 0.003 -1 -1 3,1 0.003 1 1 3,2 0.001 1 -1 0.005 45 1,15 0.001 0 1 0,14 0.001 1 -1 0,12 0.002 0 1 0.014 50 12,3 0.001 1 -1 15,1 0.003 -1 -1 12,0 0.002 -1 1 0.008 50 12,15 0.001 1 1 14,13 0.003 0 -1 12,12 0.002 0 1 0.015 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
22:1,0 0.003 -1 -1 3,1 0.003 1 0 3,2 0.001 0 -1 0.006 45 1,15 0.001 1 1 0,14 0.001 0 -1 0,12 0.002 1 1 0.014 50 12,3 0.001 0 -1 14,0 0.003 -1 -1 12,0 0.002 0 1 0.009 50 12,15 0.001 1 0 14,13 0.003 -1 -1 12,12 0.002 1 1 0.015 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
23:1,0 0.003 -1 -1 3,1 0.003 1 -1 3,2 0.001 -1 -1 0.006 45 1,15 0.001 1 0 0,14 0.001 -1 -1 1,13 0.002 1 1 0.015 50 12,3 0.001 -1 -1 14,0 0.003 -1 0 12,0 0.002 1 1 0.009 50 12,15 0.001 1 -1 14,13 0.003 -1 0 13,13 0.002 1 1 0.016 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
24:1,0 0.003 -1 0 3,1 0.003 0 -1 3,2 0.001 -1 0 0.006 45 2,15 0.001 1 0 0,14 0.001 -1 0 2,14 0.002 1 1 0.017 50 12,3 0.001 -1 0 14,0 0.003 -1 1 12,0 0.002 1 0 0.009 50 13,14 0.001 1 -1 14,13 0.003 -1 1 14,14 0.002 1 1 0.018 50 ::f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
25:1,0 0.003 -1 0 3,1 0.003 -1 -1 3,2 0.001 -1 1 1.006 40 3,15 0.001 1 0 0,14 0.001 -1 1 2,14 0.002 1 0 0.018 50 12,3 0.001 -1 1 14,0 0.003 0 1 12,0 0.002 1 -1 0.009 50 13,14 0.001 0 -1 14,13 0.003 0 1 15,15 0.002 1 1 0.019 50 ::s,0,0 f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
26:1,0 0.003 -1 1 3,1 0.003 -1 0 3,2 0.001 0 1 1.006 40 3,15 0.001 1 -1 0,14 0.001 0 1 3,14 0.002 1 0 0.019 50 12,3 0.001 0 1 14,1 0.003 0 1 12,0 0.002 0 -1 0.01 50 13,13 0.001 0 -1 14,13 0.003 1 1 15,15 0.002 1 0 0.02 50 ::s,0,0 f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
27:1,0 0.003 -1 1 3,1 0.003 -1 1 3,2 0.001 1 1 1.006 40 3,15 0.001 0 -1 0,14 0.001 1 1 3,14 0.002 1 -1 0.019 50 12,3 0.001 1 1 14,2 0.003 0 1 12,0 0.002 -1 -1 0.011 50 13,12 0.001 0 -1 14,13 0.003 1 0 15,15 0.002 1 -1 0.021 50 ::s,0,0 f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
28:1,0 0.003 0 1 3,1 0.003 0 1 3,2 0.001 1 0 1.006 40 3,15 0.001 -1 -1 0,14 0.001 1 0 3,14 0.002 0 -1 0.019 50 12,3 0.001 1 0 14,3 0.003 0 1 12,0 0.002 -1 0 0.012 50 13,12 0.001 -1 -1 14,13 0.003 1 -1 15,15 0.002 0 -1 0.021 50 ::s,0,0 f,0,1 f,1,14 s,3,3 f,13,1 f,13,15 
29:1,0 0.003 0 1 3,1 0.003 1 1 3,2 0.001 1 -1 3.006 35 2,14 0.001 -1 -1 0,14 0.001 1 -1 3,13 0.002 0 -1 0.021 50 12,3 0.001 1 -1 14,3 0.003 1 1 12,0 0.002 -1 1 0.012 50 13,12 0.001 -1 0 14,13 0.003 0 -1 15,15 0.002 -1 -1 0.021 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,3,3 f,13,1 f,13,15 
30:1,0 0.003 1 1 3,1 0.003 1 0 3,2 0.001 0 -1 3.006 35 1,13 0.001 -1 -1 0,14 0.001 0 -1 3,12 0.002 0 -1 0.023 50 12,3 0.001 0 -1 14,3 0.003 1 0 12,0 0.002 0 1 0.012 50 13,12 0.001 -1 1 14,13 0.003 -1 -1 14,14 0.002 -1 -1 0.022 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,3,3 f,13,1 f,13,15 
31:1,0 0.003 1 0 3,1 0.003 1 -1 3,2 0.001 -1 -1 3.006 35 0,12 0.001 -1 -1 0,14 0.001 -1 -1 3,12 0.002 -1 -1 0.024 50 12,3 0.001 -1 -1 15,3 0.003 1 0 12,0 0.002 1 1 0.013 50 12,13 0.001 -1 1 14,13 0.003 -1 0 13,13 0.002 -1 -1 0.024 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,3,3 f,13,1 f,13,15 
32:1,0 0.003 1 0 3,1 0.003 0 -1 3,2 0.001 -1 0 6.006 30 0,12 0.001 -1 0 0,14 0.001 -1 0 3,12 0.002 -1 0 0.024 50 12,3 0.001 -1 0 15,3 0.003 1 -1 12,0 0.002 1 0 0.013 50 12,13 0.001 0 1 14,13 0.003 -1 1 13,13 0.002 -1 0 0.024 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
33:1,0 0.003 1 -1 3,1 0.003 -1 -1 3,2 0.001 -1 1 6.006 30 0,12 0.001 -1 1 0,14 0.001 -1 1 3,12 0.002 -1 1 0.024 50 12,3 0.001 -1 1 15,3 0.003 0 -1 12,0 0.002 1 -1 0.013 50 12,13 0.001 1 1 14,13 0.003 0 1 13,13 0.002 -1 1 0.024 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
34:1,0 0.003 1 -1 3,1 0.003 -1 0 3,2 0.001 0 1 6.006 30 0,12 0.001 0 1 0,14 0.001 0 1 2,13 0.002 -1 1 0.025 50 12,3 0.001 0 1 15,2 0.003 0 -1 12,0 0.002 0 -1 0.014 50 13,14 0.001 1 1 14,13 0.003 1 1 13,13 0.002 0 1 0.025 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
35:1,0 0.003 1 -1 3,1 0.003 -1 1 3,2 0.001 1 1 6.006 30 0,12 0.001 1 1 0,14 0.001 1 1 2,13 0.002 0 1 0.025 50 12,3 0.001 1 1 15,1 0.003 0 -1 12,0 0.002 -1 -1 0.015 50 14,15 0.001 1 1 14,13 0.003 1 0 13,14 0.002 0 1 0.027 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
36:1,0 0.003 0 -1 3,1 0.003 0 1 3,2 0.001 1 0 6.006 30 1,13 0.001 1 1 0,14 0.001 1 0 2,14 0.002 0 1 0.027 50 12,3 0.001 1 0 15,1 0.003 -1 -1 12,0 0.002 -1 0 0.015 50 14,15 0.001 1 0 14,13 0.003 1 -1 13,14 0.002 0 1 0.027 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
37:1,0 0.003 0 -1 3,1 0.003 1 1 3,2 0.001 1 -1 6.006 30 1,13 0.001 1 0 0,14 0.001 1 -1 2,15 0.002 0 1 0.028 50 12,3 0.001 1 -1 14,0 0.003 -1 -1 12,0 0.002 -1 1 0.016 50 15,15 0.001 1 0 14,13 0.003 0 -1 13,14 0.002 1 1 0.028 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
38:1,0 0.003 -1 -1 3,1 0.003 1 0 3,2 0.001 0 -1 6.006 30 2,13 0.001 1 0 0,14 0.001 0 -1 2,15 0.002 1 1 0.029 50 12,3 0.001 0 -1 14,0 0.003 -1 0 12,0 0.002 0 1 0.016 50 15,15 0.001 1 -1 14,13 0.003 -1 -1 13,14 0.002 1 0 0.028 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
39:1,0 0.003 -1 -1 3,1 0.003 1 -1 3,2 0.001 -1 -1 6.006 30 3,13 0.001 1 0 0,14 0.001 -1 -1 2,15 0.002 1 0 0.03 50 12,3 0.001 -1 -1 13,0 0.003 -1 0 12,0 0.002 1 1 0.017 50 15,15 0.001 0 -1 14,13 0.003 -1 0 14,14 0.002 1 0 0.029 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
40:1,0 0.003 -1 -1 3,1 0.003 0 -1 3,2 0.001 -1 0 6.006 30 3,13 0.001 1 -1 0,14 0.001 -1 0 2,15 0.002 1 -1 0.03 50 12,3 0.001 -1 0 13,0 0.003 -1 1 12,0 0.002 1 0 0.017 50 15,14 0.001 0 -1 14,13 0.003 -1 1 14,14 0.002 1 -1 0.03 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
41:1,0 0.003 -1 -1 3,1 0.003 -1 -1 3,2 0.001 -1 1 6.006 30 3,13 0.001 0 -1 0,14 0.001 -1 1 2,15 0.002 0 -1 0.03 50 12,3 0.001 -1 1 12,1 0.003 -1 1 12,0 0.002 1 -1 0.018 50 15,13 0.001 0 -1 14,13 0.003 0 1 14,14 0.002 0 -1 0.031 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
42:1,0 0.003 -1 0 3,1 0.003 -1 0 3,2 0.001 0 1 6.006 30 3,12 0.001 0 -1 0,14 0.001 0 1 2,14 0.002 0 -1 0.032 50 12,3 0.001 0 1 12,1 0.003 0 1 12,0 0.002 0 -1 0.018 50 15,12 0.001 0 -1 14,13 0.003 1 1 14,14 0.002 -1 -1 0.032 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
43:1,0 0.003 -1 0 2,1 0.003 -1 0 3,2 0.001 1 1 6.007 30 3,12 0.001 -1 -1 0,14 0.001 1 1 2,13 0.002 0 -1 0.033 50 12,3 0.001 1 1 12,1 0.003 1 1 12,0 0.002 -1 -1 0.018 50 15,12 0.001 -1 -1 14,13 0.003 1 0 13,13 0.002 -1 -1 0.033 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
44:1,0 0.003 -1 0 2,1 0.003 -1 1 3,2 0.001 1 0 6.007 30 3,12 0.001 -1 0 0,14 0.001 1 0 2,12 0.002 0 -1 0.034 50 12,3 0.001 1 0 13,2 0.003 1 1 12,0 0.002 -1 0 0.019 50 15,12 0.001 -1 0 14,13 0.003 1 -1 13,13 0.002 -1 0 0.033 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
45:1,0 0.003 -1 1 2,1 0.003 0 1 3,2 0.001 1 -1 6.007 30 3,12 0.001 -1 1 0,14 0.001 1 -1 2,12 0.002 -1 -1 0.034 50 12,3 0.001 1 -1 14,3 0.003 1 1 12,0 0.002 -1 1 0.02 50 14,12 0.001 -1 0 14,13 0.003 0 -1 12,13 0.002 -1 0 0.035 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
46:1,0 0.003 -1 1 2,1 0.003 1 1 3,2 0.001 0 -1 6.007 30 2,13 0.001 -1 1 0,14 0.001 0 -1 2,12 0.002 -1 0 0.035 50 12,3 0.001 0 -1 14,3 0.003 1 0 12,0 0.002 0 1 0.02 50 13,12 0.001 -1 0 14,13 0.003 -1 -1 12,13 0.002 -1 1 0.036 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
47:1,0 0.003 0 1 2,1 0.003 1 0 3,2 0.001 -1 -1 6.007 30 2,13 0.001 -1 1 0,14 0.001 -1 -1 1,12 0.002 -1 0 0.036 50 12,3 0.001 -1 -1 15,3 0.003 1 0 12,0 0.002 1 1 0.021 50 12,12 0.001 -1 0 14,13 0.003 -1 0 12,13 0.002 0 1 0.037 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
48:1,0 0.003 0 1 2,1 0.003 1 -1 3,2 0.001 -1 0 6.007 30 2,13 0.001 -1 1 0,14 0.001 -1 0 0,12 0.002 -1 0 0.037 50 12,3 0.001 -1 0 15,3 0.003 1 -1 12,0 0.002 1 0 0.021 50 12,12 0.001 -1 1 14,13 0.003 -1 1 12,14 0.002 0 1 0.038 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
49:1,0 0.003 0 1 2,1 0.003 0 -1 3,2 0.001 -1 1 6.007 30 2,13 0.001 0 1 0,14 0.001 -1 1 0,12 0.002 -1 1 0.037 50 12,3 0.001 -1 1 15,3 0.003 0 -1 12,0 0.002 1 -1 0.021 50 12,12 0.001 0 1 14,13 0.003 0 1 12,14 0.002 1 1 0.038 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
50:1,0 0.003 1 1 2,1 0.003 -1 -1 3,2 0.001 0 1 6.007 30 2,14 0.001 0 1 0,14 0.001 0 1 0,12 0.002 0 1 0.038 50 12,3 0.001 0 1 15,2 0.003 0 -1 12,0 0.002 0 -1 0.022 50 12,12 0.001 1 1 14,13 0.003 1 1 12,14 0.002 1 0 0.038 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
51:1,0 0.003 1 1 2,1 0.003 -1 0 3,2 0.001 1 1 6.007 30 2,14 0.001 1 1 0,14 0.001 1 1 0,13 0.002 0 1 0.039 50 12,3 0.001 1 1 15,2 0.003 -1 -1 12,0 0.002 -1 -1 0.022 50 13,13 0.001 1 1 14,13 0.003 1 0 12,14 0.002 1 -1 0.039 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
52:1,0 0.003 1 1 2,1 0.003 -1 1 3,2 0.001 1 0 6.007 30 2,14 0.001 1 0 0,14 0.001 1 0 0,13 0.002 1 1 0.039 50 12,3 0.001 1 0 14,1 0.003 -1 -1 12,0 0.002 -1 0 0.023 50 13,13 0.001 1 0 14,13 0.003 1 -1 12,14 0.002 0 -1 0.039 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
53:1,0 0.003 1 1 2,1 0.003 0 1 3,2 0.001 1 -1 6.007 30 3,14 0.001 1 0 0,14 0.001 1 -1 0,13 0.002 1 1 0.04 50 12,3 0.001 1 -1 13,0 0.003 -1 -1 12,0 0.002 -1 1 0.024 50 13,13 0.001 1 -1 14,13 0.003 0 -1 12,13 0.002 0 -1 0.04 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
54:1,0 0.003 1 0 2,1 0.003 1 1 3,2 0.001 0 -1 6.007 30 3,14 0.001 1 -1 0,14 0.001 0 -1 0,13 0.002 1 1 0.04 50 12,3 0.001 0 -1 13,0 0.003 -1 0 12,0 0.002 0 1 0.024 50 14,12 0.001 1 -1 14,13 0.003 -1 -1 12,12 0.002 0 -1 0.042 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
55:1,0 0.003 1 0 2,1 0.003 1 0 3,2 0.001 -1 -1 6.007 30 3,14 0.001 0 -1 0,14 0.001 -1 -1 0,13 0.002 1 0 0.04 50 12,3 0.001 -1 -1 13,0 0.003 -1 1 12,0 0.002 1 1 0.024 50 14,12 0.001 0 -1 14,13 0.003 -1 0 12,12 0.002 -1 -1 0.042 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
56:1,0 0.003 1 -1 2,1 0.003 1 -1 3,2 0.001 -1 0 6.007 30 3,13 0.001 0 -1 0,14 0.001 -1 0 0,13 0.002 1 -1 0.041 50 12,3 0.001 -1 0 12,1 0.003 -1 1 12,0 0.002 1 0 0.025 50 14,12 0.001 -1 -1 14,13 0.003 -1 1 12,12 0.002 -1 0 0.042 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
57:1,0 0.003 1 -1 2,1 0.003 0 -1 3,2 0.001 -1 1 6.007 30 3,12 0.001 0 -1 0,14 0.001 -1 1 1,12 0.002 1 -1 0.043 50 12,3 0.001 -1 1 12,1 0.003 0 1 12,0 0.002 1 -1 0.025 50 14,12 0.001 -1 0 14,13 0.003 0 1 12,12 0.002 -1 1 0.042 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
58:1,0 0.003 0 -1 2,1 0.003 -1 -1 3,2 0.001 0 1 6.007 30 3,12 0.001 -1 -1 0,14 0.001 0 1 1,12 0.002 0 -1 0.043 50 12,3 0.001 0 1 12,1 0.003 1 1 12,0 0.002 0 -1 0.025 50 13,12 0.001 -1 0 14,13 0.003 1 1 12,12 0.002 0 1 0.043 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
59:1,0 0.003 0 -1 2,1 0.003 -1 0 3,2 0.001 1 1 6.007 30 3,12 0.001 -1 0 0,14 0.001 1 1 1,12 0.002 -1 -1 0.043 50 12,3 0.001 1 1 13,2 0.003 1 1 12,0 0.002 -1 -1 0.026 50 13,12 0.001 -1 1 14,13 0.003 1 0 12,13 0.002 0 1 0.044 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
60:1,0 0.003 -1 -1 2,1 0.003 -1 1 3,2 0.001 1 0 6.007 30 2,12 0.001 -1 0 0,14 0.001 1 0 1,12 0.002 -1 0 0.044 50 12,3 0.001 1 0 13,2 0.003 1 0 12,0 0.002 -1 0 0.026 50 13,12 0.001 0 1 14,13 0.003 1 -1 12,14 0.002 0 1 0.045 50 ::s,0,0 f,0,1 s,1,1 f,1,14 s,2,0 s,3,3 f,13,1 f,13,15 
