16
0:1,1 0.001 -1 -1 3,3 0.003 1 -1 1,0 0.002 0 1 0.001 50 0,15 0.001 -1 1 2,13 0.003 0 1 3,13 0.002 0 -1 0.002 50 12,3 0.001 -1 0 14,1 0.003 -1 -1 15,3 0.002 1 1 0.002 50 13,13 0.001 0 1 15,14 0.003 1 1 12,13 0.002 0 1 0.003 50 ::f,0,2 f,3,12 f,13,1 f,15,13 
1:1,1 0.001 -1 -1 3,3 0.001 1 -1 1,0 0.001 0 1 0.001 50 0,15 0.001 -1 1 2,13 0.001 0 1 3,13 0.001 0 -1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 -1 -1 15,3 0.001 1 1 0.002 50 13,13 0.001 0 1 15,14 0.001 1 1 12,13 0.001 0 1 0.003 50 ::f,0,2 f,0,14 f,13,1 f,15,13 
2:1,1 0.001 -1 0 3,3 0.001 0 -1 1,0 0.001 1 1 0.001 50 0,15 0.001 0 1 2,13 0.001 1 1 3,13 0.001 -1 -1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 -1 0 15,3 0.001 1 0 0.002 50 13,13 0.001 1 1 15,14 0.001 1 0 12,14 0.001 0 1 0.004 50 ::f,0,2 f,0,14 f,13,1 f,15,13 
3:1,1 0.001 -1 0 3,3 0.001 0 -1 1,0 0.001 1 1 0.001 50 0,15 0.001 0 1 2,13 0.001 1 1 3,13 0.001 -1 -1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 -1 0 15,3 0.001 1 0 0.0021 65 13,13 0.001 1 1 15,14 0.001 1 0 12,14 0.001 0 1 0.004 50 ::f,0,2 f,0,14 f,14,0 f,15,13 
4:1,1 0.001 -1 1 3,3 0.001 -1 -1 1,0 0.001 1 0 0.001 50 0,15 0.001 1 1 2,13 0.001 1 0 3,13 0.001 -1 0 0.0021 65 12,3 0.001 -1 0 14,1 0.001 -1 1 15,3 0.001 1 -1 0.0021 65 13,13 0.001 1 0 15,14 0.001 1 -1 12,15 0.001 0 1 0.005 50 ::f,0,2 f,0,14 f,14,0 f,15,13 
5:1,1 0.001 -1 1 3,3 0.001 -1 -1 1,0 0.001 1 0 0.0011 65 0,15 0.001 1 1 2,13 0.001 1 0 3,13 0.001 -1 0 0.0021 65 12,3 0.001 -1 0 14,1 0.001 -1 1 15,3 0.001 1 -1 0.0021 65 13,13 0.001 1 0 15,14 0.001 1 -1 12,15 0.001 0 1 0.005 50 ::f,0,3 f,0,14 f,14,0 f,15,13 
6:1,1 0.001 0 1 3,3 0.001 -1 0 1,0 0.001 1 -1 0.0011 65 0,15 0.001 1 0 2,13 0.001 1 -1 3,13 0.001 -1 1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 0 1 15,3 0.001 0 -1 0.0021 65 13,13 0.001 1 -1 15,14 0.001 0 -1 12,15 0.001 0 1 0.005 50 ::f,0,3 f,0,14 f,14,0 f,15,13 
7:1,2 0.001 0 1 3,3 0.001 -1 0 1,0 0.001 1 -1 0.0021 65 0,15 0.001 1 0 2,13 0.001 1 -1 3,13 0.001 -1 1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 0 1 15,2 0.001 0 -1 0.0031 65 13,13 0.001 1 -1 15,14 0.001 0 -1 12,15 0.001 0 1 0.005 50 ::f,0,3 f,0,14 f,14,0 f,15,13 
8:1,2 0.001 0 1 3,3 0.001 -1 1 1,0 0.001 0 -1 0.0021 65 0,15 0.001 1 -1 2,13 0.001 0 -1 3,13 0.001 0 1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 1 1 15,2 0.001 0 -1 0.0031 65 13,13 0.001 0 -1 15,14 0.001 0 -1 12,15 0.001 0 1 0.0051 65 ::f,0,3 f,0,14 f,13,12 f,14,0 
9:1,2 0.001 1 1 3,3 0.001 -1 1 1,0 0.001 0 -1 0.0021 65 0,15 0.001 1 -1 2,13 0.001 0 -1 3,13 0.001 0 1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 1 1 15,2 0.001 -1 -1 0.0031 65 13,13 0.001 0 -1 15,14 0.001 -1 -1 12,15 0.001 0 1 0.0052 80 ::f,0,3 f,0,14 f,12,14 f,14,0 
10:1,2 0.001 1 1 3,3 0.001 0 1 1,0 0.001 -1 -1 0.0021 65 0,15 0.001 0 -1 2,13 0.001 -1 -1 3,13 0.001 1 1 0.0021 65 12,3 0.001 -1 0 14,1 0.001 1 0 15,2 0.001 -1 -1 0.0031 65 13,13 0.001 -1 -1 15,14 0.001 -1 -1 12,15 0.001 0 1 0.0052 80 ::f,0,3 f,0,14 f,12,14 f,14,0 
11:1,2 0.001 1 0 3,3 0.001 0 1 1,0 0.001 -1 -1 0.0021 65 0,15 0.001 0 -1 2,13 0.001 -1 -1 3,13 0.001 1 1 0.0022 80 12,3 0.001 -1 0 14,1 0.001 1 0 15,2 0.001 -1 0 0.0031 65 13,13 0.001 -1 -1 15,14 0.001 -1 0 12,15 0.001 0 1 0.0052 80 ::f,0,3 f,2,15 f,12,14 f,14,0 
12:2,2 0.001 1 0 3,3 0.001 1 1 1,0 0.001 -1 0 0.0031 65 0,15 0.001 -1 -1 2,13 0.001 -1 0 3,13 0.001 1 0 0.0022 80 12,3 0.001 -1 0 14,1 0.001 1 -1 15,2 0.001 -1 0 0.0031 65 13,13 0.001 -1 0 15,14 0.001 -1 0 12,15 0.001 0 1 0.0052 80 ::f,0,3 f,2,15 f,12,14 f,14,0 
13:2,2 0.001 1 0 3,3 0.001 1 1 1,0 0.001 -1 0 0.0031 65 0,15 0.001 -1 -1 1,13 0.001 -1 0 3,13 0.001 1 0 0.0032 80 12,3 0.001 -1 0 14,1 0.001 1 -1 15,2 0.001 -1 1 0.0031 65 13,13 0.001 -1 0 15,14 0.001 -1 1 12,15 0.001 0 1 0.0052 80 ::f,0,3 f,2,15 f,12,14 f,14,0 
