16
10:0,1 0.001 0 -1 3,2 0.001 0 1 3,0 0.001 1 0 0.009 50 2,13 0.001 1 0 3,12 0.003 0 1 1,14 0.001 -1 0 0.01 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 -1 12,14 0.001 0 -1 0.0113 95 ::f,0,0 f,0,15 f,14,15 f,15,3 
11:0,1 0.001 0 -1 3,2 0.001 0 1 3,0 0.001 1 1 0.009 50 2,13 0.001 1 0 3,13 0.003 0 1 1,14 0.001 -1 0 0.011 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 1 13,14 0.001 0 -1 12,13 0.001 0 -1 0.0123 95 ::f,0,0 f,0,15 f,14,15 f,15,3 
12:0,1 0.001 0 -1 3,3 0.001 0 1 3,0 0.001 0 1 0.01 50 2,13 0.001 1 1 3,14 0.003 0 1 1,14 0.001 -1 -1 0.012 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 0 1 13,13 0.001 0 -1 12,12 0.001 0 -1 0.0143 95 ::f,0,0 f,0,15 f,14,15 f,15,3 
13:0,1 0.001 0 -1 3,3 0.001 -1 1 3,1 0.001 0 1 0.011 50 2,13 0.001 0 1 3,15 0.003 0 1 1,14 0.001 0 -1 0.013 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 0 -1 12,12 0.001 1 -1 0.0153 95 ::f,0,0 f,0,15 f,14,15 f,15,3 
14:0,1 0.001 0 -1 3,3 0.001 -1 0 3,2 0.001 0 1 0.012 50 2,14 0.001 0 1 3,15 0.003 -1 1 1,13 0.001 0 -1 0.015 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 1 -1 12,12 0.001 1 0 1.0154 110 ::f,0,0 f,0,15 f,13,15 f,15,3 
15:0,1 0.001 0 -1 2,3 0.001 -1 0 3,3 0.001 0 1 0.014 50 2,14 0.001 0 1 3,15 0.003 -1 0 1,13 0.001 0 -1 0.015 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 1 13,13 0.001 1 0 13,12 0.001 1 0 1.0164 110 ::f,0,0 f,0,15 f,13,15 f,15,3 
16:0,1 0.001 0 -1 1,3 0.001 -1 0 3,3 0.001 -1 1 0.015 50 2,14 0.001 -1 1 2,15 0.003 -1 0 1,13 0.001 1 -1 0.016 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 0 14,13 0.001 1 0 14,12 0.001 1 0 1.0184 110 ::f,0,0 f,0,15 f,13,15 f,15,3 
17:0,1 0.001 0 -1 0,3 0.001 -1 0 3,3 0.001 -1 0 0.016 50 2,14 0.001 -1 0 1,15 0.003 -1 0 1,13 0.001 1 0 0.017 50 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 0 15,12 0.001 1 0 1.0204 110 ::f,0,0 f,0,15 f,13,15 f,15,3 
18:0,1 0.001 0 -1 0,3 0.001 -1 -1 2,3 0.001 -1 0 0.017 50 1,14 0.001 -1 0 1,15 0.001 -1 0 1,13 0.001 1 0 0.0181 65 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 1 15,12 0.001 1 1 1.0204 110 ::f,0,0 f,2,13 f,13,15 f,15,3 
19:0,1 0.001 0 -1 0,3 0.001 0 -1 1,3 0.001 -1 0 0.018 50 1,14 0.001 -1 0 0,15 0.001 -1 0 1,13 0.001 1 0 0.0191 65 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 -1 14,13 0.001 0 1 15,12 0.001 0 1 1.0204 110 ::f,0,0 f,2,13 f,13,15 f,15,3 
20:0,1 0.001 0 -1 0,2 0.001 0 -1 1,3 0.001 -1 0 0.019 50 1,14 0.001 -1 -1 0,15 0.001 -1 -1 1,13 0.001 1 0 0.0192 80 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 0 -1 14,14 0.001 0 1 15,13 0.001 0 1 1.0224 110 ::f,0,0 f,0,13 f,13,15 f,15,3 
21:0,1 0.001 0 -1 0,2 0.001 0 -1 1,3 0.001 -1 0 0.019 50 1,14 0.001 0 -1 0,15 0.001 0 -1 2,13 0.001 1 0 0.0202 80 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 0 -1 14,14 0.001 0 1 15,14 0.001 0 1 1.0244 110 ::f,0,0 f,0,13 f,13,15 f,15,3 
22:0,1 0.001 0 -1 0,2 0.001 1 -1 0,3 0.001 -1 0 0.02 50 1,13 0.001 0 -1 0,14 0.001 0 -1 2,13 0.001 1 0 0.0222 80 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 0 -1 14,14 0.001 -1 1 15,15 0.001 0 1 1.0254 110 ::f,0,0 f,0,13 f,13,15 f,15,3 
23:0,1 0.001 0 -1 1,1 0.001 1 -1 0,3 0.001 -1 -1 0.021 50 1,13 0.001 0 -1 0,14 0.001 0 -1 2,13 0.001 1 1 1.0223 95 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 1 -1 14,14 0.001 -1 0 15,15 0.001 -1 1 1.0254 110 ::f,0,0 f,2,15 f,13,15 f,15,3 
24:0,1 0.001 0 -1 1,1 0.001 1 -1 0,3 0.001 0 -1 0.021 50 1,13 0.001 1 -1 0,13 0.001 0 -1 2,13 0.001 0 1 1.0233 95 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 1 0 13,14 0.001 -1 0 15,15 0.001 -1 0 1.0264 110 ::f,0,0 f,2,15 f,13,15 f,15,3 
25:0,1 0.001 0 -1 1,1 0.001 1 -1 0,2 0.001 0 -1 0.022 50 1,13 0.001 1 0 0,12 0.001 0 -1 2,14 0.001 0 1 1.0253 95 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 0 14,15 0.001 -1 0 1.0284 110 ::f,0,0 f,2,15 f,13,15 f,15,3 
26:0,1 0.001 0 -1 2,0 0.001 1 -1 0,2 0.001 0 -1 0.023 50 2,13 0.001 1 0 0,12 0.001 1 -1 2,14 0.001 0 1 2.0264 110 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 -1 14,15 0.001 -1 0 2.0285 125 ::f,0,0 f,2,15 f,15,3 f,15,15 
27:0,1 0.001 0 -1 2,0 0.001 1 0 0,2 0.001 1 -1 0.023 50 2,13 0.001 1 0 0,12 0.001 1 0 2,14 0.001 -1 1 2.0264 110 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 1 13,14 0.001 0 -1 13,15 0.001 -1 0 2.0295 125 ::f,0,0 f,2,15 f,15,3 f,15,15 
28:0,1 0.001 0 -1 3,0 0.001 1 0 1,1 0.001 1 -1 0.025 50 2,13 0.001 1 1 1,12 0.001 1 0 2,14 0.001 -1 0 2.0274 110 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 0 1 13,13 0.001 0 -1 12,15 0.001 -1 0 2.0315 125 ::f,0,0 f,2,15 f,15,3 f,15,15 
29:0,1 0.001 0 -1 3,0 0.001 1 1 1,1 0.001 1 -1 0.025 50 2,13 0.001 0 1 2,12 0.001 1 0 1,14 0.001 -1 0 2.0294 110 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 0 -1 12,15 0.001 -1 -1 2.0325 125 ::f,0,0 f,2,15 f,15,3 f,15,15 
30:0,1 0.001 0 -1 3,0 0.001 0 1 1,1 0.001 1 -1 0.025 50 2,14 0.001 0 1 2,12 0.001 1 0 1,14 0.001 -1 0 2.0304 110 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 1 -1 12,15 0.001 0 -1 2.0325 125 ::f,0,0 f,2,15 f,15,3 f,15,15 
31:0,1 0.001 0 -1 3,1 0.001 0 1 2,0 0.001 1 -1 0.027 50 2,14 0.001 0 1 2,12 0.001 1 0 1,14 0.001 -1 -1 2.0305 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 1 13,13 0.001 1 0 12,14 0.001 0 -1 2.0335 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
32:0,1 0.001 0 -1 3,2 0.001 0 1 2,0 0.001 1 0 0.028 50 2,14 0.001 -1 1 3,12 0.001 1 0 1,14 0.001 0 -1 2.0315 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 0 14,13 0.001 1 0 12,13 0.001 0 -1 2.0355 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
33:0,1 0.001 0 -1 3,2 0.001 0 1 3,0 0.001 1 0 0.029 50 2,14 0.001 -1 0 3,12 0.001 1 1 1,13 0.001 0 -1 2.0325 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 0 12,12 0.001 0 -1 2.0375 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
34:0,1 0.001 0 -1 3,2 0.001 0 1 3,0 0.001 1 1 0.029 50 1,14 0.001 -1 0 3,12 0.001 0 1 1,13 0.001 0 -1 2.0335 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 1 12,12 0.001 1 -1 2.0375 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
35:0,1 0.001 0 -1 3,3 0.001 0 1 3,0 0.001 0 1 0.03 50 1,14 0.001 -1 0 3,13 0.001 0 1 1,13 0.001 1 -1 2.0345 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 -1 14,13 0.001 0 1 12,12 0.001 1 0 2.0375 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
36:0,1 0.001 0 -1 3,3 0.001 -1 1 3,1 0.001 0 1 0.031 50 1,14 0.001 -1 -1 3,14 0.001 0 1 1,13 0.001 1 0 2.0355 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 0 -1 14,14 0.001 0 1 13,12 0.001 1 0 2.0395 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
37:0,1 0.001 0 -1 3,3 0.001 -1 0 3,2 0.001 0 1 0.032 50 1,14 0.001 0 -1 3,14 0.001 0 1 2,13 0.001 1 0 2.0365 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 0 -1 14,14 0.001 0 1 14,12 0.001 1 0 2.0415 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
38:0,1 0.001 0 -1 2,3 0.001 -1 0 3,3 0.001 0 1 0.034 50 1,13 0.001 0 -1 3,14 0.001 0 1 2,13 0.001 1 0 2.0375 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 0 -1 14,14 0.001 -1 1 15,12 0.001 1 0 2.0425 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
39:0,1 0.001 0 -1 1,3 0.001 -1 0 3,3 0.001 -1 1 0.035 50 1,13 0.001 0 -1 3,15 0.001 0 1 2,13 0.001 1 1 2.0385 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 1 -1 14,14 0.001 -1 0 15,12 0.001 1 1 2.0425 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
40:0,1 0.001 0 -1 1,3 0.001 -1 0 3,3 0.001 -1 0 0.035 50 1,13 0.001 1 -1 3,15 0.001 -1 1 2,13 0.001 0 1 2.0385 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 1 0 13,14 0.001 -1 0 15,12 0.001 0 1 2.0435 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
41:0,1 0.001 0 -1 1,3 0.001 -1 0 2,3 0.001 -1 0 0.036 50 1,13 0.001 1 0 3,15 0.001 -1 0 2,14 0.001 0 1 2.0395 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 0 15,13 0.001 0 1 2.0455 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
42:0,1 0.001 0 -1 0,3 0.001 -1 0 1,3 0.001 -1 0 0.038 50 2,13 0.001 1 0 2,15 0.001 -1 0 2,14 0.001 0 1 2.0415 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 -1 15,14 0.001 0 1 2.0465 125 ::f,0,0 f,0,13 f,15,3 f,15,15 
43:0,1 0.001 0 -1 0,3 0.001 -1 -1 1,3 0.001 -1 0 0.038 50 2,13 0.001 1 0 1,15 0.001 -1 0 2,14 0.001 -1 1 2.0425 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 1 13,14 0.001 0 -1 15,14 0.001 0 1 4.0466 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
44:0,1 0.001 0 -1 0,3 0.001 0 -1 1,3 0.001 -1 -1 0.038 50 2,13 0.001 1 1 1,15 0.001 -1 0 2,14 0.001 -1 0 2.0425 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 0 1 13,13 0.001 0 -1 15,15 0.001 0 1 4.0486 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
45:0,1 0.001 0 -1 0,2 0.001 0 -1 1,3 0.001 0 -1 0.039 50 2,13 0.001 0 1 1,15 0.001 -1 0 1,14 0.001 -1 0 2.0435 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 0 -1 15,15 0.001 -1 1 4.0496 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
46:0,1 0.001 0 -1 0,2 0.001 0 -1 1,2 0.001 0 -1 0.04 50 2,14 0.001 0 1 0,15 0.001 -1 0 1,14 0.001 -1 0 2.0455 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 1 -1 15,15 0.001 -1 0 4.0496 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
47:0,1 0.001 0 -1 0,2 0.001 1 -1 1,1 0.001 0 -1 0.041 50 2,14 0.001 0 1 0,15 0.001 -1 -1 1,14 0.001 -1 -1 2.0455 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 1 13,13 0.001 1 0 14,15 0.001 -1 0 4.0506 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
48:0,1 0.001 0 -1 0,2 0.001 1 0 1,1 0.001 0 -1 0.041 50 2,14 0.001 -1 1 0,15 0.001 0 -1 1,14 0.001 0 -1 2.0455 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 0 14,13 0.001 1 0 13,15 0.001 -1 0 4.0526 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
49:0,1 0.001 0 -1 1,2 0.001 1 0 1,1 0.001 0 -1 0.042 50 2,14 0.001 -1 0 0,14 0.001 0 -1 1,13 0.001 0 -1 2.0475 125 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 0 12,15 0.001 -1 0 4.0546 140 ::f,0,0 f,0,13 f,15,3 f,15,12 
50:0,1 0.001 0 -1 1,2 0.001 1 0 1,0 0.001 0 -1 0.043 50 1,14 0.001 -1 0 0,14 0.001 0 -1 1,13 0.001 0 -1 4.0486 140 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 1 12,15 0.001 -1 -1 4.0546 140 ::f,0,0 f,0,12 f,15,3 f,15,12 
51:0,1 0.001 0 -1 1,2 0.001 1 0 1,0 0.001 1 -1 0.043 50 1,14 0.001 -1 0 0,13 0.001 0 -1 1,13 0.001 1 -1 4.0496 140 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 -1 14,13 0.001 0 1 12,15 0.001 0 -1 4.0546 140 ::f,0,0 f,0,12 f,15,3 f,15,12 
52:0,1 0.001 0 -1 2,2 0.001 1 0 1,0 0.001 1 0 0.044 50 1,14 0.001 -1 -1 0,13 0.001 0 -1 1,13 0.001 1 0 7.0497 155 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 0 -1 14,14 0.001 0 1 12,14 0.001 0 -1 4.0566 140 ::f,0,0 f,3,12 f,15,3 f,15,12 
53:0,1 0.001 0 -1 2,2 0.001 1 0 2,0 0.001 1 0 0.045 50 1,14 0.001 0 -1 0,12 0.001 0 -1 2,13 0.001 1 0 7.0517 155 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 0 -1 14,14 0.001 0 1 12,13 0.001 0 -1 4.0586 140 ::f,0,0 f,3,12 f,15,3 f,15,12 
54:0,1 0.001 0 -1 2,2 0.001 1 0 3,0 0.001 1 0 0.046 50 1,13 0.001 0 -1 0,12 0.001 1 -1 2,13 0.001 1 0 7.0527 155 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 0 -1 14,14 0.001 -1 1 12,12 0.001 0 -1 4.0596 140 ::f,0,0 f,3,12 f,15,3 f,15,12 
55:0,1 0.001 0 -1 3,2 0.001 1 0 3,0 0.001 1 1 0.047 50 1,13 0.001 0 -1 0,12 0.001 1 0 2,13 0.001 1 1 7.0527 155 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 1 -1 14,14 0.001 -1 0 12,12 0.001 1 -1 4.0596 140 ::f,0,0 f,3,12 f,15,3 f,15,12 
56:0,1 0.001 0 -1 3,2 0.001 1 1 3,0 0.001 0 1 0.047 50 1,13 0.001 1 -1 1,12 0.001 1 0 2,13 0.001 0 1 7.0537 155 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,13 0.001 1 0 13,14 0.001 -1 0 12,12 0.001 1 0 4.0606 140 ::f,0,0 f,3,12 f,15,3 f,15,12 
57:0,1 0.001 0 -1 3,2 0.001 0 1 3,1 0.001 0 1 0.048 50 1,13 0.001 1 0 2,12 0.001 1 0 2,14 0.001 0 1 7.0557 155 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 0 13,12 0.001 1 0 4.0626 140 ::f,0,0 f,3,12 f,15,3 f,15,12 
58:0,1 0.001 0 -1 3,3 0.001 0 1 3,2 0.001 0 1 0.05 50 2,13 0.001 1 0 2,12 0.001 1 0 2,14 0.001 0 1 11.0568 170 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 0 13,14 0.001 -1 -1 14,12 0.001 1 0 4.0636 140 ::f,0,0 f,3,14 f,15,3 f,15,12 
59:0,1 0.001 0 -1 3,3 0.001 -1 1 3,2 0.001 0 1 0.05 50 2,13 0.001 1 0 3,12 0.001 1 0 2,14 0.001 -1 1 11.0578 170 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 1 1 13,14 0.001 0 -1 14,12 0.001 1 0 7.0637 155 ::f,0,0 f,3,14 f,15,3 f,15,12 
60:0,1 0.001 0 -1 3,3 0.001 -1 0 3,2 0.001 -1 1 0.05 50 2,13 0.001 1 1 3,12 0.001 1 1 2,14 0.001 -1 0 11.0578 170 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,13 0.001 0 1 13,13 0.001 0 -1 14,12 0.001 1 0 7.0647 155 ::f,0,0 f,3,14 f,15,3 f,15,12 
61:0,1 0.001 0 -1 2,3 0.001 -1 0 3,2 0.001 -1 0 0.051 50 2,13 0.001 0 1 3,12 0.001 0 1 1,14 0.001 -1 0 11.0588 170 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 0 -1 14,12 0.001 1 0 7.0657 155 ::f,0,0 f,3,14 f,15,3 f,15,12 
62:0,1 0.001 0 -1 1,3 0.001 -1 0 2,2 0.001 -1 0 0.053 50 2,14 0.001 0 1 3,13 0.001 0 1 1,14 0.001 -1 0 11.0608 170 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 0 1 13,13 0.001 1 -1 14,12 0.001 1 0 7.0657 155 ::f,0,0 f,3,14 f,15,3 f,15,12 
63:0,1 0.001 0 -1 1,3 0.001 -1 0 1,2 0.001 -1 0 0.054 50 2,14 0.001 0 1 3,13 0.001 0 1 1,14 0.001 -1 -1 16.0609 185 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 1 13,13 0.001 1 0 14,12 0.001 1 0 7.0657 155 ::f,0,0 f,3,14 f,15,3 f,15,12 
64:0,1 0.001 0 -1 1,3 0.001 -1 0 0,2 0.001 -1 0 0.055 50 2,14 0.001 -1 1 3,13 0.001 0 1 1,14 0.001 0 -1 22.061 200 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 14,14 0.001 -1 0 14,13 0.001 1 0 14,12 0.001 1 0 7.0667 155 ::f,0,0 f,0,13 f,15,3 f,15,12 
65:0,1 0.001 0 -1 0,3 0.001 -1 0 0,2 0.001 -1 -1 0.056 50 2,14 0.001 -1 0 3,14 0.001 0 1 1,13 0.001 0 -1 22.063 200 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 0 14,12 0.001 1 0 7.0677 155 ::f,0,0 f,0,13 f,15,3 f,15,12 
66:0,1 0.001 0 -1 0,3 0.001 -1 -1 0,2 0.001 0 -1 0.056 50 1,14 0.001 -1 0 3,14 0.001 0 1 1,13 0.001 0 -1 22.064 200 13,1 0.001 1 1 13,2 0.001 0 -1 14,2 0.001 -1 0 1.0012 80 13,14 0.001 -1 0 14,13 0.001 1 1 14,12 0.001 1 0 7.0677 155 ::f,0,0 f,0,13 f,15,3 f,15,12 
