16
0:2,1 0.001 0 -1 3,3 0.003 1 1 2,2 0.002 1 -1 0 50 3,14 0.001 0 -1 1,14 0.003 0 1 3,13 0.002 1 0 0.003 50 13,2 0.001 1 1 12,2 0.003 -1 -1 15,2 0.002 0 -1 0.001 50 12,14 0.001 1 0 12,15 0.003 1 0 14,12 0.002 0 -1 0 50 ::f,1,12 f,3,0 f,14,3 f,15,15 
1:2,1 0.001 -1 -1 3,3 0.003 1 0 2,2 0.002 0 -1 0 50 3,14 0.001 0 -1 1,14 0.001 0 1 3,13 0.002 1 -1 0.003 50 13,2 0.001 1 1 12,2 0.003 -1 0 15,1 0.002 0 -1 0.0021 65 13,14 0.001 1 0 13,15 0.003 1 0 14,12 0.002 -1 -1 0.002 50 ::f,1,12 f,3,0 f,12,3 f,15,15 
12:2,2 0.001 1 0 1,0 0.001 -1 0 1,2 0.001 0 1 0.0111 65 0,13 0.001 -1 0 2,13 0.001 -1 -1 0,12 0.001 0 1 0.0132 80 15,1 0.001 0 -1 15,3 0.001 1 0 13,2 0.001 1 1 1.0133 95 13,14 0.003 1 0 13,15 0.001 -1 -1 12,15 0.001 1 0 0.007 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
13:2,2 0.001 1 -1 1,0 0.001 -1 0 1,2 0.001 0 1 0.0111 65 0,13 0.001 -1 1 2,13 0.001 -1 0 0,12 0.001 1 1 0.0132 80 15,1 0.001 0 -1 15,3 0.001 1 -1 13,2 0.001 1 0 1.0133 95 13,14 0.003 1 0 13,15 0.001 -1 0 12,15 0.001 1 -1 0.007 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
14:2,2 0.001 0 -1 0,0 0.001 -1 0 1,2 0.001 1 1 0.0121 65 0,13 0.001 0 1 1,13 0.001 -1 0 0,12 0.001 1 0 0.0142 80 15,0 0.001 0 -1 15,3 0.001 0 -1 14,2 0.001 1 0 1.0153 95 13,14 0.003 1 0 13,15 0.001 -1 1 12,15 0.001 0 -1 0.007 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
15:2,1 0.001 0 -1 0,0 0.001 -1 1 1,2 0.001 1 0 0.0131 65 0,14 0.001 0 1 1,13 0.001 -1 0 0,12 0.001 1 0 0.0152 80 15,0 0.001 -1 -1 15,2 0.001 0 -1 14,2 0.001 1 0 1.0163 95 13,14 0.001 1 0 13,15 0.001 0 1 12,14 0.001 0 -1 0.008 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
16:2,1 0.001 0 -1 0,0 0.001 0 1 2,2 0.001 1 0 0.0141 65 0,15 0.001 0 1 1,13 0.001 -1 1 0,12 0.001 1 0 0.0162 80 15,0 0.001 -1 0 15,1 0.001 0 -1 14,2 0.001 1 -1 1.0173 95 13,14 0.003 1 0 13,15 0.001 1 1 12,13 0.001 0 -1 0.009 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
17:2,1 0.001 -1 -1 0,1 0.001 0 1 2,2 0.001 1 0 0.0151 65 0,15 0.001 1 1 1,13 0.001 0 1 0,12 0.001 1 0 0.0162 80 15,0 0.001 -1 0 15,1 0.001 0 -1 14,2 0.001 0 -1 1.0173 95 13,14 0.003 1 0 13,15 0.001 1 0 12,12 0.001 0 -1 0.01 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
18:2,1 0.001 -1 0 0,2 0.001 0 1 2,2 0.001 1 -1 0.0161 65 0,15 0.001 1 0 1,14 0.001 0 1 0,12 0.001 1 0 0.0172 80 15,0 0.001 -1 0 15,1 0.001 -1 -1 14,1 0.001 0 -1 1.0183 95 13,14 0.003 1 0 14,15 0.001 1 0 12,12 0.001 -1 -1 0.011 45 ::f,1,12 f,2,3 f,14,0 s,14,14 f,15,15 
19:1,1 0.001 -1 0 0,2 0.001 0 1 2,2 0.001 0 -1 0.0171 65 1,15 0.001 1 0 1,14 0.001 0 1 0,12 0.001 1 0 0.0182 80 15,0 0.001 -1 0 14,0 0.001 -1 -1 14,1 0.001 0 -1 3.0194 110 13,14 0.003 1 0 14,15 0.001 1 0 12,12 0.001 -1 0 0.0111 60 ::f,1,12 f,2,3 f,12,0 f,13,13 s,14,14 
20:1,1 0.001 -1 0 0,3 0.001 0 1 2,1 0.001 0 -1 0.0191 65 2,15 0.001 1 0 1,14 0.001 1 1 0,12 0.001 1 0 0.0192 80 15,0 0.001 -1 0 14,0 0.001 -1 -1 14,1 0.001 -1 -1 3.0194 110 13,14 0.003 1 0 14,15 0.001 1 -1 12,12 0.001 -1 1 0.0111 60 ::f,1,12 f,2,3 f,12,0 f,13,13 s,14,14 
21:1,1 0.001 -1 1 0,3 0.001 1 1 2,1 0.001 0 -1 0.0191 65 2,15 0.001 1 0 1,14 0.001 1 0 0,12 0.001 1 0 0.0192 80 15,0 0.001 -1 1 14,0 0.001 -1 0 14,1 0.001 -1 0 3.0194 110 13,14 0.003 1 0 14,15 0.001 0 -1 12,12 0.001 0 1 0.0111 60 ::f,1,12 f,2,3 f,12,0 f,13,13 s,14,14 
22:1,1 0.001 0 1 0,3 0.001 1 0 2,1 0.001 -1 -1 0.0191 65 3,15 0.001 1 0 2,14 0.001 1 0 0,12 0.001 1 0 0.0212 80 15,0 0.001 0 1 13,0 0.001 -1 0 13,1 0.001 -1 0 3.0214 110 13,14 0.003 1 0 14,15 0.001 0 -1 12,13 0.001 0 1 0.0121 60 ::f,1,12 f,2,3 f,12,0 f,13,13 s,14,14 
23:1,2 0.001 0 1 1,3 0.001 1 0 2,1 0.001 -1 0 0.0211 65 3,15 0.001 1 -1 2,14 0.001 1 0 0,12 0.001 1 0 0.0212 80 15,1 0.001 0 1 13,0 0.001 -1 0 13,1 0.001 -1 0 4.0225 125 13,14 0.003 1 0 14,15 0.001 0 -1 12,13 0.001 0 1 0.0121 60 ::f,1,12 f,2,3 f,13,13 f,14,3 s,14,14 
24:1,2 0.001 0 1 1,3 0.001 1 0 1,1 0.001 -1 0 1.0222 80 3,15 0.001 0 -1 2,14 0.001 1 -1 0,12 0.001 1 0 0.0212 80 15,2 0.001 0 1 12,0 0.001 -1 0 13,1 0.001 -1 1 4.0245 125 13,14 0.003 1 0 14,15 0.001 0 -1 12,14 0.001 0 1 0.0131 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
25:1,2 0.001 1 1 2,3 0.001 1 0 1,1 0.001 -1 0 1.0232 80 3,14 0.001 0 -1 2,14 0.001 0 -1 0,12 0.001 1 0 0.0222 80 15,3 0.001 0 1 12,0 0.001 -1 1 13,1 0.001 0 1 4.0255 125 13,14 0.003 1 0 14,15 0.001 -1 -1 12,14 0.001 0 1 0.0131 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
26:1,2 0.001 1 0 3,3 0.001 1 0 1,1 0.001 -1 1 1.0242 80 3,13 0.001 0 -1 2,13 0.001 0 -1 0,12 0.001 1 0 0.0242 80 15,3 0.001 1 1 12,0 0.001 0 1 13,2 0.001 0 1 4.0265 125 13,14 0.003 1 0 14,15 0.001 -1 -1 12,15 0.001 0 1 0.0141 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
27:2,2 0.001 1 0 3,3 0.001 1 -1 1,1 0.001 0 1 1.0252 80 3,13 0.001 0 -1 2,13 0.001 0 -1 0,12 0.001 1 0 0.0242 80 15,3 0.001 1 0 12,1 0.001 0 1 13,2 0.001 0 1 4.0275 125 13,14 0.001 1 0 14,15 0.001 -1 -1 12,15 0.001 1 1 0.0141 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
28:2,2 0.001 1 0 3,3 0.001 0 -1 1,2 0.001 0 1 1.0262 80 3,12 0.001 0 -1 2,13 0.001 -1 -1 0,12 0.001 1 0 0.0252 80 15,3 0.001 1 -1 12,2 0.001 0 1 13,2 0.001 1 1 4.0285 125 13,14 0.003 1 0 14,15 0.001 -1 -1 12,15 0.001 1 0 0.0141 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
29:2,2 0.001 1 -1 3,2 0.001 0 -1 1,2 0.001 0 1 1.0272 80 3,12 0.001 -1 -1 2,13 0.001 -1 0 0,12 0.001 1 0 0.0252 80 15,3 0.001 0 -1 12,2 0.001 0 1 13,2 0.001 1 0 4.0285 125 13,14 0.003 1 0 14,15 0.001 -1 0 13,15 0.001 1 0 0.0151 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
30:2,2 0.001 0 -1 3,1 0.001 0 -1 1,2 0.001 1 1 1.0282 80 3,12 0.001 -1 0 1,13 0.001 -1 0 0,12 0.001 1 0 0.0262 80 15,2 0.001 0 -1 12,3 0.001 0 1 14,2 0.001 1 0 4.0315 125 13,14 0.003 1 0 14,15 0.001 -1 0 13,15 0.001 1 0 0.0151 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
31:2,1 0.001 0 -1 3,1 0.001 0 -1 1,2 0.001 1 0 1.0292 80 2,12 0.001 -1 0 1,13 0.001 -1 0 0,12 0.001 1 0 0.0272 80 15,2 0.001 0 -1 12,3 0.001 1 1 14,2 0.001 1 0 4.0315 125 13,14 0.003 1 0 14,15 0.001 -1 0 13,15 0.001 1 -1 0.0151 60 ::f,1,0 f,1,12 f,13,13 f,14,3 s,14,14 
32:2,1 0.001 0 -1 3,0 0.001 0 -1 2,2 0.001 1 0 1.0312 80 2,12 0.001 -1 0 1,13 0.001 -1 1 1,12 0.001 1 0 1.0283 95 15,1 0.001 0 -1 12,3 0.001 1 0 14,2 0.001 1 -1 4.0325 125 13,14 0.003 1 0 14,15 0.001 -1 0 13,15 0.001 0 -1 0.0151 60 ::f,1,0 f,3,14 f,13,13 f,14,3 s,14,14 
33:2,1 0.001 -1 -1 3,0 0.001 -1 -1 2,2 0.001 1 0 1.0312 80 2,12 0.001 -1 0 1,13 0.001 0 1 1,12 0.001 1 -1 1.0283 95 15,1 0.001 0 -1 13,3 0.001 1 0 14,2 0.001 0 -1 4.0335 125 13,14 0.003 1 0 14,15 0.001 -1 1 13,15 0.001 -1 -1 0.0151 60 ::f,1,0 f,3,14 f,13,13 f,14,3 s,14,14 
34:2,1 0.001 -1 0 3,0 0.001 -1 0 2,2 0.001 1 -1 1.0312 80 2,12 0.001 -1 1 1,14 0.001 0 1 1,12 0.001 0 -1 1.0293 95 15,0 0.001 0 -1 13,3 0.001 1 0 14,1 0.001 0 -1 6.0356 140 13,14 0.003 1 0 14,15 0.001 0 1 12,14 0.001 -1 -1 0.0161 60 ::f,1,0 f,3,14 f,13,1 f,13,13 s,14,14 
35:1,1 0.001 -1 0 2,0 0.001 -1 0 2,2 0.001 0 -1 1.0332 80 1,13 0.001 -1 1 1,14 0.001 0 1 1,12 0.001 -1 -1 1.0303 95 15,0 0.001 -1 -1 14,3 0.001 1 0 14,1 0.001 0 -1 6.0366 140 13,14 0.003 1 0 14,15 0.001 1 1 12,14 0.001 -1 0 0.0161 60 ::f,1,0 f,3,14 f,13,1 f,13,13 s,14,14 
36:1,1 0.001 -1 0 2,0 0.001 -1 0 2,1 0.001 0 -1 3.0343 95 0,14 0.001 -1 1 1,14 0.001 1 1 1,12 0.001 -1 0 1.0313 95 15,0 0.001 -1 0 15,3 0.001 1 0 14,1 0.001 -1 -1 6.0376 140 13,14 0.003 1 0 14,15 0.001 1 0 12,14 0.001 -1 1 0.0161 60 ::f,0,1 f,3,14 f,13,1 f,13,13 s,14,14 
37:1,1 0.001 -1 1 1,0 0.001 -1 0 2,1 0.001 0 -1 3.0353 95 0,14 0.001 -1 1 1,14 0.001 1 0 0,12 0.001 -1 0 1.0323 95 14,0 0.001 -1 0 15,3 0.001 1 -1 14,1 0.001 -1 0 6.0386 140 13,14 0.003 1 0 14,15 0.001 1 -1 12,14 0.001 0 1 0.0161 60 ::f,0,1 f,3,14 f,13,1 f,13,13 s,14,14 
38:1,1 0.001 0 1 0,0 0.001 -1 0 2,1 0.001 -1 -1 3.0363 95 0,14 0.001 0 1 2,14 0.001 1 0 0,12 0.001 -1 1 1.0333 95 13,0 0.001 -1 0 15,3 0.001 0 -1 14,1 0.001 -1 0 6.0396 140 13,14 0.003 1 0 14,15 0.001 0 -1 12,15 0.001 0 1 0.0171 60 ::f,0,1 f,3,14 f,13,1 f,13,13 s,14,14 
39:1,2 0.001 0 1 0,0 0.001 -1 1 2,1 0.001 -1 0 3.0373 95 0,15 0.001 0 1 2,14 0.001 1 0 0,12 0.001 0 1 1.0344 110 13,0 0.001 -1 0 15,2 0.001 0 -1 14,1 0.001 -1 0 6.0406 140 13,14 0.003 1 0 14,15 0.001 0 -1 12,15 0.001 1 1 0.0171 60 ::f,0,1 f,3,12 f,13,1 f,13,13 s,14,14 
40:1,2 0.001 0 1 0,0 0.001 0 1 1,1 0.001 -1 0 3.0383 95 0,15 0.001 1 1 2,14 0.001 1 -1 0,13 0.001 0 1 1.0354 110 12,0 0.001 -1 0 15,1 0.001 0 -1 14,1 0.001 -1 0 6.0427 155 13,14 0.003 1 0 14,15 0.001 0 -1 12,15 0.001 1 0 0.0171 60 ::f,0,1 f,3,12 f,13,13 f,14,0 s,14,14 
41:1,2 0.001 1 1 0,0 0.001 0 1 1,1 0.001 -1 0 3.0384 110 0,15 0.001 1 0 2,14 0.001 0 -1 0,13 0.001 0 1 1.0354 110 12,0 0.001 -1 1 15,1 0.001 0 -1 14,1 0.001 -1 1 6.0427 155 13,14 0.003 1 0 14,15 0.001 0 -1 13,15 0.001 1 0 0.0181 60 ::f,1,3 f,3,12 f,13,13 f,14,0 s,14,14 
42:1,2 0.001 1 0 0,1 0.001 0 1 1,1 0.001 -1 1 3.0394 110 1,15 0.001 1 0 2,13 0.001 0 -1 0,14 0.001 0 1 1.0384 110 12,0 0.001 0 1 15,0 0.001 0 -1 13,2 0.001 -1 1 6.0447 155 13,14 0.003 1 0 14,15 0.001 -1 -1 13,15 0.001 1 0 0.0181 60 ::f,1,3 f,3,12 f,13,13 f,14,0 s,14,14 
43:2,2 0.001 1 0 0,1 0.001 0 1 1,1 0.001 0 1 3.0404 110 1,15 0.001 1 0 2,13 0.001 0 -1 0,14 0.001 0 1 1.0384 110 12,1 0.001 0 1 15,0 0.001 -1 -1 13,2 0.001 -1 1 6.0457 155 13,14 0.001 1 0 14,15 0.001 -1 -1 13,15 0.001 1 -1 0.0181 60 ::f,1,3 f,3,12 f,13,13 f,14,0 s,14,14 
44:2,2 0.001 1 0 0,2 0.001 0 1 1,2 0.001 0 1 3.0424 110 2,15 0.001 1 0 2,13 0.001 -1 -1 0,15 0.001 0 1 1.0404 110 12,2 0.001 0 1 15,0 0.001 -1 0 13,2 0.001 0 1 6.0467 155 13,14 0.003 1 0 14,15 0.001 -1 -1 13,15 0.001 0 -1 0.0181 60 ::f,1,3 f,3,12 f,13,13 f,14,0 s,14,14 
45:2,2 0.001 1 -1 0,2 0.001 0 1 1,2 0.001 0 1 4.0425 125 2,15 0.001 1 0 2,13 0.001 -1 0 0,15 0.001 1 1 1.0404 110 12,2 0.001 0 1 15,0 0.001 -1 0 13,2 0.001 1 1 6.0467 155 13,14 0.003 1 0 14,15 0.001 -1 -1 13,15 0.001 -1 -1 0.0181 60 ::f,2,1 f,3,12 f,13,13 f,14,0 s,14,14 
46:2,2 0.001 0 -1 0,3 0.001 0 1 1,2 0.001 1 1 4.0435 125 3,15 0.001 1 0 1,13 0.001 -1 0 0,15 0.001 1 0 1.0424 110 12,3 0.001 0 1 15,0 0.001 -1 0 13,2 0.001 1 0 6.0477 155 13,14 0.003 1 0 14,15 0.001 -1 0 12,14 0.001 -1 -1 0.0191 60 ::f,2,1 f,3,12 f,13,13 f,14,0 s,14,14 
47:2,2 0.001 0 -1 0,3 0.001 1 1 1,2 0.001 1 0 4.0435 125 3,15 0.001 1 -1 1,13 0.001 -1 0 1,15 0.001 1 0 1.0434 110 12,3 0.001 1 1 15,0 0.001 -1 0 14,2 0.001 1 0 9.0488 170 13,14 0.001 1 0 13,15 0.001 -1 0 12,14 0.001 -1 0 0.0201 60 ::f,2,1 f,3,12 f,13,13 f,14,3 s,14,14 
48:2,2 0.001 0 -1 0,3 0.001 1 0 1,2 0.001 1 0 4.0435 125 3,15 0.001 0 -1 1,13 0.001 -1 1 2,15 0.001 1 0 1.0444 110 12,3 0.001 1 0 14,0 0.001 -1 0 14,2 0.001 1 0 9.0498 170 13,14 0.003 1 0 13,15 0.001 -1 0 12,14 0.001 -1 1 0.0201 60 ::f,2,1 f,3,12 f,13,13 f,14,3 s,14,14 
49:2,2 0.001 0 -1 1,3 0.001 1 0 1,2 0.001 1 0 4.0446 140 3,14 0.001 0 -1 1,13 0.001 0 1 2,15 0.001 1 0 1.0454 110 13,3 0.001 1 0 14,0 0.001 -1 0 14,2 0.001 1 -1 9.0508 170 13,14 0.003 1 0 13,15 0.001 -1 1 12,14 0.001 0 1 0.0201 60 ::f,1,1 f,3,12 f,13,13 f,14,3 s,14,14 
50:2,2 0.001 -1 -1 2,3 0.001 1 0 1,2 0.001 1 0 4.0456 140 3,13 0.001 0 -1 1,14 0.001 0 1 3,15 0.001 1 0 1.0484 110 13,3 0.001 1 0 13,0 0.001 -1 0 14,2 0.001 0 -1 12.0519 185 13,14 0.003 1 0 13,15 0.001 0 1 12,15 0.001 0 1 0.0211 60 ::f,1,1 f,3,12 f,13,13 f,14,1 s,14,14 
51:2,2 0.001 -1 -1 2,3 0.001 1 0 1,2 0.001 1 0 4.0456 140 3,13 0.001 0 -1 1,14 0.001 0 1 3,15 0.001 1 -1 3.0485 125 14,3 0.001 1 0 13,0 0.001 -1 0 14,2 0.001 0 -1 12.0529 185 13,14 0.001 1 0 13,15 0.001 1 1 12,15 0.001 1 1 0.0211 60 ::f,0,15 f,1,1 f,13,13 f,14,1 s,14,14 
52:2,2 0.001 -1 -1 3,3 0.001 1 0 1,2 0.001 1 0 4.0466 140 3,12 0.001 0 -1 1,14 0.001 1 1 3,15 0.001 0 -1 3.0495 125 15,3 0.001 1 0 12,0 0.001 -1 0 14,2 0.001 0 -1 12.0549 185 13,14 0.003 1 0 13,15 0.001 1 0 12,15 0.001 1 0 0.0211 60 ::f,0,15 f,1,1 f,13,13 f,14,1 s,14,14 
53:2,2 0.001 -1 -1 3,3 0.001 1 -1 1,2 0.001 1 0 5.0467 155 3,12 0.001 -1 -1 1,14 0.001 1 0 3,14 0.001 0 -1 3.0505 125 15,3 0.001 1 -1 12,0 0.001 -1 1 14,2 0.001 0 -1 13.055 200 13,14 0.003 1 0 14,15 0.001 1 0 13,15 0.001 1 0 0.0231 60 ::f,0,15 f,1,0 f,13,13 s,14,14 f,15,1 
54:2,2 0.001 -1 0 3,3 0.001 0 -1 1,2 0.001 1 0 5.0467 155 3,12 0.001 -1 0 2,14 0.001 1 0 3,13 0.001 0 -1 3.0525 125 15,3 0.001 0 -1 12,0 0.001 0 1 14,2 0.001 -1 -1 13.055 200 13,14 0.003 1 0 14,15 0.001 1 0 13,15 0.001 1 0 0.0231 60 ::f,0,15 f,1,0 f,13,13 s,14,14 f,15,1 
55:2,2 0.001 -1 0 3,2 0.001 0 -1 1,2 0.001 1 0 5.0477 155 2,12 0.001 -1 0 2,14 0.001 1 0 3,13 0.001 0 -1 3.0535 125 15,2 0.001 0 -1 12,1 0.001 0 1 13,1 0.001 -1 -1 13.058 200 13,14 0.003 1 0 14,15 0.001 1 -1 13,15 0.001 1 -1 0.0231 60 ::f,0,15 f,1,0 f,13,13 s,14,14 f,15,1 
56:2,2 0.001 -1 0 3,1 0.001 0 -1 1,2 0.001 1 0 5.0487 155 1,12 0.001 -1 0 2,14 0.001 1 -1 3,12 0.001 0 -1 3.0555 125 15,2 0.001 0 -1 12,2 0.001 0 1 13,1 0.001 -1 -1 17.0591 215 13,14 0.003 1 0 14,15 0.001 0 -1 13,15 0.001 0 -1 0.0231 60 ::f,0,15 f,1,0 f,13,2 f,13,13 s,14,14 
57:2,2 0.001 -1 0 3,1 0.001 0 -1 1,2 0.001 1 0 5.0487 155 1,12 0.001 -1 0 2,14 0.001 0 -1 3,12 0.001 -1 -1 3.0555 125 15,1 0.001 0 -1 12,2 0.001 0 1 13,1 0.001 -1 0 17.0601 215 13,14 0.003 1 0 14,15 0.001 0 -1 13,15 0.001 -1 -1 0.0231 60 ::f,0,15 f,1,0 f,13,2 f,13,13 s,14,14 
58:2,2 0.001 -1 1 3,0 0.001 0 -1 1,2 0.001 1 0 5.0497 155 0,12 0.001 -1 0 2,13 0.001 0 -1 3,12 0.001 -1 0 3.0575 125 15,0 0.001 0 -1 12,3 0.001 0 1 13,1 0.001 -1 1 17.0621 215 13,14 0.003 1 0 14,15 0.001 0 -1 12,14 0.001 -1 -1 0.0241 60 ::f,0,15 f,1,0 f,13,2 f,13,13 s,14,14 
59:2,2 0.001 0 1 3,0 0.001 -1 -1 1,2 0.001 1 0 5.0497 155 0,12 0.001 -1 1 2,13 0.001 0 -1 2,12 0.001 -1 0 3.0585 125 15,0 0.001 -1 -1 12,3 0.001 1 1 13,1 0.001 0 1 17.0621 215 13,14 0.001 1 0 14,15 0.001 0 -1 12,14 0.001 -1 0 0.0241 60 ::f,0,15 f,1,0 f,13,2 f,13,13 s,14,14 
60:2,2 0.001 1 1 3,0 0.001 -1 0 1,2 0.001 1 0 5.0497 155 0,12 0.001 0 1 2,13 0.001 -1 -1 1,12 0.001 -1 0 3.0595 125 15,0 0.001 -1 0 12,3 0.001 1 0 13,1 0.001 0 1 17.0621 215 13,14 0.003 1 0 14,15 0.001 -1 -1 12,14 0.001 -1 1 0.0241 60 ::f,0,15 f,1,0 f,13,2 f,13,13 s,14,14 
61:2,2 0.001 1 0 2,0 0.001 -1 0 1,2 0.001 1 0 5.0507 155 0,13 0.001 0 1 2,13 0.001 -1 0 1,12 0.001 -1 0 3.0605 125 14,0 0.001 -1 0 13,3 0.001 1 0 13,1 0.001 0 1 19.0642 230 13,14 0.003 1 0 14,15 0.001 -1 -1 12,14 0.001 0 1 0.0241 60 ::f,0,15 f,1,0 f,13,2 f,13,13 s,14,14 
62:2,2 0.001 1 -1 2,0 0.001 -1 0 1,2 0.001 1 0 8.0508 170 0,14 0.001 0 1 1,13 0.001 -1 0 0,12 0.001 -1 0 3.0635 125 13,0 0.001 -1 0 14,3 0.001 1 0 13,1 0.001 0 1 22.0663 245 13,14 0.003 1 0 14,15 0.001 -1 -1 12,15 0.001 0 1 0.0251 60 ::f,0,15 f,3,1 f,13,2 f,13,13 s,14,14 
