16
0:2,0 0.001 -1 0 3,3 0.003 -1 0 0,1 0.002 -1 0 0.001 50 2,12 0.001 0 -1 2,14 0.003 1 -1 3,14 0.002 1 0 0.001 50 13,2 0.001 -1 1 15,2 0.002 -1 -1 12,1 0.002 0 1 0.001 46 15,15 0.001 1 1 15,14 0.003 -1 -1 13,14 0.002 -1 1 0.001 50 :14,1 :f,1,14 f,2,1 f,12,2 f,13,12 
1:2,0 0.001 -1 0 2,3 0.003 -1 0 0,1 0.002 -1 -1 0.002 50 2,12 0.001 1 -1 2,14 0.001 1 -1 3,14 0.002 1 1 0.001 50 13,2 0.001 -1 1 14,1 0.002 -1 -1 12,1 0.002 0 1 0.002 46 15,15 0.001 0 1 14,13 0.003 -1 -1 12,15 0.002 -1 1 0.003 50 :13,0 :f,1,14 f,2,1 f,12,2 f,13,12 
2:1,0 0.001 -1 0 1,3 0.003 -1 0 0,1 0.002 0 -1 0.004 50 2,12 0.001 1 0 2,14 0.001 1 -1 3,14 0.002 0 1 0.001 50 13,2 0.001 -1 0 13,0 0.002 -1 -1 12,1 0.001 0 1 0.0031 61 15,15 0.001 -1 1 14,13 0.001 -1 -1 12,15 0.002 -1 0 0.0031 65 ::f,1,14 f,2,1 f,13,3 f,15,12 
3:1,0 0.001 -1 0 0,3 0.003 -1 0 0,0 0.002 0 -1 0.006 50 2,12 0.001 1 1 3,13 0.001 1 -1 3,14 0.002 -1 1 0.002 50 13,2 0.001 -1 -1 13,0 0.002 0 -1 12,1 0.001 0 1 0.0031 61 15,15 0.001 -1 0 13,12 0.001 -1 -1 12,15 0.002 -1 -1 0.0041 65 ::f,1,14 f,2,1 f,13,3 f,15,12 
4:1,0 0.001 -1 0 0,3 0.003 -1 -1 0,0 0.002 1 -1 0.006 50 2,12 0.001 0 1 3,13 0.001 1 0 3,14 0.002 -1 0 0.002 50 13,2 0.001 0 -1 13,0 0.002 1 -1 12,2 0.001 0 1 0.0041 61 14,15 0.001 -1 0 13,12 0.001 0 -1 12,15 0.002 0 -1 0.0051 65 ::f,1,14 f,2,1 f,13,3 f,15,12 
5:1,0 0.001 -1 -1 0,3 0.003 0 -1 0,0 0.002 1 0 0.006 50 2,13 0.001 0 1 3,13 0.001 1 1 2,14 0.002 -1 0 0.004 50 13,1 0.001 0 -1 13,0 0.002 1 0 12,2 0.001 0 1 0.0051 61 13,15 0.001 -1 0 13,12 0.001 1 -1 12,14 0.002 0 -1 0.0071 65 ::f,1,14 f,2,1 f,13,3 f,15,12 
6:1,0 0.001 0 -1 0,2 0.003 0 -1 0,0 0.002 1 1 0.007 50 2,13 0.001 0 1 3,13 0.001 0 1 2,14 0.001 -1 0 0.0041 65 13,1 0.001 0 -1 13,0 0.002 1 1 12,2 0.001 -1 1 0.0051 61 13,15 0.001 -1 0 13,12 0.001 1 0 12,13 0.002 0 -1 0.0081 65 ::f,2,1 f,3,14 f,13,3 f,15,12 
7:1,0 0.001 1 -1 0,1 0.003 0 -1 1,1 0.002 1 1 0.009 50 2,13 0.001 0 1 3,13 0.001 0 1 1,14 0.001 -1 0 0.0051 65 13,1 0.001 1 -1 14,1 0.002 1 1 12,2 0.001 -1 0 0.0061 61 13,15 0.001 -1 0 13,12 0.001 1 1 12,12 0.002 0 -1 0.0091 65 ::f,2,1 f,3,14 f,13,3 f,15,12 
8:1,0 0.001 1 0 0,0 0.003 0 -1 1,1 0.001 1 1 0.01 50 2,13 0.001 0 1 3,13 0.001 0 1 1,14 0.001 -1 0 0.0051 65 13,1 0.001 1 0 14,1 0.001 1 1 12,2 0.001 -1 -1 0.0061 61 12,15 0.001 -1 0 14,13 0.001 1 1 12,12 0.002 1 -1 0.0111 65 ::f,2,1 f,3,14 f,13,3 f,15,12 
9:2,0 0.001 1 0 0,0 0.003 1 -1 1,1 0.001 1 1 0.011 50 2,13 0.001 0 1 3,13 0.001 0 1 1,14 0.001 -1 -1 0.0051 65 13,1 0.001 1 0 14,1 0.001 0 1 12,2 0.001 0 -1 0.0061 61 12,15 0.001 -1 -1 14,13 0.001 1 1 12,12 0.002 1 0 0.0111 65 ::f,2,1 f,3,14 f,13,3 f,15,12 
10:3,0 0.001 1 0 0,0 0.003 1 0 1,1 0.001 1 1 0.012 50 2,14 0.001 0 1 3,13 0.001 0 1 1,14 0.001 0 -1 0.0061 65 13,1 0.001 1 0 14,2 0.001 0 1 12,2 0.001 1 -1 0.0071 61 12,15 0.001 0 -1 14,13 0.001 0 1 13,12 0.002 1 0 0.0121 65 ::f,2,1 f,3,14 f,13,3 f,15,12 
11:3,0 0.001 1 1 1,0 0.003 1 0 2,2 0.001 1 1 0.014 50 2,14 0.001 0 1 3,13 0.001 0 1 1,13 0.001 0 -1 0.0072 80 13,1 0.001 1 0 14,2 0.001 0 1 12,2 0.001 1 -1 0.0071 61 12,14 0.001 0 -1 14,14 0.001 0 1 14,12 0.002 1 0 0.0151 65 ::f,2,1 f,2,13 f,13,3 f,15,12 
12:3,0 0.001 0 1 2,0 0.003 1 0 2,2 0.001 1 1 0.015 50 2,14 0.001 -1 1 3,14 0.001 0 1 1,13 0.001 0 -1 0.0082 80 14,1 0.001 1 0 14,2 0.001 -1 1 13,1 0.001 1 -1 0.0091 61 12,13 0.001 0 -1 14,14 0.001 0 1 14,12 0.001 1 0 0.0162 80 ::f,2,1 f,2,13 f,13,3 f,15,13 
13:3,1 0.001 0 1 2,0 0.001 1 0 2,2 0.001 1 1 0.016 50 2,14 0.001 -1 0 3,14 0.001 0 1 1,13 0.001 1 -1 0.0082 80 14,1 0.001 1 0 14,2 0.001 -1 0 13,1 0.001 1 -1 0.0091 61 12,13 0.001 0 -1 14,14 0.001 -1 1 15,12 0.001 1 0 0.0172 80 ::f,2,1 f,2,13 f,13,3 f,15,13 
14:3,2 0.001 0 1 2,0 0.001 1 0 3,3 0.001 1 1 0.018 50 1,14 0.001 -1 0 3,14 0.001 0 1 1,13 0.001 1 0 0.0092 80 14,1 0.001 1 1 13,2 0.001 -1 0 13,1 0.001 1 0 0.0101 61 12,13 0.001 0 -1 14,14 0.001 -1 0 15,12 0.001 1 1 0.0172 80 ::f,2,1 f,2,13 f,13,3 f,15,13 
15:3,2 0.001 0 1 3,0 0.001 1 0 3,3 0.001 0 1 0.019 50 1,14 0.001 -1 0 3,15 0.001 0 1 1,13 0.001 1 0 0.0102 80 14,1 0.001 0 1 13,2 0.001 -1 0 13,1 0.001 1 0 0.0101 61 12,12 0.001 0 -1 13,14 0.001 -1 0 15,12 0.001 0 1 0.0192 80 ::f,2,1 f,2,13 f,13,3 f,15,13 
16:3,2 0.001 -1 1 3,0 0.001 1 1 3,3 0.001 -1 1 0.019 50 1,14 0.001 -1 -1 3,15 0.001 -1 1 1,13 0.001 1 0 0.0102 80 14,2 0.001 0 1 13,2 0.001 -1 -1 14,1 0.001 1 0 0.0121 61 12,12 0.001 1 -1 13,14 0.001 -1 0 15,12 0.001 0 1 0.0192 80 ::f,2,1 f,2,13 f,13,3 f,15,13 
17:2,3 0.001 -1 1 3,0 0.001 0 1 3,3 0.001 -1 0 0.02 50 1,14 0.001 0 -1 3,15 0.001 -1 0 1,13 0.001 1 0 1.0103 95 14,2 0.001 0 1 13,2 0.001 0 -1 14,1 0.001 1 0 0.0121 61 12,12 0.001 1 0 13,14 0.001 -1 -1 15,12 0.001 0 1 0.0192 80 ::f,0,12 f,2,1 f,13,3 f,15,13 
