update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,6,0.000000,"[0.000000]",1,5000,0.002000,0.002000,"[0.002000]",0.000000,"[0.000000]",0.002000,"[0.002000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30367,0.000000,"[0.000000]",1,5754,34.225000,44.225000,"[44.225000]",20.000000,"[20.000000]",34.225000,"[34.225000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",22.000000,"[22]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60391,0.000000,"[0.000000]",1,7355,158.102000,168.102000,"[168.102000]",20.000000,"[20.000000]",158.102000,"[158.102000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",84.000000,"[84]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90315,0.000000,"[0.000000]",1,5711,216.336000,226.336000,"[226.336000]",20.000000,"[20.000000]",216.336000,"[216.336000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",113.000000,"[113]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120373,0.000000,"[0.000000]",1,6517,86.155000,96.155000,"[96.155000]",20.000000,"[20.000000]",86.155000,"[86.155000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",48.000000,"[48]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150357,0.000000,"[0.000000]",1,5575,128.229000,138.229000,"[138.229000]",20.000000,"[20.000000]",128.229000,"[128.229000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",69.000000,"[69]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180361,0.000000,"[0.000000]",1,5402,180.244000,190.244000,"[190.244000]",20.000000,"[20.000000]",180.244000,"[180.244000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",95.000000,"[95]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210307,0.000000,"[0.000000]",1,6243,212.263000,222.263000,"[222.263000]",20.000000,"[20.000000]",212.263000,"[212.263000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",111.000000,"[111]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240355,0.000000,"[0.000000]",1,5797,330.103000,340.103000,"[340.103000]",20.000000,"[20.000000]",330.103000,"[330.103000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",170.000000,"[170]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270331,0.000000,"[0.000000]",1,4252,398.109000,408.109000,"[408.109000]",20.000000,"[20.000000]",398.109000,"[398.109000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",204.000000,"[204]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300358,0.000000,"[0.000000]",1,1643,12.118000,22.118000,"[22.118000]",20.000000,"[20.000000]",12.118000,"[12.118000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330349,0.000000,"[0.000000]",1,1665,224.102000,234.102000,"[234.102000]",20.000000,"[20.000000]",224.102000,"[224.102000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",117.000000,"[117]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360303,0.000000,"[0.000000]",1,1851,388.083000,398.083000,"[398.083000]",20.000000,"[20.000000]",388.083000,"[388.083000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",199.000000,"[199]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390381,0.000000,"[0.000000]",1,1896,382.104000,392.104000,"[392.104000]",20.000000,"[20.000000]",382.104000,"[382.104000]",1300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",196.000000,"[196]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420357,0.000000,"[0.000000]",1,1861,388.185000,398.185000,"[398.185000]",20.000000,"[20.000000]",388.185000,"[388.185000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",199.000000,"[199]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450347,0.000000,"[0.000000]",1,1780,410.183000,420.183000,"[420.183000]",20.000000,"[20.000000]",410.183000,"[410.183000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",210.000000,"[210]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1600,0,480381,0.000000,"[0.000000]",1,2131,374.183000,384.183000,"[384.183000]",20.000000,"[20.000000]",374.183000,"[374.183000]",1600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",192.000000,"[192]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1700,0,510381,0.000000,"[0.000000]",1,1817,236.160000,246.160000,"[246.160000]",20.000000,"[20.000000]",236.160000,"[236.160000]",1700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",123.000000,"[123]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1800,0,540330,0.000000,"[0.000000]",1,1890,14.899000,24.899000,"[24.899000]",20.000000,"[20.000000]",14.899000,"[14.899000]",1800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1900,0,570325,0.000000,"[0.000000]",1,2615,524.074000,534.074000,"[534.074000]",20.000000,"[20.000000]",524.074000,"[524.074000]",1900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",267.000000,"[267]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2000,0,600303,0.000000,"[0.000000]",1,2491,492.100000,502.100000,"[502.100000]",20.000000,"[20.000000]",492.100000,"[492.100000]",2000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",251.000000,"[251]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
