update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,85,0.000000,"[0.000000]",1,5000,-2.499000,0.001000,"[0.001000]",5.000000,"[5.000000]",-2.499000,"[-2.499000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30307,0.000000,"[0.000000]",1,5059,119.468000,124.468000,"[124.468000]",10.000000,"[10.000000]",119.468000,"[119.468000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",62.000000,"[62]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60315,0.000000,"[0.000000]",1,3779,183.513000,188.513000,"[188.513000]",10.000000,"[10.000000]",183.513000,"[183.513000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",94.000000,"[94]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90371,0.000000,"[0.000000]",1,2895,223.649000,228.649000,"[228.649000]",10.000000,"[10.000000]",223.649000,"[223.649000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",114.000000,"[114]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120389,0.000000,"[0.000000]",1,3297,245.652000,250.652000,"[250.652000]",10.000000,"[10.000000]",245.652000,"[245.652000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",125.000000,"[125]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150323,0.000000,"[0.000000]",1,3180,245.567000,250.567000,"[250.567000]",10.000000,"[10.000000]",245.567000,"[245.567000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",125.000000,"[125]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180339,0.000000,"[0.000000]",1,2963,283.641000,288.641000,"[288.641000]",10.000000,"[10.000000]",283.641000,"[283.641000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",144.000000,"[144]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210397,0.000000,"[0.000000]",1,2416,103.952000,106.452000,"[106.452000]",5.000000,"[5.000000]",103.952000,"[103.952000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",53.000000,"[53]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
800,0,240329,0.000000,"[0.000000]",1,2649,295.560000,300.560000,"[300.560000]",10.000000,"[10.000000]",295.560000,"[295.560000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",150.000000,"[150]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270339,75.000000,"[75.000000]",1,2995,203.069000,215.569000,"[215.569000]",25.000000,"[25.000000]",203.069000,"[203.069000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",103.000000,"[103]",4.000000,"[4]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",5.000000,"[5]"
