update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,55,0.000000,"[0.000000]",1,5000,-0.996000,4.004000,"[4.004000]",10.000000,"[10.000000]",-0.996000,"[-0.996000]",-1,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30361,0.000000,"[0.000000]",1,4894,105.148000,118.148000,"[118.148000]",26.000000,"[26.000000]",105.148000,"[105.148000]",100,0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",59.000000,"[59]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60324,0.000000,"[0.000000]",1,8119,17.642000,22.642000,"[22.642000]",10.000000,"[10.000000]",17.642000,"[17.642000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
300,0,90323,0.000000,"[0.000000]",1,7421,164.243000,174.243000,"[174.243000]",20.000000,"[20.000000]",164.243000,"[164.243000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",87.000000,"[87]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120383,0.000000,"[0.000000]",1,8973,266.415000,276.415000,"[276.415000]",20.000000,"[20.000000]",266.415000,"[266.415000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",138.000000,"[138]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150313,0.000000,"[0.000000]",1,7584,438.362000,448.362000,"[448.362000]",20.000000,"[20.000000]",438.362000,"[438.362000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",224.000000,"[224]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180365,0.000000,"[0.000000]",1,8674,348.076000,358.076000,"[358.076000]",20.000000,"[20.000000]",348.076000,"[348.076000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",179.000000,"[179]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210355,0.000000,"[0.000000]",1,11462,90.016000,240.016000,"[240.016000]",300.000000,"[300.000000]",90.016000,"[90.016000]",700,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",120.000000,"[120]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",30.000000,"[30]"
800,0,240305,0.000000,"[0.000000]",1,13064,364.058000,374.058000,"[374.058000]",20.000000,"[20.000000]",364.058000,"[364.058000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",187.000000,"[187]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270391,0.000000,"[0.000000]",1,14162,366.054000,376.054000,"[376.054000]",20.000000,"[20.000000]",366.054000,"[366.054000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",188.000000,"[188]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300399,0.000000,"[0.000000]",1,12725,249.071000,254.071000,"[254.071000]",10.000000,"[10.000000]",249.071000,"[249.071000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",127.000000,"[127]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
1100,0,330385,0.000000,"[0.000000]",1,12148,426.053000,436.053000,"[436.053000]",20.000000,"[20.000000]",426.053000,"[426.053000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",218.000000,"[218]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360329,0.000000,"[0.000000]",1,10934,232.030000,242.030000,"[242.030000]",20.000000,"[20.000000]",232.030000,"[232.030000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",121.000000,"[121]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
