update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,90,0.000000,"[0.000000]",1,5000,-2.500000,0.000000,"[0.000000]",5.000000,"[5.000000]",-2.500000,"[-2.500000]",-1,4.000000,"[4]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30359,0.000000,"[0.000000]",1,7566,0.990000,0.990000,"[0.990000]",0.000000,"[0.000000]",0.990000,"[0.990000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
200,0,60345,0.000000,"[0.000000]",1,7292,103.506000,108.506000,"[108.506000]",10.000000,"[10.000000]",103.506000,"[103.506000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",54.000000,"[54]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90365,0.000000,"[0.000000]",1,7439,87.600000,92.600000,"[92.600000]",10.000000,"[10.000000]",87.600000,"[87.600000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",46.000000,"[46]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120365,0.000000,"[0.000000]",1,13156,151.391000,156.391000,"[156.391000]",10.000000,"[10.000000]",151.391000,"[151.391000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",78.000000,"[78]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150327,0.000000,"[0.000000]",1,12305,157.370000,162.370000,"[162.370000]",10.000000,"[10.000000]",157.370000,"[157.370000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",81.000000,"[81]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180377,0.000000,"[0.000000]",1,15090,113.494000,118.494000,"[118.494000]",10.000000,"[10.000000]",113.494000,"[113.494000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",59.000000,"[59]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210325,0.000000,"[0.000000]",1,17167,167.297000,172.297000,"[172.297000]",10.000000,"[10.000000]",167.297000,"[167.297000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",86.000000,"[86]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240379,0.000000,"[0.000000]",1,16009,191.089000,196.089000,"[196.089000]",10.000000,"[10.000000]",191.089000,"[191.089000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",98.000000,"[98]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270343,0.000000,"[0.000000]",1,9956,131.092000,136.092000,"[136.092000]",10.000000,"[10.000000]",131.092000,"[131.092000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",68.000000,"[68]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300359,0.000000,"[0.000000]",1,12179,219.091000,224.091000,"[224.091000]",10.000000,"[10.000000]",219.091000,"[219.091000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",112.000000,"[112]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330357,0.000000,"[0.000000]",1,9194,205.068000,210.068000,"[210.068000]",10.000000,"[10.000000]",205.068000,"[205.068000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",105.000000,"[105]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360385,0.000000,"[0.000000]",1,9475,193.064000,198.064000,"[198.064000]",10.000000,"[10.000000]",193.064000,"[193.064000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",99.000000,"[99]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390365,0.000000,"[0.000000]",1,10634,149.103000,154.103000,"[154.103000]",10.000000,"[10.000000]",149.103000,"[149.103000]",1300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",77.000000,"[77]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420369,0.000000,"[0.000000]",1,9798,175.087000,180.087000,"[180.087000]",10.000000,"[10.000000]",175.087000,"[175.087000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",90.000000,"[90]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450351,0.000000,"[0.000000]",1,9247,181.083000,186.083000,"[186.083000]",10.000000,"[10.000000]",181.083000,"[181.083000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",93.000000,"[93]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1600,0,480372,0.000000,"[0.000000]",1,10297,9.079000,14.079000,"[14.079000]",10.000000,"[10.000000]",9.079000,"[9.079000]",1600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1700,0,510315,0.000000,"[0.000000]",1,13816,119.111000,124.111000,"[124.111000]",10.000000,"[10.000000]",119.111000,"[119.111000]",1700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",62.000000,"[62]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1800,0,540305,0.000000,"[0.000000]",1,13107,265.537000,270.537000,"[270.537000]",10.000000,"[10.000000]",265.537000,"[265.537000]",1800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",135.000000,"[135]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
