update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,95,0.000000,"[0.000000]",1,5000,-2.499000,0.001000,"[0.001000]",5.000000,"[5.000000]",-2.499000,"[-2.499000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30315,0.000000,"[0.000000]",1,6221,83.395000,88.395000,"[88.395000]",10.000000,"[10.000000]",83.395000,"[83.395000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",44.000000,"[44]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60365,0.000000,"[0.000000]",1,6901,145.588000,150.588000,"[150.588000]",10.000000,"[10.000000]",145.588000,"[145.588000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",75.000000,"[75]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90367,0.000000,"[0.000000]",1,6954,205.636000,210.636000,"[210.636000]",10.000000,"[10.000000]",205.636000,"[205.636000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",105.000000,"[105]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120383,0.000000,"[0.000000]",1,7362,263.602000,268.602000,"[268.602000]",10.000000,"[10.000000]",263.602000,"[263.602000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",134.000000,"[134]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150395,0.000000,"[0.000000]",1,5501,251.488000,256.488000,"[256.488000]",10.000000,"[10.000000]",251.488000,"[251.488000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",128.000000,"[128]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180301,0.000000,"[0.000000]",1,5066,93.418000,98.418000,"[98.418000]",10.000000,"[10.000000]",93.418000,"[93.418000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",49.000000,"[49]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210370,0.000000,"[0.000000]",1,6520,33.895000,38.895000,"[38.895000]",10.000000,"[10.000000]",33.895000,"[33.895000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",19.000000,"[19]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240349,0.000000,"[0.000000]",1,4543,355.601000,360.601000,"[360.601000]",10.000000,"[10.000000]",355.601000,"[355.601000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",180.000000,"[180]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270329,0.000000,"[0.000000]",1,3310,329.586000,334.586000,"[334.586000]",10.000000,"[10.000000]",329.586000,"[329.586000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",167.000000,"[167]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300329,0.000000,"[0.000000]",1,4232,313.649000,318.649000,"[318.649000]",10.000000,"[10.000000]",313.649000,"[313.649000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",159.000000,"[159]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330361,0.000000,"[0.000000]",1,3744,371.646000,376.646000,"[376.646000]",10.000000,"[10.000000]",371.646000,"[371.646000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",188.000000,"[188]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360399,0.000000,"[0.000000]",1,3739,373.644000,378.644000,"[378.644000]",10.000000,"[10.000000]",373.644000,"[373.644000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",189.000000,"[189]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390367,0.000000,"[0.000000]",1,5159,346.152000,352.652000,"[352.652000]",13.000000,"[13.000000]",346.152000,"[346.152000]",1300,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",176.000000,"[176]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420387,0.000000,"[0.000000]",1,1777,385.638000,390.638000,"[390.638000]",10.000000,"[10.000000]",385.638000,"[385.638000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",195.000000,"[195]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450315,0.000000,"[0.000000]",1,1777,247.364000,252.364000,"[252.364000]",10.000000,"[10.000000]",247.364000,"[247.364000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",126.000000,"[126]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1600,0,480373,0.000000,"[0.000000]",1,1871,385.624000,390.624000,"[390.624000]",10.000000,"[10.000000]",385.624000,"[385.624000]",1600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",195.000000,"[195]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1700,0,510303,0.000000,"[0.000000]",1,2742,301.568000,306.568000,"[306.568000]",10.000000,"[10.000000]",301.568000,"[301.568000]",1700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",153.000000,"[153]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1800,0,540359,0.000000,"[0.000000]",1,1870,343.638000,348.638000,"[348.638000]",10.000000,"[10.000000]",343.638000,"[343.638000]",1800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",174.000000,"[174]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1900,0,570309,0.000000,"[0.000000]",1,1870,311.618000,316.618000,"[316.618000]",10.000000,"[10.000000]",311.618000,"[311.618000]",1900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",158.000000,"[158]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2000,0,600305,0.000000,"[0.000000]",1,4130,327.616000,332.616000,"[332.616000]",10.000000,"[10.000000]",327.616000,"[327.616000]",2000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",166.000000,"[166]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2100,0,630387,0.000000,"[0.000000]",1,3061,323.612000,328.612000,"[328.612000]",10.000000,"[10.000000]",323.612000,"[323.612000]",2100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",164.000000,"[164]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2200,0,660361,0.000000,"[0.000000]",1,3486,325.538000,330.538000,"[330.538000]",10.000000,"[10.000000]",325.538000,"[325.538000]",2200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",165.000000,"[165]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2300,0,690357,0.000000,"[0.000000]",1,2488,329.619000,334.619000,"[334.619000]",10.000000,"[10.000000]",329.619000,"[329.619000]",2300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",167.000000,"[167]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
