update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,47,0.000000,"[0.000000]",1,5000,0.002000,0.002000,"[0.002000]",0.000000,"[0.000000]",0.002000,"[0.002000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30335,0.000000,"[0.000000]",1,5038,157.221000,162.221000,"[162.221000]",10.000000,"[10.000000]",157.221000,"[157.221000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",81.000000,"[81]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60321,0.000000,"[0.000000]",1,4164,203.283000,208.283000,"[208.283000]",10.000000,"[10.000000]",203.283000,"[203.283000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",104.000000,"[104]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90357,0.000000,"[0.000000]",1,3309,211.310000,216.310000,"[216.310000]",10.000000,"[10.000000]",211.310000,"[211.310000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",108.000000,"[108]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120309,0.000000,"[0.000000]",1,3131,215.314000,220.314000,"[220.314000]",10.000000,"[10.000000]",215.314000,"[215.314000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",110.000000,"[110]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150335,0.000000,"[0.000000]",1,3592,201.302000,206.302000,"[206.302000]",10.000000,"[10.000000]",201.302000,"[201.302000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",103.000000,"[103]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180387,0.000000,"[0.000000]",1,3487,131.678000,134.178000,"[134.178000]",5.000000,"[5.000000]",131.678000,"[131.678000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",67.000000,"[67]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
700,0,210373,0.000000,"[0.000000]",1,3618,145.239000,150.239000,"[150.239000]",10.000000,"[10.000000]",145.239000,"[145.239000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",75.000000,"[75]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240309,0.000000,"[0.000000]",1,3508,165.301000,170.301000,"[170.301000]",10.000000,"[10.000000]",165.301000,"[165.301000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",85.000000,"[85]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270337,0.000000,"[0.000000]",1,2383,167.144000,192.144000,"[192.144000]",50.000000,"[50.000000]",167.144000,"[167.144000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",96.000000,"[96]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]"
