update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,69,0.000000,"[0.000000]",1,5000,-4.999000,0.001000,"[0.001000]",10.000000,"[10.000000]",-4.999000,"[-4.999000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
100,0,30363,0.000000,"[0.000000]",1,5946,46.270000,56.270000,"[56.270000]",20.000000,"[20.000000]",46.270000,"[46.270000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",28.000000,"[28]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60381,0.000000,"[0.000000]",1,3586,120.274000,130.274000,"[130.274000]",20.000000,"[20.000000]",120.274000,"[120.274000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",65.000000,"[65]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90349,0.000000,"[0.000000]",1,2325,134.220000,144.220000,"[144.220000]",20.000000,"[20.000000]",134.220000,"[134.220000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",72.000000,"[72]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120321,0.000000,"[0.000000]",1,1729,230.579000,240.579000,"[240.579000]",20.000000,"[20.000000]",230.579000,"[230.579000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",120.000000,"[120]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150395,0.000000,"[0.000000]",1,1754,246.558000,256.558000,"[256.558000]",20.000000,"[20.000000]",246.558000,"[246.558000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",128.000000,"[128]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180384,0.000000,"[0.000000]",1,2385,18.242000,28.242000,"[28.242000]",20.000000,"[20.000000]",18.242000,"[18.242000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",14.000000,"[14]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210335,0.000000,"[0.000000]",1,1843,264.336000,274.336000,"[274.336000]",20.000000,"[20.000000]",264.336000,"[264.336000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240377,0.000000,"[0.000000]",1,3292,296.316000,306.316000,"[306.316000]",20.000000,"[20.000000]",296.316000,"[296.316000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",153.000000,"[153]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270311,0.000000,"[0.000000]",1,3117,304.355000,314.355000,"[314.355000]",20.000000,"[20.000000]",304.355000,"[304.355000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",157.000000,"[157]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1000,0,300351,0.000000,"[0.000000]",1,3782,274.339000,284.339000,"[284.339000]",20.000000,"[20.000000]",274.339000,"[274.339000]",1000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",142.000000,"[142]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1100,0,330391,0.000000,"[0.000000]",1,2596,192.210000,202.210000,"[202.210000]",20.000000,"[20.000000]",192.210000,"[192.210000]",1100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",101.000000,"[101]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1200,0,360363,0.000000,"[0.000000]",1,3064,308.335000,318.335000,"[318.335000]",20.000000,"[20.000000]",308.335000,"[308.335000]",1200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",159.000000,"[159]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1300,0,390355,0.000000,"[0.000000]",1,2333,238.324000,248.324000,"[248.324000]",20.000000,"[20.000000]",238.324000,"[238.324000]",1300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",124.000000,"[124]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1400,0,420305,0.000000,"[0.000000]",1,2210,282.315000,292.315000,"[292.315000]",20.000000,"[20.000000]",282.315000,"[282.315000]",1400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",146.000000,"[146]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1500,0,450395,0.000000,"[0.000000]",1,2131,258.360000,268.360000,"[268.360000]",20.000000,"[20.000000]",258.360000,"[258.360000]",1500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",134.000000,"[134]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1600,0,480339,0.000000,"[0.000000]",1,2414,284.340000,294.340000,"[294.340000]",20.000000,"[20.000000]",284.340000,"[284.340000]",1600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",147.000000,"[147]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1700,0,510387,0.000000,"[0.000000]",1,1939,272.374000,282.374000,"[282.374000]",20.000000,"[20.000000]",272.374000,"[272.374000]",1700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",141.000000,"[141]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1800,0,540333,0.000000,"[0.000000]",1,2362,300.356000,310.356000,"[310.356000]",20.000000,"[20.000000]",300.356000,"[300.356000]",1800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",155.000000,"[155]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
1900,0,570396,0.000000,"[0.000000]",1,1904,16.334000,26.334000,"[26.334000]",20.000000,"[20.000000]",16.334000,"[16.334000]",1900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",13.000000,"[13]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2000,0,600351,0.000000,"[0.000000]",1,2025,302.342000,312.342000,"[312.342000]",20.000000,"[20.000000]",302.342000,"[302.342000]",2000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",156.000000,"[156]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2100,0,630377,0.000000,"[0.000000]",1,1865,286.453000,296.453000,"[296.453000]",20.000000,"[20.000000]",286.453000,"[286.453000]",2100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",148.000000,"[148]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2200,0,660331,0.000000,"[0.000000]",1,1707,306.441000,316.441000,"[316.441000]",20.000000,"[20.000000]",306.441000,"[306.441000]",2200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",158.000000,"[158]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2300,0,690317,0.000000,"[0.000000]",1,1707,312.580000,322.580000,"[322.580000]",20.000000,"[20.000000]",312.580000,"[312.580000]",2300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",161.000000,"[161]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2400,0,720365,0.000000,"[0.000000]",1,1841,250.543000,260.543000,"[260.543000]",20.000000,"[20.000000]",250.543000,"[250.543000]",2400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",130.000000,"[130]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2500,0,750399,0.000000,"[0.000000]",1,2542,234.513000,244.513000,"[244.513000]",20.000000,"[20.000000]",234.513000,"[234.513000]",2500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",122.000000,"[122]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2600,0,780307,0.000000,"[0.000000]",1,2094,256.530000,266.530000,"[266.530000]",20.000000,"[20.000000]",256.530000,"[256.530000]",2600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",133.000000,"[133]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2700,0,810387,0.000000,"[0.000000]",1,3895,294.531000,304.531000,"[304.531000]",20.000000,"[20.000000]",294.531000,"[294.531000]",2700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",152.000000,"[152]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2800,0,840325,0.000000,"[0.000000]",1,2680,246.456000,256.456000,"[256.456000]",20.000000,"[20.000000]",246.456000,"[246.456000]",2800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",128.000000,"[128]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
2900,0,870369,0.000000,"[0.000000]",1,3747,256.562000,266.562000,"[266.562000]",20.000000,"[20.000000]",256.562000,"[256.562000]",2900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",133.000000,"[133]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3000,0,900395,0.000000,"[0.000000]",1,5490,185.615000,190.615000,"[190.615000]",10.000000,"[10.000000]",185.615000,"[185.615000]",3000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",95.000000,"[95]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
3100,0,930347,0.000000,"[0.000000]",1,6046,272.570000,282.570000,"[282.570000]",20.000000,"[20.000000]",272.570000,"[272.570000]",3100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",141.000000,"[141]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3200,0,960387,0.000000,"[0.000000]",1,5050,316.512000,326.512000,"[326.512000]",20.000000,"[20.000000]",316.512000,"[316.512000]",3200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",163.000000,"[163]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3300,0,990323,0.000000,"[0.000000]",1,4776,308.531000,318.531000,"[318.531000]",20.000000,"[20.000000]",308.531000,"[308.531000]",3300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",159.000000,"[159]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3400,0,1020347,0.000000,"[0.000000]",1,4497,260.510000,270.510000,"[270.510000]",20.000000,"[20.000000]",260.510000,"[260.510000]",3400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",135.000000,"[135]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3500,0,1050341,0.000000,"[0.000000]",1,5955,276.506000,286.506000,"[286.506000]",20.000000,"[20.000000]",276.506000,"[276.506000]",3500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",143.000000,"[143]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3600,0,1080305,0.000000,"[0.000000]",1,6649,184.297000,194.297000,"[194.297000]",20.000000,"[20.000000]",184.297000,"[184.297000]",3600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",97.000000,"[97]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3700,0,1110367,0.000000,"[0.000000]",1,6273,261.059000,272.559000,"[272.559000]",23.000000,"[23.000000]",261.059000,"[261.059000]",3700,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",136.000000,"[136]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3800,0,1140365,0.000000,"[0.000000]",1,3289,264.500000,274.500000,"[274.500000]",20.000000,"[20.000000]",264.500000,"[264.500000]",3800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
3900,0,1170381,0.000000,"[0.000000]",1,2624,322.499000,332.499000,"[332.499000]",20.000000,"[20.000000]",322.499000,"[322.499000]",3900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",166.000000,"[166]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
4000,0,1200353,0.000000,"[0.000000]",1,4292,294.571000,304.571000,"[304.571000]",20.000000,"[20.000000]",294.571000,"[294.571000]",4000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",152.000000,"[152]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
4100,0,1230321,0.000000,"[0.000000]",1,3260,282.534000,292.534000,"[292.534000]",20.000000,"[20.000000]",282.534000,"[282.534000]",4100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",146.000000,"[146]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
4200,0,1260303,0.000000,"[0.000000]",1,4909,322.594000,332.594000,"[332.594000]",20.000000,"[20.000000]",322.594000,"[322.594000]",4200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",166.000000,"[166]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
4300,0,1290341,0.000000,"[0.000000]",1,2454,316.566000,326.566000,"[326.566000]",20.000000,"[20.000000]",316.566000,"[316.566000]",4300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",163.000000,"[163]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
4400,0,1320339,0.000000,"[0.000000]",1,1629,304.554000,314.554000,"[314.554000]",20.000000,"[20.000000]",304.554000,"[304.554000]",4400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",157.000000,"[157]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
