update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,49,0.000000,"[0.000000]",1,5000,0.003000,0.003000,"[0.003000]",0.000000,"[0.000000]",0.003000,"[0.003000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30345,25.000000,"[25.000000]",1,7839,9.438000,9.438000,"[9.438000]",0.000000,"[0.000000]",9.438000,"[9.438000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]"
200,0,60393,0.000000,"[0.000000]",1,12270,159.214000,164.214000,"[164.214000]",10.000000,"[10.000000]",159.214000,"[159.214000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",82.000000,"[82]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
300,0,90343,0.000000,"[0.000000]",1,12834,174.253000,184.253000,"[184.253000]",20.000000,"[20.000000]",174.253000,"[174.253000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",92.000000,"[92]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120381,0.000000,"[0.000000]",1,12653,146.268000,156.268000,"[156.268000]",20.000000,"[20.000000]",146.268000,"[146.268000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",78.000000,"[78]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150379,0.000000,"[0.000000]",1,15219,160.391000,170.391000,"[170.391000]",20.000000,"[20.000000]",160.391000,"[160.391000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",85.000000,"[85]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180357,0.000000,"[0.000000]",1,14068,191.219000,196.219000,"[196.219000]",10.000000,"[10.000000]",191.219000,"[191.219000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",98.000000,"[98]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
700,0,210373,0.000000,"[0.000000]",1,12153,188.284000,198.284000,"[198.284000]",20.000000,"[20.000000]",188.284000,"[188.284000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",99.000000,"[99]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240309,0.000000,"[0.000000]",1,13658,236.340000,246.340000,"[246.340000]",20.000000,"[20.000000]",236.340000,"[236.340000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",123.000000,"[123]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270333,0.000000,"[0.000000]",1,12564,248.444000,258.444000,"[258.444000]",20.000000,"[20.000000]",248.444000,"[248.444000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",129.000000,"[129]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
