update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,23,50.000000,"[50.000000]",1,5000,18.002000,18.002000,"[18.002000]",0.000000,"[0.000000]",18.002000,"[18.002000]",-1,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",3.000000,"[3]"
100,0,30389,18.584071,"[18.584071]",1,6167,296.200000,331.200000,"[331.200000]",70.000000,"[70.000000]",296.200000,"[296.200000]",100,0.000000,"[0]",20.000000,"[20]",30.000000,"[30]",134.000000,"[134]",113.000000,"[113]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",21.000000,"[21]",200.000000,"[200]"
200,0,60397,16.528926,"[16.528926]",1,5198,319.596000,350.096000,"[350.096000]",61.000000,"[61.000000]",319.596000,"[319.596000]",200,1.000000,"[1]",14.000000,"[14]",25.000000,"[25]",145.000000,"[145]",121.000000,"[121]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",20.000000,"[20]",218.000000,"[218]"
300,0,90313,23.275862,"[23.275862]",1,4496,337.089000,368.089000,"[368.089000]",62.000000,"[62.000000]",337.089000,"[337.089000]",300,6.000000,"[6]",13.000000,"[13]",25.000000,"[25]",141.000000,"[141]",116.000000,"[116]",5.000000,"[5]",6.000000,"[6]",0.000000,"[0]",27.000000,"[27]",220.000000,"[220]"
400,0,120335,33.613445,"[33.613445]",1,2808,371.614000,406.114000,"[406.114000]",69.000000,"[69.000000]",371.614000,"[371.614000]",400,0.000000,"[0]",3.000000,"[3]",24.000000,"[24]",143.000000,"[143]",119.000000,"[119]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",40.000000,"[40]",212.000000,"[212]"
500,0,150335,34.586466,"[34.586466]",1,4057,453.066000,460.066000,"[460.066000]",14.000000,"[14.000000]",453.066000,"[453.066000]",500,0.000000,"[0]",1.000000,"[1]",5.000000,"[5]",161.000000,"[161]",133.000000,"[133]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",46.000000,"[46]",232.000000,"[232]"
600,0,180363,21.678322,"[21.678322]",1,2974,394.076000,441.076000,"[441.076000]",94.000000,"[94.000000]",394.076000,"[394.076000]",600,0.000000,"[0]",11.000000,"[11]",35.000000,"[35]",174.000000,"[174]",143.000000,"[143]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",31.000000,"[31]",250.000000,"[250]"
700,0,210345,27.184466,"[27.184466]",1,2734,260.058000,326.058000,"[326.058000]",132.000000,"[132.000000]",260.058000,"[260.058000]",700,0.000000,"[0]",27.000000,"[27]",53.000000,"[53]",121.000000,"[121]",103.000000,"[103]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",28.000000,"[28]",178.000000,"[178]"
800,0,240379,42.335766,"[42.335766]",1,3674,469.052000,508.052000,"[508.052000]",78.000000,"[78.000000]",469.052000,"[469.052000]",800,0.000000,"[0]",27.000000,"[27]",35.000000,"[35]",167.000000,"[167]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",58.000000,"[58]",245.000000,"[245]"
900,0,270383,33.884298,"[33.884298]",1,2681,361.550000,413.050000,"[413.050000]",103.000000,"[103.000000]",361.550000,"[361.550000]",900,0.000000,"[0]",41.000000,"[41]",48.000000,"[48]",145.000000,"[145]",121.000000,"[121]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",41.000000,"[41]",199.000000,"[199]"
1000,0,300399,35.294118,"[35.294118]",1,1976,426.564000,474.064000,"[474.064000]",95.000000,"[95.000000]",426.564000,"[426.564000]",1000,0.000000,"[0]",37.000000,"[37]",44.000000,"[44]",165.000000,"[165]",136.000000,"[136]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",48.000000,"[48]",241.000000,"[241]"
1100,0,330323,43.750000,"[43.750000]",1,1644,424.541000,478.041000,"[478.041000]",107.000000,"[107.000000]",424.541000,"[424.541000]",1100,0.000000,"[0]",31.000000,"[31]",46.000000,"[46]",155.000000,"[155]",128.000000,"[128]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",56.000000,"[56]",201.000000,"[201]"
1200,0,360395,24.817518,"[24.817518]",1,2691,350.622000,434.122000,"[434.122000]",167.000000,"[167.000000]",350.622000,"[350.622000]",1200,0.000000,"[0]",49.000000,"[49]",72.000000,"[72]",166.000000,"[166]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",34.000000,"[34]",235.000000,"[235]"
1300,0,390383,39.316239,"[39.316239]",1,1701,391.529000,418.029000,"[418.029000]",53.000000,"[53.000000]",391.529000,"[391.529000]",1300,0.000000,"[0]",22.000000,"[22]",25.000000,"[25]",140.000000,"[140]",117.000000,"[117]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",46.000000,"[46]",194.000000,"[194]"
1400,0,420329,27.737226,"[27.737226]",1,1790,297.651000,448.151000,"[448.151000]",301.000000,"[301.000000]",297.651000,"[297.651000]",1400,0.000000,"[0]",47.000000,"[47]",116.000000,"[116]",167.000000,"[167]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",38.000000,"[38]",217.000000,"[217]"
1500,0,450371,35.433071,"[35.433071]",1,1926,406.150000,441.150000,"[441.150000]",70.000000,"[70.000000]",406.150000,"[406.150000]",1500,0.000000,"[0]",35.000000,"[35]",35.000000,"[35]",153.000000,"[153]",127.000000,"[127]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",45.000000,"[45]",199.000000,"[199]"
1600,0,480303,35.766423,"[35.766423]",1,1926,406.605000,479.105000,"[479.105000]",145.000000,"[145.000000]",406.605000,"[406.605000]",1600,0.000000,"[0]",53.000000,"[53]",66.000000,"[66]",166.000000,"[166]",137.000000,"[137]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",49.000000,"[49]",230.000000,"[230]"
1700,0,510301,26.923077,"[26.923077]",1,1711,340.199000,419.199000,"[419.199000]",158.000000,"[158.000000]",340.199000,"[340.199000]",1700,0.000000,"[0]",37.000000,"[37]",65.000000,"[65]",157.000000,"[157]",130.000000,"[130]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",35.000000,"[35]",206.000000,"[206]"
1800,0,540323,30.921053,"[30.921053]",1,1711,457.076000,513.076000,"[513.076000]",112.000000,"[112.000000]",457.076000,"[457.076000]",1800,0.000000,"[0]",56.000000,"[56]",56.000000,"[56]",186.000000,"[186]",152.000000,"[152]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",47.000000,"[47]",270.000000,"[270]"
1900,0,570347,43.670886,"[43.670886]",1,1845,533.566000,595.066000,"[595.066000]",123.000000,"[123.000000]",533.566000,"[533.566000]",1900,0.000000,"[0]",51.000000,"[51]",58.000000,"[58]",194.000000,"[194]",158.000000,"[158]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",69.000000,"[69]",234.000000,"[234]"
2000,0,600375,22.905028,"[22.905028]",1,2101,463.531000,567.031000,"[567.031000]",207.000000,"[207.000000]",463.531000,"[463.531000]",2000,0.000000,"[0]",69.000000,"[69]",92.000000,"[92]",222.000000,"[222]",179.000000,"[179]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",41.000000,"[41]",243.000000,"[243]"
2100,0,630319,23.837209,"[23.837209]",1,2218,461.525000,549.025000,"[549.025000]",175.000000,"[175.000000]",461.525000,"[461.525000]",2100,0.000000,"[0]",71.000000,"[71]",82.000000,"[82]",213.000000,"[213]",172.000000,"[172]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",41.000000,"[41]",280.000000,"[280]"
2200,0,660351,36.111111,"[36.111111]",1,3031,451.609000,508.109000,"[508.109000]",113.000000,"[113.000000]",451.609000,"[451.609000]",2200,0.000000,"[0]",37.000000,"[37]",50.000000,"[50]",176.000000,"[176]",144.000000,"[144]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",52.000000,"[52]",243.000000,"[243]"
2300,0,690325,21.264368,"[21.264368]",1,4022,466.544000,543.044000,"[543.044000]",153.000000,"[153.000000]",466.544000,"[466.544000]",2300,0.000000,"[0]",51.000000,"[51]",68.000000,"[68]",216.000000,"[216]",174.000000,"[174]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",37.000000,"[37]",290.000000,"[290]"
2400,0,720353,27.848101,"[27.848101]",1,3938,443.089000,522.089000,"[522.089000]",158.000000,"[158.000000]",443.089000,"[443.089000]",2400,0.000000,"[0]",64.000000,"[64]",74.000000,"[74]",195.000000,"[195]",158.000000,"[158]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",44.000000,"[44]",268.000000,"[268]"
2500,0,750359,36.470588,"[36.470588]",1,4290,541.589000,608.089000,"[608.089000]",133.000000,"[133.000000]",541.589000,"[541.589000]",2500,0.000000,"[0]",41.000000,"[41]",58.000000,"[58]",211.000000,"[211]",170.000000,"[170]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",62.000000,"[62]",284.000000,"[284]"
2600,0,780383,29.714286,"[29.714286]",1,6800,525.578000,590.078000,"[590.078000]",129.000000,"[129.000000]",525.578000,"[525.578000]",2600,0.000000,"[0]",39.000000,"[39]",56.000000,"[56]",217.000000,"[217]",175.000000,"[175]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",52.000000,"[52]",299.000000,"[299]"
2700,0,810375,32.075472,"[32.075472]",1,8024,486.584000,545.084000,"[545.084000]",117.000000,"[117.000000]",486.584000,"[486.584000]",2700,0.000000,"[0]",42.000000,"[42]",53.000000,"[53]",196.000000,"[196]",159.000000,"[159]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",51.000000,"[51]",268.000000,"[268]"
2800,0,840355,27.160494,"[27.160494]",1,7530,472.595000,532.095000,"[532.095000]",119.000000,"[119.000000]",472.595000,"[472.595000]",2800,0.000000,"[0]",31.000000,"[31]",50.000000,"[50]",200.000000,"[200]",162.000000,"[162]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",44.000000,"[44]",263.000000,"[263]"
2900,0,870331,37.662338,"[37.662338]",1,9142,503.047000,552.047000,"[552.047000]",98.000000,"[98.000000]",503.047000,"[503.047000]",2900,0.000000,"[0]",37.000000,"[37]",45.000000,"[45]",189.000000,"[189]",154.000000,"[154]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",58.000000,"[58]",237.000000,"[237]"
3000,0,900367,38.461538,"[38.461538]",1,8914,487.085000,515.085000,"[515.085000]",56.000000,"[56.000000]",487.085000,"[487.085000]",3000,0.000000,"[0]",22.000000,"[22]",26.000000,"[26]",175.000000,"[175]",143.000000,"[143]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",55.000000,"[55]",244.000000,"[244]"
3100,0,930399,29.239766,"[29.239766]",1,6020,520.599000,574.099000,"[574.099000]",107.000000,"[107.000000]",520.599000,"[520.599000]",3100,0.000000,"[0]",40.000000,"[40]",49.000000,"[49]",212.000000,"[212]",171.000000,"[171]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",50.000000,"[50]",267.000000,"[267]"
3200,0,960329,33.734940,"[33.734940]",1,3268,222.601000,274.101000,"[274.101000]",103.000000,"[103.000000]",222.601000,"[222.601000]",3200,0.000000,"[0]",17.000000,"[17]",40.000000,"[40]",95.000000,"[95]",83.000000,"[83]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",28.000000,"[28]",76.000000,"[76]"
3300,0,990319,34.523810,"[34.523810]",1,3327,520.071000,592.071000,"[592.071000]",144.000000,"[144.000000]",520.071000,"[520.071000]",3300,0.000000,"[0]",39.000000,"[39]",61.000000,"[61]",209.000000,"[209]",168.000000,"[168]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",58.000000,"[58]",264.000000,"[264]"
3400,0,1020361,31.213873,"[31.213873]",1,4818,524.105000,592.105000,"[592.105000]",136.000000,"[136.000000]",524.105000,"[524.105000]",3400,0.000000,"[0]",29.000000,"[29]",55.000000,"[55]",215.000000,"[215]",173.000000,"[173]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",54.000000,"[54]",293.000000,"[293]"
3500,0,1050353,20.000000,"[20.000000]",1,4995,344.117000,394.117000,"[394.117000]",100.000000,"[100.000000]",344.117000,"[344.117000]",3500,0.000000,"[0]",26.000000,"[26]",42.000000,"[42]",158.000000,"[158]",130.000000,"[130]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",26.000000,"[26]",201.000000,"[201]"
3600,0,1080387,24.074074,"[24.074074]",1,5132,471.069000,517.069000,"[517.069000]",92.000000,"[92.000000]",471.069000,"[471.069000]",3600,2.000000,"[2]",25.000000,"[25]",39.000000,"[39]",200.000000,"[200]",162.000000,"[162]",2.000000,"[2]",2.000000,"[2]",0.000000,"[0]",39.000000,"[39]",270.000000,"[270]"
3700,0,1110367,37.341772,"[37.341772]",1,5124,499.094000,565.094000,"[565.094000]",132.000000,"[132.000000]",499.094000,"[499.094000]",3700,0.000000,"[0]",45.000000,"[45]",59.000000,"[59]",194.000000,"[194]",158.000000,"[158]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",59.000000,"[59]",264.000000,"[264]"
