update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,4,0.000000,"[0.000000]",1,5000,0.003000,0.003000,"[0.003000]",0.000000,"[0.000000]",0.003000,"[0.003000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30321,0.000000,"[0.000000]",1,6336,128.571000,128.571000,"[128.571000]",0.000000,"[0.000000]",128.571000,"[128.571000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",64.000000,"[64]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
200,0,60393,0.000000,"[0.000000]",1,6718,320.418000,320.418000,"[320.418000]",0.000000,"[0.000000]",320.418000,"[320.418000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",160.000000,"[160]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
300,0,90305,26.666667,"[26.666667]",1,3952,293.428000,300.428000,"[300.428000]",14.000000,"[14.000000]",293.428000,"[293.428000]",300,0.000000,"[0]",7.000000,"[7]",7.000000,"[7]",132.000000,"[132]",45.000000,"[45]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",128.000000,"[128]"
400,0,120337,50.000000,"[50.000000]",1,7321,277.446000,289.446000,"[289.446000]",24.000000,"[24.000000]",277.446000,"[277.446000]",400,0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",143.000000,"[143]",2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",8.000000,"[8]"
500,0,150399,27.272727,"[27.272727]",1,4980,324.940000,337.440000,"[337.440000]",25.000000,"[25.000000]",324.940000,"[324.940000]",500,0.000000,"[0]",8.000000,"[8]",11.000000,"[11]",146.000000,"[146]",55.000000,"[55]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",15.000000,"[15]",143.000000,"[143]"
600,0,180311,21.100917,"[21.100917]",1,6695,302.342000,329.342000,"[329.342000]",54.000000,"[54.000000]",302.342000,"[302.342000]",600,0.000000,"[0]",15.000000,"[15]",23.000000,"[23]",130.000000,"[130]",109.000000,"[109]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",23.000000,"[23]",359.000000,"[359]"
700,0,210329,18.699187,"[18.699187]",1,7600,356.859000,367.359000,"[367.359000]",21.000000,"[21.000000]",356.859000,"[356.859000]",700,0.000000,"[0]",3.000000,"[3]",8.000000,"[8]",149.000000,"[149]",123.000000,"[123]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",23.000000,"[23]",412.000000,"[412]"
800,0,240389,19.607843,"[19.607843]",1,7762,276.852000,288.352000,"[288.352000]",23.000000,"[23.000000]",276.852000,"[276.852000]",800,0.000000,"[0]",4.000000,"[4]",9.000000,"[9]",120.000000,"[120]",102.000000,"[102]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",14.000000,"[14]",284.000000,"[284]"
900,0,270333,28.695652,"[28.695652]",1,8198,419.252000,433.252000,"[433.252000]",28.000000,"[28.000000]",419.252000,"[419.252000]",900,0.000000,"[0]",5.000000,"[5]",11.000000,"[11]",167.000000,"[167]",115.000000,"[115]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",33.000000,"[33]",250.000000,"[250]"
1000,0,300361,29.285714,"[29.285714]",1,4251,420.291000,463.291000,"[463.291000]",86.000000,"[86.000000]",420.291000,"[420.291000]",1000,0.000000,"[0]",16.000000,"[16]",34.000000,"[34]",170.000000,"[170]",140.000000,"[140]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",41.000000,"[41]",318.000000,"[318]"
1100,0,330331,28.333333,"[28.333333]",1,3529,352.373000,394.373000,"[394.373000]",84.000000,"[84.000000]",352.373000,"[352.373000]",1100,0.000000,"[0]",9.000000,"[9]",31.000000,"[31]",147.000000,"[147]",120.000000,"[120]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",33.000000,"[33]",298.000000,"[298]"
1200,0,360387,22.656250,"[22.656250]",1,4716,380.358000,399.358000,"[399.358000]",38.000000,"[38.000000]",380.358000,"[380.358000]",1200,0.000000,"[0]",13.000000,"[13]",17.000000,"[17]",156.000000,"[156]",128.000000,"[128]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",29.000000,"[29]",358.000000,"[358]"
1300,0,390349,26.241135,"[26.241135]",1,3584,444.378000,463.378000,"[463.378000]",38.000000,"[38.000000]",444.378000,"[444.378000]",1300,0.000000,"[0]",13.000000,"[13]",17.000000,"[17]",176.000000,"[176]",141.000000,"[141]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",37.000000,"[37]",418.000000,"[418]"
1400,0,420391,18.750000,"[18.750000]",1,2295,351.923000,368.423000,"[368.423000]",33.000000,"[33.000000]",351.923000,"[351.923000]",1400,0.000000,"[0]",6.000000,"[6]",13.000000,"[13]",166.000000,"[166]",64.000000,"[64]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",134.000000,"[134]"
