0,1,0,302, 298, 0, 0, 0, 0, 300, 0, 300, 
0,2,0,5, 300, 0, 300, 0, 0, 0, 594, 1, 
0,3,0,307, 293, 0, 0, 0, 298, 0, 300, 2, 
0,4,0,526, 74, 0, 0, 0, 0, 300, 0, 300, 
0,5,0,0, 300, 0, 0, 0, 0, 0, 600, 300, 
0,6,0,20, 295, 0, 0, 0, 0, 0, 585, 300, 
0,7,18,21, 0, 0, 0, 0, 300, 300, 355, 206, 
0,8,0,300, 300, 0, 0, 0, 300, 300, 0, 0, 
0,9,0,0, 300, 0, 0, 0, 0, 0, 600, 300, 
0,10,0,6, 294, 0, 0, 0, 288, 0, 300, 312, 
0,11,300,0, 0, 0, 0, 0, 0, 0, 300, 600, 
0,12,0,300, 300, 0, 0, 0, 299, 0, 300, 1, 
0,13,0,7, 293, 0, 0, 0, 0, 590, 10, 300, 
0,14,0,0, 300, 0, 297, 0, 0, 0, 300, 303, 
0,15,0,7, 293, 0, 296, 0, 0, 591, 9, 4, 
0,16,0,20, 293, 0, 0, 0, 0, 0, 587, 300, 
0,17,1,29, 283, 0, 0, 0, 296, 0, 291, 300, 
0,18,0,24, 289, 0, 0, 0, 0, 40, 547, 300, 
0,19,0,303, 296, 0, 0, 0, 300, 0, 301, 0, 
0,20,0,499, 101, 0, 0, 0, 299, 0, 300, 1, 
0,21,172,0, 3, 0, 0, 0, 298, 287, 15, 425, 
0,22,174,1, 126, 0, 0, 0, 0, 300, 0, 599, 
0,23,295,300, 0, 0, 0, 0, 0, 0, 300, 305, 
0,24,0,7, 300, 0, 0, 0, 0, 0, 593, 300, 
0,25,0,9, 291, 0, 75, 0, 0, 0, 600, 225, 
0,26,300,6, 0, 0, 0, 0, 651, 0, 236, 7, 
0,27,0,307, 293, 0, 0, 0, 0, 0, 300, 300, 
1,1,0,0, 0, 0, 0, 300, 0, 0, 0, 900, 
1,2,0,0, 0, 0, 600, 300, 0, 0, 0, 300, 
1,3,0,0, 0, 300, 0, 0, 300, 0, 0, 600, 
1,4,0,0, 0, 0, 0, 300, 592, 0, 0, 308, 
1,5,0,0, 0, 0, 0, 300, 599, 0, 0, 301, 
1,6,0,0, 0, 0, 300, 300, 300, 0, 0, 300, 
1,7,0,0, 0, 0, 600, 300, 0, 0, 0, 300, 
1,8,0,0, 0, 0, 300, 0, 0, 0, 0, 900, 
1,9,0,0, 0, 0, 600, 0, 600, 0, 0, 0, 
1,10,0,0, 0, 0, 300, 300, 0, 0, 0, 600, 
1,11,0,0, 0, 0, 359, 260, 300, 0, 0, 281, 
1,12,0,0, 0, 1, 8, 291, 0, 0, 0, 900, 
1,13,0,0, 0, 0, 1, 300, 14, 0, 0, 885, 
1,14,0,0, 0, 0, 224, 300, 76, 0, 0, 600, 
1,15,0,0, 0, 0, 300, 0, 0, 0, 0, 900, 
1,16,0,0, 0, 0, 0, 300, 300, 0, 0, 600, 
1,17,0,0, 0, 0, 300, 0, 300, 0, 0, 600, 
1,18,0,0, 0, 0, 600, 0, 0, 0, 0, 600, 
1,19,0,0, 0, 0, 0, 300, 591, 0, 0, 309, 
1,20,0,0, 0, 0, 0, 300, 297, 0, 0, 603, 
1,21,0,0, 0, 0, 300, 300, 0, 0, 0, 600, 
1,22,0,0, 0, 0, 598, 1, 0, 0, 0, 601, 
1,23,0,0, 0, 0, 293, 7, 300, 0, 0, 600, 
1,24,0,0, 0, 0, 300, 300, 429, 0, 0, 171, 
1,25,0,0, 0, 0, 294, 300, 0, 0, 0, 606, 
1,26,0,0, 0, 0, 299, 1, 300, 0, 0, 600, 
1,27,0,0, 0, 0, 300, 0, 300, 0, 0, 600, 
2,1,0,0, 0, 0, 297, 0, 0, 294, 6, 603, 
2,2,0,0, 0, 0, 0, 0, 899, 0, 0, 301, 
2,3,0,0, 0, 0, 0, 0, 299, 1, 0, 900, 
2,4,0,0, 0, 0, 298, 0, 102, 300, 0, 500, 
2,5,0,0, 0, 0, 0, 0, 595, 5, 0, 600, 
2,6,0,0, 0, 0, 0, 0, 900, 0, 300, 0, 
2,7,0,0, 0, 0, 6, 0, 899, 1, 0, 294, 
2,8,0,0, 0, 0, 0, 0, 894, 0, 297, 9, 
2,9,0,0, 0, 0, 0, 0, 597, 3, 0, 600, 
2,10,0,0, 0, 0, 19, 0, 281, 0, 1, 899, 
2,11,0,0, 0, 0, 0, 0, 300, 0, 300, 600, 
2,12,0,0, 0, 0, 0, 0, 300, 0, 300, 600, 
2,13,0,0, 0, 0, 0, 0, 299, 0, 300, 601, 
2,14,0,0, 0, 0, 0, 0, 600, 0, 300, 300, 
2,15,0,0, 0, 0, 0, 0, 604, 296, 0, 300, 
2,16,0,0, 0, 0, 0, 0, 900, 0, 0, 300, 
2,17,0,0, 0, 0, 0, 0, 898, 0, 0, 302, 
2,18,0,0, 0, 0, 0, 0, 900, 0, 300, 0, 
2,19,0,0, 0, 0, 516, 0, 383, 0, 0, 301, 
2,20,0,0, 0, 0, 5, 0, 592, 300, 0, 303, 
2,21,0,0, 0, 0, 0, 0, 126, 300, 0, 774, 
2,22,0,0, 0, 0, 0, 0, 292, 0, 4, 904, 
2,23,0,0, 0, 0, 0, 0, 300, 0, 0, 900, 
2,24,0,0, 0, 0, 224, 0, 381, 295, 0, 300, 
2,25,0,0, 0, 0, 300, 0, 300, 0, 300, 300, 
2,26,0,0, 0, 0, 300, 0, 596, 0, 0, 304, 
2,27,0,0, 0, 0, 0, 0, 898, 0, 300, 2, 
3,1,0,0, 0, 0, 0, 0, 300, 0, 0, 900, 
3,2,0,0, 0, 0, 0, 0, 896, 37, 254, 13, 
3,3,0,0, 0, 0, 0, 0, 1200, 0, 0, 0, 
3,4,0,0, 0, 0, 0, 0, 900, 300, 0, 0, 
3,5,0,0, 0, 0, 223, 0, 377, 0, 0, 600, 
3,6,0,0, 0, 0, 0, 0, 900, 300, 0, 0, 
3,7,0,0, 0, 0, 0, 0, 435, 48, 29, 688, 
3,8,0,0, 0, 0, 0, 0, 0, 300, 0, 900, 
3,9,0,0, 0, 0, 0, 0, 819, 76, 0, 305, 
3,10,0,0, 0, 0, 223, 0, 377, 0, 0, 600, 
3,11,0,0, 0, 0, 0, 0, 900, 0, 0, 300, 
3,12,0,0, 0, 0, 0, 0, 1200, 0, 0, 0, 
3,13,0,0, 0, 0, 0, 0, 900, 296, 4, 0, 
3,14,0,0, 0, 0, 0, 0, 600, 0, 0, 600, 
3,15,0,0, 0, 0, 224, 0, 376, 0, 0, 600, 
3,16,0,0, 0, 149, 446, 0, 604, 0, 0, 1, 
3,17,0,0, 0, 0, 0, 1, 896, 0, 74, 229, 
3,18,0,0, 0, 2, 2, 1, 600, 0, 73, 522, 
3,19,0,0, 0, 0, 0, 0, 600, 300, 0, 300, 
3,20,0,0, 0, 0, 0, 0, 940, 0, 0, 260, 
3,21,0,0, 0, 0, 0, 0, 600, 0, 300, 300, 
3,22,0,0, 0, 0, 0, 0, 900, 0, 76, 224, 
3,23,0,0, 0, 0, 224, 0, 300, 76, 0, 600, 
3,24,0,0, 0, 0, 302, 0, 524, 74, 0, 300, 
3,25,0,0, 0, 0, 299, 0, 600, 300, 0, 1, 
3,26,0,0, 0, 0, 0, 0, 600, 0, 77, 523, 
3,27,0,0, 0, 0, 0, 0, 820, 76, 0, 304, 
4,1,0,0, 0, 0, 0, 0, 0, 1200, 0, 0, 
4,2,0,0, 0, 0, 0, 0, 299, 301, 600, 0, 
4,3,0,0, 0, 0, 0, 0, 1, 894, 305, 0, 
4,4,0,0, 0, 0, 0, 0, 0, 1200, 0, 0, 
