update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,cooperation_AVE,cooperation_LIST,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,teamActivity_AVE,teamActivity_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
5100,0,1652729,90.909091,"[90.909091]",1,2.000000,"[2.000000]",12568,28.402280,30.000000,"[30.000000]",12.988600,"[12.988600]",28.402280,"[28.402280]",3.000000,"[3.000000]",5100,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",5.000000,"[5]"
5200,0,1685146,0.000000,"[0.000000]",1,1.000000,"[1.000000]",14120,8.796800,10.000000,"[10.000000]",8.516000,"[8.516000]",8.796800,"[8.796800]",2.000000,"[2.000000]",5200,2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]"
5300,0,1717550,50.000000,"[50.000000]",1,0.000000,"[0.000000]",14876,14.366480,18.001000,"[18.001000]",18.172600,"[18.172600]",14.366480,"[14.366480]",10.000000,"[10.000000]",5300,0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
5400,0,1749990,50.000000,"[50.000000]",1,2.000000,"[2.000000]",14513,17.600240,18.000000,"[18.000000]",6.998800,"[6.998800]",17.600240,"[17.600240]",7.000000,"[7.000000]",5400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
5500,0,1782367,100.000000,"[100.000000]",1,0.000000,"[0.000000]",19815,30.997840,36.001000,"[36.001000]",25.015800,"[25.015800]",30.997840,"[30.997840]",14.000000,"[14.000000]",5500,0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
5600,0,1814765,91.666667,"[91.666667]",1,0.000000,"[0.000000]",17011,25.191240,33.004000,"[33.004000]",39.063800,"[39.063800]",25.191240,"[25.191240]",0.000000,"[0.000000]",5600,0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",2.000000,"[2]"
5700,0,1847228,66.666667,"[66.666667]",1,0.000000,"[0.000000]",15932,16.413280,24.007000,"[24.007000]",37.968600,"[37.968600]",16.413280,"[16.413280]",33.000000,"[33.000000]",5700,0.000000,"[0]",1.000000,"[1]",11.000000,"[11]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",2.000000,"[2]"
5800,0,1879602,66.666667,"[66.666667]",1,0.000000,"[0.000000]",20367,23.041640,24.149000,"[24.149000]",5.536800,"[5.536800]",23.041640,"[23.041640]",14.000000,"[14.000000]",5800,0.000000,"[0]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",1.000000,"[1]"
5900,0,1911976,58.333333,"[58.333333]",1,0.000000,"[0.000000]",16542,20.213000,21.004000,"[21.004000]",3.955000,"[3.955000]",20.213000,"[20.213000]",30.000000,"[30.000000]",5900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",1.000000,"[1]"
6000,0,1944425,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15271,34.404400,36.005000,"[36.005000]",8.003000,"[8.003000]",34.404400,"[34.404400]",8.000000,"[8.000000]",6000,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
6100,0,1976820,75.000000,"[75.000000]",1,0.000000,"[0.000000]",20140,18.084000,27.037000,"[27.037000]",44.765000,"[44.765000]",18.084000,"[18.084000]",31.000000,"[31.000000]",6100,0.000000,"[0]",1.000000,"[1]",11.000000,"[11]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",6.000000,"[6]"
6200,0,2009156,83.333333,"[83.333333]",1,4.000000,"[4.000000]",19704,27.798880,28.009000,"[28.009000]",11.050600,"[11.050600]",27.798880,"[27.798880]",28.000000,"[28.000000]",6200,0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",9.000000,"[9]",2.000000,"[2]"
6300,0,2041600,72.727273,"[72.727273]",1,6.000000,"[6.000000]",17990,35.401500,34.010000,"[34.010000]",8.042500,"[8.042500]",35.401500,"[35.401500]",38.000000,"[38.000000]",6300,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",8.000000,"[8]",4.000000,"[4]"
6400,0,2074018,25.000000,"[25.000000]",1,0.000000,"[0.000000]",17919,6.411480,9.008000,"[9.008000]",12.982600,"[12.982600]",6.411480,"[6.411480]",12.000000,"[12.000000]",6400,0.000000,"[0]",4.000000,"[4]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",2.000000,"[2]"
6500,0,2106407,83.333333,"[83.333333]",1,0.000000,"[0.000000]",15375,28.787000,30.004000,"[30.004000]",6.085000,"[6.085000]",28.787000,"[28.787000]",20.000000,"[20.000000]",6500,0.000000,"[0]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",2.000000,"[2]"
6600,0,2138832,0.000000,"[0.000000]",1,3.000000,"[3.000000]",20089,7.710680,10.005000,"[10.005000]",18.971600,"[18.971600]",7.710680,"[7.710680]",14.000000,"[14.000000]",6600,2.000000,"[2]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
6700,0,2171155,91.666667,"[91.666667]",1,0.000000,"[0.000000]",17232,32.599480,33.009000,"[33.009000]",2.047600,"[2.047600]",32.599480,"[32.599480]",2.000000,"[2.000000]",6700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",1.000000,"[1]"
6800,0,2203612,90.000000,"[90.000000]",1,4.000000,"[4.000000]",13614,38.185920,37.007000,"[37.007000]",4.105400,"[4.105400]",38.185920,"[38.185920]",25.000000,"[25.000000]",6800,2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",9.000000,"[9]",2.000000,"[2]"
6900,0,2235980,83.333333,"[83.333333]",1,2.000000,"[2.000000]",15152,29.271520,30.006000,"[30.006000]",8.672400,"[8.672400]",29.271520,"[29.271520]",9.000000,"[9.000000]",6900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",3.000000,"[3]"
7000,0,2268379,100.000000,"[100.000000]",1,0.000000,"[0.000000]",18391,35.409880,36.003000,"[36.003000]",2.965600,"[2.965600]",35.409880,"[35.409880]",12.000000,"[12.000000]",7000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
7100,0,2300817,100.000000,"[100.000000]",1,0.000000,"[0.000000]",16897,28.638600,36.003000,"[36.003000]",36.822000,"[36.822000]",28.638600,"[28.638600]",0.000000,"[0.000000]",7100,0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
7200,0,2333140,100.000000,"[100.000000]",1,0.000000,"[0.000000]",18222,33.200240,36.000000,"[36.000000]",13.998800,"[13.998800]",33.200240,"[33.200240]",7.000000,"[7.000000]",7200,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",4.000000,"[4]"
7300,0,2365551,100.000000,"[100.000000]",1,0.000000,"[0.000000]",11278,35.100200,36.000000,"[36.000000]",4.499000,"[4.499000]",35.100200,"[35.100200]",0.000000,"[0.000000]",7300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
7400,0,2397964,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15353,27.623240,36.002000,"[36.002000]",41.893800,"[41.893800]",27.623240,"[27.623240]",11.000000,"[11.000000]",7400,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
7500,0,2430407,100.000000,"[100.000000]",1,0.000000,"[0.000000]",16913,34.607720,36.000000,"[36.000000]",6.961400,"[6.961400]",34.607720,"[34.607720]",14.000000,"[14.000000]",7500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
7600,0,2462828,100.000000,"[100.000000]",1,0.000000,"[0.000000]",20227,34.604320,36.000000,"[36.000000]",6.978400,"[6.978400]",34.604320,"[34.604320]",17.000000,"[17.000000]",7600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
7700,0,2495188,100.000000,"[100.000000]",1,0.000000,"[0.000000]",20049,35.207640,36.000000,"[36.000000]",3.961800,"[3.961800]",35.207640,"[35.207640]",15.000000,"[15.000000]",7700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
7800,0,2527619,33.333333,"[33.333333]",1,0.000000,"[0.000000]",18912,10.603640,12.000000,"[12.000000]",6.981800,"[6.981800]",10.603640,"[10.603640]",8.000000,"[8.000000]",7800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",2.000000,"[2]"
7900,0,2560023,0.000000,"[0.000000]",1,0.000000,"[0.000000]",17260,-0.201640,0.001000,"[0.001000]",1.013200,"[1.013200]",-0.201640,"[-0.201640]",11.000000,"[11.000000]",7900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
8000,0,2592386,100.000000,"[100.000000]",1,0.000000,"[0.000000]",19797,35.215120,36.000000,"[36.000000]",3.924400,"[3.924400]",35.215120,"[35.215120]",0.000000,"[0.000000]",8000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
8100,0,2624806,100.000000,"[100.000000]",1,0.000000,"[0.000000]",19237,27.612400,36.000000,"[36.000000]",41.938000,"[41.938000]",27.612400,"[27.612400]",9.000000,"[9.000000]",8100,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
8200,0,2657168,100.000000,"[100.000000]",1,0.000000,"[0.000000]",16818,34.613160,36.000000,"[36.000000]",6.934200,"[6.934200]",34.613160,"[34.613160]",11.000000,"[11.000000]",8200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
8300,0,2689552,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12575,34.658720,36.000000,"[36.000000]",6.706400,"[6.706400]",34.658720,"[34.658720]",17.000000,"[17.000000]",8300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
8400,0,2721956,0.000000,"[0.000000]",1,0.000000,"[0.000000]",11397,-0.791360,0.001000,"[0.001000]",3.961800,"[3.961800]",-0.791360,"[-0.791360]",13.000000,"[13.000000]",8400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
8500,0,2754408,91.666667,"[91.666667]",1,0.000000,"[0.000000]",11465,32.599320,33.000000,"[33.000000]",2.003400,"[2.003400]",32.599320,"[32.599320]",0.000000,"[0.000000]",8500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",1.000000,"[1]"
8600,0,2786832,66.666667,"[66.666667]",1,0.000000,"[0.000000]",11893,20.205000,24.000000,"[24.000000]",18.975000,"[18.975000]",20.205000,"[20.205000]",18.000000,"[18.000000]",8600,0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",2.000000,"[2]"
8700,0,2819171,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12193,35.804160,36.000000,"[36.000000]",0.979200,"[0.979200]",35.804160,"[35.804160]",7.000000,"[7.000000]",8700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]"
8800,0,2851578,100.000000,"[100.000000]",1,0.000000,"[0.000000]",10288,20.417480,36.001000,"[36.001000]",77.917600,"[77.917600]",20.417480,"[20.417480]",0.000000,"[0.000000]",8800,0.000000,"[0]",0.000000,"[0]",24.000000,"[24]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
8900,0,2883954,100.000000,"[100.000000]",1,0.000000,"[0.000000]",11015,35.404840,36.000000,"[36.000000]",2.975800,"[2.975800]",35.404840,"[35.404840]",13.000000,"[13.000000]",8900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
9000,0,2916402,50.000000,"[50.000000]",1,0.000000,"[0.000000]",6649,7.600160,18.000000,"[18.000000]",51.999200,"[51.999200]",7.600160,"[7.600160]",7.000000,"[7.000000]",9000,0.000000,"[0]",6.000000,"[6]",18.000000,"[18]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",1.000000,"[1]"
9100,0,2948754,100.000000,"[100.000000]",1,0.000000,"[0.000000]",8049,31.215120,36.000000,"[36.000000]",23.924400,"[23.924400]",31.215120,"[31.215120]",7.000000,"[7.000000]",9100,0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
9200,0,2981175,100.000000,"[100.000000]",1,0.000000,"[0.000000]",9174,35.008720,36.001000,"[36.001000]",4.961400,"[4.961400]",35.008720,"[35.008720]",6.000000,"[6.000000]",9200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
9300,0,3013632,50.000000,"[50.000000]",1,0.000000,"[0.000000]",10181,16.600240,18.000000,"[18.000000]",6.998800,"[6.998800]",16.600240,"[16.600240]",20.000000,"[20.000000]",9300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
9400,0,3045951,100.000000,"[100.000000]",1,0.000000,"[0.000000]",10312,28.604160,36.000000,"[36.000000]",36.979200,"[36.979200]",28.604160,"[28.604160]",13.000000,"[13.000000]",9400,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]"
9500,0,3078432,33.333333,"[33.333333]",1,0.000000,"[0.000000]",11101,8.803640,12.000000,"[12.000000]",15.981800,"[15.981800]",8.803640,"[8.803640]",18.000000,"[18.000000]",9500,0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",2.000000,"[2]"
9600,0,3110774,0.000000,"[0.000000]",1,0.000000,"[0.000000]",13075,-0.793040,0.000000,"[0.000000]",3.965200,"[3.965200]",-0.793040,"[-0.793040]",0.000000,"[0.000000]",9600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
9700,0,3143180,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15574,23.211800,36.000000,"[36.000000]",63.941000,"[63.941000]",23.211800,"[23.211800]",13.000000,"[13.000000]",9700,0.000000,"[0]",0.000000,"[0]",19.000000,"[19]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
9800,0,3175567,100.000000,"[100.000000]",1,0.000000,"[0.000000]",14332,34.600920,36.000000,"[36.000000]",6.995400,"[6.995400]",34.600920,"[34.600920]",14.000000,"[14.000000]",9800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
9900,0,3207936,50.000000,"[50.000000]",1,0.000000,"[0.000000]",16697,13.800840,18.000000,"[18.000000]",20.995800,"[20.995800]",13.800840,"[13.800840]",8.000000,"[8.000000]",9900,0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
10000,0,3240361,100.000000,"[100.000000]",1,0.000000,"[0.000000]",17274,23.806360,36.000000,"[36.000000]",60.968200,"[60.968200]",23.806360,"[23.806360]",5.000000,"[5.000000]",10000,0.000000,"[0]",0.000000,"[0]",18.000000,"[18]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
10100,0,3272741,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15134,34.615880,36.000000,"[36.000000]",6.920600,"[6.920600]",34.615880,"[34.615880]",0.000000,"[0.000000]",10100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
10200,0,3305146,100.000000,"[100.000000]",1,2.000000,"[2.000000]",15404,35.807640,36.000000,"[36.000000]",5.961800,"[5.961800]",35.807640,"[35.807640]",13.000000,"[13.000000]",10200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
10300,0,3337607,100.000000,"[100.000000]",1,0.000000,"[0.000000]",13577,35.212400,36.000000,"[36.000000]",3.938000,"[3.938000]",35.212400,"[35.212400]",0.000000,"[0.000000]",10300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
10400,0,3369962,33.333333,"[33.333333]",1,0.000000,"[0.000000]",17310,10.979000,12.000000,"[12.000000]",5.105000,"[5.105000]",10.979000,"[10.979000]",5.000000,"[5.000000]",10400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",2.000000,"[2]"
10500,0,3402429,41.666667,"[41.666667]",1,0.000000,"[0.000000]",16268,12.800240,15.000000,"[15.000000]",10.998800,"[10.998800]",12.800240,"[12.800240]",7.000000,"[7.000000]",10500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",4.000000,"[4]"
10600,0,3434810,0.000000,"[0.000000]",1,0.000000,"[0.000000]",19419,-0.400000,0.000000,"[0.000000]",2.000000,"[2.000000]",-0.400000,"[-0.400000]",0.000000,"[0.000000]",10600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
10700,0,3467135,100.000000,"[100.000000]",1,0.000000,"[0.000000]",19385,28.011720,36.000000,"[36.000000]",39.941400,"[39.941400]",28.011720,"[28.011720]",10.000000,"[10.000000]",10700,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
10800,0,3499573,91.666667,"[91.666667]",1,0.000000,"[0.000000]",17708,31.620640,33.000000,"[33.000000]",6.896800,"[6.896800]",31.620640,"[31.620640]",0.000000,"[0.000000]",10800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",2.000000,"[2]"
10900,0,3531959,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15343,31.612480,36.000000,"[36.000000]",21.937600,"[21.937600]",31.612480,"[31.612480]",2.000000,"[2.000000]",10900,0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
11000,0,3564410,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15864,34.603640,36.000000,"[36.000000]",6.981800,"[6.981800]",34.603640,"[34.603640]",14.000000,"[14.000000]",11000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
11100,0,3596741,83.333333,"[83.333333]",1,0.000000,"[0.000000]",19741,28.683540,30.000000,"[30.000000]",6.582300,"[6.582300]",28.683540,"[28.683540]",4.000000,"[4.000000]",11100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",2.000000,"[2]"
11200,0,3629136,100.000000,"[100.000000]",1,4.000000,"[4.000000]",14752,29.851240,30.000000,"[30.000000]",10.743800,"[10.743800]",29.851240,"[29.851240]",12.000000,"[12.000000]",11200,2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",4.000000,"[4]"
11300,0,3661600,0.000000,"[0.000000]",1,2.000000,"[2.000000]",13572,-0.655080,0.000000,"[0.000000]",8.275400,"[8.275400]",-0.655080,"[-0.655080]",12.000000,"[12.000000]",11300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]"
11400,0,3694031,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12967,31.617240,36.000000,"[36.000000]",21.913800,"[21.913800]",31.617240,"[31.617240]",8.000000,"[8.000000]",11400,0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
11500,0,3726371,100.000000,"[100.000000]",1,0.000000,"[0.000000]",14211,34.738600,36.001000,"[36.001000]",6.312000,"[6.312000]",34.738600,"[34.738600]",0.000000,"[0.000000]",11500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
11600,0,3758812,100.000000,"[100.000000]",1,0.000000,"[0.000000]",17825,32.936900,36.001000,"[36.001000]",15.320500,"[15.320500]",32.936900,"[32.936900]",25.000000,"[25.000000]",11600,0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
11700,0,3791180,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15671,34.443460,36.007000,"[36.007000]",7.817700,"[7.817700]",34.443460,"[34.443460]",9.000000,"[9.000000]",11700,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
