update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,cooperation_AVE,cooperation_LIST,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,teamActivity_AVE,teamActivity_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
18500,0,5994335,0.000000,"[0.000000]",1,0.000000,"[0.000000]",6627,0.001320,0.002000,"[0.002000]",0.003400,"[0.003400]",0.001320,"[0.001320]",0.000000,"[0.000000]",18500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
18600,0,6026803,37.500000,"[37.500000]",1,10.000000,"[10.000000]",5574,11.620200,9.001000,"[9.001000]",11.904000,"[11.904000]",11.620200,"[11.620200]",16.000000,"[16.000000]",18600,3.000000,"[3]",4.000000,"[4]",4.000000,"[4]",0.000000,"[0]",8.000000,"[8]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",1.000000,"[1]"
18700,0,6059150,66.666667,"[66.666667]",1,0.000000,"[0.000000]",4716,20.614180,24.000000,"[24.000000]",16.929100,"[16.929100]",20.614180,"[20.614180]",10.000000,"[10.000000]",18700,0.000000,"[0]",1.000000,"[1]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",3.000000,"[3]"
18800,0,6091592,58.333333,"[58.333333]",1,5.000000,"[5.000000]",3866,19.303960,21.001000,"[21.001000]",20.985200,"[20.985200]",19.303960,"[19.303960]",17.000000,"[17.000000]",18800,0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",3.000000,"[3]"
18900,0,6123937,0.000000,"[0.000000]",1,0.000000,"[0.000000]",2876,0.000000,0.000000,"[0.000000]",0.000000,"[0.000000]",0.000000,"[0.000000]",0.000000,"[0.000000]",18900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
19000,0,6156377,83.333333,"[83.333333]",1,0.000000,"[0.000000]",1940,28.900120,30.000000,"[30.000000]",5.499400,"[5.499400]",28.900120,"[28.900120]",3.000000,"[3.000000]",19000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",2.000000,"[2]"
19100,0,6188792,0.000000,"[0.000000]",1,4.000000,"[4.000000]",1688,30.273600,30.000000,"[30.000000]",8.632000,"[8.632000]",30.273600,"[30.273600]",11.000000,"[11.000000]",19100,5.000000,"[5]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",6.000000,"[6]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
19200,0,6221222,0.000000,"[0.000000]",1,0.000000,"[0.000000]",3028,0.000000,0.000000,"[0.000000]",0.000000,"[0.000000]",0.000000,"[0.000000]",0.000000,"[0.000000]",19200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
19300,0,6253568,0.000000,"[0.000000]",1,0.000000,"[0.000000]",3717,8.610080,10.001000,"[10.001000]",6.954600,"[6.954600]",8.610080,"[8.610080]",9.000000,"[9.000000]",19300,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
19400,0,6286027,0.000000,"[0.000000]",1,2.000000,"[2.000000]",2593,0.600840,0.000000,"[0.000000]",1.995800,"[1.995800]",0.600840,"[0.600840]",12.000000,"[12.000000]",19400,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
19500,0,6318409,66.666667,"[66.666667]",1,0.000000,"[0.000000]",2659,19.803300,24.000000,"[24.000000]",20.983500,"[20.983500]",19.803300,"[19.803300]",7.000000,"[7.000000]",19500,0.000000,"[0]",4.000000,"[4]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",5.000000,"[5]"
19600,0,6350790,66.666667,"[66.666667]",1,0.000000,"[0.000000]",2619,22.209320,24.005000,"[24.005000]",8.978400,"[8.978400]",22.209320,"[22.209320]",11.000000,"[11.000000]",19600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",3.000000,"[3]"
19700,0,6383166,100.000000,"[100.000000]",1,0.000000,"[0.000000]",2248,34.019920,36.002000,"[36.002000]",9.910400,"[9.910400]",34.019920,"[34.019920]",1.000000,"[1.000000]",19700,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
19800,0,6415597,66.666667,"[66.666667]",1,0.000000,"[0.000000]",2179,22.637840,24.007000,"[24.007000]",6.845800,"[6.845800]",22.637840,"[22.637840]",4.000000,"[4.000000]",19800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",2.000000,"[2]"
19900,0,6447964,100.000000,"[100.000000]",1,0.000000,"[0.000000]",1884,28.056120,36.007000,"[36.007000]",39.754400,"[39.754400]",28.056120,"[28.056120]",5.000000,"[5.000000]",19900,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
20000,0,6480431,25.000000,"[25.000000]",1,4.000000,"[4.000000]",1884,2.763640,3.003000,"[3.003000]",11.196800,"[11.196800]",2.763640,"[2.763640]",7.000000,"[7.000000]",20000,0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",2.000000,"[2]"
20100,0,6512798,50.000000,"[50.000000]",1,0.000000,"[0.000000]",1884,9.603760,18.007000,"[18.007000]",42.016200,"[42.016200]",9.603760,"[9.603760]",6.000000,"[6.000000]",20100,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
20200,0,6545162,100.000000,"[100.000000]",1,0.000000,"[0.000000]",2232,34.449480,36.003000,"[36.003000]",7.767600,"[7.767600]",34.449480,"[34.449480]",0.000000,"[0.000000]",20200,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
20300,0,6577615,100.000000,"[100.000000]",1,0.000000,"[0.000000]",2264,30.284120,36.005000,"[36.005000]",28.604400,"[28.604400]",30.284120,"[30.284120]",13.000000,"[13.000000]",20300,0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
20400,0,6609998,91.666667,"[91.666667]",1,0.000000,"[0.000000]",2806,31.801640,33.173000,"[33.173000]",6.856800,"[6.856800]",31.801640,"[31.801640]",0.000000,"[0.000000]",20400,0.000000,"[0]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",2.000000,"[2]"
20500,0,6642347,66.666667,"[66.666667]",1,0.000000,"[0.000000]",3096,21.464720,24.134000,"[24.134000]",13.346400,"[13.346400]",21.464720,"[21.464720]",15.000000,"[15.000000]",20500,0.000000,"[0]",4.000000,"[4]",4.000000,"[4]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",2.000000,"[2]"
20600,0,6674754,75.000000,"[75.000000]",1,0.000000,"[0.000000]",4379,25.056480,27.202000,"[27.202000]",10.727600,"[10.727600]",25.056480,"[25.056480]",7.000000,"[7.000000]",20600,0.000000,"[0]",3.000000,"[3]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",2.000000,"[2]"
20700,0,6707182,100.000000,"[100.000000]",1,0.000000,"[0.000000]",4297,34.069600,36.192000,"[36.192000]",10.612000,"[10.612000]",34.069600,"[34.069600]",3.000000,"[3.000000]",20700,0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
20800,0,6739625,100.000000,"[100.000000]",1,0.000000,"[0.000000]",4525,34.792160,36.026000,"[36.026000]",6.169200,"[6.169200]",34.792160,"[34.792160]",0.000000,"[0.000000]",20800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
20900,0,6772008,100.000000,"[100.000000]",1,0.000000,"[0.000000]",6579,29.218480,36.002000,"[36.002000]",33.917600,"[33.917600]",29.218480,"[29.218480]",10.000000,"[10.000000]",20900,0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
21000,0,6804393,50.000000,"[50.000000]",1,0.000000,"[0.000000]",7018,12.490000,18.017000,"[18.017000]",27.635000,"[27.635000]",12.490000,"[12.490000]",2.000000,"[2.000000]",21000,0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
21100,0,6836801,50.000000,"[50.000000]",1,2.000000,"[2.000000]",4520,24.168260,24.070100,"[24.070100]",4.509200,"[4.509200]",24.168260,"[24.168260]",12.000000,"[12.000000]",21100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",1.000000,"[1]"
21200,0,6869157,2.380952,"[2.380952]",1,15.000000,"[15.000000]",3517,8.076280,3.061800,"[3.061800]",12.427600,"[12.427600]",8.076280,"[8.076280]",43.000000,"[43.000000]",21200,0.000000,"[0]",4.000000,"[4]",4.000000,"[4]",8.000000,"[8]",42.000000,"[42]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",1.000000,"[1]"
21300,0,6901590,6.521739,"[6.521739]",1,18.000000,"[18.000000]",3917,9.973300,9.071900,"[9.071900]",40.493000,"[40.493000]",9.973300,"[9.973300]",38.000000,"[38.000000]",21300,0.000000,"[0]",15.000000,"[15]",15.000000,"[15]",9.000000,"[9]",46.000000,"[46]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",5.000000,"[5]"
21400,0,6933985,23.333333,"[23.333333]",1,7.000000,"[7.000000]",7310,21.660660,21.045500,"[21.045500]",14.424200,"[14.424200]",21.660660,"[21.660660]",7.000000,"[7.000000]",21400,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",30.000000,"[30]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",6.000000,"[6]"
21500,0,6966343,100.000000,"[100.000000]",1,6.000000,"[6.000000]",6466,37.800160,36.000000,"[36.000000]",5.999200,"[5.999200]",37.800160,"[37.800160]",13.000000,"[13.000000]",21500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
21600,0,6998728,41.666667,"[41.666667]",1,0.000000,"[0.000000]",5813,12.798160,15.075000,"[15.075000]",11.384200,"[11.384200]",12.798160,"[12.798160]",26.000000,"[26.000000]",21600,0.000000,"[0]",2.000000,"[2]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",2.000000,"[2]"
21700,0,7031158,16.666667,"[16.666667]",1,0.000000,"[0.000000]",5067,4.133360,6.000000,"[6.000000]",9.333200,"[9.333200]",4.133360,"[4.133360]",9.000000,"[9.000000]",21700,0.000000,"[0]",2.000000,"[2]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",1.000000,"[1]"
21800,0,7063540,0.000000,"[0.000000]",1,9.000000,"[9.000000]",4836,13.250360,10.000000,"[10.000000]",6.248200,"[6.248200]",13.250360,"[13.250360]",17.000000,"[17.000000]",21800,5.000000,"[5]",2.000000,"[2]",2.000000,"[2]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]",3.000000,"[3]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
21900,0,7095966,90.000000,"[90.000000]",1,4.000000,"[4.000000]",7249,28.401440,27.000000,"[27.000000]",2.992800,"[2.992800]",28.401440,"[28.401440]",7.000000,"[7.000000]",21900,2.000000,"[2]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",9.000000,"[9]",1.000000,"[1]"
22000,0,7128425,50.000000,"[50.000000]",1,0.000000,"[0.000000]",5837,16.602280,18.000000,"[18.000000]",6.988600,"[6.988600]",16.602280,"[16.602280]",7.000000,"[7.000000]",22000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
22100,0,7160789,91.666667,"[91.666667]",1,0.000000,"[0.000000]",4551,29.389280,31.000000,"[31.000000]",8.053600,"[8.053600]",29.389280,"[29.389280]",2.000000,"[2.000000]",22100,0.000000,"[0]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",10.000000,"[10]",2.000000,"[2]"
22200,0,7193199,0.000000,"[0.000000]",1,0.000000,"[0.000000]",3602,-1.600520,0.000000,"[0.000000]",8.002600,"[8.002600]",-1.600520,"[-1.600520]",7.000000,"[7.000000]",22200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]"
22300,0,7225590,50.000000,"[50.000000]",1,2.000000,"[2.000000]",3916,15.800160,18.000000,"[18.000000]",15.999200,"[15.999200]",15.800160,"[15.800160]",9.000000,"[9.000000]",22300,0.000000,"[0]",6.000000,"[6]",6.000000,"[6]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",1.000000,"[1]"
22400,0,7258021,41.666667,"[41.666667]",1,0.000000,"[0.000000]",4970,9.596160,11.000000,"[11.000000]",7.019200,"[7.019200]",9.596160,"[9.596160]",10.000000,"[10.000000]",22400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",3.000000,"[3]",2.000000,"[2]"
22500,0,7290364,0.000000,"[0.000000]",1,6.000000,"[6.000000]",5921,2.246640,0.005000,"[0.005000]",3.791800,"[3.791800]",2.246640,"[2.246640]",21.000000,"[21.000000]",22500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
22600,0,7322753,0.000000,"[0.000000]",1,0.000000,"[0.000000]",3687,-0.100640,0.000000,"[0.000000]",0.503200,"[0.503200]",-0.100640,"[-0.100640]",0.000000,"[0.000000]",22600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
22700,0,7355213,41.666667,"[41.666667]",1,0.000000,"[0.000000]",3874,13.314680,15.016000,"[15.016000]",8.506600,"[8.506600]",13.314680,"[13.314680]",6.000000,"[6.000000]",22700,0.000000,"[0]",2.000000,"[2]",2.000000,"[2]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",2.000000,"[2]"
22800,0,7387555,50.000000,"[50.000000]",1,4.000000,"[4.000000]",2962,17.846640,18.073000,"[18.073000]",11.131800,"[11.131800]",17.846640,"[17.846640]",14.000000,"[14.000000]",22800,0.000000,"[0]",1.000000,"[1]",2.000000,"[2]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
22900,0,7419929,18.750000,"[18.750000]",1,0.000000,"[0.000000]",3393,5.271540,9.040100,"[9.040100]",18.842800,"[18.842800]",5.271540,"[5.271540]",0.000000,"[0.000000]",22900,0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",1.000000,"[1]"
23000,0,7452357,16.666667,"[16.666667]",1,0.000000,"[0.000000]",2853,3.502920,6.000000,"[6.000000]",12.485400,"[12.485400]",3.502920,"[3.502920]",9.000000,"[9.000000]",23000,0.000000,"[0]",3.000000,"[3]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",2.000000,"[2]"
23100,0,7484823,33.333333,"[33.333333]",1,0.000000,"[0.000000]",2695,10.599520,12.002000,"[12.002000]",7.012400,"[7.012400]",10.599520,"[10.599520]",14.000000,"[14.000000]",23100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",2.000000,"[2]"
23200,0,7517160,91.666667,"[91.666667]",1,0.000000,"[0.000000]",2811,32.193320,33.002000,"[33.002000]",4.043400,"[4.043400]",32.193320,"[32.193320]",16.000000,"[16.000000]",23200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",1.000000,"[1]"
23300,0,7549607,66.666667,"[66.666667]",1,0.000000,"[0.000000]",3326,21.800900,24.001000,"[24.001000]",11.000500,"[11.000500]",21.800900,"[21.800900]",16.000000,"[16.000000]",23300,0.000000,"[0]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",3.000000,"[3]"
23400,0,7581958,100.000000,"[100.000000]",1,2.000000,"[2.000000]",2528,30.997840,33.001000,"[33.001000]",15.015800,"[15.015800]",30.997840,"[30.997840]",16.000000,"[16.000000]",23400,1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",6.000000,"[6]"
23500,0,7614355,25.000000,"[25.000000]",1,2.000000,"[2.000000]",2034,8.196840,9.000000,"[9.000000]",9.015800,"[9.015800]",8.196840,"[8.196840]",16.000000,"[16.000000]",23500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",3.000000,"[3]"
23600,0,7646791,0.000000,"[0.000000]",1,10.000000,"[10.000000]",2306,3.779360,0.003000,"[0.003000]",6.118200,"[6.118200]",3.779360,"[3.779360]",12.000000,"[12.000000]",23600,5.000000,"[5]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",5.000000,"[5]",5.000000,"[5]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
23700,0,7679219,81.250000,"[81.250000]",1,0.000000,"[0.000000]",4415,30.721700,39.001100,"[39.001100]",41.397000,"[41.397000]",30.721700,"[30.721700]",35.000000,"[35.000000]",23700,0.000000,"[0]",3.000000,"[3]",12.000000,"[12]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",13.000000,"[13]",3.000000,"[3]"
23800,0,7711605,58.333333,"[58.333333]",1,0.000000,"[0.000000]",7785,17.502140,21.001000,"[21.001000]",17.494300,"[17.494300]",17.502140,"[17.502140]",10.000000,"[10.000000]",23800,0.000000,"[0]",5.000000,"[5]",5.000000,"[5]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",3.000000,"[3]"
23900,0,7744017,100.000000,"[100.000000]",1,0.000000,"[0.000000]",10557,34.623000,36.001000,"[36.001000]",6.890000,"[6.890000]",34.623000,"[34.623000]",0.000000,"[0.000000]",23900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
24000,0,7776399,50.000000,"[50.000000]",1,0.000000,"[0.000000]",11070,14.855600,18.003000,"[18.003000]",15.737000,"[15.737000]",14.855600,"[14.855600]",22.000000,"[22.000000]",24000,0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",2.000000,"[2]"
24100,0,7808811,41.666667,"[41.666667]",1,0.000000,"[0.000000]",10514,13.625220,15.005000,"[15.005000]",6.898900,"[6.898900]",13.625220,"[13.625220]",10.000000,"[10.000000]",24100,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",1.000000,"[1]"
24200,0,7841213,0.000000,"[0.000000]",1,0.000000,"[0.000000]",6871,-0.903880,0.000000,"[0.000000]",4.519400,"[4.519400]",-0.903880,"[-0.903880]",5.000000,"[5.000000]",24200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
24300,0,7873602,81.818182,"[81.818182]",1,1.000000,"[1.000000]",6841,19.306700,27.000000,"[27.000000]",40.966500,"[40.966500]",19.306700,"[19.306700]",15.000000,"[15.000000]",24300,1.000000,"[1]",1.000000,"[1]",9.000000,"[9]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",6.000000,"[6]"
24400,0,7906018,83.333333,"[83.333333]",1,0.000000,"[0.000000]",7272,28.613840,30.000000,"[30.000000]",6.930800,"[6.930800]",28.613840,"[28.613840]",4.000000,"[4.000000]",24400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",2.000000,"[2]"
24500,0,7938412,100.000000,"[100.000000]",1,0.000000,"[0.000000]",6928,34.814440,36.000000,"[36.000000]",5.927800,"[5.927800]",34.814440,"[34.814440]",16.000000,"[16.000000]",24500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
24600,0,7970795,100.000000,"[100.000000]",1,0.000000,"[0.000000]",6715,34.506320,36.000000,"[36.000000]",7.468400,"[7.468400]",34.506320,"[34.506320]",7.000000,"[7.000000]",24600,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
