update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
0,0,58,0.000000,"[0.000000]",1,5000,0.000000,0.000000,"[0.000000]",0.000000,"[0.000000]",0.000000,"[0.000000]",-1,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
100,0,30368,0.000000,"[0.000000]",1,6076,0.335000,0.335000,"[0.335000]",0.000000,"[0.000000]",0.335000,"[0.335000]",100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
200,0,60355,0.000000,"[0.000000]",1,6819,1.281000,1.281000,"[1.281000]",0.000000,"[0.000000]",1.281000,"[1.281000]",200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
300,0,90319,0.000000,"[0.000000]",1,8175,26.623000,36.623000,"[36.623000]",20.000000,"[20.000000]",26.623000,"[26.623000]",300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",18.000000,"[18]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
400,0,120303,0.000000,"[0.000000]",1,5653,176.626000,186.626000,"[186.626000]",20.000000,"[20.000000]",176.626000,"[176.626000]",400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",93.000000,"[93]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
500,0,150353,0.000000,"[0.000000]",1,4098,282.610000,292.610000,"[292.610000]",20.000000,"[20.000000]",282.610000,"[282.610000]",500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",146.000000,"[146]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
600,0,180341,0.000000,"[0.000000]",1,4564,184.840000,194.840000,"[194.840000]",20.000000,"[20.000000]",184.840000,"[184.840000]",600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",97.000000,"[97]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
700,0,210391,0.000000,"[0.000000]",1,3439,100.439000,110.439000,"[110.439000]",20.000000,"[20.000000]",100.439000,"[100.439000]",700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",55.000000,"[55]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
800,0,240305,0.000000,"[0.000000]",1,3912,74.301000,84.301000,"[84.301000]",20.000000,"[20.000000]",74.301000,"[74.301000]",800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",42.000000,"[42]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
900,0,270301,0.000000,"[0.000000]",1,4470,334.676000,344.676000,"[344.676000]",20.000000,"[20.000000]",334.676000,"[334.676000]",900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",172.000000,"[172]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
