16
0:2,3 0.003 -1 0 3,3 0.003 0 -1 3,2 0.003 -1 -1 50 48 2,14 0.003 -1 -1 2,15 0.003 0 1 0,13 0.003 1 0 50 49 13,2 0.003 -1 1 15,2 0.003 0 1 12,3 0.003 -1 -1 50 50 13,14 0.003 1 -1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 49 ::s,1,3 s,1,13 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
1:2,3 0.003 -1 1 3,3 0.003 0 -1 3,2 0.003 -1 -1 50 48 2,14 0.003 -1 -1 2,15 0.003 0 1 0,13 0.003 1 0 50 49 13,2 0.003 -1 1 15,2 0.003 1 1 12,3 0.003 -1 -1 50 50 13,14 0.003 1 -1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 49 ::s,1,3 s,1,13 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
2:2,3 0.003 0 1 3,3 0.003 1 -1 3,2 0.003 0 -1 50 48 2,14 0.003 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 45 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.003 1 0 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 49 :1,13 :s,1,3 s,1,13 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
3:2,3 0.003 0 1 3,3 0.003 1 0 3,2 0.003 0 -1 50 48 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 37 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.003 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 49 :2,13 1,13 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
4:2,3 0.003 0 1 3,3 0.003 1 0 3,2 0.003 0 -1 50 48 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 29 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.003 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 49 :2,12 2,13 2,13 1,13 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
5:2,3 0.003 0 1 3,3 0.003 1 0 3,2 0.003 1 -1 50 48 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 21 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 45 :2,11 3,13 2,12 2,13 2,13 1,13 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
6:2,3 0.003 0 1 3,3 0.003 1 0 3,2 0.003 1 0 50 48 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 13 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 41 :2,10 4,13 2,11 3,13 2,12 2,13 2,13 1,13 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
7:2,3 0.003 0 1 3,3 0.003 1 0 3,2 0.002 1 0 50 44 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 5 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 37 :2,9 5,13 2,10 4,13 2,11 3,13 2,12 2,13 4,2 2,13 1,13 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
8:2,3 0.003 0 1 3,3 0.003 1 0 3,2 0.001 1 0 50 44 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 33 :2,8 6,13 2,9 5,13 2,10 4,13 2,11 3,13 5,2 2,12 2,13 2,13 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
9:2,3 0.003 0 1 3,3 0.003 1 1 3,2 0.002 1 0 50 40 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 29 :2,7 7,13 2,8 6,13 2,9 5,13 2,10 4,13 6,2 2,11 3,13 2,12 4,2 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
10:2,3 0.003 0 1 3,3 0.003 1 1 3,2 0.001 1 0 50 40 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 25 :2,6 8,13 2,7 7,13 2,8 6,13 2,9 5,13 7,2 2,10 4,13 2,11 5,2 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
11:2,3 0.003 0 1 3,3 0.003 1 1 3,2 0.002 1 0 50 36 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 21 :2,5 9,13 2,6 8,13 2,7 7,13 2,8 6,13 8,2 2,9 5,13 2,10 6,2 4,2 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
12:2,3 0.003 -1 1 3,3 0.003 1 1 3,2 0.001 1 0 50 36 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 0 50 17 :2,4 10,13 2,5 9,13 2,6 8,13 2,7 7,13 9,2 2,8 6,13 2,9 7,2 5,2 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
13:2,3 0.003 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 50 32 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 50 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 -1 -1 50 13 :2,3 11,13 2,4 10,13 2,5 9,13 2,6 8,13 10,2 2,7 7,13 2,8 8,2 6,2 4,2 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
14:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.001 1 0 47 28 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 53 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 50 9 :12,13 2,3 11,13 2,4 10,13 2,5 9,13 11,2 2,6 8,13 2,7 9,2 7,2 5,2 1,4 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
15:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 44 20 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 56 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 50 5 :13,13 12,13 2,3 11,13 2,4 10,13 12,2 2,5 9,13 2,6 10,2 8,2 6,2 0,5 1,4 4,2 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
16:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.001 1 0 41 16 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 59 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 50 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 50 1 :14,13 13,13 12,13 2,3 11,13 13,2 2,4 10,13 2,5 11,2 9,2 7,2 0,5 5,2 1,4 14,15 :s,1,3 f,2,0 s,2,1 f,2,13 s,14,13 f,14,14 f,15,3 
17:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 41 8 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 63 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 47 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :14,13 13,13 12,13 2,3 11,13 2,4 12,2 10,2 8,2 6,2 0,5 1,4 4,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
18:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 38 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 66 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 47 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :15,13 14,13 13,13 12,13 2,3 13,2 11,2 9,2 7,2 0,5 5,2 1,4 4,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
19:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 38 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 44 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :15,13 14,13 13,13 12,2 10,2 8,2 6,2 0,5 5,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
20:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 38 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 44 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :15,13 14,13 13,2 11,2 9,2 7,2 6,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
21:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 41 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 41 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :15,13 12,2 10,2 8,2 7,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
22:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 41 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 41 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :13,2 11,2 9,2 8,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
23:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 44 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 38 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :12,2 10,2 9,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
24:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 44 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 38 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :13,2 11,2 10,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
25:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 47 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 35 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :12,2 11,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
26:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 47 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 35 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :13,2 12,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
27:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 50 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 32 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 :13,2 :s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
28:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
29:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
30:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
31:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
32:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
33:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
34:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
35:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
36:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
37:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
38:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
39:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
40:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
41:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
42:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.003 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
43:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
44:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
45:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
46:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
47:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
48:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
49:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
50:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
51:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
52:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
53:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
54:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
55:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
56:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
57:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
58:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
59:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
60:2,3 0.002 -1 1 3,3 0.003 1 1 3,2 0.002 1 0 53 0 2,14 0.002 0 -1 2,15 0.002 0 1 0,13 0.002 1 0 69 1 13,2 0.003 -1 1 15,2 0.002 1 0 12,3 0.003 -1 -1 29 50 13,14 0.002 1 1 12,15 0.003 -1 -1 12,12 0.003 0 -1 55 1 ::s,1,3 f,2,0 s,2,1 f,2,13 f,14,14 f,15,3 
