16
0:3,0 0.003 1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.003 -1 1 3,15 0.003 1 1 1,12 0.002 -1 1 50 49 14,1 0.003 1 1 15,3 0.003 0 1 14,3 0.002 1 0 50 49 15,14 0.003 1 -1 15,15 0.003 0 -1 12,15 0.002 -1 0 50 50 ::s,1,13 f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
1:3,0 0.003 1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.003 0 1 3,15 0.003 1 1 1,12 0.002 0 1 50 49 14,1 0.003 1 0 15,3 0.003 1 1 14,3 0.002 1 0 50 49 15,14 0.003 1 -1 15,15 0.003 0 -1 12,15 0.002 -1 0 50 50 ::s,1,13 f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
2:3,0 0.003 1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.003 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 45 14,1 0.003 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 50 45 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 50 42 :1,13 15,3 15,14 11,15 :s,1,13 f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
3:3,0 0.003 0 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 37 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 48 37 15,14 0.003 1 1 15,15 0.002 0 -1 12,15 0.002 -1 0 48 34 :10,15 3,13 1,13 15,0 15,3 15,14 11,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
4:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 29 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 46 29 15,14 0.003 0 1 15,15 0.002 0 -1 12,15 0.002 -1 0 46 26 :9,15 4,14 1,14 10,15 3,13 1,13 15,0 15,3 15,14 11,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
5:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 21 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 44 21 15,14 0.003 -1 1 15,15 0.002 0 -1 12,15 0.002 -1 0 44 18 :8,15 5,15 1,15 9,15 4,14 1,14 10,15 3,13 1,13 15,0 15,3 15,14 11,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
6:3,0 0.003 -1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 13 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 42 13 15,14 0.003 -1 1 15,15 0.002 0 -1 12,15 0.002 -1 0 42 10 :7,15 8,15 5,15 1,15 9,15 4,14 1,14 10,15 3,13 1,13 15,0 15,3 15,14 11,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
7:3,0 0.003 -1 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 5 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 40 5 15,14 0.003 -1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 40 2 :6,15 7,15 8,15 5,15 1,15 9,15 4,14 1,14 10,15 3,13 1,13 15,0 15,3 15,14 11,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
8:3,0 0.003 0 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 -1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 38 2 :5,15 6,15 7,15 8,15 5,15 1,15 9,15 4,14 1,14 10,15 3,13 15,0 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
9:3,0 0.003 1 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 -1 -1 15,15 0.002 0 -1 12,15 0.002 -1 0 38 2 :4,15 5,15 6,15 7,15 8,15 5,15 1,15 9,15 4,14 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
10:3,0 0.003 1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 50 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 0 -1 15,15 0.002 0 -1 12,15 0.002 -1 0 38 2 :3,15 4,15 5,15 6,15 7,15 8,15 5,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
11:3,0 0.003 1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 47 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 -1 15,15 0.002 0 -1 12,15 0.002 -1 0 41 2 :3,15 4,15 5,15 6,15 7,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
12:3,0 0.003 0 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 44 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 44 2 :3,15 4,15 5,15 6,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
13:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 41 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 47 2 :3,15 4,15 5,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
14:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 38 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 50 2 :3,15 4,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
15:3,0 0.003 -1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 35 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 53 2 :3,15 :f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
16:3,0 0.003 -1 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
17:3,0 0.003 0 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
18:3,0 0.003 1 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
19:3,0 0.003 1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
20:3,0 0.003 1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
21:3,0 0.003 0 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
22:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
23:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
24:3,0 0.003 -1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
25:3,0 0.003 -1 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
26:3,0 0.003 0 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
27:3,0 0.003 1 -1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
28:3,0 0.003 1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
29:3,0 0.003 1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
30:3,0 0.003 0 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
31:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
32:3,0 0.003 -1 1 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
33:3,0 0.003 -1 0 3,1 0.003 1 -1 0,0 0.002 -1 0 50 50 2,12 0.002 1 1 3,15 0.002 1 1 1,12 0.002 0 1 32 1 14,1 0.002 1 -1 15,3 0.002 1 1 14,3 0.002 1 0 38 1 15,14 0.003 1 0 15,15 0.002 0 -1 12,15 0.002 -1 0 56 2 ::f,2,14 f,3,2 f,13,3 s,15,2 f,15,13 
