16
0:3,3 0.001 0 1 0,0 0.003 1 1 0,1 0.003 -1 0 50 49 3,14 0.003 -1 0 2,13 0.003 0 -1 3,15 0.003 -1 -1 50 49 14,2 0.003 0 1 14,1 0.003 1 -1 13,3 0.003 1 0 50 48 14,13 0.003 0 1 14,15 0.003 -1 1 15,14 0.003 1 1 50 49 ::f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
1:3,3 0.001 0 1 0,0 0.003 1 1 0,1 0.003 -1 0 50 49 3,14 0.003 -1 0 2,13 0.003 0 -1 3,15 0.003 -1 -1 50 49 14,2 0.003 1 1 14,1 0.003 0 -1 13,3 0.003 1 0 50 48 14,13 0.003 0 1 14,15 0.003 0 1 15,14 0.003 1 1 50 49 ::f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
2:3,3 0.001 0 1 0,0 0.003 0 1 0,1 0.003 -1 0 50 49 3,14 0.003 -1 -1 2,13 0.003 0 -1 3,15 0.003 0 -1 50 49 14,2 0.003 1 0 14,1 0.003 -1 -1 13,3 0.003 1 1 50 48 14,13 0.003 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 49 ::f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
3:3,3 0.001 0 1 0,0 0.003 -1 1 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 50 41 14,2 0.002 1 0 14,1 0.003 -1 -1 13,3 0.003 0 1 50 44 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 45 :2,13 3,14 15,2 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
4:3,3 0.001 0 1 0,0 0.003 -1 0 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 46 33 14,2 0.002 1 0 14,1 0.002 -1 -1 13,3 0.003 0 1 50 36 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 41 :12,15 2,13 3,14 15,2 13,0 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
5:3,3 0.001 0 1 0,0 0.003 -1 0 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 42 25 14,2 0.002 1 0 14,1 0.002 -1 -1 13,3 0.003 0 1 50 28 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 37 :12,15 2,13 3,14 15,2 13,0 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
6:3,3 0.001 0 1 0,0 0.003 -1 0 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 38 17 14,2 0.002 1 0 14,1 0.002 -1 -1 13,3 0.003 0 1 50 20 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 33 :12,15 2,13 3,14 15,2 13,0 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
7:3,3 0.001 0 1 0,0 0.003 -1 0 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 34 9 14,2 0.002 1 0 14,1 0.002 -1 -1 13,3 0.003 0 1 50 12 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 29 :12,15 2,13 3,14 15,2 13,0 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
8:3,3 0.001 0 1 0,0 0.003 -1 0 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 30 1 14,2 0.002 1 0 14,1 0.002 -1 -1 13,3 0.003 0 1 50 4 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 25 :12,15 2,13 3,14 15,2 13,0 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
9:3,3 0.001 0 1 0,0 0.003 -1 0 0,1 0.003 -1 0 50 49 3,14 0.002 -1 -1 2,13 0.003 0 -1 3,15 0.002 0 -1 26 1 14,2 0.002 1 0 14,1 0.002 -1 -1 13,3 0.003 0 1 50 0 14,13 0.002 -1 1 14,15 0.003 0 1 15,14 0.003 1 1 50 21 :12,15 15,2 13,14 :f,1,0 s,1,1 s,2,12 f,2,14 f,13,14 s,14,3 s,14,14 s,15,0 f,15,1 
