16
0:1,2 0.001 1 0 2,2 0.003 1 1 3,3 0.002 -1 1 50 50 3,14 0.001 1 0 3,13 0.003 1 0 3,12 0.002 0 1 50 50 12,3 0.002 1 1 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 46 12,15 0.002 -1 0 15,13 0.003 -1 0 13,12 0.002 -1 -1 50 42 :13,4 11,15 12,11 :f,0,1 f,2,14 f,13,1 f,15,12 
1:1,2 0.001 1 -1 2,2 0.003 1 0 3,3 0.002 0 1 50 50 3,14 0.002 1 0 3,13 0.003 1 -1 3,12 0.002 1 1 50 46 12,3 0.002 1 1 13,2 0.003 -1 0 14,0 0.002 0 -1 50 42 12,15 0.002 -1 0 15,13 0.003 -1 1 13,12 0.002 -1 -1 50 34 :14,5 10,15 11,10 4,14 13,4 11,15 12,11 :f,0,1 f,2,14 f,13,1 f,15,12 
2:1,2 0.001 0 -1 2,2 0.003 1 -1 3,3 0.002 0 1 50 46 3,14 0.002 1 0 3,13 0.002 1 -1 3,12 0.002 1 0 50 38 12,3 0.002 1 1 13,2 0.003 -1 1 14,0 0.002 0 -1 50 38 12,15 0.002 -1 0 15,13 0.003 0 1 13,12 0.002 -1 -1 50 26 :15,6 9,15 10,9 5,14 14,5 10,15 11,10 3,4 4,14 4,12 13,4 11,15 12,11 :f,0,1 f,2,14 f,13,1 f,15,12 
3:1,2 0.001 -1 -1 2,2 0.003 0 -1 3,3 0.002 0 1 50 42 3,14 0.002 1 0 3,13 0.002 1 -1 3,12 0.002 1 0 50 26 12,3 0.002 1 1 13,2 0.003 0 1 14,0 0.002 0 -1 50 34 12,15 0.002 -1 0 15,13 0.003 1 1 13,12 0.002 -1 -1 50 18 :8,15 9,8 6,14 15,6 9,15 10,9 3,5 5,14 5,11 14,5 10,15 11,10 3,4 4,14 4,12 4,12 13,4 11,15 12,11 :f,0,1 f,2,14 f,13,1 f,15,12 
4:1,2 0.001 -1 0 2,2 0.003 -1 -1 3,3 0.002 0 1 50 38 3,14 0.002 1 0 3,13 0.002 1 -1 3,12 0.002 1 0 50 14 12,3 0.002 1 1 13,2 0.003 1 1 14,0 0.002 0 -1 50 30 12,15 0.002 -1 0 15,13 0.003 1 0 13,12 0.002 -1 -1 50 10 :7,15 8,7 7,14 8,15 9,8 3,6 6,14 6,10 15,6 9,15 10,9 3,5 5,14 5,11 5,12 14,5 10,15 11,10 3,4 4,14 4,12 4,12 13,4 11,15 12,11 :f,0,1 f,2,14 f,13,1 f,15,12 
5:1,2 0.001 -1 1 2,2 0.003 -1 0 3,3 0.002 0 1 50 34 3,14 0.002 1 0 3,13 0.002 1 -1 3,12 0.002 1 0 50 2 12,3 0.002 1 1 13,2 0.003 1 0 14,0 0.002 0 -1 50 26 12,15 0.002 -1 0 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :6,15 7,6 8,14 7,15 8,7 3,7 7,14 7,9 8,15 9,8 3,6 6,14 6,10 6,12 15,6 9,15 10,9 3,5 5,14 5,11 5,12 14,5 10,15 11,10 3,4 4,14 4,12 4,12 13,4 11,15 12,11 :f,0,1 f,2,14 f,13,1 f,15,12 
6:1,2 0.001 0 1 2,2 0.003 -1 1 3,3 0.002 0 1 50 30 3,14 0.002 1 0 3,13 0.002 1 -1 3,12 0.002 1 0 50 2 12,3 0.002 1 1 13,2 0.003 1 -1 14,0 0.002 0 -1 50 22 12,15 0.002 -1 0 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :5,15 6,5 9,14 6,15 7,6 3,8 8,14 8,8 7,15 8,7 3,7 7,14 7,9 7,12 8,15 9,8 3,6 6,14 6,10 6,12 15,6 9,15 10,9 3,5 5,14 5,11 5,12 14,5 10,15 11,10 3,4 13,4 :f,0,1 f,2,14 f,13,1 f,15,12 
7:1,2 0.001 1 1 2,2 0.003 0 1 3,3 0.002 0 1 50 26 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 50 2 12,3 0.002 1 1 13,2 0.003 0 -1 14,0 0.002 0 -1 50 18 12,15 0.002 -1 0 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :4,15 5,4 10,14 5,15 6,5 3,9 9,14 9,7 6,15 7,6 3,8 8,14 8,8 8,12 7,15 8,7 3,7 7,14 7,9 7,12 8,15 9,8 3,6 6,14 6,10 6,12 15,6 9,15 10,9 3,5 14,5 3,4 13,4 :f,0,1 f,2,14 f,13,1 f,15,12 
8:1,2 0.001 1 0 2,2 0.003 1 1 3,3 0.002 0 1 50 22 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 50 2 12,3 0.002 1 1 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 14 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :3,15 4,3 11,14 4,15 5,4 3,10 10,14 10,6 5,15 6,5 3,9 9,14 9,7 9,12 6,15 7,6 3,8 8,14 8,8 8,12 7,15 8,7 3,7 7,14 7,9 7,12 8,15 9,8 3,6 15,6 3,5 14,5 3,4 13,4 :f,0,1 f,2,14 f,13,1 f,15,12 
9:1,2 0.001 1 -1 2,2 0.003 1 0 3,3 0.002 0 1 50 18 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 50 2 12,3 0.002 1 1 13,2 0.003 -1 0 14,0 0.002 0 -1 50 10 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :2,15 3,2 12,14 3,15 4,3 3,11 11,14 11,5 4,15 5,4 3,10 10,14 10,6 10,12 5,15 6,5 3,9 9,14 9,7 9,12 6,15 7,6 3,8 8,14 8,8 8,12 7,15 8,7 3,7 3,6 15,6 3,5 14,5 3,4 13,4 :f,0,1 f,2,14 f,13,1 f,15,12 
10:1,2 0.001 0 -1 2,2 0.003 1 -1 3,3 0.002 0 1 50 14 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 50 2 12,3 0.002 1 0 13,2 0.003 -1 1 14,0 0.002 0 -1 50 10 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :1,15 2,1 13,14 2,15 3,2 3,12 12,14 12,4 3,15 4,3 3,11 11,14 11,5 11,12 4,15 5,4 3,10 10,14 10,6 10,12 5,15 6,5 3,9 9,14 9,7 9,12 6,15 7,6 3,8 3,7 3,6 15,6 3,5 14,5 3,4 :f,0,1 f,2,14 f,13,1 f,15,12 
11:1,2 0.001 -1 -1 2,2 0.003 1 -1 3,3 0.002 0 1 53 10 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 47 2 12,3 0.002 1 0 13,2 0.003 0 1 14,0 0.002 0 -1 50 6 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :0,15 1,0 14,14 1,15 2,1 13,14 13,3 2,15 3,2 3,12 12,14 12,4 12,12 3,15 4,3 3,11 11,14 11,5 11,12 4,15 5,4 3,10 10,14 10,6 10,12 5,15 6,5 3,9 3,8 3,7 3,6 15,6 3,5 3,4 13,3 :f,0,1 f,2,14 f,13,1 f,15,12 
12:1,2 0.001 -1 0 2,2 0.003 1 -1 3,3 0.002 0 1 56 6 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 44 2 12,3 0.002 1 0 13,2 0.003 1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 50 2 :15,14 0,15 1,0 14,14 14,2 1,15 2,1 13,14 13,3 13,12 2,15 3,2 3,12 12,14 12,4 12,12 3,15 4,3 3,11 11,14 11,5 11,12 4,15 5,4 3,10 3,9 3,8 3,7 3,6 3,5 14,3 3,4 13,3 :f,0,1 f,2,14 f,13,1 f,15,12 
13:1,2 0.001 -1 1 2,2 0.003 1 -1 3,3 0.002 0 1 59 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 44 2 12,3 0.002 1 0 13,2 0.003 1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 47 2 :15,14 15,1 0,15 1,0 14,14 14,2 1,15 2,1 13,14 13,3 13,12 2,15 3,2 3,12 12,14 12,4 12,12 3,15 4,3 3,11 3,10 3,9 3,8 3,7 3,6 15,3 3,5 14,3 3,4 :f,0,1 f,2,14 f,13,1 f,15,12 
14:1,2 0.001 0 1 2,2 0.003 1 -1 3,3 0.002 0 1 62 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 44 2 12,3 0.002 1 0 13,2 0.003 1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 44 2 :15,14 15,1 0,15 1,0 14,14 14,2 1,15 2,1 13,14 13,3 13,12 2,15 3,2 3,12 3,11 3,10 3,9 3,8 3,7 3,6 15,3 3,5 :f,0,1 f,2,14 f,13,1 f,15,12 
15:1,2 0.001 1 1 2,2 0.003 0 -1 3,3 0.002 0 1 65 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 44 2 12,3 0.002 1 0 13,2 0.003 0 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :15,14 15,1 0,15 1,0 14,14 14,2 1,15 2,1 3,12 3,11 3,10 3,9 3,8 3,7 3,6 :f,0,1 f,2,14 f,13,1 f,15,12 
16:1,2 0.001 1 0 2,2 0.003 -1 -1 3,3 0.002 0 1 68 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 41 2 12,3 0.002 1 0 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :15,14 15,1 0,15 1,0 3,12 3,11 3,10 3,9 3,8 3,7 :f,0,1 f,2,14 f,13,1 f,15,12 
17:1,2 0.001 1 -1 2,2 0.003 -1 0 3,3 0.002 0 1 71 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 38 2 12,3 0.002 1 0 13,2 0.003 -1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :3,12 3,11 3,10 3,9 3,8 :f,0,1 f,2,14 f,13,1 f,15,12 
18:1,2 0.001 0 -1 2,2 0.003 -1 1 3,3 0.002 0 1 74 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 35 2 12,3 0.002 1 0 13,2 0.003 -1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :3,12 3,11 3,10 3,9 :f,0,1 f,2,14 f,13,1 f,15,12 
19:1,2 0.001 -1 -1 2,2 0.003 0 1 3,3 0.002 0 1 77 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 32 2 12,3 0.002 1 0 13,2 0.003 0 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :3,12 3,11 3,10 :f,0,1 f,2,14 f,13,1 f,15,12 
20:1,2 0.001 -1 0 2,2 0.003 1 1 3,3 0.002 0 1 80 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 29 2 12,3 0.002 1 0 13,2 0.003 1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :3,12 3,11 :f,0,1 f,2,14 f,13,1 f,15,12 
21:1,2 0.001 -1 1 2,2 0.003 1 0 3,3 0.002 0 1 83 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 26 2 12,3 0.002 1 0 13,2 0.003 1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 :3,12 :f,0,1 f,2,14 f,13,1 f,15,12 
22:1,2 0.001 0 1 2,2 0.003 1 -1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
23:1,2 0.001 1 1 2,2 0.003 0 -1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
24:1,2 0.001 1 0 2,2 0.003 -1 -1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
25:1,2 0.001 1 -1 2,2 0.003 -1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
26:1,2 0.001 0 -1 2,2 0.003 -1 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
27:1,2 0.001 -1 -1 2,2 0.003 0 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
28:1,2 0.001 -1 0 2,2 0.003 1 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
29:1,2 0.001 -1 1 2,2 0.003 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
30:1,2 0.001 0 1 2,2 0.003 1 -1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
31:1,2 0.001 1 1 2,2 0.003 0 -1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
32:1,2 0.001 1 0 2,2 0.003 -1 -1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
33:1,2 0.001 1 -1 2,2 0.003 -1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
34:1,2 0.001 0 -1 2,2 0.003 -1 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
35:1,2 0.001 -1 -1 2,2 0.003 0 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
36:1,2 0.001 -1 0 2,2 0.002 0 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
37:1,2 0.001 -1 1 2,2 0.002 1 1 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
38:1,2 0.001 0 1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
39:1,2 0.001 1 1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
40:1,2 0.001 1 0 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
41:1,2 0.001 1 -1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
42:1,2 0.001 0 -1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
43:1,2 0.001 -1 -1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
44:1,2 0.001 -1 0 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
45:1,2 0.001 -1 1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
46:1,2 0.001 0 1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
47:1,2 0.001 1 1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
48:1,2 0.001 1 0 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 -1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
49:1,2 0.001 1 -1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 0 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
50:1,2 0.001 1 -1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 -1 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
51:1,2 0.001 1 -1 2,2 0.002 1 0 3,3 0.002 0 1 86 2 3,14 0.002 1 -1 3,13 0.002 1 -1 3,12 0.002 1 0 23 2 12,3 0.002 1 0 13,2 0.003 0 1 14,0 0.002 0 -1 50 2 12,15 0.002 -1 1 15,13 0.002 1 0 13,12 0.002 -1 -1 41 2 ::f,0,1 f,2,14 f,13,1 f,15,12 
